"DictWordID","PojUnicode","PojUnicodeOthers","PojInput","PojInputOthers","KipUnicode","KipUnicodeOthers","KipInput","KipInputOthers","HanLoTaibunKip","KipDictHanjiTaibunOthers","KipDictWordProperty","HoaBun","KaisoehHanLoPoj","KaisoehHanLoKip","KipDictDialects","Synonym","Opposite"
"60258","Chò kong-chhin, thiap pún. ","","Cho3 kong-chhin, thiap pun2. ","","Tsò kong-tshin, thiap pún. ","","Tso3 kong-tshin, thiap pun2. ","","做公親，貼本。","","俗諺","","為人仲裁還貼錢。比喻賠了夫人又折兵。","為人仲裁還貼錢。比喻賠了夫人又折兵。","","",""
"60259","Chò gû tio̍h thoa, chò-lâng tio̍h bôa. ","","Cho3 gu5 tioh8 thoa, cho3-lang5 tioh8 boa5. ","","Tsò gû tio̍h thua, tsò-lâng tio̍h buâ. ","","Tso3 gu5 tioh8 thua, tso3-lang5 tioh8 bua5. ","","做牛著拖，做人著磨。","","俗諺","","比喻做人本來就要勞苦，就像做牛就要拖犁、拖車一樣。","比喻做人本來就要勞苦，就像做牛就要拖犁、拖車一樣。","","",""
"60260","Chò koaⁿ nā chheng-liâm, chia̍h-pn̄g tio̍h kiáu iâm. ","","Cho3 koann na7 chheng-liam5, chiah8-png7 tioh8 kiau2 iam5. ","","Tsò kuann nā tshing-liâm, tsia̍h-pn̄g tio̍h kiáu iâm. ","","Tso3 kuann na7 tshing-liam5, tsiah8-png7 tioh8 kiau2 iam5. ","","做官若清廉，食飯著攪鹽。","","俗諺","","當官如果清廉，生活就會清苦。比喻無官不貪的情況。","當官如果清廉，生活就會清苦。比喻無官不貪的情況。","","",""
"60261","Chò koaⁿ phiàn chhù-lāi, chò-seng-lí phiàn se̍k-sāi. ","","Cho3 koann phian3 chhu3-lai7, cho3-seng-li2 phian3 sek8-sai7. ","","Tsò kuann phiàn tshù-lāi, tsò-sing-lí phiàn si̍k-sāi. ","","Tso3 kuann phian3 tshu3-lai7, tso3-sing-li2 phian3 sik8-sai7. ","","做官騙厝內，做生理騙熟似。","","俗諺","","意謂為官無不詐，經商無不奸。","意謂為官無不詐，經商無不奸。","","",""
"60262","Chò-tio̍h pháiⁿ chhân bāng ē tang, chhōa-tio̍h pháiⁿ bó͘ chi̍t-sì-lâng. ","","Cho3-tioh8 phainn2 chhan5 bang7 e7 tang, chhoa7-tioh8 phainn2 boo2 chit8-si3-lang5. ","","Tsò-tio̍h pháinn tshân bāng ē tang, tshuā-tio̍h pháinn bóo tsi̍t-sì-lâng. ","","Tso3-tioh8 phainn2 tshan5 bang7 e7 tang, tshua7-tioh8 phainn2 boo2 tsit8-si3-lang5. ","","做著歹田望下冬，娶著歹某一世人。","","俗諺","","種到不好的田可以期待下一個收穫季，娶到不好的太太就一輩子沒有希望。勸人擇偶要非常謹慎。","種到不好的田可以期待下一個收穫季，娶到不好的太太就一輩子沒有希望。勸人擇偶要非常謹慎。","","",""
"60263","Chò-hì--ê beh soah, khòaⁿ-hì--ê m̄ soah. ","","Cho3-hi3--e5 beh soah, khoann3-hi3--e5 m7 soah. ","","Tsò-hì--ê beh suah, khuànn-hì--ê m̄ suah. ","","Tso3-hi3--e5 beh suah, khuann3-hi3--e5 m7 suah. ","","做戲的欲煞，看戲的毋煞。","","俗諺","","形容戲演得太好了，觀眾意猶未盡。","形容戲演得太好了，觀眾意猶未盡。","","",""
"60264","Tiuⁿ-tî bô si̍h-pún. ","","Tiunn-ti5 bo5 sih8-pun2. ","","Tiunn-tî bô si̍h-pún. ","","Tiunn-ti5 bo5 sih8-pun2. ","","張持無蝕本。","","俗諺","","小心做事，不會吃虧。","小心做事，不會吃虧。","","",""
"60265","Tek-sit Thó͘-tī-kong, chhī bô ke. ","","Tek-sit Thoo2-ti7-kong, chhi7 bo5 ke. ","","Tik-sit Thóo-tī-kong, tshī bô ke. ","","Tik-sit Thoo2-ti7-kong, tshi7 bo5 ke. ","","得失土地公，飼無雞。","","俗諺","","比喻從事各種行業都不能得罪當地的主管或角頭，否則生意便做不下去。","比喻從事各種行業都不能得罪當地的主管或角頭，否則生意便做不下去。","","",""
"60266","Sioh hoe liân phûn, thiàⁿ kiáⁿ liân sun. ","","Sioh hoe lian5 phun5, thiann3 kiann2 lian5 sun. ","","Sioh hue liân phûn, thiànn kiánn liân sun. ","","Sioh hue lian5 phun5, thiann3 kiann2 lian5 sun. ","","惜花連盆，疼囝連孫。","","俗諺","","比喻愛屋及烏。","比喻愛屋及烏。","","",""
"60268","Chia̍p mē bē thiaⁿ, chia̍p phah bē thiàⁿ. ","","Chiap8 me7 be7 thiann, chiap8 phah be7 thiann3. ","","Tsia̍p mē bē thiann, tsia̍p phah bē thiànn. ","","Tsiap8 me7 be7 thiann, tsiap8 phah be7 thiann3. ","","捷罵袂聽，捷拍袂疼。","","俗諺","","頻繁的打罵教育，不見得有效！","頻繁的打罵教育，不見得有效！","","",""
"60269","Sàu-tè sàu piah-kak, sé-bīn sé hīⁿ-khang. ","","Sau3-te3 sau3 piah-kak, se2-bin7 se2 hinn7-khang. ","","Sàu-tè sàu piah-kak, sé-bīn sé hīnn-khang. ","","Sau3-te3 sau3 piah-kak, se2-bin7 se2 hinn7-khang. ","","掃地掃壁角，洗面洗耳空。","","俗諺","","比喻做事要澈底，不應只做表面工夫。","比喻做事要澈底，不應只做表面工夫。","","",""
"60270","Kà ti kà káu, put-jû ka-kī cháu. ","","Ka3 ti ka3 kau2, put-ju5 ka-ki7 chau2. ","","Kà ti kà káu, put-jû ka-kī tsáu. ","","Ka3 ti ka3 kau2, put-ju5 ka-ki7 tsau2. ","","教豬教狗，不如家己走。","","俗諺","","比喻求人不如求己。","比喻求人不如求己。","","",""
"60271","Beh hó-gia̍h tán āu-sì, beh chò-koaⁿ o̍h chò-hì. ","","Beh ho2-giah8 tan2 au7-si3, beh cho3-koann oh8 cho3-hi3. ","","Beh hó-gia̍h tán āu-sì, beh tsò-kuann o̍h tsò-hì. ","","Beh ho2-giah8 tan2 au7-si3, beh tso3-kuann oh8 tso3-hi3. ","","欲好額等後世，欲做官學做戲。","","俗諺","","勸誡人要腳踏實地，勿好高騖遠。","勸誡人要腳踏實地，勿好高騖遠。","","",""
"60272","Chheng-bêng bô tńg chhù, bô chó͘; kòe-nî bô tńg chhù, bô bó͘. ","","Chheng-beng5 bo5 tng2 chhu3, bo5 choo2; koe3-ni5 bo5 tng2 chhu3, bo5 boo2. ","","Tshing-bîng bô tńg tshù, bô tsóo; kuè-nî bô tńg tshù, bô bóo. ","","Tshing-bing5 bo5 tng2 tshu3, bo5 tsoo2; kue3-ni5 bo5 tng2 tshu3, bo5 boo2. ","","清明無轉厝，無祖；過年無轉厝，無某。","","俗諺","","此諺在說明過年過節在人民心中的重要性，含有慎終追遠、重視家庭的意義存在。","此諺在說明過年過節在人民心中的重要性，含有慎終追遠、重視家庭的意義存在。","","",""
"60273","Khan ang-î, sūn ōe-bóe. ","","Khan ang-i5, sun7 oe7-boe2. ","","Khan ang-î, sūn uē-bué. ","","Khan ang-i5, sun7 ue7-bue2. ","","牽尪姨，順話尾。","","俗諺","","靈媒順著對方的心意說話。比喻揣摩情況來決定說話內容。","靈媒順著對方的心意說話。比喻揣摩情況來決定說話內容。","","",""
"60274","Sè khang m̄ pó͘, tōa khang kiò-khó͘. ","","Se3 khang m7 poo2, toa7 khang kio3-khoo2. ","","Sè khang m̄ póo, tuā khang kiò-khóo. ","","Se3 khang m7 poo2, tua7 khang kio3-khoo2. ","","細空毋補，大空叫苦。","","俗諺","","勸人有小問題時應即時補救，不要等事情變大才來叫苦連天。","勸人有小問題時應即時補救，不要等事情變大才來叫苦連天。","","",""
"60275","Sè-hàn thau bán pû, tōa-hàn thau khan gû. ","","Se3-han3 thau ban2 pu5, toa7-han3 thau khan gu5. ","","Sè-hàn thau bán pû, tuā-hàn thau khan gû. ","","Se3-han3 thau ban2 pu5, tua7-han3 thau khan gu5. ","","細漢偷挽匏，大漢偷牽牛。","","俗諺","","用來說明教育的重要，指若是縱容小孩子的小錯誤，會使其養成惡習，長大後會更為變本加厲。","用來說明教育的重要，指若是縱容小孩子的小錯誤，會使其養成惡習，長大後會更為變本加厲。","","",""
"60276","Sè-hàn hoân-ló i bē tōa, tōa-hàn hoân-ló i bē chhōa. ","","Se3-han3 hoan5-lo2 i be7 toa7, toa7-han3 hoan5-lo2 i be7 chhoa7. ","","Sè-hàn huân-ló i bē tuā, tuā-hàn huân-ló i bē tshuā. ","","Se3-han3 huan5-lo2 i be7 tua7, tua7-han3 huan5-lo2 i be7 tshua7. ","","細漢煩惱伊袂大，大漢煩惱伊袂娶。","","俗諺","","用來指出父母親對兒女的擔心，是不論兒女長大與否的。","用來指出父母親對兒女的擔心，是不論兒女長大與否的。","","",""
"60277","Chûn kòe chúi bô hûn. ","","Chun5 koe3 chui2 bo5 hun5. ","","Tsûn kuè tsuí bô hûn. ","","Tsun5 kue3 tsui2 bo5 hun5. ","","船過水無痕。","","俗諺","","用來指一個人的忘恩負義。","用來指一個人的忘恩負義。","","",""
"60278","Chit khe bô hî, pa̍t khe tiò. ","","Chit khe bo5 hi5, pat8 khe tio3. ","","Tsit khe bô hî, pa̍t khe tiò. ","","Tsit khe bo5 hi5, pat8 khe tio3. ","","這溪無魚，別溪釣。","","俗諺","","比喻此處無法謀生，就到別處謀生，不用死守一地。","比喻此處無法謀生，就到別處謀生，不用死守一地。","","",""
"60279","Im-thim im-thim, kā lâng saⁿ chhùn chhim. ","","Im-thim im-thim, ka7 lang5 sann chhun3 chhim. ","","Im-thim im-thim, kā lâng sann tshùn tshim. ","","Im-thim im-thim, ka7 lang5 sann tshun3 tshim. ","","陰鴆陰鴆，咬人三寸深。","","俗諺","","一般陰森的人，平常多是默不作聲，一狠起來，就會狠咬一口。","一般陰森的人，平常多是默不作聲，一狠起來，就會狠咬一口。","","",""
"60280","Téng-si koán ē-si, tî-thâu koán pùn-ki. ","","Teng2-si koan2 e7-si, ti5-thau5 koan2 pun3-ki. ","","Tíng-si kuán ē-si, tî-thâu kuán pùn-ki. ","","Ting2-si kuan2 e7-si, ti5-thau5 kuan2 pun3-ki. ","","頂司管下司，鋤頭管畚箕。","","俗諺","","比喻一物剋一物。","比喻一物剋一物。","","",""
"60281","Téng-káng ū miâ-siaⁿ, ē-káng siōng chhut-miâ. ","","Teng2-kang2 u7 mia5-siann, e7-kang2 siong7 chhut-mia5. ","","Tíng-káng ū miâ-siann, ē-káng siōng tshut-miâ. ","","Ting2-kang2 u7 mia5-siann, e7-kang2 siong7 tshut-mia5. ","","頂港有名聲，下港上出名。","","俗諺","","意謂全省有名。","意謂全省有名。","","",""
"60282","Khiā koân soaⁿ, khòaⁿ bé sio that. ","","Khia7 koan5 soann, khoann3 be2 sio that. ","","Khiā kuân suann, khuànn bé sio that. ","","Khia7 kuan5 suann, khuann3 be2 sio that. ","","徛懸山，看馬相踢。","","俗諺","","即「隔山觀虎鬥」之意。自己置身度外，在旁看好戲。","即「隔山觀虎鬥」之意。自己置身度外，在旁看好戲。","","",""
"60283","Chhùi chia̍h, hō͘ kha-chhng chhē-siàu. ","","Chhui3 chiah8, hoo7 kha-chhng chhe7-siau3. ","","Tshuì tsia̍h, hōo kha-tshng tshē-siàu. ","","Tshui3 tsiah8, hoo7 kha-tshng tshe7-siau3. ","","喙食，予尻川坐數。","","俗諺","","比喻貪圖眼前的快樂，必遭後殃。","比喻貪圖眼前的快樂，必遭後殃。","","",""
"60284","Chhùi-tûn-phôe sio khoán-thāi. ","","Chhui3-tun5-phoe5 sio khoan2-thai7. ","","Tshuì-tûn-phuê sio khuán-thāi. ","","Tshui3-tun5-phue5 sio khuan2-thai7. ","","喙脣皮相款待。","","俗諺","","口頭上應酬、應付。","口頭上應酬、應付。","","",""
"60285","Chhùi pá ba̍k-chiu iau. ","","Chhui3 pa2 bak8-chiu iau. ","","Tshuì pá ba̍k-tsiu iau. ","","Tshui3 pa2 bak8-tsiu iau. ","","喙飽目睭枵。","","俗諺","","比喻一個人貪得無厭。","比喻一個人貪得無厭。","","",""
"60286","Môe-lâng pó ji̍p pâng, bô pó chi̍t-sì-lâng. ","","Moe5-lang5 po2 jip8 pang5, bo5 po2 chit8-si3-lang5. ","","Muê-lâng pó ji̍p pâng, bô pó tsi̍t-sì-lâng. ","","Mue5-lang5 po2 jip8 pang5, bo5 po2 tsit8-si3-lang5. ","","媒人保入房，無保一世人。","","俗諺","","比喻所謂的保證，都是有一定限度和範圍的，沒有辦法保證永久或全部。","比喻所謂的保證，都是有一定限度和範圍的，沒有辦法保證永久或全部。","","",""
"60287","Ok bé ok lâng khiâ. ","","Ok be2 ok lang5 khia5. ","","Ok bé ok lâng khiâ. ","","Ok be2 ok lang5 khia5. ","","惡馬惡人騎。","","俗諺","","比喻壞人自有比他更凶惡的人來懲治他。","比喻壞人自有比他更凶惡的人來懲治他。","","",""
"60288","Kéng--ah kéng, kéng-tio̍h chi̍t ê bē lêng-géng. ","","Keng2--ah keng2, keng2-tioh8 chit8 e5 be7 leng5-geng2. ","","Kíng--ah kíng, kíng-tio̍h tsi̍t ê bē lîng-gíng. ","","King2--ah king2, king2-tioh8 tsit8 e5 be7 ling5-ging2. ","","揀啊揀，揀著一个賣龍眼。","","俗諺","","用來勸人不要過份挑剔，以免最後找到一個最壞的。","用來勸人不要過份挑剔，以免最後找到一個最壞的。","","",""
"60289","Gia̍h thâu saⁿ chhioh ū sîn-bêng. ","","Giah8 thau5 sann chhioh u7 sin5-beng5. ","","Gia̍h thâu sann tshioh ū sîn-bîng. ","","Giah8 thau5 sann tshioh u7 sin5-bing5. ","","攑頭三尺有神明。","","俗諺","","告誡人不可做壞事，否則將來必有報應。","告誡人不可做壞事，否則將來必有報應。","","",""
"60290","Káⁿ chò pû-hia, tō m̄-thang kiaⁿ chúi thǹg. ","","Kann2 cho3 pu5-hia, to7 m7-thang kiann chui2 thng3. ","","Kánn tsò pû-hia, tō m̄-thang kiann tsuí thǹg. ","","Kann2 tso3 pu5-hia, to7 m7-thang kiann tsui2 thng3. ","","敢做匏桸，就毋通驚水燙。","","俗諺","","比喻敢做敢當。","比喻敢做敢當。","","",""
"60291","Pêⁿ téng chò kah lâu-kōaⁿ, pêⁿ kha hiâm kah lâu-nōa. ","","Penn5 teng2 cho3 kah lau5-koann7, penn5 kha hiam5 kah lau5-noa7. ","","Pênn tíng tsò kah lâu-kuānn, pênn kha hiâm kah lâu-nuā. ","","Penn5 ting2 tso3 kah lau5-kuann7, penn5 kha hiam5 kah lau5-nua7. ","","棚頂做甲流汗，棚跤嫌甲流瀾。","","俗諺","","比喻不了解當事人的辛苦而任意批評。","比喻不了解當事人的辛苦而任意批評。","","",""
"60292","Bû sam put sêng lé.","","Bu5 sam put seng5 le2.","","Bû sam put sîng lé.","","Bu5 sam put sing5 le2.","","無三不成禮。","","俗諺","","比喻禮多人不怪。後也用在負面說法，指錯誤一再發生是自然的現象。","比喻禮多人不怪。後也用在負面說法，指錯誤一再發生是自然的現象。","","",""
"60293","Bô ji̍t m̄ chai tàu, bô chhiu m̄ chai lāu. ","","Bo5 jit8 m7 chai tau3, bo5 chhiu m7 chai lau7. ","","Bô ji̍t m̄ tsai tàu, bô tshiu m̄ tsai lāu. ","","Bo5 jit8 m7 tsai tau3, bo5 tshiu m7 tsai lau7. ","","無日毋知晝，無鬚毋知老。","","俗諺","","比喻光陰易逝，很容易在不知不覺中荒廢。","比喻光陰易逝，很容易在不知不覺中荒廢。","","",""
"60294","Bô mô͘ ke ké tōa-keh. ","","Bo5 moo5 ke ke2 toa7-keh. ","","Bô môo ke ké tuā-keh. ","","Bo5 moo5 ke ke2 tua7-keh. ","","無毛雞假大格。","","俗諺","","比喻一個人明明沒有真材實料，卻打腫臉充胖子。","比喻一個人明明沒有真材實料，卻打腫臉充胖子。","","",""
"60295","Bô gû sái-bé. ","","Bo5 gu5 sai2-be2. ","","Bô gû sái-bé. ","","Bo5 gu5 sai2-be2. ","","無牛駛馬。","","俗諺","","比喻退而求其次，暫且代用。","比喻退而求其次，暫且代用。","","",""
"60296","Bô bí ū cheng-khū, bô kiáⁿ phō sin-pū. ","","Bo5 bi2 u7 cheng-khu7, bo5 kiann2 pho7 sin-pu7. ","","Bô bí ū tsing-khū, bô kiánn phō sin-pū. ","","Bo5 bi2 u7 tsing-khu7, bo5 kiann2 pho7 sin-pu7. ","","無米有舂臼，無囝抱新婦。","","俗諺","","比喻一個人不務實，不切實際。","比喻一個人不務實，不切實際。","","",""
"60297","Bô hit-lō kha-chhng, siūⁿ-beh chia̍h hit-lō sià-io̍h. ","","Bo5 hit-lo7 kha-chhng, siunn7-beh chiah8 hit-lo7 sia3-ioh8. ","","Bô hit-lō kha-tshng, siūnn-beh tsia̍h hit-lō sià-io̍h. ","","Bo5 hit-lo7 kha-tshng, siunn7-beh tsiah8 hit-lo7 sia3-ioh8. ","","無彼號尻川，想欲食彼號瀉藥。","","俗諺","","比喻一個人自不量力。","比喻一個人自不量力。","","",""
"60298","Bô kê giâ kau-í. ","","Bo5 ke5 gia5 kau-i2. ","","Bô kê giâ kau-í. ","","Bo5 ke5 gia5 kau-i2. ","","無枷夯交椅。","","俗諺","","比喻自找麻煩。","比喻自找麻煩。","","",""
"60299","Bô thang chhiⁿ chia̍h, ná ū thang pha̍k-koaⁿ. ","","Bo5 thang chhinn chiah8, na2 u7 thang phak8-koann. ","","Bô thang tshinn tsia̍h, ná ū thang pha̍k-kuann. ","","Bo5 thang tshinn tsiah8, na2 u7 thang phak8-kuann. ","","無通生食，哪有通曝乾。","","俗諺","","比喻數量不足，不可能有多餘的留下來。","比喻數量不足，不可能有多餘的留下來。","","",""
"60300","Bô hî, hê mā hó. ","","Bo5 hi5, he5 ma7 ho2. ","","Bô hî, hê mā hó. ","","Bo5 hi5, he5 ma7 ho2. ","","無魚，蝦嘛好。","","俗諺","","比喻退而求其次。","比喻退而求其次。","","",""
"60301","Bô kìm bô khī, chia̍h pah-jī. ","","Bo5 kim3 bo5 khi7, chiah8 pah-ji7. ","","Bô kìm bô khī, tsia̍h pah-jī. ","","Bo5 kim3 bo5 khi7, tsiah8 pah-ji7. ","","無禁無忌，食百二。","","俗諺","","比喻百無禁忌。","比喻百無禁忌。","","",""
"60302","Kâu iā ē poa̍h-lo̍h chhiū-kha. ","","Kau5 ia7 e7 poah8-loh8 chhiu7-kha. ","","Kâu iā ē pua̍h-lo̍h tshiū-kha. ","","Kau5 ia7 e7 puah8-loh8 tshiu7-kha. ","","猴也會跋落樹跤。","","俗諺","","比喻任何事都有可能發生意外，千萬不可大意。","比喻任何事都有可能發生意外，千萬不可大意。","","",""
"60303","Ōe hó͘ ōe phôe bô ōe kut, ti jîn ti bīn put ti-sim. ","","Oe7 hoo2 oe7 phoe5 bo5 oe7 kut, ti jin5 ti bin7 put ti-sim. ","","Uē hóo uē phuê bô uē kut, ti jîn ti bīn put ti-sim. ","","Ue7 hoo2 ue7 phue5 bo5 ue7 kut, ti jin5 ti bin7 put ti-sim. ","","畫虎畫皮無畫骨，知人知面不知心。","","俗諺","","比喻人心難測。","比喻人心難測。","","",""
"60304","Tán mi̍h oh kàu, tán lâng khoài lāu. ","","Tan2 mih8 oh kau3, tan2 lang5 khoai3 lau7. ","","Tán mi̍h oh kàu, tán lâng khuài lāu. ","","Tan2 mih8 oh kau3, tan2 lang5 khuai3 lau7. ","","等物僫到，等人快老。","","俗諺","","等東西很難等到，等人容易變老。","等東西很難等到，等人容易變老。","","",""
"60305","Chhài thâng chia̍h chhài, chhài-kha sí. ","","Chhai3 thang5 chiah8 chhai3, chhai3-kha si2. ","","Tshài thâng tsia̍h tshài, tshài-kha sí. ","","Tshai3 thang5 tsiah8 tshai3, tshai3-kha si2. ","","菜蟲食菜，菜跤死。","","俗諺","","比喻玩火自焚。","比喻玩火自焚。","","",""
"60306","Bé chhân ài kéng hó chhân té, chhōa-bó͘ ài kéng hó niû-lé. ","","Be2 chhan5 ai3 keng2 ho2 chhan5 te2, chhoa7-boo2 ai3 keng2 ho2 niu5-le2. ","","Bé tshân ài kíng hó tshân té, tshuā-bóo ài kíng hó niû-lé. ","","Be2 tshan5 ai3 king2 ho2 tshan5 te2, tshua7-boo2 ai3 king2 ho2 niu5-le2. ","","買田愛揀好田底，娶某愛揀好娘嬭。","","俗諺","","用來說明妻子家教的重要。","用來說明妻子家教的重要。","","",""
"60307","Bé chhù, bé chhù-piⁿ. ","","Be2 chhu3, be2 chhu3-pinn. ","","Bé tshù, bé tshù-pinn. ","","Be2 tshu3, be2 tshu3-pinn. ","","買厝，買厝邊。","","俗諺","","用來強調敦親睦鄰的重要。","用來強調敦親睦鄰的重要。","","",""
"60308","Bé-bē sǹg hun, sio-chhiáⁿ bô lūn. ","","Be2-be7 sng3 hun, sio-chhiann2 bo5 lun7. ","","Bé-bē sǹg hun, sio-tshiánn bô lūn. ","","Be2-be7 sng3 hun, sio-tshiann2 bo5 lun7. ","","買賣算分，相請無論。","","俗諺","","說明生意與人情之間有清楚的界線，不應相混。","說明生意與人情之間有清楚的界線，不應相混。","","",""
"60309","Thàn iā tio̍h thàn, chia̍h iā tio̍h chia̍h. ","","Than3 ia7 tioh8 than3, chiah8 ia7 tioh8 chiah8. ","","Thàn iā tio̍h thàn, tsia̍h iā tio̍h tsia̍h. ","","Than3 ia7 tioh8 than3, tsiah8 ia7 tioh8 tsiah8. ","","趁也著趁，食也著食。","","俗諺","","用來勸人不要只會賺錢，該花用的時候也得花用。","用來勸人不要只會賺錢，該花用的時候也得花用。","","",""
"60310","Thàn-chîⁿ iú sò͘, sèⁿ-miā ài kò͘. ","","Than3-chinn5 iu2 soo3, senn3-mia7 ai3 koo3. ","","Thàn-tsînn iú sòo, sènn-miā ài kòo. ","","Than3-tsinn5 iu2 soo3, senn3-mia7 ai3 koo3. ","","趁錢有數，性命愛顧。","","俗諺","","賺錢要適時而為，不可不顧生命賺錢。比喻人應注意身體健康，不可不顧生命賺錢。","賺錢要適時而為，不可不顧生命賺錢。比喻人應注意身體健康，不可不顧生命賺錢。","","",""
"60311","Poa̍h chi̍t tó, khioh-tio̍h chi̍t chiah kim ke-bó.","","Poah8 chit8 to2, khioh-tioh8 chit8 chiah kim ke-bo2.","","Pua̍h tsi̍t tó, khioh-tio̍h tsi̍t tsiah kim ke-bó.","","Puah8 tsit8 to2, khioh-tioh8 tsit8 tsiah kim ke-bo2.","","跋一倒，抾著一隻金雞母。","","俗諺","","比喻因禍得福。引申為從失敗當中學到寶貴的經驗。","比喻因禍得福。引申為從失敗當中學到寶貴的經驗。","","",""
"60312","He-ku bē lún tit sàu. ","","He-ku be7 lun2 tit sau3. ","","He-ku bē lún tit sàu. ","","He-ku be7 lun2 tit sau3. ","","痚呴袂忍得嗽。","","俗諺","","比喻心中有話要說，不吐不快。","比喻心中有話要說，不吐不快。","","",""
"60313","Súi bái bô pí chí, ài-tio̍h khah-chhám sí. ","","Sui2 bai2 bo5 pi2 chi2, ai3-tioh8 khah-chham2 si2. ","","Suí bái bô pí tsí, ài-tio̍h khah-tshám sí. ","","Sui2 bai2 bo5 pi2 tsi2, ai3-tioh8 khah-tsham2 si2. ","","媠䆀無比止，愛著較慘死。","","俗諺","","情人眼裡出西施。","情人眼裡出西施。","","",""
"60314","Îⁿ--lâng ē píⁿ, píⁿ--lâng ē îⁿ. ","","Inn5--lang5 e7 pinn2, pinn2--lang5 e7 inn5. ","","Înn--lâng ē pínn, pínn--lâng ē înn. ","","Inn5--lang5 e7 pinn2, pinn2--lang5 e7 inn5. ","","圓人會扁，扁人會圓。","","俗諺","","比喻人的機運是有起有落的。","比喻人的機運是有起有落的。","","",""
"60315","Kè ke tòe ke poe, kè káu tòe káu cháu. ","","Ke3 ke toe3 ke poe, ke3 kau2 toe3 kau2 chau2. ","","Kè ke tuè ke pue, kè káu tuè káu tsáu. ","","Ke3 ke tue3 ke pue, ke3 kau2 tue3 kau2 tsau2. ","","嫁雞綴雞飛，嫁狗綴狗走。","","俗諺","","比喻嫁雞隨雞、嫁狗隨狗。","比喻嫁雞隨雞、嫁狗隨狗。","","",""
"60316","Hiâm hòe chiah sī bé hòe lâng. ","","Hiam5 hoe3 chiah si7 be2 hoe3 lang5. ","","Hiâm huè tsiah sī bé huè lâng. ","","Hiam5 hue3 tsiah si7 be2 hue3 lang5. ","","嫌貨才是買貨人。","","俗諺","","比喻會挑貨物毛病的人，才是有意要買貨的人。","比喻會挑貨物毛病的人，才是有意要買貨的人。","","",""
"60317","Ài piàⁿ chiah ē iâⁿ. ","","Ai3 piann3 chiah e7 iann5. ","","Ài piànn tsiah ē iânn. ","","Ai3 piann3 tsiah e7 iann5. ","","愛拚才會贏。","","俗諺","","比喻唯有努力奮鬥，才能戰勝環境挑戰，成就一番事業。","比喻唯有努力奮鬥，才能戰勝環境挑戰，成就一番事業。","","",""
"60318","Ài-súi m̄ kiaⁿ lâu phīⁿ-chúi. ","","Ai3-sui2 m7 kiann lau5 phinn7-chui2. ","","Ài-suí m̄ kiann lâu phīnn-tsuí. ","","Ai3-sui2 m7 kiann lau5 phinn7-tsui2. ","","愛媠毋驚流鼻水。","","俗諺","","揶揄衣著喜歡暴露的女生。","揶揄衣著喜歡暴露的女生。","","",""
"60319","Jiá hîm jiá hó͘, m̄-thang jiá-tio̍h chhiah-cha-bó͘. ","","Jia2 him5 jia2 hoo2, m7-thang jia2-tioh8 chhiah-cha-boo2. ","","Jiá hîm jiá hóo, m̄-thang jiá-tio̍h tshiah-tsa-bóo. ","","Jia2 him5 jia2 hoo2, m7-thang jia2-tioh8 tshiah-tsa-boo2. ","","惹熊惹虎，毋通惹著刺查某。","","俗諺","","悍婦更甚熊虎，得罪不起。","悍婦更甚熊虎，得罪不起。","","",""
"60320","Àm-tǹg kiám chia̍h chi̍t kháu, oa̍h kah káu-cha̍p-káu. ","","Am3-tng3 kiam2 chiah8 chit8 khau2, oah8 kah kau2-chap8-kau2. ","","Àm-tǹg kiám tsia̍h tsi̍t kháu, ua̍h kah káu-tsa̍p-káu. ","","Am3-tng3 kiam2 tsiah8 tsit8 khau2, uah8 kah kau2-tsap8-kau2. ","","暗頓減食一口，活甲九十九。","","俗諺","","為先民養生長壽之道。","為先民養生長壽之道。","","",""
"60321","Ē seⁿ tit kiáⁿ sin, bē seⁿ tit kiáⁿ sim. ","","E7 senn tit kiann2 sin, be7 senn tit kiann2 sim. ","","Ē senn tit kiánn sin, bē senn tit kiánn sim. ","","E7 senn tit kiann2 sin, be7 senn tit kiann2 sim. ","","會生得囝身，袂生得囝心。","","俗諺","","用來說明，雖然兒女是父母所生，但也有自己的意志，父母不能左右的。","用來說明，雖然兒女是父母所生，但也有自己的意志，父母不能左右的。","","",""
"60322","Ē poa̍h chiah ē tōa. ","","E7 poah8 chiah e7 toa7. ","","Ē pua̍h tsiah ē tuā. ","","E7 puah8 tsiah e7 tua7. ","","會跋才會大。","","俗諺","","比喻不經一事，不長一智。多用來鼓勵失敗者。","比喻不經一事，不長一智。多用來鼓勵失敗者。","","",""
"60323","Ē-hiáu thau chia̍h, bē-hiáu chhit chhùi. ","","E7-hiau2 thau chiah8, be7-hiau2 chhit chhui3. ","","Ē-hiáu thau tsia̍h, bē-hiáu tshit tshuì. ","","E7-hiau2 thau tsiah8, be7-hiau2 tshit tshui3. ","","會曉偷食，袂曉拭喙。","","俗諺","","會偷吃東西，卻不曉得擦嘴滅跡。比喻做事不會善後。","會偷吃東西，卻不曉得擦嘴滅跡。比喻做事不會善後。","","",""
