tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,kautian,is_variant
lua̍h-ta̍k-ta̍k,熱篤篤,16,loa̍h-ta̍k-ta̍k,luah8tak8tak8,loah8tak8tak8,luahtaktak,loahtaktak,ltt,ltt,True,False
jua̍h-hip-hip,熱翕翕,16,joa̍h-hip-hip,juah8hip4hip4,joah8hip4hip4,juahhiphip,joahhiphip,jhh,jhh,True,False
lua̍h-hip-hip,熱翕翕,16,loa̍h-hip-hip,luah8hip4hip4,loah8hip4hip4,luahhiphip,loahhiphip,lhh,lhh,True,False
jua̍h--tio̍h,熱著,16,joa̍h--tio̍h,juah8tioh8,joah8tioh8,juahtioh,joahtioh,jt,jt,True,False
jua̍h--tio̍rh,熱著,16,joa̍h--tio̍rh,juah8tiorh8,joah8tiorh8,juahtiorh,joahtiorh,jt,jt,True,False
juā--tio̍h,熱著,16,jōa--tio̍h,jua7tioh8,joa7tioh8,juatioh,joatioh,jt,jt,True,False
lua̍h--tio̍h,熱著,16,loa̍h--tio̍h,luah8tioh8,loah8tioh8,luahtioh,loahtioh,lt,lt,True,False
ting-á-hé,燈仔火,16,teng-á-hé,ting1a2he2,teng1a2he2,tingahe,tengahe,tah,tah,True,False
ting-á-hue,燈仔花,16,teng-á-hoe,ting1a2hue1,teng1a2hoe1,tingahue,tengahoe,tah,tah,True,False
sio-hut-hut,燒唿唿,16,sio-hut-hut,sio1hut4hut4,sio1hut4hut4,siohuthut,siohuthut,shh,shh,True,False
sio-tsuí-kuàn,燒水罐,16,sio-chúi-koàn,sio1tsui2kuan3,sio1chui2koan3,siotsuikuan,siochuikoan,stk,sck,True,False
sio-tsuí-tē,燒水袋,16,sio-chúi-tē,sio1tsui2te7,sio1chui2te7,siotsuite,siochuite,stt,sct,True,False
sio-kún-kún,燒滾滾,16,sio-kún-kún,sio1kun2kun2,sio1kun2kun2,siokunkun,siokunkun,skk,skk,True,False
sio-hōng-hōng,燒烘烘,16,sio-hōng-hōng,sio1hong7hong7,sio1hong7hong7,siohonghong,siohonghong,shh,shh,True,False
sio-thǹg-thǹg,燒燙燙,16,sio-thǹg-thǹg,sio1thng3thng3,sio1thng3thng3,siothngthng,siothngthng,stt,stt,True,False
sio-tsiú-lê,燒酒螺,16,sio-chiú-lê,sio1tsiu2le5,sio1chiu2le5,siotsiule,siochiule,stl,scl,True,False
sio-tsiú-ke,燒酒雞,16,sio-chiú-ke,sio1tsiu2ke1,sio1chiu2ke1,siotsiuke,siochiuke,stk,sck,True,False
sio-tsiú-kue,燒酒雞,16,sio-chiú-koe,sio1tsiu2kue1,sio1chiu2koe1,siotsiukue,siochiukoe,stk,sck,True,False
ìnn--á,燕仔,16,ìⁿ--á,inn3a2,inn3a2,inna,inna,ia,ia,True,False
ìnn-á-tsiáu,燕仔鳥,16,ìⁿ-á-chiáu,inn3a2tsiau2,inn3a2chiau2,innatsiau,innachiau,iat,iac,True,False
iàn-tsâu-khu,燕巢區,16,iàn-châu-khu,ian3tsau5khu1,ian3chau5khu1,iantsaukhu,ianchaukhu,itk,ick,True,False
îng-ióng-su,營養師,16,êng-ióng-su,ing5iong2su1,eng5iong2su1,ingiongsu,engiongsu,iis,eis,True,False
sih-sih-tsùn,爍爍顫,16,sih-sih-chùn,sih4sih4tsun3,sih4sih4chun3,sihsihtsun,sihsihchun,sst,ssc,True,False
nuā-thôo-bê,爛塗糜,16,nōa-thô͘-bê,nua7thoo5be5,noa7thoo5be5,nuathoobe,noathoobe,ntb,ntb,True,False
nuā-thôo-muâi,爛塗糜,16,nōa-thô͘-moâi,nua7thoo5muai5,noa7thoo5moai5,nuathoomuai,noathoomoai,ntm,ntm,True,False
nuā-thôo-muê,爛塗糜,16,nōa-thô͘-môe,nua7thoo5mue5,noa7thoo5moe5,nuathoomue,noathoomoe,ntm,ntm,True,False
nuā-hiú-hiú,爛朽朽,16,nōa-hiú-hiú,nua7hiu2hiu2,noa7hiu2hiu2,nuahiuhiu,noahiuhiu,nhh,nhh,True,False
nuā-kôo-kôo,爛糊糊,16,nōa-kô͘-kô͘,nua7koo5koo5,noa7koo5koo5,nuakookoo,noakookoo,nkk,nkk,True,False
nuā-thiāu-á,爛𤶃仔,16,nōa-thiāu-á,nua7thiau7a2,noa7thiau7a2,nuathiaua,noathiaua,nta,nta,True,False
pâ--á,爸仔,16,pâ--á,pa5a2,pa5a2,paa,paa,pa,pa,True,False
pē-á-kiánn,爸仔囝,16,pē-á-kiáⁿ,pe7a2kiann2,pe7a2kiann2,peakiann,peakiann,pak,pak,True,False
pē-kong-gia̍p,爸公業,16,pē-kong-gia̍p,pe7kong1giap8,pe7kong1giap8,pekonggiap,pekonggiap,pkg,pkg,True,False
sóng-uainn-uainn,爽歪歪,16,sóng-oaiⁿ-oaiⁿ,song2uainn1uainn1,song2oainn1oainn1,songuainnuainn,songoainnoainn,suu,soo,True,False
gê-tsô-kut,牙槽骨,16,gê-chô-kut,ge5tso5kut4,ge5cho5kut4,getsokut,gechokut,gtk,gck,True,False
gû-á-kiánn,牛仔囝,16,gû-á-kiáⁿ,gu5a2kiann2,gu5a2kiann2,guakiann,guakiann,gak,gak,True,False
gû-á-khòo,牛仔褲,16,gû-á-khò͘,gu5a2khoo3,gu5a2khoo3,guakhoo,guakhoo,gak,gak,True,False
gû-tshuì-am,牛喙罨,16,gû-chhùi-am,gu5tshui3am1,gu5chhui3am1,gutshuiam,guchhuiam,gta,gca,True,False
gû-tshuì-lam,牛喙罨,16,gû-chhùi-lam,gu5tshui3lam1,gu5chhui3lam1,gutshuilam,guchhuilam,gtl,gcl,True,False
gû-lin-hún,牛奶粉,16,gû-lin-hún,gu5lin1hun2,gu5lin1hun2,gulinhun,gulinhun,glh,glh,True,False
gû-ling-hún,牛奶粉,16,gû-leng-hún,gu5ling1hun2,gu5leng1hun2,gulinghun,gulenghun,glh,glh,True,False
gû-ni-hún,牛奶粉,16,gû-ni-hún,gu5ni1hun2,gu5ni1hun2,gunihun,gunihun,gnh,gnh,True,False
gû-lin-thn̂g,牛奶糖,16,gû-lin-thn̂g,gu5lin1thng5,gu5lin1thng5,gulinthng,gulinthng,glt,glt,True,False
gû-ling-thn̂g,牛奶糖,16,gû-leng-thn̂g,gu5ling1thng5,gu5leng1thng5,gulingthng,gulengthng,glt,glt,True,False
gû-ni-thn̂g,牛奶糖,16,gû-ni-thn̂g,gu5ni1thng5,gu5ni1thng5,gunithng,gunithng,gnt,gnt,True,False
gû-lin-sik,牛奶色,16,gû-lin-sek,gu5lin1sik4,gu5lin1sek4,gulinsik,gulinsek,gls,gls,True,False
gû-ling-sik,牛奶色,16,gû-leng-sek,gu5ling1sik4,gu5leng1sek4,gulingsik,gulengsek,gls,gls,True,False
gû-ni-sik,牛奶色,16,gû-ni-sek,gu5ni1sik4,gu5ni1sek4,gunisik,gunisek,gns,gns,True,False
gû-sái-sik,牛屎色,16,gû-sái-sek,gu5sai2sik4,gu5sai2sek4,gusaisik,gusaisek,gss,gss,True,False
gû-sái-ku,牛屎龜,16,gû-sái-ku,gu5sai2ku1,gu5sai2ku1,gusaiku,gusaiku,gsk,gsk,True,False
gû-sut-á,牛捽仔,16,gû-sut-á,gu5sut4a2,gu5sut4a2,gusuta,gusuta,gsa,gsa,True,False
gû-khi̍t-á,牛杙仔,16,gû-khi̍t-á,gu5khit8a2,gu5khit8a2,gukhita,gukhita,gka,gka,True,False
gû-káng-á,牛犅仔,16,gû-káng-á,gu5kang2a2,gu5kang2a2,gukanga,gukanga,gka,gka,True,False
gû-káng-uainnh,牛犅𨂿,16,gû-káng-oaiⁿh,gu5kang2uainnh4,gu5kang2oainnh4,gukanguainnh,gukangoainnh,gku,gko,True,False
gû-tsíng-á,牛種仔,16,gû-chéng-á,gu5tsing2a2,gu5cheng2a2,gutsinga,guchenga,gta,gca,True,False
gû-má-thâu,牛罵頭,16,gû-má-thâu,gu5ma2thau5,gu5ma2thau5,gumathau,gumathau,gmt,gmt,True,False
gû-mâ-thâu,牛罵頭,16,gû-mâ-thâu,gu5ma5thau5,gu5ma5thau5,gumathau,gumathau,gmt,gmt,True,False
gû-tōo-pi,牛肚螕,16,gû-tō͘-pi,gu5too7pi1,gu5too7pi1,gutoopi,gutoopi,gtp,gtp,True,False
gû-tsi̍h-piánn,牛舌餅,16,gû-chi̍h-piáⁿ,gu5tsih8piann2,gu5chih8piann2,gutsihpiann,guchihpiann,gtp,gcp,True,False
gû-kak-hue,牛角花,16,gû-kak-hoe,gu5kak4hue1,gu5kak4hoe1,gukakhue,gukakhoe,gkh,gkh,True,False
gû-kak-kóo,牛角鼓,16,gû-kak-kó͘,gu5kak4koo2,gu5kak4koo2,gukakkoo,gukakkoo,gkk,gkk,True,False
gû-kak-uainnh,牛角𨂿,16,gû-kak-oaiⁿh,gu5kak4uainnh4,gu5kak4oainnh4,gukakuainnh,gukakoainnh,gku,gko,True,False
gû-tùn-tsháu,牛頓草,16,gû-tùn-chháu,gu5tun3tshau2,gu5tun3chhau2,gutuntshau,gutunchhau,gtt,gtc,True,False
gû-phīnn-khian,牛鼻圈,16,gû-phīⁿ-khian,gu5phinn7khian1,gu5phinn7khian1,guphinnkhian,guphinnkhian,gpk,gpk,True,False
gû-phīnn-khuân,牛鼻環,16,gû-phīⁿ-khoân,gu5phinn7khuan5,gu5phinn7khoan5,guphinnkhuan,guphinnkhoan,gpk,gpk,True,False
bóo-tan-khenn,牡丹坑,16,bó͘-tan-kheⁿ,boo2tan1khenn1,boo2tan1khenn1,bootankhenn,bootankhenn,btk,btk,True,False
bóo-tan-siā,牡丹社,16,bó͘-tan-siā,boo2tan1sia7,boo2tan1sia7,bootansia,bootansia,bts,bts,True,False
bóo-tan-hiong,牡丹鄉,16,bó͘-tan-hiong,boo2tan1hiong1,boo2tan1hiong1,bootanhiong,bootanhiong,bth,bth,True,False
ti̍k-hāu-io̍h,特效藥,16,te̍k-hāu-io̍h,tik8hau7ioh8,tek8hau7ioh8,tikhauioh,tekhauioh,thi,thi,True,False
ti̍k-phài-guân,特派員,16,te̍k-phài-goân,tik8phai3guan5,tek8phai3goan5,tikphaiguan,tekphaigoan,tpg,tpg,True,False
ti̍k-phài-uân,特派員,16,te̍k-phài-oân,tik8phai3uan5,tek8phai3oan5,tikphaiuan,tekphaioan,tpu,tpo,True,False
khan-ang-î,牽尪姨,16,khan-ang-î,khan1ang1i5,khan1ang1i5,khanangi,khanangi,kai,kai,True,False
khan-sai-á,牽師仔,16,khan-sai-á,khan1sai1a2,khan1sai1a2,khansaia,khansaia,ksa,ksa,True,False
khan-ha̍t-á,牽核仔,16,khan-ha̍t-á,khan1hat8a2,khan1hat8a2,khanhata,khanhata,kha,kha,True,False
khan-kâu-á,牽猴仔,16,khan-kâu-á,khan1kau5a2,khan1kau5a2,khankaua,khankaua,kka,kka,True,False
khan--ê,牽的,16,khan--ê,khan1e5,khan1e5,khane,khane,ke,ke,True,False
khan-âng-î,牽紅姨,16,khan-âng-î,khan1ang5i5,khan1ang5i5,khanangi,khanangi,kai,kai,True,False
khan-lô-kenn,牽羅經,16,khan-lô-keⁿ,khan1lo5kenn1,khan1lo5kenn1,khanlokenn,khanlokenn,klk,klk,True,False
khan-lô-kinn,牽羅經,16,khan-lô-kiⁿ,khan1lo5kinn1,khan1lo5kinn1,khanlokinn,khanlokinn,klk,klk,True,False
khan-ti-ko,牽豬哥,16,khan-ti-ko,khan1ti1ko1,khan1ti1ko1,khantiko,khantiko,ktk,ktk,True,False
khan-tu-ko,牽豬哥,16,khan-tu-ko,khan1tu1ko1,khan1tu1ko1,khantuko,khantuko,ktk,ktk,True,False
lê-thâu-tiàm,犁頭店,16,lê-thâu-tiàm,le5thau5tiam3,le5thau5tiam3,lethautiam,lethautiam,ltt,ltt,True,False
huān-lâng-khia,犯人欹,16,hoān-lâng-khia,huan7lang5khia1,hoan7lang5khia1,huanlangkhia,hoanlangkhia,hlk,hlk,True,False
tsiōng-guân-kué,狀元粿,16,chiōng-goân-kóe,tsiong7guan5kue2,chiong7goan5koe2,tsiongguankue,chionggoankoe,tgk,cgk,True,False
tsiōng-guân-ké,狀元粿,16,chiōng-goân-ké,tsiong7guan5ke2,chiong7goan5ke2,tsiongguanke,chionggoanke,tgk,cgk,True,False
hôo-lî-tsiann,狐狸精,16,hô͘-lî-chiaⁿ,hoo5li5tsiann1,hoo5li5chiann1,hoolitsiann,hoolichiann,hlt,hlc,True,False
káu-kang-io,狗公腰,16,káu-kang-io,kau2kang1io1,kau2kang1io1,kaukangio,kaukangio,kki,kki,True,False
káu-sái-ūn,狗屎運,16,káu-sái-ūn,kau2sai2un7,kau2sai2un7,kausaiun,kausaiun,ksu,ksu,True,False
káu-bó-tsuâ,狗母蛇,16,káu-bó-chôa,kau2bo2tsua5,kau2bo2choa5,kaubotsua,kaubochoa,kbt,kbc,True,False
káu-bó-e,狗母鍋,16,káu-bó-e,kau2bo2e1,kau2bo2e1,kauboe,kauboe,kbe,kbe,True,False
káu-bó-ue,狗母鍋,16,káu-bó-oe,kau2bo2ue1,kau2bo2oe1,kauboue,kaubooe,kbu,kbo,True,False
káu-bó-hî,狗母魚,16,káu-bó-hî,kau2bo2hi5,kau2bo2hi5,kaubohi,kaubohi,kbh,kbh,True,False
káu-bó-hû,狗母魚,16,káu-bó-hû,kau2bo2hu5,kau2bo2hu5,kaubohu,kaubohu,kbh,kbh,True,False
káu-bú-hî,狗母魚,16,káu-bú-hî,kau2bu2hi5,kau2bu2hi5,kaubuhi,kaubuhi,kbh,kbh,True,False
káu-bú-hû,狗母魚,16,káu-bú-hû,kau2bu2hu5,kau2bu2hu5,kaubuhu,kaubuhu,kbh,kbh,True,False
káu-bó-so,狗母鮻,16,káu-bó-so,kau2bo2so1,kau2bo2so1,kauboso,kauboso,kbs,kbs,True,False
káu-bú-so,狗母鮻,16,káu-bú-so,kau2bu2so1,kau2bu2so1,kaubuso,kaubuso,kbs,kbs,True,False
káu-bah-siàu,狗肉數,16,káu-bah-siàu,kau2bah4siau3,kau2bah4siau3,kaubahsiau,kaubahsiau,kbs,kbs,True,False
káu-gām-á,狗𩸶仔,16,káu-gām-á,kau2gam7a2,kau2gam7a2,kaugama,kaugama,kga,kga,True,False
káu-kām-á,狗𩸶仔,16,káu-kām-á,kau2kam7a2,kau2kam7a2,kaukama,kaukama,kka,kka,True,False
e̍h-tsinn-tsinn,狹櫼櫼,16,e̍h-chiⁿ-chiⁿ,eh8tsinn1tsinn1,eh8chinn1chinn1,ehtsinntsinn,ehchinnchinn,ett,ecc,True,False
ue̍h-tsinn-tsinn,狹櫼櫼,16,oe̍h-chiⁿ-chiⁿ,ueh8tsinn1tsinn1,oeh8chinn1chinn1,uehtsinntsinn,oehchinnchinn,utt,occ,True,False
kâu-gín-á,猴囡仔,16,kâu-gín-á,kau5gin2a2,kau5gin2a2,kaugina,kaugina,kga,kga,True,False
kâu-san-á,猴山仔,16,kâu-san-á,kau5san1a2,kau5san1a2,kausana,kausana,ksa,ksa,True,False
kâu-tshiū-káng,猴樹港,16,kâu-chhiū-káng,kau5tshiu7kang2,kau5chhiu7kang2,kautshiukang,kauchhiukang,ktk,kck,True,False
kâu-tsê-thian,猴齊天,16,kâu-chê-thian,kau5tse5thian1,kau5che5thian1,kautsethian,kauchethian,ktt,kct,True,False
ah-m̄-kò,猶毋過,16,ah-m̄-kò,ah4m7ko3,ah4m7ko3,ahmko,ahmko,amk,amk,True,False
iah-m̄-kò,猶毋過,16,iah-m̄-kò,iah4m7ko3,iah4m7ko3,iahmko,iahmko,imk,imk,True,False
iá-m̄-kò,猶毋過,16,iá-m̄-kò,ia2m7ko3,ia2m7ko3,iamko,iamko,imk,imk,True,False
iáu-m̄-koh,猶毋過,16,iáu-m̄-koh,iau2m7koh4,iau2m7koh4,iaumkoh,iaumkoh,imk,imk,True,False
á-m̄-kò,猶毋過,16,á-m̄-kò,a2m7ko3,a2m7ko3,amko,amko,amk,amk,True,False
ah-koh-teh,猶閣咧,16,ah-koh-teh,ah4koh4teh4,ah4koh4teh4,ahkohteh,ahkohteh,akt,akt,True,False
iah-koh-teh,猶閣咧,16,iah-koh-teh,iah4koh4teh4,iah4koh4teh4,iahkohteh,iahkohteh,ikt,ikt,True,False
iá-koh-teh,猶閣咧,16,iá-koh-teh,ia2koh4teh4,ia2koh4teh4,iakohteh,iakohteh,ikt,ikt,True,False
iáu-koh-teh,猶閣咧,16,iáu-koh-teh,iau2koh4teh4,iau2koh4teh4,iaukohteh,iaukohteh,ikt,ikt,True,False
á-koh-teh,猶閣咧,16,á-koh-teh,a2koh4teh4,a2koh4teh4,akohteh,akohteh,akt,akt,True,False
sai-á-phīnn,獅仔鼻,16,sai-á-phīⁿ,sai1a2phinn7,sai1a2phinn7,saiaphinn,saiaphinn,sap,sap,True,False
sai-á-hiong,獅子鄉,16,sai-á-hiong,sai1a2hiong1,sai1a2hiong1,saiahiong,saiahiong,sah,sah,True,False
sai-thâm-hiong,獅潭鄉,16,sai-thâm-hiong,sai1tham5hiong1,sai1tham5hiong1,saithamhiong,saithamhiong,sth,sth,True,False
sai-thâu-suann,獅頭山,16,sai-thâu-soaⁿ,sai1thau5suann1,sai1thau5soann1,saithausuann,saithausoann,sts,sts,True,False
tsióng-tsōo-kim,獎助金,16,chióng-chō͘-kim,tsiong2tsoo7kim1,chiong2choo7kim1,tsiongtsookim,chiongchookim,ttk,cck,True,False
tsióng-ha̍k-kim,獎學金,16,chióng-ha̍k-kim,tsiong2hak8kim1,chiong2hak8kim1,tsionghakkim,chionghakkim,thk,chk,True,False
to̍k-li̍p-suann,獨立山,16,to̍k-li̍p-soaⁿ,tok8lip8suann1,tok8lip8soann1,toklipsuann,toklipsoann,tls,tls,True,False
to̍k-sin-á,獨身仔,16,to̍k-sin-á,tok8sin1a2,tok8sin1a2,toksina,toksina,tsa,tsa,True,False
gio̍k-tsénn-khu,玉井區,16,gio̍k-chéⁿ-khu,giok8tsenn2khu1,giok8chenn2khu1,gioktsennkhu,giokchennkhu,gtk,gck,True,False
gio̍k-lân-hue,玉蘭花,16,gio̍k-lân-hoe,giok8lan5hue1,giok8lan5hoe1,gioklanhue,gioklanhoe,glh,glh,True,False
gio̍k-lí-tìn,玉里鎮,16,gio̍k-lí-tìn,giok8li2tin3,giok8li2tin3,gioklitin,gioklitin,glt,glt,True,False
ông-lâi-soo,王梨酥,16,ông-lâi-so͘,ong5lai5soo1,ong5lai5soo1,onglaisoo,onglaisoo,ols,ols,True,False
ông-iâ-tsè,王爺債,16,ông-iâ-chè,ong5ia5tse3,ong5ia5che3,ongiatse,ongiache,oit,oic,True,False
ông-lo̍k-á,王祿仔,16,ông-lo̍k-á,ong5lok8a2,ong5lok8a2,ongloka,ongloka,ola,ola,True,False
ông-kiàn-ông,王見王,16,ông-kiàn-ông,ong5kian3ong5,ong5kian3ong5,ongkianong,ongkianong,oko,oko,True,False
muî-kuì-hue,玫瑰花,16,mûi-kùi-hoe,mui5kui3hue1,mui5kui3hoe1,muikuihue,muikuihoe,mkh,mkh,True,False
lîn-lo̍k-siā,玲珞社,16,lîn-lo̍k-siā,lin5lok8sia7,lin5lok8sia7,linloksia,linloksia,lls,lls,True,False
lin-long-á,玲瑯仔,16,lin-long-á,lin1long1a2,lin1long1a2,linlonga,linlonga,lla,lla,True,False
lin-long-kóo,玲瑯鼓,16,lin-long-kó͘,lin1long1koo2,lin1long1koo2,linlongkoo,linlongkoo,llk,llk,True,False
po-lê-tshing,玻璃清,16,po-lê-chheng,po1le5tshing1,po1le5chheng1,poletshing,polechheng,plt,plc,True,False
po-lê-tshài,玻璃菜,16,po-lê-chhài,po1le5tshai3,po1le5chhai3,poletshai,polechhai,plt,plc,True,False
tsu-á-ting,珠仔釘,16,chu-á-teng,tsu1a2ting1,chu1a2teng1,tsuating,chuateng,tat,cat,True,False
tsu-á-tsiam,珠仔針,16,chu-á-chiam,tsu1a2tsiam1,chu1a2chiam1,tsuatsiam,chuachiam,tat,cac,True,False
tsu-á-ku,珠仔龜,16,chu-á-ku,tsu1a2ku1,chu1a2ku1,tsuaku,chuaku,tak,cak,True,False
tsu-lê-kuê,珠螺膎,16,chu-lê-kôe,tsu1le5kue5,chu1le5koe5,tsulekue,chulekoe,tlk,clk,True,False
tsu-lê-kê,珠螺膎,16,chu-lê-kê,tsu1le5ke5,chu1le5ke5,tsuleke,chuleke,tlk,clk,True,False
hiān-kau-kuan,現交關,16,hiān-kau-koan,hian7kau1kuan1,hian7kau1koan1,hiankaukuan,hiankaukoan,hkk,hkk,True,False
hiān-tāi-lâng,現代人,16,hiān-tāi-lâng,hian7tai7lang5,hian7tai7lang5,hiantailang,hiantailang,htl,htl,True,False
hiān-tú-hiān,現拄現,16,hiān-tú-hiān,hian7tu2hian7,hian7tu2hian7,hiantuhian,hiantuhian,hth,hth,True,False
hiān-tshú-sî,現此時,16,hiān-chhú-sî,hian7tshu2si5,hian7chhu2si5,hiantshusi,hianchhusi,hts,hcs,True,False
hiān-tsú-sî,現此時,16,hiān-chú-sî,hian7tsu2si5,hian7chu2si5,hiantsusi,hianchusi,hts,hcs,True,False
hiān-lâu-á,現流仔,16,hiān-lâu-á,hian7lau5a2,hian7lau5a2,hianlaua,hianlaua,hla,hla,True,False
lí-kàm-sū,理監事,16,lí-kàm-sū,li2kam3su7,li2kam3su7,likamsu,likamsu,lks,lks,True,False
liû-khiû-hiong,琉球鄉,16,liû-khiû-hiong,liu5khiu5hiong1,liu5khiu5hiong1,liukhiuhiong,liukhiuhiong,lkh,lkh,True,False
liû-kiû-hiong,琉球鄉,16,liû-kiû-hiong,liu5kiu5hiong1,liu5kiu5hiong1,liukiuhiong,liukiuhiong,lkh,lkh,True,False
khîm-tsing-á,琴鐘仔,16,khîm-cheng-á,khim5tsing1a2,khim5cheng1a2,khimtsinga,khimchenga,kta,kca,True,False
suī-suī-hiong,瑞穗鄉,16,sūi-sūi-hiong,sui7sui7hiong1,sui7sui7hiong1,suisuihiong,suisuihiong,ssh,ssh,True,False
suī-hong-khu,瑞芳區,16,sūi-hong-khu,sui7hong1khu1,sui7hong1khu1,suihongkhu,suihongkhu,shk,shk,True,False
má-ka-hiong,瑪家鄉,16,má-ka-hiong,ma2ka1hiong1,ma2ka1hiong1,makahiong,makahiong,mkh,mkh,True,False
suān-tsio̍h-tshuì,璇石喙,16,soān-chio̍h-chhùi,suan7tsioh8tshui3,soan7chioh8chhui3,suantsiohtshui,soanchiohchhui,stt,scc,True,False
phoh-si̍h-koh,璞石閣,16,phoh-si̍h-koh,phoh4sih8koh4,phoh4sih8koh4,phohsihkoh,phohsihkoh,psk,psk,True,False
phok-si̍k-koh,璞石閣,16,phok-se̍k-koh,phok4sik8koh4,phok4sek8koh4,phoksikkoh,phoksekkoh,psk,psk,True,False
kue-á-nî,瓜仔哖,16,koe-á-nî,kue1a2ni5,koe1a2ni5,kueani,koeani,kan,kan,True,False
kue-khau-á,瓜剾仔,16,koe-khau-á,kue1khau1a2,koe1khau1a2,kuekhaua,koekhaua,kka,kka,True,False
kue-le̍h-á,瓜笠仔,16,koe-le̍h-á,kue1leh8a2,koe1leh8a2,kueleha,koeleha,kla,kla,True,False
pû-hia-bō,瓠桸帽,16,pû-hia-bō,pu5hia1bo7,pu5hia1bo7,puhiabo,puhiabo,phb,phb,True,False
pû-hia-khok,瓠桸觳,16,pû-hia-khok,pu5hia1khok4,pu5hia1khok4,puhiakhok,puhiakhok,phk,phk,True,False
hiā-phuè-á,瓦杮仔,16,hiā-phòe-á,hia7phue3a2,hia7phoe3a2,hiaphuea,hiaphoea,hpa,hpa,True,False
hiā-phè-á,瓦杮仔,16,hiā-phè-á,hia7phe3a2,hia7phe3a2,hiaphea,hiaphea,hpa,hpa,True,False
huî-á-tiàm,瓷仔店,16,hûi-á-tiàm,hui5a2tiam3,hui5a2tiam3,huiatiam,huiatiam,hat,hat,True,False
kam-tsià-phoh,甘蔗粕,16,kam-chià-phoh,kam1tsia3phoh4,kam1chia3phoh4,kamtsiaphoh,kamchiaphoh,ktp,kcp,True,False
tinn-but-but,甜粅粅,16,tiⁿ-but-but,tinn1but4but4,tinn1but4but4,tinnbutbut,tinnbutbut,tbb,tbb,True,False
senn-hūn-lâng,生份人,16,seⁿ-hūn-lâng,senn1hun7lang5,senn1hun7lang5,sennhunlang,sennhunlang,shl,shl,True,False
sinn-hūn-lâng,生份人,16,siⁿ-hūn-lâng,sinn1hun7lang5,sinn1hun7lang5,sinnhunlang,sinnhunlang,shl,shl,True,False
tshenn-hūn-lâng,生份人,16,chheⁿ-hūn-lâng,tshenn1hun7lang5,chhenn1hun7lang5,tshennhunlang,chhennhunlang,thl,chl,True,False
tshinn-hūn-lâng,生份人,16,chhiⁿ-hūn-lâng,tshinn1hun7lang5,chhinn1hun7lang5,tshinnhunlang,chhinnhunlang,thl,chl,True,False
tshenn-tshìn-hong,生凊風,16,chheⁿ-chhìn-hong,tshenn1tshin3hong1,chhenn1chhin3hong1,tshenntshinhong,chhennchhinhong,tth,cch,True,False
tshinn-tshìn-hong,生凊風,16,chhiⁿ-chhìn-hong,tshinn1tshin3hong1,chhinn1chhin3hong1,tshinntshinhong,chhinnchhinhong,tth,cch,True,False
sing-li̍k-kun,生力軍,16,seng-le̍k-kun,sing1lik8kun1,seng1lek8kun1,singlikkun,senglekkun,slk,slk,True,False
senn-gín-á,生囡仔,16,seⁿ-gín-á,senn1gin2a2,senn1gin2a2,senngina,senngina,sga,sga,True,False
sinn-gín-á,生囡仔,16,siⁿ-gín-á,sinn1gin2a2,sinn1gin2a2,sinngina,sinngina,sga,sga,True,False
senn-suāinn-á,生檨仔,16,seⁿ-soāiⁿ-á,senn1suainn7a2,senn1soainn7a2,sennsuainna,sennsoainna,ssa,ssa,True,False
sinn-suāinn-á,生檨仔,16,siⁿ-soāiⁿ-á,sinn1suainn7a2,sinn1soainn7a2,sinnsuainna,sinnsoainna,ssa,ssa,True,False
sinn-suǎinn-á,生檨仔,16,siⁿ-soǎiⁿ-á,sinn1suainn6a2,sinn1soainn6a2,sinnsuainna,sinnsoainna,ssa,ssa,True,False
tshenn-gû-á,生牛仔,16,chheⁿ-gû-á,tshenn1gu5a2,chhenn1gu5a2,tshenngua,chhenngua,tga,cga,True,False
tshinn-gû-á,生牛仔,16,chhiⁿ-gû-á,tshinn1gu5a2,chhinn1gu5a2,tshinngua,chhinngua,tga,cga,True,False
sing-lí-lâng,生理人,16,seng-lí-lâng,sing1li2lang5,seng1li2lang5,singlilang,senglilang,sll,sll,True,False
sing-lí-tiûnn,生理場,16,seng-lí-tiûⁿ,sing1li2tiunn5,seng1li2tiunn5,singlitiunn,senglitiunn,slt,slt,True,False
sing-lí-hóo,生理虎,16,seng-lí-hó͘,sing1li2hoo2,seng1li2hoo2,singlihoo,senglihoo,slh,slh,True,False
sinn-ing-á,生癰仔,16,siⁿ-eng-á,sinn1ing1a2,sinn1eng1a2,sinninga,sinnenga,sia,sea,True,False
sinn-ba̍k-tsiam,生目尖,16,siⁿ-ba̍k-chiam,sinn1bak8tsiam1,sinn1bak8chiam1,sinnbaktsiam,sinnbakchiam,sbt,sbc,True,False
senn-ba̍k-tsiam,生目針,16,seⁿ-ba̍k-chiam,senn1bak8tsiam1,senn1bak8chiam1,sennbaktsiam,sennbakchiam,sbt,sbc,True,False
sinn-ba̍k-tsiam,生目針,16,siⁿ-ba̍k-chiam,sinn1bak8tsiam1,sinn1bak8chiam1,sinnbaktsiam,sinnbakchiam,sbt,sbc,True,False
senn-lia̍p-á,生粒仔,16,seⁿ-lia̍p-á,senn1liap8a2,senn1liap8a2,sennliapa,sennliapa,sla,sla,True,False
