hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev
獅仔座,sai-á-tsō,16,sai-á-chō,sai1a2tso7,sai1a2cho7,saiatso,saiacho,sat,sac
獵戶座,la̍h-hōo-tsō,16,la̍h-hō͘-chō,lah8hoo7tso7,lah8hoo7cho7,lahhootso,lahhoocho,lht,lhc
玻片夾,po-phìnn-ngeh,16,po-phìⁿ-ngeh,po1phinn3ngeh4,po1phinn3ngeh4,pophinnngeh,pophinnngeh,ppn,ppn
玻璃紙,po-lê-tsuá,16,po-lê-chóa,po1le5tsua2,po1le5choa2,poletsua,polechoa,plt,plc
現代化,hiān-tāi-huà,16,hiān-tāi-hòa,hian7tai7hua3,hian7tai7hoa3,hiantaihua,hiantaihoa,hth,hth
現代舞,hiān-tāi-bú,16,hiān-tāi-bú,hian7tai7bu2,hian7tai7bu2,hiantaibu,hiantaibu,htb,htb
現代詩,hiān-tāi-si,16,hiān-tāi-si,hian7tai7si1,hian7tai7si1,hiantaisi,hiantaisi,hts,hts
瑠公圳,liû-kong-tsùn,16,liû-kong-chùn,liu5kong1tsun3,liu5kong1chun3,liukongtsun,liukongchun,lkt,lkc
甚快板,sīm-khuài-pán,16,sīm-khoài-pán,sim7khuai3pan2,sim7khoai3pan2,simkhuaipan,simkhoaipan,skp,skp
生刀草,tshenn-to-tsháu,16,chheⁿ-to-chháu,tshenn1to1tshau2,chhenn1to1chhau2,tshenntotshau,chhenntochhau,ttt,ctc
生理期,sing-lí-kî,16,seng-lí-kî,sing1li2ki5,seng1li2ki5,singliki,sengliki,slk,slk
生產線,sing-sán-suànn,16,seng-sán-sòaⁿ,sing1san2suann3,seng1san2soann3,singsansuann,sengsansoann,sss,sss
生產者,sing-sán-tsiá,16,seng-sán-chiá,sing1san2tsia2,seng1san2chia2,singsantsia,sengsanchia,sst,ssc
甲狀腺,kah-tsōng-suànn,16,kah-chōng-sòaⁿ,kah4tsong7suann3,kah4chong7soann3,kahtsongsuann,kahchongsoann,kts,kcs
男中音,lâm-tiong-im,16,lâm-tiong-im,lam5tiong1im1,lam5tiong1im1,lamtiongim,lamtiongim,lti,lti
男低音,lâm-kē-im,16,lâm-kē-im,lam5ke7im1,lam5ke7im1,lamkeim,lamkeim,lki,lki
留言枋,lâu-giân-pang,16,lâu-giân-pang,lau5gian5pang1,lau5gian5pang1,laugianpang,laugianpang,lgp,lgp
畜牧業,thiok-bo̍k-gia̍p,16,thiok-bo̍k-gia̍p,thiok4bok8giap8,thiok4bok8giap8,thiokbokgiap,thiokbokgiap,tbg,tbg
畢宿五,pit-siù-gōo,16,pit-siù-gō͘,pit4siu3goo7,pit4siu3goo7,pitsiugoo,pitsiugoo,psg,psg
畫圖紙,uē-tôo-tsuá,16,ōe-tô͘-chóa,ue7too5tsua2,oe7too5choa2,uetootsua,oetoochoa,utt,otc
疑問句,gî-būn-kù,16,gî-būn-kù,gi5bun7ku3,gi5bun7ku3,gibunku,gibunku,gbk,gbk
病原體,pēnn-guân-thé,16,pēⁿ-goân-thé,penn7guan5the2,penn7goan5the2,pennguanthe,penngoanthe,pgt,pgt
病媒蠓,pēnn-muî-báng,16,pēⁿ-mûi-báng,penn7mui5bang2,penn7mui5bang2,pennmuibang,pennmuibang,pmb,pmb
登革熱,ting-kik-jia̍t,16,teng-kek-jia̍t,ting1kik4jiat8,teng1kek4jiat8,tingkikjiat,tengkekjiat,tkj,tkj
發電機,huat-tiān-ki,16,hoat-tiān-ki,huat4tian7ki1,hoat4tian7ki1,huattianki,hoattianki,htk,htk
發電量,huat-tiān-liōng,16,hoat-tiān-liōng,huat4tian7liong7,hoat4tian7liong7,huattianliong,hoattianliong,htl,htl
白糊仔,pe̍h-kôo-á,16,pe̍h-kô͘-á,peh8koo5a2,peh8koo5a2,pehkooa,pehkooa,pka,pka
白羊座,pe̍h-iûnn-tsō,16,pe̍h-iûⁿ-chō,peh8iunn5tso7,peh8iunn5cho7,pehiunntso,pehiunncho,pit,pic
白話字,pe̍h-uē-jī,16,pe̍h-ōe-jī,peh8ue7ji7,peh8oe7ji7,pehueji,pehoeji,puj,poj
白話文,pe̍h-uē-bûn,16,pe̍h-ōe-bûn,peh8ue7bun5,peh8oe7bun5,pehuebun,pehoebun,pub,pob
白話詩,pe̍h-uē-si,16,pe̍h-ōe-si,peh8ue7si1,peh8oe7si1,pehuesi,pehoesi,pus,pos
白黏膠,pe̍h-liâm-ka,16,pe̍h-liâm-ka,peh8liam5ka1,peh8liam5ka1,pehliamka,pehliamka,plk,plk
百位數,pah-uī-sòo,16,pah-ūi-sò͘,pah4ui7soo3,pah4ui7soo3,pahuisoo,pahuisoo,pus,pus
百億位,pah-ik-uī,16,pah-ek-ūi,pah4ik4ui7,pah4ek4ui7,pahikui,pahekui,piu,peu
百分位,pah-hun-uī,16,pah-hun-ūi,pah4hun1ui7,pah4hun1ui7,pahhunui,pahhunui,phu,phu
百分比,pah-hun-pí,16,pah-hun-pí,pah4hun1pi2,pah4hun1pi2,pahhunpi,pahhunpi,php,php
百合花,pik-ha̍p-hue,16,pek-ha̍p-hoe,pik4hap8hue1,pek4hap8hoe1,pikhaphue,pekhaphoe,phh,phh
百家姓,pik-ka-sènn,16,pek-ka-sèⁿ,pik4ka1senn3,pek4ka1senn3,pikkasenn,pekkasenn,pks,pks
百數表,pah-sòo-pió,16,pah-sò͘-pió,pah4soo3pio2,pah4soo3pio2,pahsoopio,pahsoopio,psp,psp
百萬位,pah-bān-uī,16,pah-bān-ūi,pah4ban7ui7,pah4ban7ui7,pahbanui,pahbanui,pbu,pbu
皮猴戲,phuê-kâu-hì,16,phôe-kâu-hì,phue5kau5hi3,phoe5kau5hi3,phuekauhi,phoekauhi,pkh,pkh
皮脂腺,phuê-tsi-suànn,16,phôe-chi-sòaⁿ,phue5tsi1suann3,phoe5chi1soann3,phuetsisuann,phoechisoann,pts,pcs
皮膚色,phuê-hu-sik,16,phôe-hu-sek,phue5hu1sik4,phoe5hu1sek4,phuehusik,phoehusek,phs,phs
監察院,kàm-tshat-īnn,16,kàm-chhat-īⁿ,kam3tshat4inn7,kam3chhat4inn7,kamtshatinn,kamchhatinn,kti,kci
監護人,kàm-hōo-jîn,16,kàm-hō͘-jîn,kam3hoo7jin5,kam3hoo7jin5,kamhoojin,kamhoojin,khj,khj
目版畫,ba̍k-pán-uē,16,ba̍k-pán-ōe,bak8pan2ue7,bak8pan2oe7,bakpanue,bakpanoe,bpu,bpo
直排輪,ti̍t-pâi-lûn,16,ti̍t-pâi-lûn,tit8pai5lun5,tit8pai5lun5,titpailun,titpailun,tpl,tpl
直角柱,ti̍t-kak-thiāu,16,ti̍t-kak-thiāu,tit8kak4thiau7,tit8kak4thiau7,titkakthiau,titkakthiau,tkt,tkt
直轄市,ti̍t-hat-tshī,16,ti̍t-hat-chhī,tit8hat4tshi7,tit8hat4chhi7,tithattshi,tithatchhi,tht,thc
相交叉,sio-kau-tshe,16,sio-kau-chhe,sio1kau1tshe1,sio1kau1chhe1,siokautshe,siokauchhe,skt,skc
相倚邊,sio-uá-pinn,16,sio-óa-piⁿ,sio1ua2pinn1,sio1oa2pinn1,siouapinn,siooapinn,sup,sop
相拍電,sio-phah-tiān,16,sio-phah-tiān,sio1phah4tian7,sio1phah4tian7,siophahtian,siophahtian,spt,spt
相閃球,sio-siám-kiû,16,sio-siám-kiû,sio1siam2kiu5,sio1siam2kiu5,siosiamkiu,siosiamkiu,ssk,ssk
省水器,síng-tsuí-khì,16,séng-chúi-khì,sing2tsui2khi3,seng2chui2khi3,singtsuikhi,sengchuikhi,stk,sck
眉形月,bî-hîng-gue̍h,16,bî-hêng-goe̍h,bi5hing5gueh8,bi5heng5goeh8,bihinggueh,bihenggoeh,bhg,bhg
真分數,tsin-hun-sòo,16,chin-hun-sò͘,tsin1hun1soo3,chin1hun1soo3,tsinhunsoo,chinhunsoo,ths,chs
真珠枋,tsin-tsu-pang,16,chin-chu-pang,tsin1tsu1pang1,chin1chu1pang1,tsintsupang,chinchupang,ttp,ccp
短文集,té-bûn-tsi̍p,16,té-bûn-chi̍p,te2bun5tsip8,te2bun5chip8,tebuntsip,tebunchip,tbt,tbc
短除法,té-tî-huat,16,té-tî-hoat,te2ti5huat4,te2ti5hoat4,tetihuat,tetihoat,tth,tth
短𥰔仔,té-phín-á,16,té-phín-á,te2phin2a2,te2phin2a2,tephina,tephina,tpa,tpa
矮靈祭,é-lîng-tsè,16,é-lêng-chè,e2ling5tse3,e2leng5che3,elingtse,elengche,elt,elc
石灰水,tsio̍h-hue-tsuí,16,chio̍h-hoe-chúi,tsioh8hue1tsui2,chioh8hoe1chui2,tsiohhuetsui,chiohhoechui,tht,chc
石版畫,tsi̍oh-pán-uē,16,chio̍h-pán-ōe,tsioh8pan2ue7,chioh8pan2oe7,tsiohpanue,chiohpanoe,tpu,cpo
硩年錢,teh-nî-tsînn,16,teh-nî-chîⁿ,teh4ni5tsinn5,teh4ni5chinn5,tehnitsinn,tehnichinn,tnt,tnc
磁力線,tsû-li̍k-suànn,16,chû-le̍k-sòaⁿ,tsu5lik8suann3,chu5lek8soann3,tsuliksuann,chuleksoann,tls,cls
礦物質,khòng-bu̍t-tsit,16,khòng-bu̍t-chit,khong3but8tsit4,khong3but8chit4,khongbuttsit,khongbutchit,kbt,kbc
社交舞,siā-kau-bú,16,siā-kau-bú,sia7kau1bu2,sia7kau1bu2,siakaubu,siakaubu,skb,skb
祈使句,kî-sú-kù,16,kî-sú-kù,ki5su2ku3,ki5su2ku3,kisuku,kisuku,ksk,ksk
祖靈祭,tsóo-lîng-tsè,16,chó͘-lêng-chè,tsoo2ling5tse3,choo2leng5che3,tsoolingtse,choolengche,tlt,clc
祝福語,tsiok-hok-gí,16,chiok-hok-gí,tsiok4hok4gi2,chiok4hok4gi2,tsiokhokgi,chiokhokgi,thg,chg
神主牌,sîn-tsú-pâi,16,sîn-chú-pâi,sin5tsu2pai5,sin5chu2pai5,sintsupai,sinchupai,stp,scp
禮拜制,lé-pài-tsè,16,lé-pài-chè,le2pai3tse3,le2pai3che3,lepaitse,lepaiche,lpt,lpc
禮拜堂,lé-pài-tn̂g,16,lé-pài-tn̂g,le2pai3tng5,le2pai3tng5,lepaitng,lepaitng,lpt,lpt
禽流感,khîm-liû-kám,16,khîm-liû-kám,khim5liu5kam2,khim5liu5kam2,khimliukam,khimliukam,klk,klk
科學家,kho-ha̍k-ka,16,kho-ha̍k-ka,kho1hak8ka1,kho1hak8ka1,khohakka,khohakka,khk,khk
種小名,tsíng-sió-miâ,16,chéng-sió-miâ,tsing2sio2mia5,cheng2sio2mia5,tsingsiomia,chengsiomia,tsm,csm
空手道,khang-tshiú-tō,16,khang-chhiú-tō,khang1tshiu2to7,khang1chhiu2to7,khangtshiuto,khangchhiuto,ktt,kct
空氣柱,khong-khì-thiāu,16,khong-khì-thiāu,khong1khi3thiau7,khong1khi3thiau7,khongkhithiau,khongkhithiau,kkt,kkt
空白鍵,khàng-pe̍h-kiān,16,khàng-pe̍h-kiān,khang3peh8kian7,khang3peh8kian7,khangpehkian,khangpehkian,kpk,kpk
空白齒,khàng-pe̍h-khí,16,khàng-pe̍h-khí,khang3peh8khi2,khang3peh8khi2,khangpehkhi,khangpehkhi,kpk,kpk
空間感,khong-kan-kám,16,khong-kan-kám,khong1kan1kam2,khong1kan1kam2,khongkankam,khongkankam,kkk,kkk
穿線器,tshng-suànn-khì,16,chhng-sòaⁿ-khì,tshng1suann3khi3,chhng1soann3khi3,tshngsuannkhi,chhngsoannkhi,tsk,csk
立法院,li̍p-huat-īnn,16,li̍p-hoat-īⁿ,lip8huat4inn7,lip8hoat4inn7,liphuatinn,liphoatinn,lhi,lhi
竹篙舞,tik-ko-bú,16,tek-ko-bú,tik4ko1bu2,tek4ko1bu2,tikkobu,tekkobu,tkb,tkb
竹籐藝,tik-tîn-gē,16,tek-tîn-gē,tik4tin5ge7,tek4tin5ge7,tiktinge,tektinge,ttg,ttg
笛仔聲,ta̍t-á-siann,16,ta̍t-á-siaⁿ,tat8a2siann1,tat8a2siann1,tatasiann,tatasiann,tas,tas
等壓線,tíng-ap-suànn,16,téng-ap-sòaⁿ,ting2ap4suann3,teng2ap4soann3,tingapsuann,tengapsoann,tas,tas
答喙鼓,tap-tshuì-kóo,16,tap-chhùi-kó͘,tap4tshui3koo2,tap4chhui3koo2,taptshuikoo,tapchhuikoo,ttk,tck
管樂器,kuán-ga̍k-khì,16,koán-ga̍k-khì,kuan2gak8khi3,koan2gak8khi3,kuangakkhi,koangakkhi,kgk,kgk
管樂團,kuán-ga̍k-thuân,16,koán-ga̍k-thoân,kuan2gak8thuan5,koan2gak8thoan5,kuangakthuan,koangakthoan,kgt,kgt
管樂隊,kuán-ga̍k-tuī,16,koán-ga̍k-tūi,kuan2gak8tui7,koan2gak8tui7,kuangaktui,koangaktui,kgt,kgt
管絃樂,kuán-hiân-ga̍k,16,koán-hiân-ga̍k,kuan2hian5gak8,koan2hian5gak8,kuanhiangak,koanhiangak,khg,khg
管風琴,kuán-hong-khîm,16,koán-hong-khîm,kuan2hong1khim5,koan2hong1khim5,kuanhongkhim,koanhongkhim,khk,khk
節奏感,tsiat-tsàu-kám,16,chiat-chàu-kám,tsiat4tsau3kam2,chiat4chau3kam2,tsiattsaukam,chiatchaukam,ttk,cck
粉蠟筆,hún-la̍h-pit,16,hún-la̍h-pit,hun2lah8pit4,hun2lah8pit4,hunlahpit,hunlahpit,hlp,hlp
粗瓷器,tshoo-huî-khì,16,chho͘-hûi-khì,tshoo1hui5khi3,chhoo1hui5khi3,tshoohuikhi,chhoohuikhi,thk,chk
糞埽場,pùn-sò-tiûnn,16,pùn-sò-tiûⁿ,pun3so3tiunn5,pun3so3tiunn5,punsotiunn,punsotiunn,pst,pst
紅目墘,âng-ba̍k-kînn,16,âng-ba̍k-kîⁿ,ang5bak8kinn5,ang5bak8kinn5,angbakkinn,angbakkinn,abk,abk
紅目症,âng-ba̍k-tsìng,16,âng-ba̍k-chèng,ang5bak8tsing3,ang5bak8cheng3,angbaktsing,angbakcheng,abt,abc
紅紫色,âng-tsí-sik,16,âng-chí-sek,ang5tsi2sik4,ang5chi2sek4,angtsisik,angchisek,ats,acs
紅銅線,âng-tâng-suànn,16,âng-tâng-sòaⁿ,ang5tang5suann3,ang5tang5soann3,angtangsuann,angtangsoann,ats,ats
紅頭嶼,âng-thâu-sū,16,âng-thâu-sū,ang5thau5su7,ang5thau5su7,angthausu,angthausu,ats,ats
純女聲,sûn-lí-siann,16,sûn-lí-siaⁿ,sun5li2siann1,sun5li2siann1,sunlisiann,sunlisiann,sls,sls
純小數,sûn-sió-sòo,16,sûn-sió-sò͘,sun5sio2soo3,sun5sio2soo3,sunsiosoo,sunsiosoo,sss,sss
純樂器,sûn-ga̍k-khì,16,sûn-ga̍k-khì,sun5gak8khi3,sun5gak8khi3,sungakkhi,sungakkhi,sgk,sgk
純男聲,sûn-lâm-siann,16,sûn-lâm-siaⁿ,sun5lam5siann1,sun5lam5siann1,sunlamsiann,sunlamsiann,sls,sls
紗仔衫,se-á-sann,16,se-á-saⁿ,se1a2sann1,se1a2sann1,seasann,seasann,sas,sas
紙尪仔,tsuá-ang-á,16,chóa-ang-á,tsua2ang1a2,choa2ang1a2,tsuaanga,choaanga,taa,caa
紙黏塗,tsuá-liâm-thôo,16,chóa-liâm-thô͘,tsua2liam5thoo5,choa2liam5thoo5,tsualiamthoo,choaliamthoo,tlt,clt
索仔步,soh-á-pōo,16,soh-á-pō͘,soh4a2poo7,soh4a2poo7,sohapoo,sohapoo,sap,sap
紫外線,tsí-guā-suànn,16,chí-gōa-sòaⁿ,tsi2gua7suann3,chi2goa7soann3,tsiguasuann,chigoasoann,tgs,cgs
細gí仔,sè-gí-á,16,sè-gí-á,se3gi2a2,se3gi2a2,segia,segia,sga,sga
細車齒,sè-tshia-khí,16,sè-chhia-khí,se3tshia1khi2,se3chhia1khi2,setshiakhi,sechhiakhi,stk,sck
細齒輪,sè-khí-lûn,16,sè-khí-lûn,se3khi2lun5,se3khi2lun5,sekhilun,sekhilun,skl,skl
紲接寫,suà-tsiap-siá,16,sòa-chiap-siá,sua3tsiap4sia2,soa3chiap4sia2,suatsiapsia,soachiapsia,sts,scs
終止線,tsiong-tsí-suànn,16,chiong-chí-sòaⁿ,tsiong1tsi2suann3,chiong1chi2soann3,tsiongtsisuann,chiongchisoann,tts,ccs
結合律,kiat-ha̍p-lu̍t,16,kiat-ha̍p-lu̍t,kiat4hap8lut8,kiat4hap8lut8,kiathaplut,kiathaplut,khl,khl
結合線,kiat-ha̍p-suànn,16,kiat-ha̍p-sòaⁿ,kiat4hap8suann3,kiat4hap8soann3,kiathapsuann,kiathapsoann,khs,khs
結核病,kiat-hu̍t-pēnn,16,kiat-hu̍t-pēⁿ,kiat4hut8penn7,kiat4hut8penn7,kiathutpenn,kiathutpenn,khp,khp
結構圖,kiat-kòo-tôo,16,kiat-kò͘-tô͘,kiat4koo3too5,kiat4koo3too5,kiatkootoo,kiatkootoo,kkt,kkt
結膜炎,kiat-mo̍oh-iām,16,kiat-mo̍͘h-iām,kiat4mooh8iam7,kiat4mooh8iam7,kiatmoohiam,kiatmoohiam,kmi,kmi
絕對值,tsua̍t-tuì-ta̍t,16,choa̍t-tùi-ta̍t,tsuat8tui3tat8,choat8tui3tat8,tsuattuitat,choattuitat,ttt,ctt
絕緣體,tsua̍t-iân-thé,16,choa̍t-iân-thé,tsuat8ian5the2,choat8ian5the2,tsuatianthe,choatianthe,tit,cit
統計圖,thóng-kè-tôo,16,thóng-kè-tô͘,thong2ke3too5,thong2ke3too5,thongketoo,thongketoo,tkt,tkt
統計表,thóng-kè-pió,16,thóng-kè-pió,thong2ke3pio2,thong2ke3pio2,thongkepio,thongkepio,tkp,tkp
經倒,kenn--tó,16,keⁿ--tó,kenn1to2,kenn1to2,kennto,kennto,kt,kt
綠島鄉,li̍k-tó-hiong,16,le̍k-tó-hiong,lik8to2hiong1,lek8to2hiong1,liktohiong,lektohiong,lth,lth
綠建築,li̍k-kiàn-tio̍k,16,le̍k-kiàn-tio̍k,lik8kian3tiok8,lek8kian3tiok8,likkiantiok,lekkiantiok,lkt,lkt
維生素,uî-sing-sòo,16,ûi-seng-sò͘,ui5sing1soo3,ui5seng1soo3,uisingsoo,uisengsoo,uss,uss
維管束,uî-kńg-sok,16,ûi-kńg-sok,ui5kng2sok4,ui5kng2sok4,uikngsok,uikngsok,uks,uks
網狀脈,bāng-tsōng-me̍h,16,bāng-chōng-me̍h,bang7tsong7meh8,bang7chong7meh8,bangtsongmeh,bangchongmeh,btm,bcm
線段圖,suànn-tuānn-tôo,16,sòaⁿ-tōaⁿ-tô͘,suann3tuann7too5,soann3toann7too5,suanntuanntoo,soanntoanntoo,stt,stt
線逝圖,suànn-tsuā-tôo,16,sòaⁿ-chōa-tô͘,suann3tsua7too5,soann3choa7too5,suanntsuatoo,soannchoatoo,stt,sct
縣政府,kuān-tsìng-hú,16,koān-chèng-hú,kuan7tsing3hu2,koan7cheng3hu2,kuantsinghu,koanchenghu,kth,kch
縣議會,kuān-gī-huē,16,koān-gī-hōe,kuan7gi7hue7,koan7gi7hoe7,kuangihue,koangihoe,kgh,kgh
縮小圖,sok-sió-tôo,16,sok-sió-tô͘,sok4sio2too5,sok4sio2too5,soksiotoo,soksiotoo,sst,sst
總督府,tsóng-tok-hú,16,chóng-tok-hú,tsong2tok4hu2,chong2tok4hu2,tsongtokhu,chongtokhu,tth,cth
織女星,tsit-lí-tshenn,16,chit-lí-chheⁿ,tsit4li2tshenn1,chit4li2chhenn1,tsitlitshenn,chitlichhenn,tlt,clc
罰球區,hua̍t-kiû-khu,16,hoa̍t-kiû-khu,huat8kiu5khu1,hoat8kiu5khu1,huatkiukhu,hoatkiukhu,hkk,hkk
羅馬字,lô-má-jī,16,lô-má-jī,lo5ma2ji7,lo5ma2ji7,lomaji,lomaji,lmj,lmj
美術館,bí-su̍t-kuán,16,bí-su̍t-koán,bi2sut8kuan2,bi2sut8koan2,bisutkuan,bisutkoan,bsk,bsk
羽毛球,ú-môo-kiû,16,ú-mô͘-kiû,u2moo5kiu5,u2moo5kiu5,umookiu,umookiu,umk,umk
羽調式,ú-tiāu-sik,16,ú-tiāu-sek,u2tiau7sik4,u2tiau7sek4,utiausik,utiausek,uts,uts
習寫字,si̍p-siá-jī,16,si̍p-siá-jī,sip8sia2ji7,sip8sia2ji7,sipsiaji,sipsiaji,ssj,ssj
考試院,khó-tshì-īnn,16,khó-chhì-īⁿ,kho2tshi3inn7,kho2chhi3inn7,khotshiinn,khochhiinn,kti,kci
耳空吱,hīnn-khang-ki,16,hīⁿ-khang-ki,hinn7khang1ki1,hinn7khang1ki1,hinnkhangki,hinnkhangki,hkk,hkk
耶誕節,iâ-tàn-tseh,16,iâ-tàn-cheh,ia5tan3tseh4,ia5tan3cheh4,iatantseh,iatancheh,itt,itc
聖誕節,sìng-tàn-tseh,16,sèng-tàn-cheh,sing3tan3tseh4,seng3tan3cheh4,singtantseh,sengtancheh,stt,stc
聯合國,liân-ha̍p-kok,16,liân-ha̍p-kok,lian5hap8kok4,lian5hap8kok4,lianhapkok,lianhapkok,lhk,lhk
聽故事,thiann-kòo-sū,16,thiaⁿ-kò͘-sū,thiann1koo3su7,thiann1koo3su7,thiannkoosu,thiannkoosu,tks,tks
肉粽節,bah-tsàng-tseh,16,bah-chàng-cheh,bah4tsang3tseh4,bah4chang3cheh4,bahtsangtseh,bahchangcheh,btt,bcc
肌耐力,ki-nāi-li̍k,16,ki-nāi-le̍k,ki1nai7lik8,ki1nai7lek8,kinailik,kinailek,knl,knl
肝包油,kuann-pau-iû,16,koaⁿ-pau-iû,kuann1pau1iu5,koann1pau1iu5,kuannpauiu,koannpauiu,kpi,kpi
肝硬化,kuann-ngē-huà,16,koaⁿ-ngē-hòa,kuann1nge7hua3,koann1nge7hoa3,kuannngehua,koannngehoa,knh,knh
肺活量,hì-ua̍h-liōng,16,hì-oa̍h-liōng,hi3uah8liong7,hi3oah8liong7,hiuahliong,hioahliong,hul,hol
胃腸炎,uī-tn̂g-iām,16,ūi-tn̂g-iām,ui7tng5iam7,ui7tng5iam7,uitngiam,uitngiam,uti,uti
背風面,puē-hong-bīn,16,pōe-hong-bīn,pue7hong1bin7,poe7hong1bin7,puehongbin,poehongbin,phb,phb
胎兒期,thai-jî-kî,16,thai-jî-kî,thai1ji5ki5,thai1ji5ki5,thaijiki,thaijiki,tjk,tjk
胎生栽,thai-sing-tsai,16,thai-seng-chai,thai1sing1tsai1,thai1seng1chai1,thaisingtsai,thaisengchai,tst,tsc
胎生苗,thai-sing-biâu,16,thai-seng-biâu,thai1sing1biau5,thai1seng1biau5,thaisingbiau,thaisengbiau,tsb,tsb
胰島素,î-tó-sòo,16,î-tó-sò͘,i5to2soo3,i5to2soo3,itosoo,itosoo,its,its
脫氧劑,thuat-ióng-tse,16,thoat-ióng-che,thuat4iong2tse1,thoat4iong2che1,thuationgtse,thoationgche,tit,tic
腐蝕性,hú-si̍t-sìng,16,hú-si̍t-sèng,hu2sit8sing3,hu2sit8seng3,husitsing,husitseng,hss,hss
腦中風,náu-tiòng-hong,16,náu-tiòng-hong,nau2tiong3hong1,nau2tiong3hong1,nautionghong,nautionghong,nth,nth
腰子病,io-tsí-pēnn,16,io-chí-pēⁿ,io1tsi2penn7,io1chi2penn7,iotsipenn,iochipenn,itp,icp
腸病毒,tn̂g-pēnn-to̍k,16,tn̂g-pēⁿ-to̍k,tng5penn7tok8,tng5penn7tok8,tngpenntok,tngpenntok,tpt,tpt
膨尾鼠,phòng-bué-tshí,16,phòng-bóe-chhí,phong3bue2tshi2,phong3boe2chhi2,phongbuetshi,phongboechhi,pbt,pbc
膨紗衫,phòng-se-sann,16,phòng-se-saⁿ,phong3se1sann1,phong3se1sann1,phongsesann,phongsesann,pss,pss
自然段,tsū-jiân-tuānn,16,chū-jiân-tōaⁿ,tsu7jian5tuann7,chu7jian5toann7,tsujiantuann,chujiantoann,tjt,cjt
自然界,tsū-jiân-kài,16,chū-jiân-kài,tsu7jian5kai3,chu7jian5kai3,tsujiankai,chujiankai,tjk,cjk
自由球,tsū-iû-kiû,16,chū-iû-kiû,tsu7iu5kiu5,chu7iu5kiu5,tsuiukiu,chuiukiu,tik,cik
自輪車,tsū-lián-tshia,16,chū-lián-chhia,tsu7lian2tshia1,chu7lian2chhia1,tsuliantshia,chulianchhia,tlt,clc
自轉車,tsū-tsuán-tshia,16,chū-choán-chhia,tsu7tsuan2tshia1,chu7choan2chhia1,tsutsuantshia,chuchoanchhia,ttt,ccc
臭去,tshàu--khì,16,chhàu--khì,tshau3khi3,chhau3khi3,tshaukhi,chhaukhi,tk,ck
臭柿仔,tshàu-khī-á,16,chhàu-khī-á,tshau3khi7a2,chhau3khi7a2,tshaukhia,chhaukhia,tka,cka
臺灣島,tâi-uân-tó,16,tâi-oân-tó,tai5uan5to2,tai5oan5to2,taiuanto,taioanto,tut,tot
色鉛筆,sik-iân-pit,16,sek-iân-pit,sik4ian5pit4,sek4ian5pit4,sikianpit,sekianpit,sip,sip
芭蕾舞,pa-lê-bú,16,pa-lê-bú,pa1le5bu2,pa1le5bu2,palebu,palebu,plb,plb
花菜類,hue-tshài-luī,16,hoe-chhài-lūi,hue1tshai3lui7,hoe1chhai3lui7,huetshailui,hoechhailui,htl,hcl
花蓮溪,hua-liân-khe,16,hoa-liân-khe,hua1lian5khe1,hoa1lian5khe1,hualiankhe,hoaliankhe,hlk,hlk
英仙座,ing-sian-tsō,16,eng-sian-chō,ing1sian1tso7,eng1sian1cho7,ingsiantso,engsiancho,ist,esc
英國管,ing-kok-kuán,16,eng-kok-koán,ing1kok4kuan2,eng1kok4koan2,ingkokkuan,engkokkoan,ikk,ekk
茭白筍,kha-pe̍h-sún,16,kha-pe̍h-sún,kha1peh8sun2,kha1peh8sun2,khapehsun,khapehsun,kps,kps
草本莖,tsháu-pún-king,16,chháu-pún-keng,tshau2pun2king1,chhau2pun2keng1,tshaupunking,chhaupunkeng,tpk,cpk
荷蘭人,hô-lân-lâng,16,hô-lân-lâng,ho5lan5lang5,ho5lan5lang5,holanlang,holanlang,hll,hll
菜蔬類,tshài-se-luī,16,chhài-se-lūi,tshai3se1lui7,chhai3se1lui7,tshaiselui,chhaiselui,tsl,csl
華氏,huâ--sī,16,hôa--sī,hua5si7,hoa5si7,huasi,hoasi,hs,hs
萬分位,bān-hun-uī,16,bān-hun-ūi,ban7hun1ui7,ban7hun1ui7,banhunui,banhunui,bhu,bhu
落地掃,lo̍h-tē-sàu,16,lo̍h-tē-sàu,loh8te7sau3,loh8te7sau3,lohtesau,lohtesau,lts,lts
落山風,lo̍h-suann-hong,16,lo̍h-soaⁿ-hong,loh8suann1hong1,loh8soann1hong1,lohsuannhong,lohsoannhong,lsh,lsh
葉仔形,hio̍h-á-hîng,16,hio̍h-á-hêng,hioh8a2hing5,hioh8a2heng5,hiohahing,hiohaheng,hah,hah
葉仔柄,hio̍h-á-pènn,16,hio̍h-á-pèⁿ,hioh8a2penn3,hioh8a2penn3,hiohapenn,hiohapenn,hap,hap
葉仔邊,hio̍h-á-pinn,16,hio̍h-á-piⁿ,hioh8a2pinn1,hioh8a2pinn1,hiohapinn,hiohapinn,hap,hap
葉菜類,hio̍h-tshài-luī,16,hio̍h-chhài-lūi,hioh8tshai3lui7,hioh8chhai3lui7,hiohtshailui,hiohchhailui,htl,hcl
葡萄牙,phû-tô-gâ,16,phû-tô-gâ,phu5to5ga5,phu5to5ga5,phutoga,phutoga,ptg,ptg
