hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,kungge,is_variant
壽字燭台,siū-jī tsik-tâi,12,siū-jī chek-tâi,siu7ji7tsik4tai5,siu7ji7chek4tai5,siujitsiktai,siujichektai,sjtt,sjct,True,False
大葉楠仔,tuā-hio̍h-lâm-á,12,tōa-hio̍h-lâm-á,tua7hioh8lam5a2,toa7hioh8lam5a2,tuahiohlama,toahiohlama,thla,thla,True,False
奶母車仔,ling-bó-tshia-á,12,leng-bó-chhia-á,ling1bo2tshia1a2,leng1bo2chhia1a2,lingbotshiaa,lengbochhiaa,lbta,lbca,True,False
安金箔仔,an-kim-po̍h-á,12,an-kim-po̍h-á,an1kim1poh8a2,an1kim1poh8a2,ankimpoha,ankimpoha,akpa,akpa,True,False
寸二桮仔,tshùn-jī-pue-a,12,chhùn-jī-poe-a,tshun3ji7pue1a1,chhun3ji7poe1a1,tshunjipuea,chhunjipoea,tjpa,cjpa,True,False
尖喙剪仔,tsiam-tshuì-tsián-á,12,chiam-chhùi-chián-á,tsiam1tshui3tsian2a2,chiam1chhui3chian2a2,tsiamtshuitsiana,chiamchhuichiana,ttta,ccca,True,False
屏風神椅,pîn-hong sîn-í,12,pîn-hong sîn-í,pin5hong1sin5i2,pin5hong1sin5i2,pinhongsini,pinhongsini,phsi,phsi,True,False
工作桌仔,kang-tsok-toh-á,12,kang-chok-toh-á,kang1tsok4toh4a2,kang1chok4toh4a2,kangtsoktoha,kangchoktoha,ktta,kcta,True,False
年畫刻板,nî-uē-khik-pán,12,nî-ōe-khek-pán,ni5ue7khik4pan2,ni5oe7khek4pan2,niuekhikpan,nioekhekpan,nukp,nokp,True,False
彩繪化色,tshái-uē-huà-sik,12,chhái-ōe-hòa-sek,tshai2ue7hua3sik4,chhai2oe7hoa3sek4,tshaiuehuasik,chhaioehoasek,tuhs,cohs,True,False
戮空的,lak-khang--ê,12,lak-khang--ê,lak4khang1e5,lak4khang1e5,lakkhange,lakkhange,lke,lke,True,False
手環模仔,tshiú-khuân-bôo-á,12,chhiú-khoân-bô͘-á,tshiu2khuan5boo5a2,chhiu2khoan5boo5a2,tshiukhuanbooa,chhiukhoanbooa,tkba,ckba,True,False
抾光剾刀,khioh-kng-khau-to,12,khioh-kng-khau-to,khioh4kng1khau1to1,khioh4kng1khau1to1,khiohkngkhauto,khiohkngkhauto,kkkt,kkkt,True,False
拌料機仔,puānn-liāu-ki-á,12,pōaⁿ-liāu-ki-á,puann7liau7ki1a2,poann7liau7ki1a2,puannliaukia,poannliaukia,plka,plka,True,False
挲線枋仔,so-suànn-pang-á,12,so-sòaⁿ-pang-á,so1suann3pang1a2,so1soann3pang1a2,sosuannpanga,sosoannpanga,sspa,sspa,True,False
掃梳笒仔,sàu-se-gím-á,12,sàu-se-gím-á,sau3se1gim2a2,sau3se1gim2a2,sausegima,sausegima,ssga,ssga,True,False
搭架剪仔,tah-kè-tsián-á,12,tah-kè-chián-á,tah4ke3tsian2a2,tah4ke3chian2a2,tahketsiana,tahkechiana,tkta,tkca,True,False
摃手指跤,kòng-tshiú-tsí-kha,12,kòng-chhiú-chí-kha,kong3tshiu2tsi2kha1,kong3chhiu2chi2kha1,kongtshiutsikha,kongchhiuchikha,kttk,kcck,True,True
春壽香筒,tshun-siū-hiunn-tâng,12,chhun-siū-hiuⁿ-tâng,tshun1siu7hiunn1tang5,chhun1siu7hiunn1tang5,tshunsiuhiunntang,chhunsiuhiunntang,tsht,csht,True,True
木苧仔麻,bo̍k-tē-á-muâ,12,bo̍k-tē-á-môa,bok8te7a2mua5,bok8te7a2moa5,bokteamua,bokteamoa,btam,btam,True,False
果子粒仔,kué-tsí-lia̍p-á,12,kóe-chí-lia̍p-á,kue2tsi2liap8a2,koe2chi2liap8a2,kuetsiliapa,koechiliapa,ktla,kcla,True,False
栽目睭毛,tsai-ba̍k-tsiu-moo,12,chai-ba̍k-chiu-mo͘,tsai1bak8tsiu1moo1,chai1bak8chiu1moo1,tsaibaktsiumoo,chaibakchiumoo,tbtm,cbcm,True,False
桌跤蛰仔,toh-kha-tinn-á,12,toh-kha-tiⁿ-á,toh4kha1tinn1a2,toh4kha1tinn1a2,tohkhatinna,tohkhatinna,tkta,tkta,True,False
樹奶桮仔,tshiū-ling-pue-á,12,chhiū-leng-poe-á,tshiu7ling1pue1a2,chhiu7leng1poe1a2,tshiulingpuea,chhiulengpoea,tlpa,clpa,True,False
水波山頭,tsuí-pho-suann-thâu,12,chúi-pho-soaⁿ-thâu,tsui2pho1suann1thau5,chui2pho1soann1thau5,tsuiphosuannthau,chuiphosoannthau,tpst,cpst,True,False
汽水籃仔,khì-tsuí-nâ-á,12,khì-chúi-nâ-á,khi3tsui2na5a2,khi3chui2na5a2,khitsuinaa,khichuinaa,ktna,kcna,True,False
海綿砂碖,hái-mî-sua-lún,12,hái-mî-soa-lún,hai2mi5sua1lun2,hai2mi5soa1lun2,haimisualun,haimisoalun,hmsl,hmsl,True,True
漆釉的筆,tshat-iu ê pit,12,chhat-iu ê pit,tshat4iu1e5pit4,chhat4iu1e5pit4,tshatiuepit,chhatiuepit,tiep,ciep,True,False
煙腸頭毛,ian-tshiâng-thâu-moo,12,ian-chhiâng-thâu-mo͘,ian1tshiang5thau5moo1,ian1chhiang5thau5moo1,iantshiangthaumoo,ianchhiangthaumoo,ittm,ictm,True,False
牛角掛屏,gû-kak-kuà-pîn,12,gû-kak-kòa-pîn,gu5kak4kua3pin5,gu5kak4koa3pin5,gukakkuapin,gukakkoapin,gkkp,gkkp,True,False
牽線柴仔,khan-suànn-tshâ-á,12,khan-sòaⁿ-chhâ-á,khan1suann3tsha5a2,khan1soann3chha5a2,khansuanntshaa,khansoannchhaa,ksta,ksca,True,False
狗母鍋仔,káu-bó-ue-á,12,káu-bó-oe-á,kau2bo2ue1a2,kau2bo2oe1a2,kaubouea,kaubooea,kbua,kboa,True,False
玻璃模仔,po-lê-bôo-á,12,po-lê-bô͘-á,po1le5boo5a2,po1le5boo5a2,polebooa,polebooa,plba,plba,True,False
玻璃甕仔,po-lê-àng-á,12,po-lê-àng-á,po1le5ang3a2,po1le5ang3a2,poleanga,poleanga,plaa,plaa,True,False
玻璃粉仔,po-lê-hún-á,12,po-lê-hún-á,po1le5hun2a2,po1le5hun2a2,polehuna,polehuna,plha,plha,True,False
玻璃粒仔,po-lê-lia̍p-á,12,po-lê-lia̍p-á,po1le5liap8a2,po1le5liap8a2,poleliapa,poleliapa,plla,plla,True,False
玻璃𣁳仔,po-lê-khat-á,12,po-lê-khat-á,po1le5khat4a2,po1le5khat4a2,polekhata,polekhata,plka,plka,True,False
生毛柿仔,senn-moo-khī-á,12,seⁿ-mo͘-khī-á,senn1moo1khi7a2,senn1moo1khi7a2,sennmookhia,sennmookhia,smka,smka,True,False
生頭發尾,senn-thâu-huat-bué,12,seⁿ-thâu-hoat-bóe,senn1thau5huat4bue2,senn1thau5hoat4boe2,sennthauhuatbue,sennthauhoatboe,sthb,sthb,True,False
畫布花仔,uē-pòo-hue-á,12,ōe-pò͘-hoe-á,ue7poo3hue1a2,oe7poo3hoe1a2,uepoohuea,oepoohoea,upha,opha,True,False
白糊固定,pe̍h-kôo kòo-tīng,12,pe̍h-kô͘ kò͘-tēng,peh8koo5koo3ting7,peh8koo5koo3teng7,pehkookooting,pehkookooteng,pkkt,pkkt,True,False
相思仔樹,siunn-si-á-tshiū,12,siuⁿ-si-á-chhiū,siunn1si1a2tshiu7,siunn1si1a2chhiu7,siunnsiatshiu,siunnsiachhiu,ssat,ssac,True,False
石仔秤錘,tsio̍h ê tshìn-thuî,12,chio̍h ê chhìn-thûi,tsioh8e5tshin3thui5,chioh8e5chhin3thui5,tsiohetshinthui,chiohechhinthui,tett,cect,True,False
石仔香爐,tsio̍h ê hiunn-lôo,12,chio̍h ê hiuⁿ-lô͘,tsioh8e5hiunn1loo5,chioh8e5hiunn1loo5,tsiohehiunnloo,chiohehiunnloo,tehl,cehl,True,False
石膏機仔,tsio̍h-ko-ki-á,12,chio̍h-ko-ki-á,tsioh8ko1ki1a2,chioh8ko1ki1a2,tsiohkokia,chiohkokia,tkka,ckka,True,False
福在眼前,hok-tsāi-gán-tsîng,12,hok-chāi-gán-chêng,hok4tsai7gan2tsing5,hok4chai7gan2cheng5,hoktsaigantsing,hokchaigancheng,htgt,hcgc,True,False
竹仔屏風,tik-á pîn-hong,12,tek-á pîn-hong,tik4a2pin5hong1,tek4a2pin5hong1,tikapinhong,tekapinhong,taph,taph,True,False
竹仔枕頭,tik-á-tsím-thâu,12,tek-á-chím-thâu,tik4a2tsim2thau5,tek4a2chim2thau5,tikatsimthau,tekachimthau,tatt,tact,True,False
竹管仔飯,tik-kóng-á-pn̄g,12,tek-kóng-á-pn̄g,tik4kong2a2png7,tek4kong2a2png7,tikkongapng,tekkongapng,tkap,tkap,True,False
竹編花籃,tik-pinn hue-nâ,12,tek-piⁿ hoe-nâ,tik4pinn1hue1na5,tek4pinn1hoe1na5,tikpinnhuena,tekpinnhoena,tphn,tphn,True,False
管頭鋏仔,kóng-thâu-giap-á,12,kóng-thâu-giap-á,kong2thau5giap4a2,kong2thau5giap4a2,kongthaugiapa,kongthaugiapa,ktga,ktga,True,False
籤尾刀仔,tshiam-bué-to-á,12,chhiam-bóe-to-á,tshiam1bue2to1a2,chhiam1boe2to1a2,tshiambuetoa,chhiamboetoa,tbta,cbta,True,True
粗胚鑿仔,tshoo-phue-tsha̍k-á,12,chho͘-phoe-chha̍k-á,tshoo1phue1tshak8a2,chhoo1phoe1chhak8a2,tshoophuetshaka,chhoophoechhaka,tpta,cpca,True,True
細支鉸刀,sè-ki-ka-to,12,sè-ki-ka-to,se3ki1ka1to1,se3ki1ka1to1,sekikato,sekikato,skkt,skkt,True,False
綠釉夜壺,lik-iu-iā-hôo,12,lek-iu-iā-hô͘,lik4iu1ia7hoo5,lek4iu1ia7hoo5,likiuiahoo,lekiuiahoo,liih,liih,True,False
線板鋸仔,suànn-pán-kì-á,12,sòaⁿ-pán-kì-á,suann3pan2ki3a2,soann3pan2ki3a2,suannpankia,soannpankia,spka,spka,True,False
線條鋏仔,suànn-tiâu-giap-á,12,sòaⁿ-tiâu-giap-á,suann3tiau5giap4a2,soann3tiau5giap4a2,suanntiaugiapa,soanntiaugiapa,stga,stga,True,False
練塗機仔,liān-thôo-ki-á,12,liān-thô͘-ki-á,lian7thoo5ki1a2,lian7thoo5ki1a2,lianthookia,lianthookia,ltka,ltka,True,False
縛冬瓜箍,pa̍k-tang-kue-khoo,12,pa̍k-tang-koe-kho͘,pak8tang1kue1khoo1,pak8tang1koe1khoo1,paktangkuekhoo,paktangkoekhoo,ptkk,ptkk,True,True
纏鍊仔目,tînn-liān-á-ba̍k,12,tîⁿ-liān-á-ba̍k,tinn5lian7a2bak8,tinn5lian7a2bak8,tinnlianabak,tinnlianabak,tlab,tlab,True,False
胭脂樹仔,ian-tsi-tshiū-á,12,ian-chi-chhiū-á,ian1tsi1tshiu7a2,ian1chi1chhiu7a2,iantsitshiua,ianchichhiua,itta,icca,True,False
脫胎漆器,thuat-thai-tshat-khì,12,thoat-thai-chhat-khì,thuat4thai1tshat4khi3,thoat4thai1chhat4khi3,thuatthaitshatkhi,thoatthaichhatkhi,tttk,ttck,True,False
自動鉛筆,tsū-tōng-iân-pit,12,chū-tōng-iân-pit,tsu7tong7ian5pit4,chu7tong7ian5pit4,tsutongianpit,chutongianpit,ttip,ctip,True,False
臺灣杜鵑,tâi-uân-tōo-kuan,12,tâi-oân-tō͘-koan,tai5uan5too7kuan1,tai5oan5too7koan1,taiuantookuan,taioantookoan,tutk,totk,True,False
臺灣松梧,tâi-uân siông-ngôo,12,tâi-oân siông-ngô͘,tai5uan5siong5ngoo5,tai5oan5siong5ngoo5,taiuansiongngoo,taioansiongngoo,tusn,tosn,True,False
臺灣玉仔,tâi-uân-gi̍k-á,12,tâi-oân-ge̍k-á,tai5uan5gik8a2,tai5oan5gek8a2,taiuangika,taioangeka,tuga,toga,True,False
臺灣赤楊,tâi-uân-tshik-iông,12,tâi-oân-chhek-iông,tai5uan5tshik4iong5,tai5oan5chhek4iong5,taiuantshikiong,taioanchhekiong,tuti,toci,True,False
臺灣鋸仔,tâi-uân-kù-á,12,tâi-oân-kù-á,tai5uan5ku3a2,tai5oan5ku3a2,taiuankua,taioankua,tuka,toka,True,False
花鳥走獸,hue-tsiáu-tsáu-siù,12,hoe-chiáu-cháu-siù,hue1tsiau2tsau2siu3,hoe1chiau2chau2siu3,huetsiautsausiu,hoechiauchausiu,htts,hccs,True,False
茶米黜仔,tê-bí-thuh-á,12,tê-bí-thuh-á,te5bi2thuh4a2,te5bi2thuh4a2,tebithuha,tebithuha,tbta,tbta,True,False
草仔花窗,tshó-á-hue-thang,12,chhó-á-hoe-thang,tsho2a2hue1thang1,chho2a2hoe1thang1,tshoahuethang,chhoahoethang,taht,caht,True,False
葫蘆鎚仔,hôo-lôo-thuî-á,12,hô͘-lô͘-thûi-á,hoo5loo5thui5a2,hoo5loo5thui5a2,hooloothuia,hooloothuia,hlta,hlta,True,True
螭虎屈篆,tshi-hóo khut-tuān,12,chhi-hó͘ khut-toān,tshi1hoo2khut4tuan7,chhi1hoo2khut4toan7,tshihookhuttuan,chhihookhuttoan,thkt,chkt,True,False
豆腐角仔,tāu-hū-kak-á,12,tāu-hū-kak-á,tau7hu7kak4a2,tau7hu7kak4a2,tauhukaka,tauhukaka,thka,thka,True,False
豬油甕仔,ti-iû-àng-á,12,ti-iû-àng-á,ti1iu5ang3a2,ti1iu5ang3a2,tiiuanga,tiiuanga,tiaa,tiaa,True,False
越南松梧,ua̍t-lâm siông-ngôo,12,oa̍t-lâm siông-ngô͘,uat8lam5siong5ngoo5,oat8lam5siong5ngoo5,uatlamsiongngoo,oatlamsiongngoo,ulsn,olsn,True,False
辦桌湯盤,pān-toh-thng-puânn,12,pān-toh-thng-pôaⁿ,pan7toh4thng1puann5,pan7toh4thng1poann5,pantohthngpuann,pantohthngpoann,pttp,pttp,True,False
連堵剾仔,liân-tóo-khau-á,12,liân-tó͘-khau-á,lian5too2khau1a2,lian5too2khau1a2,liantookhaua,liantookhaua,ltka,ltka,True,False
連座硬身,liân-tsō ngē-sin,12,liân-chō ngē-sin,lian5tso7nge7sin1,lian5cho7nge7sin1,liantsongesin,lianchongesin,ltns,lcns,True,False
連鏡批筒,liân-kiànn-phue-tháng,12,liân-kiàⁿ-phoe-tháng,lian5kiann3phue1thang2,lian5kiann3phoe1thang2,liankiannphuethang,liankiannphoethang,lkpt,lkpt,True,True
選竹篾仔,suán-tik-bi̍h-á,12,soán-tek-bi̍h-á,suan2tik4bih8a2,soan2tek4bih8a2,suantikbiha,soantekbiha,stba,stba,True,False
醬菜甕仔,tsiùnn-tshài-àng-á,12,chiùⁿ-chhài-àng-á,tsiunn3tshai3ang3a2,chiunn3chhai3ang3a2,tsiunntshaianga,chiunnchhaianga,ttaa,ccaa,True,False
金箔仔紙,kim-po̍h-á-tsuá,12,kim-po̍h-á-chóa,kim1poh8a2tsua2,kim1poh8a2choa2,kimpohatsua,kimpohachoa,kpat,kpac,True,False
金銀箔紙,kim-gîn-po̍h-tsuá,12,kim-gîn-po̍h-chóa,kim1gin5poh8tsua2,kim1gin5poh8choa2,kimginpohtsua,kimginpohchoa,kgpt,kgpc,True,False
鉛筆盒仔,iân-pit-a̍p-á,12,iân-pit-a̍p-á,ian5pit4ap8a2,ian5pit4ap8a2,ianpitapa,ianpitapa,ipaa,ipaa,True,False
鉸刀剪仔,ka-to-tsián-á,12,ka-to-chián-á,ka1to1tsian2a2,ka1to1chian2a2,katotsiana,katochiana,ktta,ktca,True,False
鉸鍊仔機,ka-liān-á-ki,12,ka-liān-á-ki,ka1lian7a2ki1,ka1lian7a2ki1,kalianaki,kalianaki,klak,klak,True,False
銀花矸仔,gîn-hue-kan-á,12,gîn-hoe-kan-á,gin5hue1kan1a2,gin5hoe1kan1a2,ginhuekana,ginhoekana,ghka,ghka,True,True
鋸鍊仔目,kù-liān-á-ba̍k,12,kù-liān-á-ba̍k,ku3lian7a2bak8,ku3lian7a2bak8,kulianabak,kulianabak,klab,klab,True,False
鑿人字甲,tsha̍k-jîn-jī-kah,12,chha̍k-jîn-jī-kah,tshak8jin5ji7kah4,chhak8jin5ji7kah4,tshakjinjikah,chhakjinjikah,tjjk,cjjk,True,False
雞鵤仔車,ke-kak-á-tshia,12,ke-kak-á-chhia,ke1kak4a2tshia1,ke1kak4a2chhia1,kekakatshia,kekakachhia,kkat,kkac,True,False
電子磅仔,tiān-tsú-pōng-á,12,tiān-chú-pōng-á,tian7tsu2pong7a2,tian7chu2pong7a2,tiantsuponga,tianchuponga,ttpa,tcpa,True,False
電解機仔,tiān-kái-ki-á,12,tiān-kái-ki-á,tian7kai2ki1a2,tian7kai2ki1a2,tiankaikia,tiankaikia,tkka,tkka,True,False
面桶架仔,bīn-tháng-kè-á,12,bīn-tháng-kè-á,bin7thang2ke3a2,bin7thang2ke3a2,binthangkea,binthangkea,btka,btka,True,False
頭毛捋仔,thâu-moo-lua̍h-á,12,thâu-mo͘-loa̍h-á,thau5moo1luah8a2,thau5moo1loah8a2,thaumooluaha,thaumooloaha,tmla,tmla,True,False
食飯桌仔,tsia̍h-pn̄g-toh-á,12,chia̍h-pn̄g-toh-á,tsiah8png7toh4a2,chiah8png7toh4a2,tsiahpngtoha,chiahpngtoha,tpta,cpta,True,False
香港秤仔,hiong-káng-tshìn-á,12,hiong-káng-chhìn-á,hiong1kang2tshin3a2,hiong1kang2chhin3a2,hiongkangtshina,hiongkangchhina,hkta,hkca,True,False
香蕉剾刀,kim-tsio-khau-to,12,kim-chio-khau-to,kim1tsio1khau1to1,kim1chio1khau1to1,kimtsiokhauto,kimchiokhauto,ktkt,kckt,True,False
魚鱗片仔,hî-lân-phìnn-á,12,hî-lân-phìⁿ-á,hi5lan5phinn3a2,hi5lan5phinn3a2,hilanphinna,hilanphinna,hlpa,hlpa,True,False
麻姑獻壽,mâ-koo hiàn-siū,12,mâ-ko͘ hiàn-siū,ma5koo1hian3siu7,ma5koo1hian3siu7,makoohiansiu,makoohiansiu,mkhs,mkhs,True,False
黃金染料,n̂g-kim-ní-liāu,12,n̂g-kim-ní-liāu,ng5kim1ni2liau7,ng5kim1ni2liau7,ngkimniliau,ngkimniliau,nknl,nknl,True,False
點火的,tiám-hué--ê,12,tiám-hóe--ê,tiam2hue2e5,tiam2hoe2e5,tiamhuee,tiamhoee,the,the,True,False
茄苳,ka-tang,11,ka-tang,ka1tang1,ka1tang1,katang,katang,kt,kt,True,False
三尺的花鐘,sann-tshioh ê hue-tsing,10,saⁿ-chhioh ê hoe-cheng,sann1tshioh4e5hue1tsing1,sann1chhioh4e5hoe1cheng1,sanntshiohehuetsing,sannchhiohehoecheng,steht,scehc,True,False
三角溫度針,sann-kak-un-tōo-tsiam,10,saⁿ-kak-un-tō͘-chiam,sann1kak4un1too7tsiam1,sann1kak4un1too7chiam1,sannkakuntootsiam,sannkakuntoochiam,skutt,skutc,True,False
五尺的花鐘,gōo-tshioh ê hue-tsing,10,gō͘-chhioh ê hoe-cheng,goo7tshioh4e5hue1tsing1,goo7chhioh4e5hoe1cheng1,gootshiohehuetsing,goochhiohehoecheng,gteht,gcehc,True,False
仿古的銅鼎,hóng-kóo ê tâng-tiánn,10,hóng-kó͘ ê tâng-tiáⁿ,hong2koo2e5tang5tiann2,hong2koo2e5tang5tiann2,hongkooetangtiann,hongkooetangtiann,hkett,hkett,True,False
切割的直尺,tshiat-kuah ê ti̍t-tshioh,10,chhiat-koah ê ti̍t-chhioh,tshiat4kuah4e5tit8tshioh4,chhiat4koah4e5tit8chhioh4,tshiatkuahetittshioh,chhiatkoahetitchhioh,tkett,cketc,True,False
剪白鐵網剪,tsián-pe̍h-thih-bāng-tsián,10,chián-pe̍h-thih-bāng-chián,tsian2peh8thih4bang7tsian2,chian2peh8thih4bang7chian2,tsianpehthihbangtsian,chianpehthihbangchian,tptbt,cptbc,True,False
割圓的器具,kuah-înn ê khì-kū,10,koah-îⁿ ê khì-kū,kuah4inn5e5khi3ku7,koah4inn5e5khi3ku7,kuahinnekhiku,koahinnekhiku,kiekk,kiekk,True,False
厚葉石斑木,kāu-hio̍h-tsio̍h-pan-bo̍k,10,kāu-hio̍h-chio̍h-pan-bo̍k,kau7hioh8tsioh8pan1bok8,kau7hioh8chioh8pan1bok8,kauhiohtsiohpanbok,kauhiohchiohpanbok,khtpb,khcpb,True,False
古早的鎖頭,kóo-tsá ê só-thâu,10,kó͘-chá ê só-thâu,koo2tsa2e5so2thau5,koo2cha2e5so2thau5,kootsaesothau,koochaesothau,ktest,kcest,True,False
四角柱仔跤,sì-kak thiāu-á-kha,10,sì-kak thiāu-á-kha,si3kak4thiau7a2kha1,si3kak4thiau7a2kha1,sikakthiauakha,sikakthiauakha,sktak,sktak,True,False
塗燒的螿蜍,thôo sio ê tsiunn-tsî,10,thô͘ sio ê chiuⁿ-chî,thoo5sio1e5tsiunn1tsi5,thoo5sio1e5chiunn1chi5,thoosioetsiunntsi,thoosioechiunnchi,tsett,tsecc,True,False
奇種茶米罐,kî-tsióng tê-bí-kuàn,10,kî-chióng tê-bí-koàn,ki5tsiong2te5bi2kuan3,ki5chiong2te5bi2koan3,kitsiongtebikuan,kichiongtebikoan,kttbk,kctbk,True,False
小型的籠床,sió-hîng ê lâng-sn̂g,10,sió-hêng ê lâng-sn̂g,sio2hing5e5lang5sng5,sio2heng5e5lang5sng5,siohingelangsng,siohengelangsng,shels,shels,True,False
尪仔頭模仔,ang-á-thâu-bôo-á,10,ang-á-thâu-bô͘-á,ang1a2thau5boo5a2,ang1a2thau5boo5a2,angathaubooa,angathaubooa,aatba,aatba,True,False
帽仔,bō-á,10,bō-á,bo7a2,bo7a2,boa,boa,ba,ba,True,False
彎角柱仔跤,uan-kak thiāu-á-kha,10,oan-kak thiāu-á-kha,uan1kak4thiau7a2kha1,oan1kak4thiau7a2kha1,uankakthiauakha,oankakthiauakha,uktak,oktak,True,False
彩繪錦花仔,tshái-uē-gím-hue-á,10,chhái-ōe-gím-hoe-á,tshai2ue7gim2hue1a2,chhai2oe7gim2hoe1a2,tshaiuegimhuea,chhaioegimhoea,tugha,cogha,True,False
彩色的玻璃,tshái-sik-ê po-lê,10,chhái-sek-ê po-lê,tshai2sik4e5po1le5,chhai2sek4e5po1le5,tshaisikepole,chhaisekepole,tsepl,csepl,True,False
戰甲人字甲,tsiàn-kah jîn-jī-kah,10,chiàn-kah jîn-jī-kah,tsian3kah4jin5ji7kah4,chian3kah4jin5ji7kah4,tsiankahjinjikah,chiankahjinjikah,tkjjk,ckjjk,True,False
手巾仔,tshiú-kin-á,10,chhiú-kin-á,tshiu2kin1a2,chhiu2kin1a2,tshiukina,chhiukina,tka,cka,True,False
手指,tshiú-tsí,10,chhiú-chí,tshiu2tsi2,chhiu2chi2,tshiutsi,chhiuchi,tt,cc,True,True
拍空的工具,phah-khang ê kang-kū,10,phah-khang ê kang-kū,phah4khang1e5kang1ku7,phah4khang1e5kang1ku7,phahkhangekangku,phahkhangekangku,pkekk,pkekk,True,False
挑紗的戰甲,thiàu-se ê tsiàn-kah,10,thiàu-se ê chiàn-kah,thiau3se1e5tsian3kah4,thiau3se1e5chian3kah4,thiauseetsiankah,thiauseechiankah,tsetk,tseck,True,False
捲紙的鐵筆,kńg-tsuá-ê thih-pit,10,kńg-chóa-ê thih-pit,kng2tsua2e5thih4pit4,kng2choa2e5thih4pit4,kngtsuaethihpit,kngchoaethihpit,ktetp,kcetp,True,False
摃槌仔,kòng-thuî-á,10,kòng-thûi-á,kong3thui5a2,kong3thui5a2,kongthuia,kongthuia,kta,kta,True,True
斧頭,póo-thâu,10,pó͘-thâu,poo2thau5,poo2thau5,poothau,poothau,pt,pt,True,False
時鐘,sî-tsing,10,sî-cheng,si5tsing1,si5cheng1,sitsing,sicheng,st,sc,True,False
晟手的二鏨,tshiânn-tshiú ê jī-tsām,10,chhiâⁿ-chhiú ê jī-chām,tshiann5tshiu2e5ji7tsam7,chhiann5chhiu2e5ji7cham7,tshianntshiuejitsam,chhiannchhiuejicham,ttejt,ccejc,True,False
柴做的飯坩,tshâ tsò ê pn̄g-khann,10,chhâ chò ê pn̄g-khaⁿ,tsha5tso3e5png7khann1,chha5cho3e5png7khann1,tshatsoepngkhann,chhachoepngkhann,ttepk,ccepk,True,False
柴的敲槌仔,tshâ ê khà-thuî-á,10,chhâ ê khà-thûi-á,tsha5e5kha3thui5a2,chha5e5kha3thui5a2,tshaekhathuia,chhaekhathuia,tekta,cekta,True,False
柴雕的劍獅,tshâ-tiau ê kiàm-sai,10,chhâ-tiau ê kiàm-sai,tsha5tiau1e5kiam3sai1,chha5tiau1e5kiam3sai1,tshatiauekiamsai,chhatiauekiamsai,tteks,cteks,True,False
椅條,í-liâu,10,í-liâu,i2liau5,i2liau5,iliau,iliau,il,il,True,False
楓仔樹,png-á-tshiū,10,png-á-chhiū,png1a2tshiu7,png1a2chhiu7,pngatshiu,pngachhiu,pat,pac,True,False
樟仔柴冊櫃,tsiunn-á-tshâ tsheh-kuì,10,chiuⁿ-á-chhâ chheh-kùi,tsiunn1a2tsha5tsheh4kui3,chiunn1a2chha5chheh4kui3,tsiunnatshatshehkui,chiunnachhachhehkui,tattk,cacck,True,False
泉州派牽線,tsuân-tsiu-phài khan-suànn,10,choân-chiu-phài khan-sòaⁿ,tsuan5tsiu1phai3khan1suann3,choan5chiu1phai3khan1soann3,tsuantsiuphaikhansuann,choanchiuphaikhansoann,ttpks,ccpks,True,False
泡棉的膠帶,phàu-mî ê ka-tuà,10,phàu-mî ê ka-tòa,phau3mi5e5ka1tua3,phau3mi5e5ka1toa3,phaumiekatua,phaumiekatoa,pmekt,pmekt,True,False
湯匙,thng-sî,10,thng-sî,thng1si5,thng1si5,thngsi,thngsi,ts,ts,True,False
火炭的熨斗,hué-thuànn ê ut-táu,10,hóe-thòaⁿ ê ut-táu,hue2thuann3e5ut4tau2,hoe2thoann3e5ut4tau2,huethuanneuttau,hoethoanneuttau,hteut,hteut,True,False
烏枋,oo-pang,10,o͘-pang,oo1pang1,oo1pang1,oopang,oopang,op,op,True,False
烘爐,hang-lôo,10,hang-lô͘,hang1loo5,hang1loo5,hangloo,hangloo,hl,hl,True,False
玉蘭,gio̍k-lân,10,gio̍k-lân,giok8lan5,giok8lan5,gioklan,gioklan,gl,gl,True,False
玫瑰,muî-kuì,10,mûi-kùi,mui5kui3,mui5kui3,muikui,muikui,mk,mk,True,False
番仔火,huan-á-hué,10,hoan-á-hóe,huan1a2hue2,hoan1a2hoe2,huanahue,hoanahoe,hah,hah,True,False
皮鞋,phuê-ê,10,phôe-ê,phue5e5,phoe5e5,phuee,phoee,pe,pe,True,False
真珠,tsin-tsu,10,chin-chu,tsin1tsu1,chin1chu1,tsintsu,chinchu,tt,cc,True,False
硩紙的鐵筆,teh-tsuá-ê thih-pit,10,teh-chóa-ê thih-pit,teh4tsua2e5thih4pit4,teh4choa2e5thih4pit4,tehtsuaethihpit,tehchoaethihpit,ttetp,tcetp,True,False
硩邊的軟墊,teh-pinn ê nńg-tiām,10,teh-piⁿ ê nńg-tiām,teh4pinn1e5nng2tiam7,teh4pinn1e5nng2tiam7,tehpinnenngtiam,tehpinnenngtiam,tpent,tpent,True,False
磨跳舞鍊仔,buâ-thiàu-bú-liān-á,10,bôa-thiàu-bú-liān-á,bua5thiau3bu2lian7a2,boa5thiau3bu2lian7a2,buathiaubuliana,boathiaubuliana,btbla,btbla,True,False
