hanzi,tl,frequency,poj,tl_num,poj_num,tps_num,tps_num_var,tl_notone,poj_notone,tps_notone,tps_notone_var,tl_abbrev,poj_abbrev,tps_abbrev,tps_abbrev_var,taigitv,is_variant
回合,hê-ha̍p,25,hê-ha̍p,he5hap8,he5hap8,ㄏㆤˊㄏㄚㆴ̇,,hehap,hehap,ㄏㆤㄏㄚㆴ,,hh,hh,ㄏㄏ,,True,False
回沖,huê-tshiong,25,hôe-chhiong,hue5tshiong1,hoe5chhiong1,ㄏㄨㆤˊㄑㄧㆲ,,huetshiong,hoechhiong,ㄏㄨㆤㄑㄧㆲ,,ht,hc,ㄏㄑ,,True,False
回沖,hê-tshiong,25,hê-chhiong,he5tshiong1,he5chhiong1,ㄏㆤˊㄑㄧㆲ,,hetshiong,hechhiong,ㄏㆤㄑㄧㆲ,,ht,hc,ㄏㄑ,,True,False
圍棋,uî-kî,25,ûi-kî,ui5ki5,ui5ki5,ㄨㄧˊㄍㄧˊ,,uiki,uiki,ㄨㄧㄍㄧ,,uk,uk,ㄨㄍ,,True,False
圖示,tôo-sī,25,tô͘-sī,too5si7,too5si7,ㄉㆦˊㄒㄧ˫,,toosi,toosi,ㄉㆦㄒㄧ,,ts,ts,ㄉㄒ,,True,False
地板,tuē-pán,25,tōe-pán,tue7pan2,toe7pan2,ㄉㄨㆤ˫ㄅㄢˋ,,tuepan,toepan,ㄉㄨㆤㄅㄢ,,tp,tp,ㄉㄅ,,True,False
地板,tē-pán,25,tē-pán,te7pan2,te7pan2,ㄉㆤ˫ㄅㄢˋ,,tepan,tepan,ㄉㆤㄅㄢ,,tp,tp,ㄉㄅ,,True,False
坦邊,thán-pinn,25,thán-piⁿ,than2pinn1,than2pinn1,ㄊㄢˋㄅㆪ,,thanpinn,thanpinn,ㄊㄢㄅㆪ,,tp,tp,ㄊㄅ,,True,False
場務,tiûnn-bū,25,tiûⁿ-bū,tiunn5bu7,tiunn5bu7,ㄉㄧㆫˊㆠㄨ˫,,tiunnbu,tiunnbu,ㄉㄧㆫㆠㄨ,,tb,tb,ㄉㆠ,,True,False
墜機,tuī-ki,25,tūi-ki,tui7ki1,tui7ki1,ㄉㄨㄧ˫ㄍㄧ,,tuiki,tuiki,ㄉㄨㄧㄍㄧ,,tk,tk,ㄉㄍ,,True,False
壁球,piah-kiû,25,piah-kiû,piah4kiu5,piah4kiu5,ㄅㄧㄚㆷㄍㄧㄨˊ,,piahkiu,piahkiu,ㄅㄧㄚㆷㄍㄧㄨ,,pk,pk,ㄅㄍ,,True,False
壓制,ap-tsè,25,ap-chè,ap4tse3,ap4che3,ㄚㆴㄗㆤ˪,,aptse,apche,ㄚㆴㄗㆤ,,at,ac,ㄚㄗ,,True,False
壘包,luí-pau,25,lúi-pau,lui2pau1,lui2pau1,ㄌㄨㄧˋㄅㄠ,,luipau,luipau,ㄌㄨㄧㄅㄠ,,lp,lp,ㄌㄅ,,True,False
壘球,luí-kiû,25,lúi-kiû,lui2kiu5,lui2kiu5,ㄌㄨㄧˋㄍㄧㄨˊ,,luikiu,luikiu,ㄌㄨㄧㄍㄧㄨ,,lk,lk,ㄌㄍ,,True,False
壯遊,tsōng-iû,25,chōng-iû,tsong7iu5,chong7iu5,ㄗㆲ˫ㄧㄨˊ,,tsongiu,chongiu,ㄗㆲㄧㄨ,,ti,ci,ㄗㄧ,,True,False
壺鈴,ôo-lîng,25,ô͘-lêng,oo5ling5,oo5leng5,ㆦˊㄌㄧㄥˊ,,ooling,ooleng,ㆦㄌㄧㄥ,,ol,ol,ㆦㄌ,,True,False
外遇,guā-gū,25,gōa-gū,gua7gu7,goa7gu7,ㆣㄨㄚ˫ㆣㄨ˫,,guagu,goagu,ㆣㄨㄚㆣㄨ,,gg,gg,ㆣㆣ,,True,True
外野,guā-iá,25,gōa-iá,gua7ia2,goa7ia2,ㆣㄨㄚ˫ㄧㄚˋ,,guaia,goaia,ㆣㄨㄚㄧㄚ,,gi,gi,ㆣㄧ,,True,True
大叉,tuā-tshah,25,tōa-chhah,tua7tshah4,toa7chhah4,ㄉㄨㄚ˫ㄘㄚㆷ,,tuatshah,toachhah,ㄉㄨㄚㄘㄚㆷ,,tt,tc,ㄉㄘ,,True,False
大寫,tuā-siá,25,tōa-siá,tua7sia2,toa7sia2,ㄉㄨㄚ˫ㄒㄧㄚˋ,,tuasia,toasia,ㄉㄨㄚㄒㄧㄚ,,ts,ts,ㄉㄒ,,True,False
大骨,tuā-kut,25,tōa-kut,tua7kut4,toa7kut4,ㄉㄨㄚ˫ㄍㄨㆵ,,tuakut,toakut,ㄉㄨㄚㄍㄨㆵ,,tk,tk,ㄉㄍ,,True,False
大麥,tuā-be̍h,25,tōa-be̍h,tua7beh8,toa7beh8,ㄉㄨㄚ˫ㆠㆤㆷ̇,,tuabeh,toabeh,ㄉㄨㄚㆠㆤㆷ,,tb,tb,ㄉㆠ,,True,False
失事,sit-sū,25,sit-sū,sit4su7,sit4su7,ㄒㄧㆵㄙㄨ˫,,sitsu,sitsu,ㄒㄧㆵㄙㄨ,,ss,ss,ㄒㄙ,,True,False
失分,sit-hun,25,sit-hun,sit4hun1,sit4hun1,ㄒㄧㆵㄏㄨㄣ,,sithun,sithun,ㄒㄧㆵㄏㄨㄣ,,sh,sh,ㄒㄏ,,True,False
失誤,sit-gōo,25,sit-gō͘,sit4goo7,sit4goo7,ㄒㄧㆵㆣㆦ˫,,sitgoo,sitgoo,ㄒㄧㆵㆣㆦ,,sg,sg,ㄒㆣ,,True,False
夾殺,kiap-sat,25,kiap-sat,kiap4sat4,kiap4sat4,ㄍㄧㄚㆴㄙㄚㆵ,,kiapsat,kiapsat,ㄍㄧㄚㆴㄙㄚㆵ,,ks,ks,ㄍㄙ,,True,False
奈米,nāi-bí,25,nāi-bí,nai7bi2,nai7bi2,ㄋㄞ˫ㆠㄧˋ,,naibi,naibi,ㄋㄞㆠㄧ,,nb,nb,ㄋㆠ,,True,False
奕手,ī-tshiú,25,ī-chhiú,i7tshiu2,i7chhiu2,ㄧ˫ㄑㄧㄨˋ,,itshiu,ichhiu,ㄧㄑㄧㄨ,,it,ic,ㄧㄑ,,True,False
奕跤,ī-kha,25,ī-kha,i7kha1,i7kha1,ㄧ˫ㄎㄚ,,ikha,ikha,ㄧㄎㄚ,,ik,ik,ㄧㄎ,,True,False
套用,thò-iōng,25,thò-iōng,tho3iong7,tho3iong7,ㄊㄛ˪ㄧㆲ˫,,thoiong,thoiong,ㄊㄛㄧㆲ,,ti,ti,ㄊㄧ,,True,False
套路,thò-lōo,25,thò-lō͘,tho3loo7,tho3loo7,ㄊㄛ˪ㄌㆦ˫,,tholoo,tholoo,ㄊㄛㄌㆦ,,tl,tl,ㄊㄌ,,True,False
奶泡,ling-pho,25,leng-pho,ling1pho1,leng1pho1,ㄌㄧㄥㄆㄛ,,lingpho,lengpho,ㄌㄧㄥㄆㄛ,,lp,lp,ㄌㄆ,,True,False
奶泡,ni-pho,25,ni-pho,ni1pho1,ni1pho1,ㄋㄧㄆㄛ,,nipho,nipho,ㄋㄧㄆㄛ,,np,np,ㄋㄆ,,True,False
奶酒,ling-tsiú,25,leng-chiú,ling1tsiu2,leng1chiu2,ㄌㄧㄥㄐㄧㄨˋ,,lingtsiu,lengchiu,ㄌㄧㄥㄐㄧㄨ,,lt,lc,ㄌㄐ,,True,False
奶酒,ni-tsiú,25,ni-chiú,ni1tsiu2,ni1chiu2,ㄋㄧㄐㄧㄨˋ,,nitsiu,nichiu,ㄋㄧㄐㄧㄨ,,nt,nc,ㄋㄐ,,True,False
好球,hó-kiû,25,hó-kiû,ho2kiu5,ho2kiu5,ㄏㄛˋㄍㄧㄨˊ,,hokiu,hokiu,ㄏㄛㄍㄧㄨ,,hk,hk,ㄏㄍ,,True,False
妨礙,hông-gāi,25,hông-gāi,hong5gai7,hong5gai7,ㄏㆲˊㆣㄞ˫,,honggai,honggai,ㄏㆲㆣㄞ,,hg,hg,ㄏㆣ,,True,False
字元,jī-guân,25,jī-goân,ji7guan5,ji7goan5,ㆢㄧ˫ㆣㄨㄢˊ,,jiguan,jigoan,ㆢㄧㆣㄨㄢ,,jg,jg,ㆢㆣ,,True,False
字元,lī-guân,25,lī-goân,li7guan5,li7goan5,ㄌㄧ˫ㆣㄨㄢˊ,,liguan,ligoan,ㄌㄧㆣㄨㄢ,,lg,lg,ㄌㆣ,,True,False
存檔,tsûn-tóng,25,chûn-tóng,tsun5tong2,chun5tong2,ㄗㄨㄣˊㄉㆲˋ,,tsuntong,chuntong,ㄗㄨㄣㄉㆲ,,tt,ct,ㄗㄉ,,True,False
安入,an-ji̍p,25,an-ji̍p,an1jip8,an1jip8,ㄢㆢㄧㆴ̇,,anjip,anjip,ㄢㆢㄧㆴ,,aj,aj,ㄢㆢ,,True,False
安入,an-li̍p,25,an-li̍p,an1lip8,an1lip8,ㄢㄌㄧㆴ̇,,anlip,anlip,ㄢㄌㄧㆴ,,al,al,ㄢㄌ,,True,False
安打,an-tánn,25,an-táⁿ,an1tann2,an1tann2,ㄢㄉㆩˋ,,antann,antann,ㄢㄉㆩ,,at,at,ㄢㄉ,,True,False
完封,uân-hong,25,oân-hong,uan5hong1,oan5hong1,ㄨㄢˊㄏㆲ,,uanhong,oanhong,ㄨㄢㄏㆲ,,uh,oh,ㄨㄏ,,True,True
完投,uân-tâu,25,oân-tâu,uan5tau5,oan5tau5,ㄨㄢˊㄉㄠˊ,,uantau,oantau,ㄨㄢㄉㄠ,,ut,ot,ㄨㄉ,,True,False
定妝,tīng-tsong,25,tēng-chong,ting7tsong1,teng7chong1,ㄉㄧㄥ˫ㄗㆲ,,tingtsong,tengchong,ㄉㄧㄥㄗㆲ,,tt,tc,ㄉㄗ,,True,False
寄罪,kià-tsuē,25,kià-chōe,kia3tsue7,kia3choe7,ㄍㄧㄚ˪ㄗㄨㆤ˫,,kiatsue,kiachoe,ㄍㄧㄚㄗㄨㆤ,,kt,kc,ㄍㄗ,,True,False
密碼,bi̍t-bé,25,bi̍t-bé,bit8be2,bit8be2,ㆠㄧㆵ̇ㆠㆤˋ,,bitbe,bitbe,ㆠㄧㆵㆠㆤ,,bb,bb,ㆠㆠ,,True,True
封殺,hong-sat,25,hong-sat,hong1sat4,hong1sat4,ㄏㆲㄙㄚㆵ,,hongsat,hongsat,ㄏㆲㄙㄚㆵ,,hs,hs,ㄏㄙ,,True,True
射擊,siā-kik,25,siā-kek,sia7kik4,sia7kek4,ㄒㄧㄚ˫ㄍㄧㆻ,,siakik,siakek,ㄒㄧㄚㄍㄧㆻ,,sk,sk,ㄒㄍ,,True,False
射正,siā-tsiànn,25,siā-chiàⁿ,sia7tsiann3,sia7chiann3,ㄒㄧㄚ˫ㄐㄧㆩ˪,,siatsiann,siachiann,ㄒㄧㄚㄐㄧㆩ,,st,sc,ㄒㄐ,,True,False
射箭,siā-tsìnn,25,siā-chìⁿ,sia7tsinn3,sia7chinn3,ㄒㄧㄚ˫ㄐㆪ˪,,siatsinn,siachinn,ㄒㄧㄚㄐㆪ,,st,sc,ㄒㄐ,,True,False
射門,siā-mn̂g,25,siā-mn̂g,sia7mng5,sia7mng5,ㄒㄧㄚ˫ㄇㆭˊ,,siamng,siamng,ㄒㄧㄚㄇㆭ,,sm,sm,ㄒㄇ,,True,False
對拍,tuì-phah,25,tùi-phah,tui3phah4,tui3phah4,ㄉㄨㄧ˪ㄆㄚㆷ,,tuiphah,tuiphah,ㄉㄨㄧㄆㄚㆷ,,tp,tp,ㄉㄆ,,True,False
小叉,sió-tshah,25,sió-chhah,sio2tshah4,sio2chhah4,ㄒㄧㄛˋㄘㄚㆷ,,siotshah,siochhah,ㄒㄧㄛㄘㄚㆷ,,st,sc,ㄒㄘ,,True,False
小寫,sió-siá,25,sió-siá,sio2sia2,sio2sia2,ㄒㄧㄛˋㄒㄧㄚˋ,,siosia,siosia,ㄒㄧㄛㄒㄧㄚ,,ss,ss,ㄒㄒ,,True,False
尾氣,bué-khuì,25,bóe-khùi,bue2khui3,boe2khui3,ㆠㄨㆤˋㄎㄨㄧ˪,,buekhui,boekhui,ㆠㄨㆤㄎㄨㄧ,,bk,bk,ㆠㄎ,,True,False
尾氣,bé-khuì,25,bé-khùi,be2khui3,be2khui3,ㆠㆤˋㄎㄨㄧ˪,,bekhui,bekhui,ㆠㆤㄎㄨㄧ,,bk,bk,ㆠㄎ,,True,False
尾節,bué-tsat,25,bóe-chat,bue2tsat4,boe2chat4,ㆠㄨㆤˋㄗㄚㆵ,,buetsat,boechat,ㆠㄨㆤㄗㄚㆵ,,bt,bc,ㆠㄗ,,True,False
尾節,bé-tsat,25,bé-chat,be2tsat4,be2chat4,ㆠㆤˋㄗㄚㆵ,,betsat,bechat,ㆠㆤㄗㄚㆵ,,bt,bc,ㆠㄗ,,True,False
山友,suann-iú,25,soaⁿ-iú,suann1iu2,soann1iu2,ㄙㄨㆩㄧㄨˋ,,suanniu,soanniu,ㄙㄨㆩㄧㄨ,,si,si,ㄙㄧ,,True,False
山球,suann-kiû,25,soaⁿ-kiû,suann1kiu5,soann1kiu5,ㄙㄨㆩㄍㄧㄨˊ,,suannkiu,soannkiu,ㄙㄨㆩㄍㄧㄨ,,sk,sk,ㄙㄍ,,True,False
山竹,suann-tik,25,soaⁿ-tek,suann1tik4,soann1tek4,ㄙㄨㆩㄉㄧㆻ,,suanntik,soanntek,ㄙㄨㆩㄉㄧㆻ,,st,st,ㄙㄉ,,True,False
崁名,khàm-miâ,25,khàm-miâ,kham3mia5,kham3mia5,ㄎㆰ˪ㄇㄧㄚˊ,,khammia,khammia,ㄎㆰㄇㄧㄚ,,km,km,ㄎㄇ,,True,False
巨集,kī-tsi̍p,25,kī-chi̍p,ki7tsip8,ki7chip8,ㄍㄧ˫ㄐㄧㆴ̇,,kitsip,kichip,ㄍㄧㄐㄧㆴ,,kt,kc,ㄍㄐ,,True,False
巨集,kū-tsi̍p,25,kū-chi̍p,ku7tsip8,ku7chip8,ㄍㄨ˫ㄐㄧㆴ̇,,kutsip,kuchip,ㄍㄨㄐㄧㆴ,,kt,kc,ㄍㄐ,,True,False
巴哥,pa-ko,25,pa-ko,pa1ko1,pa1ko1,ㄅㄚㄍㄛ,,pako,pako,ㄅㄚㄍㄛ,,pk,pk,ㄅㄍ,,True,False
布丁,pòo-ting,25,pò͘-teng,poo3ting1,poo3teng1,ㄅㆦ˪ㄉㄧㄥ,,pooting,pooteng,ㄅㆦㄉㄧㄥ,,pt,pt,ㄅㄉ,,True,True
布陣,pòo-tīn,25,pò͘-tīn,poo3tin7,poo3tin7,ㄅㆦ˪ㄉㄧㄣ˫,,pootin,pootin,ㄅㆦㄉㄧㄣ,,pt,pt,ㄅㄉ,,True,True
帆船,phâng-tsûn,25,phâng-chûn,phang5tsun5,phang5chun5,ㄆㄤˊㄗㄨㄣˊ,,phangtsun,phangchun,ㄆㄤㄗㄨㄣ,,pt,pc,ㄆㄗ,,True,False
幌壺,hàinn-ôo,25,hàiⁿ-ô͘,hainn3oo5,hainn3oo5,ㄏㆮ˪ㆦˊ,,hainnoo,hainnoo,ㄏㆮㆦ,,ho,ho,ㄏㆦ,,True,False
弄舌,lāng-tsi̍h,25,lāng-chi̍h,lang7tsih8,lang7chih8,ㄌㄤ˫ㄐㄧㆷ̇,,langtsih,langchih,ㄌㄤㄐㄧㆷ,,lt,lc,ㄌㄐ,,True,False
彈劾,tân-hik,25,tân-hek,tan5hik4,tan5hek4,ㄉㄢˊㄏㄧㆻ,,tanhik,tanhek,ㄉㄢㄏㄧㆻ,,th,th,ㄉㄏ,,True,False
彗星,huī-tshinn,25,hūi-chhiⁿ,hui7tshinn1,hui7chhinn1,ㄏㄨㄧ˫ㄑㆪ,,huitshinn,huichhinn,ㄏㄨㄧㄑㆪ,,ht,hc,ㄏㄑ,,True,False
影迷,iánn-bê,25,iáⁿ-bê,iann2be5,iann2be5,ㄧㆩˋㆠㆤˊ,,iannbe,iannbe,ㄧㆩㆠㆤ,,ib,ib,ㄧㆠ,,True,False
後跤,āu-kha,25,āu-kha,au7kha1,au7kha1,ㄠ˫ㄎㄚ,,aukha,aukha,ㄠㄎㄚ,,ak,ak,ㄠㄎ,,True,False
得分,tit-hun,25,tit-hun,tit4hun1,tit4hun1,ㄉㄧㆵㄏㄨㄣ,,tithun,tithun,ㄉㄧㆵㄏㄨㄣ,,th,th,ㄉㄏ,,True,False
徛槳,khiā-tsiúnn,25,khiā-chiúⁿ,khia7tsiunn2,khia7chiunn2,ㄎㄧㄚ˫ㄐㄧㆫˋ,,khiatsiunn,khiachiunn,ㄎㄧㄚㄐㄧㆫ,,kt,kc,ㄎㄐ,,True,False
徛琴,hah-phuh,25,hah-phuh,hah4phuh4,hah4phuh4,ㄏㄚㆷㄆㄨㆷ,,hahphuh,hahphuh,ㄏㄚㆷㄆㄨㆷ,,hp,hp,ㄏㄆ,,True,False
徛琴,khiā-khîm,25,khiā-khîm,khia7khim5,khia7khim5,ㄎㄧㄚ˫ㄎㄧㆬˊ,,khiakhim,khiakhim,ㄎㄧㄚㄎㄧㆬ,,kk,kk,ㄎㄎ,,True,False
復刻,ho̍k-khik,25,ho̍k-khek,hok8khik4,hok8khek4,ㄏㆦㆻ̇ㄎㄧㆻ,,hokkhik,hokkhek,ㄏㆦㆻㄎㄧㆻ,,hk,hk,ㄏㄎ,,True,False
快送,khuài-sàng,25,khoài-sàng,khuai3sang3,khoai3sang3,ㄎㄨㄞ˪ㄙㄤ˪,,khuaisang,khoaisang,ㄎㄨㄞㄙㄤ,,ks,ks,ㄎㄙ,,True,False
惡地,ok-tē,25,ok-tē,ok4te7,ok4te7,ㆦㆻㄉㆤ˫,,okte,okte,ㆦㆻㄉㆤ,,ot,ot,ㆦㄉ,,True,False
慢分,bān-hun,25,bān-hun,ban7hun1,ban7hun1,ㆠㄢ˫ㄏㄨㄣ,,banhun,banhun,ㆠㄢㄏㄨㄣ,,bh,bh,ㆠㄏ,,True,False
懸球,kuân-kiû,25,koân-kiû,kuan5kiu5,koan5kiu5,ㄍㄨㄢˊㄍㄧㄨˊ,,kuankiu,koankiu,ㄍㄨㄢㄍㄧㄨ,,kk,kk,ㄍㄍ,,True,False
截圖,tsia̍t-tôo,25,chia̍t-tô͘,tsiat8too5,chiat8too5,ㄐㄧㄚㆵ̇ㄉㆦˊ,,tsiattoo,chiattoo,ㄐㄧㄚㆵㄉㆦ,,tt,ct,ㄐㄉ,,True,False
房貸,pâng-tāi,25,pâng-tāi,pang5tai7,pang5tai7,ㄅㄤˊㄉㄞ˫,,pangtai,pangtai,ㄅㄤㄉㄞ,,pt,pt,ㄅㄉ,,True,False
手球,tshiú-kiû,25,chhiú-kiû,tshiu2kiu5,chhiu2kiu5,ㄑㄧㄨˋㄍㄧㄨˊ,,tshiukiu,chhiukiu,ㄑㄧㄨㄍㄧㄨ,,tk,ck,ㄑㄍ,,True,False
打席,tánn-sik,25,táⁿ-sek,tann2sik4,tann2sek4,ㄉㆩˋㄒㄧㆻ,,tannsik,tannsek,ㄉㆩㄒㄧㆻ,,ts,ts,ㄉㄒ,,True,False
打擊,tánn-kik,25,táⁿ-kek,tann2kik4,tann2kek4,ㄉㆩˋㄍㄧㆻ,,tannkik,tannkek,ㄉㆩㄍㄧㆻ,,tk,tk,ㄉㄍ,,True,False
打數,tánn-sòo,25,táⁿ-sò͘,tann2soo3,tann2soo3,ㄉㆩˋㄙㆦ˪,,tannsoo,tannsoo,ㄉㆩㄙㆦ,,ts,ts,ㄉㄙ,,True,False
打點,tánn-tiám,25,táⁿ-tiám,tann2tiam2,tann2tiam2,ㄉㆩˋㄉㄧㆰˋ,,tanntiam,tanntiam,ㄉㆩㄉㄧㆰ,,tt,tt,ㄉㄉ,,True,False
承球,sîn-kiû,25,sîn-kiû,sin5kiu5,sin5kiu5,ㄒㄧㄣˊㄍㄧㄨˊ,,sinkiu,sinkiu,ㄒㄧㄣㄍㄧㄨ,,sk,sk,ㄒㄍ,,True,False
投手,tâu-tshiú,25,tâu-chhiú,tau5tshiu2,tau5chhiu2,ㄉㄠˊㄑㄧㄨˋ,,tautshiu,tauchhiu,ㄉㄠㄑㄧㄨ,,tt,tc,ㄉㄑ,,True,False
抹匙,buah-sî,25,boah-sî,buah4si5,boah4si5,ㆠㄨㄚㆷㄒㄧˊ,,buahsi,boahsi,ㆠㄨㄚㆷㄒㄧ,,bs,bs,ㆠㄒ,,True,False
抹茶,buah-tê,25,boah-tê,buah4te5,boah4te5,ㆠㄨㄚㆷㄉㆤˊ,,buahte,boahte,ㆠㄨㄚㆷㄉㆤ,,bt,bt,ㆠㄉ,,True,False
抹面,buah-bīn,25,boah-bīn,buah4bin7,boah4bin7,ㆠㄨㄚㆷㆠㄧㄣ˫,,buahbin,boahbin,ㆠㄨㄚㆷㆠㄧㄣ,,bb,bb,ㆠㆠ,,True,False
抾線,khioh-suànn,25,khioh-sòaⁿ,khioh4suann3,khioh4soann3,ㄎㄧㄛㆷㄙㄨㆩ˪,,khiohsuann,khiohsoann,ㄎㄧㄛㆷㄙㄨㆩ,,ks,ks,ㄎㄙ,,True,False
拖選,thua-suán,25,thoa-soán,thua1suan2,thoa1soan2,ㄊㄨㄚㄙㄨㄢˋ,,thuasuan,thoasoan,ㄊㄨㄚㄙㄨㄢ,,ts,ts,ㄊㄙ,,True,False
拜登,pài-ting,25,pài-teng,pai3ting1,pai3teng1,ㄅㄞ˪ㄉㄧㄥ,,paiting,paiteng,ㄅㄞㄉㄧㄥ,,pt,pt,ㄅㄉ,,True,False
拳法,kûn-huat,25,kûn-hoat,kun5huat4,kun5hoat4,ㄍㄨㄣˊㄏㄨㄚㆵ,,kunhuat,kunhoat,ㄍㄨㄣㄏㄨㄚㆵ,,kh,kh,ㄍㄏ,,True,False
拿鐵,la-thé,25,la-thé,la1the2,la1the2,ㄌㄚㄊㆤˋ,,lathe,lathe,ㄌㄚㄊㆤ,,lt,lt,ㄌㄊ,,True,False
持妝,tshî-tsong,25,chhî-chong,tshi5tsong1,chhi5chong1,ㄑㄧˊㄗㆲ,,tshitsong,chhichong,ㄑㄧㄗㆲ,,tt,cc,ㄑㄗ,,True,False
挵球,lòng-kiû,25,lòng-kiû,long3kiu5,long3kiu5,ㄌㆲ˪ㄍㄧㄨˊ,,longkiu,longkiu,ㄌㆲㄍㄧㄨ,,lk,lk,ㄌㄍ,,True,False
捕手,póo-tshiú,25,pó͘-chhiú,poo2tshiu2,poo2chhiu2,ㄅㆦˋㄑㄧㄨˋ,,pootshiu,poochhiu,ㄅㆦㄑㄧㄨ,,pt,pc,ㄅㄑ,,True,False
捕殺,póo-sat,25,pó͘-sat,poo2sat4,poo2sat4,ㄅㆦˋㄙㄚㆵ,,poosat,poosat,ㄅㆦㄙㄚㆵ,,ps,ps,ㄅㄙ,,True,False
捕逸,póo-i̍k,25,pó͘-e̍k,poo2ik8,poo2ek8,ㄅㆦˋㄧㆻ̇,,pooik,pooek,ㄅㆦㄧㆻ,,pi,pe,ㄅㄧ,,True,False
捘卵,tsūn-nn̄g,25,chūn-nn̄g,tsun7nng7,chun7nng7,ㄗㄨㄣ˫ㄋㆭ˫,,tsunnng,chunnng,ㄗㄨㄣㄋㆭ,,tn,cn,ㄗㄋ,,True,False
捲條,kńg-tiâu,25,kńg-tiâu,kng2tiau5,kng2tiau5,ㄍㆭˋㄉㄧㄠˊ,,kngtiau,kngtiau,ㄍㆭㄉㄧㄠ,,kt,kt,ㄍㄉ,,True,False
授權,siū-khuân,25,siū-khoân,siu7khuan5,siu7khoan5,ㄒㄧㄨ˫ㄎㄨㄢˊ,,siukhuan,siukhoan,ㄒㄧㄨㄎㄨㄢ,,sk,sk,ㄒㄎ,,True,False
掠夯,lia̍h-giâ,25,lia̍h-giâ,liah8gia5,liah8gia5,ㄌㄧㄚㆷ̇ㆣㄧㄚˊ,,liahgia,liahgia,ㄌㄧㄚㆷㆣㄧㄚ,,lg,lg,ㄌㆣ,,True,False
接球,tsiap-kiû,25,chiap-kiû,tsiap4kiu5,chiap4kiu5,ㄐㄧㄚㆴㄍㄧㄨˊ,,tsiapkiu,chiapkiu,ㄐㄧㄚㆴㄍㄧㄨ,,tk,ck,ㄐㄍ,,True,False
推進,thui-tsín,25,thui-chín,thui1tsin2,thui1chin2,ㄊㄨㄧㄐㄧㄣˋ,,thuitsin,thuichin,ㄊㄨㄧㄐㄧㄣ,,tt,tc,ㄊㄐ,,True,False
掰會,pué-huē,25,póe-hōe,pue2hue7,poe2hoe7,ㄅㄨㆤˋㄏㄨㆤ˫,,puehue,poehoe,ㄅㄨㆤㄏㄨㆤ,,ph,ph,ㄅㄏ,,True,False
換逝,uānn-tsuā,25,ōaⁿ-chōa,uann7tsua7,oann7choa7,ㄨㆩ˫ㄗㄨㄚ˫,,uanntsua,oannchoa,ㄨㆩㄗㄨㄚ,,ut,oc,ㄨㄗ,,True,False
揤鈕,tshi̍h-liú,25,chhi̍h-liú,tshih8liu2,chhih8liu2,ㄑㄧㆷ̇ㄌㄧㄨˋ,,tshihliu,chhihliu,ㄑㄧㆷㄌㄧㄨ,,tl,cl,ㄑㄌ,,True,False
揹摔,phāinn-siak,25,phāiⁿ-siak,phainn7siak4,phainn7siak4,ㄆㆮ˫ㄒㄧㄚㆻ,,phainnsiak,phainnsiak,ㄆㆮㄒㄧㄚㆻ,,ps,ps,ㄆㄒ,,True,False
搖桿,iô-kuáinn,25,iô-koáiⁿ,io5kuainn2,io5koainn2,ㄧㄛˊㄍㄨㆮˋ,,iokuainn,iokoainn,ㄧㄛㄍㄨㆮ,,ik,ik,ㄧㄍ,,True,False
搜揣,tshiau-tshuē,25,chhiau-chhōe,tshiau1tshue7,chhiau1chhoe7,ㄑㄧㄠㄘㄨㆤ˫,,tshiautshue,chhiauchhoe,ㄑㄧㄠㄘㄨㆤ,,tt,cc,ㄑㄘ,,True,False
搜揣,tshiau-tshē,25,chhiau-chhē,tshiau1tshe7,chhiau1chhe7,ㄑㄧㄠㄘㆤ˫,,tshiautshe,chhiauchhe,ㄑㄧㄠㄘㆤ,,tt,cc,ㄑㄘ,,True,False
搭粉,tah-hún,25,tah-hún,tah4hun2,tah4hun2,ㄉㄚㆷㄏㄨㄣˋ,,tahhun,tahhun,ㄉㄚㆷㄏㄨㄣ,,th,th,ㄉㄏ,,True,True
摃球,kòng-kiû,25,kòng-kiû,kong3kiu5,kong3kiu5,ㄍㆲ˪ㄍㄧㄨˊ,,kongkiu,kongkiu,ㄍㆲㄍㄧㄨ,,kk,kk,ㄍㄍ,,True,False
摔技,siak-ki,25,siak-ki,siak4ki1,siak4ki1,ㄒㄧㄚㆻㄍㄧ,,siakki,siakki,ㄒㄧㄚㆻㄍㄧ,,sk,sk,ㄒㄍ,,True,False
摔法,siak-huat,25,siak-hoat,siak4huat4,siak4hoat4,ㄒㄧㄚㆻㄏㄨㄚㆵ,,siakhuat,siakhoat,ㄒㄧㄚㆻㄏㄨㄚㆵ,,sh,sh,ㄒㄏ,,True,False
摸著,bong-tio̍h,25,bong-tio̍h,bong1tioh8,bong1tioh8,ㆠㆲㄉㄧㄛㆷ̇,,bongtioh,bongtioh,ㆠㆲㄉㄧㄛㆷ,,bt,bt,ㆠㄉ,,True,False
擊劍,kik-kiàm,25,kek-kiàm,kik4kiam3,kek4kiam3,ㄍㄧㆻㄍㄧㆰ˪,,kikkiam,kekkiam,ㄍㄧㆻㄍㄧㆰ,,kk,kk,ㄍㄍ,,True,False
擊球,kik-kiû,25,kek-kiû,kik4kiu5,kek4kiu5,ㄍㄧㆻㄍㄧㄨˊ,,kikkiu,kekkiu,ㄍㄧㆻㄍㄧㄨ,,kk,kk,ㄍㄍ,,True,False
