tl,hanzi,drop_reason
nî-bué,年尾,duplicate
nî-bué,年尾,duplicate
nî-bué,年尾,duplicate
nî-bué,年尾,duplicate
nî-tsînn,簾簷,duplicate
nî-tsînn,簾簷,duplicate
nî-tsînn,簾簷,duplicate
nî-tsînn,簾簷,duplicate
nî-tsînn-tsô,簾簷槽,duplicate
nî-tsînn-hiā,簾簷瓦,duplicate
nî-tsînn-kau,簾簷溝,duplicate
nî-tsînn-kau,簾簷溝,duplicate
nî-tsînn-kau,簾簷溝,duplicate
nî-huè,年歲,duplicate
nî-huè,年歲,duplicate
nî-huè,年歲,duplicate
nî-kāng-gue̍h,年共月,duplicate
nî-khin,年輕,duplicate
nî-kō,年號,duplicate
nî-koo,尼姑,duplicate
nî-lāu,年老,duplicate
nî-uá,年倚,duplicate
nî-sî,年時,duplicate
nî-tang,年冬,duplicate
nî-tang,年冬,duplicate
nî-tang,年冬,duplicate
nî-tang,年冬,duplicate
nî-tang,年冬,duplicate
nî-tang,年冬,duplicate
nî-tau,年兜,duplicate
nî-tau-àm,年兜暗,duplicate
nî-tau-àm,年兜暗,duplicate
nî-tau-pinn,年兜邊,duplicate
nî-tau-pinn,年兜邊,duplicate
nî-tau-pinn,年兜邊,duplicate
nî-thâu,年頭,duplicate
nî-thâu,年頭,duplicate
niá,領,duplicate
niá,領,duplicate
niá-kin,領巾,duplicate
niá-tāu,領脰,duplicate
niá-thâu,嶺頭,duplicate
nià,,duplicate
niâ,,duplicate
niâ,娘,duplicate
niā-niā,,duplicate
niau,貓,duplicate
niau,貓,duplicate
niau,貓,duplicate
niau,貓,duplicate
niáu-tshí,鳥鼠,duplicate
niáu-tshí,鳥鼠,duplicate
niáu-tshí-tsìng,鳥鼠症,duplicate
niáu-tshí-sik,鳥鼠色,duplicate
niau-á-tsia̍h,貓仔食,duplicate
niau-á-tsia̍h,貓仔食,duplicate
niau-á-tsia̍h,貓仔食,duplicate
niau-bīn,貓面,duplicate
niau-bó,貓母,duplicate
niau-hûn,貓痕,duplicate
niau-kang,貓公,duplicate
niau-kong-tshì,貓公刺,duplicate
niau-mn̂g,貓毛,duplicate
niau-niau-khuànn,貓貓看,duplicate
niau-niau-siòng,貓貓相,duplicate
niau-sîn,貓神,duplicate
niau-sîn,貓神,duplicate
niau-sîn,貓神,duplicate
niau-suá-siū,,duplicate
niau-thâu-tsiáu,貓頭鳥,duplicate
niau-thâu-tsiáu,貓頭鳥,duplicate
niau-thâu-tsiáu,貓頭鳥,duplicate
niau-thâu-tsiáu,貓頭鳥,duplicate
niau-tiám,貓點,duplicate
niau-tiám,貓點,duplicate
niau-tiám,貓點,duplicate
ni-bó,奶母,duplicate
ni-bó,奶母,duplicate
ni-bó,奶母,duplicate
ni-bó,奶母,duplicate
nih,,duplicate
nih,捏,duplicate
nih-nih-khuànn,,duplicate
ni-khau,拈鬮,duplicate
ni-khí,奶齒,duplicate
ni-phe̍h,奶|伐土,duplicate
ni-thai,奶胎,duplicate
ni-thâu,奶頭,duplicate
niú-siúnn,兩想,duplicate
niû,梁,duplicate
niû-á,娘仔,duplicate
niû-á,娘仔,duplicate
niû-á,娘仔,duplicate
niû-á,娘仔,duplicate
niû-á,娘仔,duplicate
niû-á,量仔,duplicate
niû-á-tshiū,娘仔樹,duplicate
niû-á-hiā,娘仔蟻,duplicate
niû-thiāu,梁柱,duplicate
niū,量,duplicate
niū-tshiú,讓手,duplicate
niū-tshiú,讓手,duplicate
niū-tōo,讓渡,duplicate
nng,,duplicate
nńg-bó,軟母,duplicate
nńg-bó,軟母,duplicate
nńg-tshiú,軟手,duplicate
nńg-tsiánn,軟|漸面,duplicate
nńg-tsiánn,軟|漸面,duplicate
nńg-tsiánn,軟|漸面,duplicate
nńg-tsiánn,軟|漸面,duplicate
nńg-tsiánn,軟汫,duplicate
nńg-tsiánn,軟汫,duplicate
nńg-tsiánn,軟汫,duplicate
nńg-tsînn,軟錢,duplicate
nńg-tsuí,軟水,duplicate
nńg-hāinn-hāinn,軟哼哼,duplicate
nńg-hop-hop,軟揜揜,duplicate
nńg-ioh-ioh,軟溢溢,duplicate
nńg-ioh-ioh,軟溢溢,duplicate
nńg-ioh-ioh,軟溢溢,duplicate
nńg-ioh-ioh,軟溢溢,duplicate
nńg-kak,軟角,duplicate
nńg-kauh-kauh,,duplicate
nńg-kauh-kauh,,duplicate
nńg-kha,軟腳,duplicate
nńg-kha,軟腳,duplicate
nńg-kha,軟腳,duplicate
nńg-kha-hê,軟腳蝦,duplicate
nńg-khî,軟蜞,duplicate
nńg-khî,軟蜞,duplicate
nńg-kiō,軟轎,duplicate
nńg-kô-kô,軟翱翱,duplicate
nńg-kut,軟骨,duplicate
nńg-kut,軟骨,duplicate
nńg-kut-pēnn,軟骨病,duplicate
nńg-lio̍h,軟弱,duplicate
nńg-lio̍h,軟略,duplicate
nńg-lōo-tsînn,軟路錢,duplicate
nńg-puî,軟肥,duplicate
nńg-sìng,軟性,duplicate
nńg-sim,軟心,duplicate
nńg-sim,軟心,duplicate
nńg-sim,軟心,duplicate
nńg-sìm-sìm,,duplicate
nńg-sìm-sìm,,duplicate
nńg-siô-siô,,duplicate
nńg-siô-siô,軟苕苕,duplicate
nńg-sng,軟痠,duplicate
nńg-thui,軟梯,duplicate
nńg-thui,軟梯,duplicate
nǹg-tsǹg,,duplicate
nǹg-tsǹg,,duplicate
nǹg-tsǹg,,duplicate
nǹg-tsǹg,,duplicate
nn̄g,卵,duplicate
nn̄g,兩,duplicate
nn̄g-tshing,卵清,duplicate
nn̄g-tshing,卵清,duplicate
nn̄g-lîn,卵仁,duplicate
nn̄g-pau,卵包,duplicate
nn̄g-pîng,兩爿,duplicate
nn̄g-pîng,兩爿,duplicate
nn̄g-pîng,兩旁,duplicate
nn̄g-pîng,兩旁,duplicate
nn̄g-pîng,兩旁,duplicate
nn̄g-pîng,兩旁,duplicate
nn̄g-phiat-tshiu,兩撇鬚,duplicate
nn̄g-puē,兩倍,duplicate
nuá,,duplicate
nuá-mī-hún,撋麵粉,duplicate
nuâ,攔,duplicate
nuâ-tsa̍h,攔閘,duplicate
nuâ-tsa̍h,攔閘,duplicate
nuâ-tsa̍h,攔截,duplicate
nuâ-tsa̍h,攔截,duplicate
nuâ-thâu,攔頭,duplicate
nuā,瀾,duplicate
nuā,瀾,duplicate
nuā,瀾,duplicate
nuā,瀾,duplicate
nuā,瀾,duplicate
nuā,瀾,duplicate
nuā,爛,duplicate
nuā-tshiu,瀾鬚,duplicate
nuā-tshiu,瀾鬚,duplicate
nuā-tsuānn,爛賤,duplicate
nuā-tsuānn,爛賤,duplicate
nuā-tsuānn,爛濺,duplicate
nuā-kài,爛疥,duplicate
nuā-kôo-kôo,爛糊糊,duplicate
nuā-kôo-kôo,爛糊糊,duplicate
nuā-kôo-kôo,爛糊糊,duplicate
nuā-nuā,懶懶,duplicate
nuā-siàu,爛數,duplicate
nuā-thiāu,爛柱,duplicate
nuā-thiāu,爛柱,duplicate
nuā-thôo,爛土,duplicate
o,阿,duplicate
o,阿,duplicate
o,窩,duplicate
ò-giô,薁蕘,duplicate
ò-lo̍h,懊落,duplicate
ò-mn̂g,澳門,duplicate
ô,蚵,duplicate
ô,蚵,duplicate
ô-á,蚵仔,duplicate
ô-á,蚵仔,duplicate
ô-á,蚵仔,duplicate
uá,倚,duplicate
uá,倚,duplicate
uá,倚,duplicate
uá,倚,duplicate
uá,倚,duplicate
uá,倚,duplicate
uá,倚,duplicate
uá-àm,倚暗,duplicate
uá-boh,倚欲,duplicate
uá-tshia,倚車,duplicate
uá-tsia̍h,倚食,duplicate
uá-hái,倚海,duplicate
uá-hái,倚海,duplicate
uá-huānn,倚岸,duplicate
uá-huānn,倚岸,duplicate
uá-hué-si̍t,倚伙食,duplicate
uá-ì,倚意,duplicate
uá-ì,倚意,duplicate
uá-ì,倚意,duplicate
uá-khò,倚靠,duplicate
uá-khò,倚靠,duplicate
uá-khò,倚靠,duplicate
uá-kīn,倚近,duplicate
uá-kīn,倚近,duplicate
uá-kīn,倚近,duplicate
uá-kīn,倚近,duplicate
uá-kīn,倚近,duplicate
uá-kīn,倚近,duplicate
uá-kīn,倚近,duplicate
uá-luā,倚賴,duplicate
uá-luā,倚賴,duplicate
uá-nî,倚年,duplicate
uá-nî,倚年,duplicate
uá-nî,倚年,duplicate
uá-nî,倚年,duplicate
uá-nî,倚年,duplicate
uá-pn̄g,倚傍,duplicate
uá-tàu,倚晝,duplicate
uá-tàu,倚晝,duplicate
uá-tàu,倚晝,duplicate
ua̍h,活,duplicate
ua̍h,活,duplicate
ua̍h-íng,活影,duplicate
ua̍h-íng,活影,duplicate
ua̍h-gán,活眼,duplicate
ua̍h-gán,活眼,duplicate
ua̍h-khàu,活釦,duplicate
ua̍h-khàu,活釦,duplicate
ua̍h-khàu,活釦,duplicate
ua̍h-khàu,活釦,duplicate
ua̍h-kuí,活鬼,duplicate
ua̍h-kuí-á,活鬼仔,duplicate
ua̍h-kuí-á,活鬼仔,duplicate
ua̍h-lìng-lìng,,duplicate
ua̍h-lìng-lìng,活踜踜,duplicate
ua̍h-lìng-lìng,活踜踜,duplicate
ua̍h-lîng-lîng,活龍龍,duplicate
ua̍h-lia̍h,,duplicate
ua̍h-lia̍h,,duplicate
ua̍h-lia̍h,活掠,duplicate
ua̍h-lia̍h,活掠,duplicate
ua̍h-liu-liu,活溜溜,duplicate
ua̍h-liu-liu,活溜溜,duplicate
ua̍h-lōo,活路,duplicate
ua̍h-mn̂g,活門,duplicate
ua̍h-tāng,活動,duplicate
ua̍h-tāng,活動,duplicate
ua̍h-tāng,活動,duplicate
ua̍h-tāng,活動,duplicate
ua̍h-tauh,,duplicate
ua̍h-thiàu,活跳,duplicate
ua̍h-thiàu,活跳,duplicate
ua̍h-thiàu-thiàu,活跳跳,duplicate
ua̍h-thiàu-thiàu,活跳跳,duplicate
ua̍h-thiàu-thiàu,活跳跳,duplicate
ua̍h-thiàu-thiàu,活跳跳,duplicate
ua̍h-thiàu-thiàu,活跳跳,duplicate
ua̍h-thiàu-thiàu,活跳跳,duplicate
uai,歪,duplicate
uai-tshua̍h,,duplicate
uai-tshua̍h,歪斜,duplicate
uai-tshua̍h,歪斜,duplicate
uai-tshua̍h,歪斜,duplicate
uai-tshuì,歪嘴,duplicate
uai-tshuì,歪嘴,duplicate
uai-hong,歪風,duplicate
uai-hong,歪風,duplicate
uai-ko,歪哥,duplicate
uai-ko,歪哥,duplicate
uai-ko,歪篙,duplicate
uai-ko-tshi̍h-tshua̍h,,duplicate
uai-lōo,歪路,duplicate
uai-lōo,歪路,duplicate
uainn,,duplicate
uainn,,duplicate
uai-sim,歪心,duplicate
uai-thâu-tshài,歪頭菜,duplicate
uann,垵,duplicate
uan,冤,duplicate
uan,冤,duplicate
uann,鞍,duplicate
uan,彎,duplicate
uánn,碗,duplicate
uánn-bō,碗帽,duplicate
uánn-bué,碗尾,duplicate
uánn-bué,碗尾,duplicate
uánn-tsân,碗殘,duplicate
uánn-tsân,碗殘,duplicate
uán-tsuán,婉轉,duplicate
uán-jiân,宛然,duplicate
uánn-ko,碗糕,duplicate
uánn-ko,碗糕,duplicate
uánn-ko,碗糕,duplicate
uánn-kué,碗粿,duplicate
uánn-kué,碗粿,duplicate
uánn-kué,碗粿,duplicate
uánn-kué,碗粿,duplicate
uánn-ko-kué,碗糕粿,duplicate
uánn-ko-kué,碗糕粿,duplicate
uánn-kong,碗公,duplicate
uánn-ko-sô,,duplicate
uánn-thôo,碗土,duplicate
uánn-tī,碗箸,duplicate
uánn-tû,碗櫥,duplicate
uàn,怨,duplicate
uàn,怨,duplicate
uànn,晏,duplicate
uànn,晏,duplicate
uàn-tsheh,怨慼,duplicate
uànn-kàu,晏到,duplicate
uàn-thàn,怨嘆,duplicate
uàn-thàn,怨嘆,duplicate
uànn-tiám,晏點,duplicate
uànn-toh,案桌,duplicate
uàn-tòo,怨妒,duplicate
uàn-tòo,怨妒,duplicate
uàn-tòo,怨妒,duplicate
uân,丸,duplicate
uân,完,duplicate
uân-á,丸仔,duplicate
uân-á,丸仔,duplicate
uân-á,丸仔,duplicate
uân-á,原仔,duplicate
uân-á,原仔,duplicate
uân-tshe,員差,duplicate
uân-guē,員外,duplicate
uân-ín,援引,duplicate
uân-kang,完工,duplicate
uân-sian-bāng,完仙夢,duplicate
uân-sian-bāng,完仙夢,duplicate
uân-sian-bāng,完仙夢,duplicate
uân-sian-bāng,完仙夢,duplicate
uānn,換,duplicate
uānn,換,duplicate
uānn,換,duplicate
uān,緩,duplicate
uānn-âng,換紅,duplicate
uānn-âng,換紅,duplicate
uānn-tshuì,換嘴,duplicate
uānn--tsit-ē,換一下,duplicate
uānn-tsún,換準,duplicate
uānn-khí,換齒,duplicate
uān-kî,緩期,duplicate
uān-kî,緩期,duplicate
uānn-lâng,換人,duplicate
uānn-li̍t,換日,duplicate
uānn-sann,換衫,duplicate
uānn-thâu-lōo,換頭路,duplicate
uānn-thiap,換帖,duplicate
uānn-thiap,換帖,duplicate
uānn-thiap,換帖,duplicate
uānn-thiap-ê,換帖個,duplicate
uānn-uī,換位,duplicate
uang-kui-tóng,嚾歸黨,duplicate
uang-kui-tóng,嚾歸黨,duplicate
uang-uang-lâu,汪汪流,duplicate
uang-uang-lâu,汪汪流,duplicate
uan-iunn,螉蠮,duplicate
uan-iunn,螉蠮,duplicate
uan-iunn-io,螉蠮腰,duplicate
uan-iunn-io,螉蠮腰,duplicate
uan-ke,冤家,duplicate
uan-ke,冤家,duplicate
uan-ke,冤家,duplicate
uan-ke,冤家,duplicate
uan-ke,冤家,duplicate
uan-ke,冤家,duplicate
uan-khiau,彎曲,duplicate
uan-khiau,彎蹺,duplicate
uan-khiau,彎蹺,duplicate
uan-khiau,彎蹺,duplicate
uan-khut,冤屈,duplicate
uan-kiong-kiô,彎弓橋,duplicate
uan-kuí,冤鬼,duplicate
uan-ná,,duplicate
uan-ná,,duplicate
uan-uan-uat-uat,彎彎斡斡,duplicate
uan-uan-uat-uat,彎彎斡斡,duplicate
uan-uan-uat-uat,彎彎斡斡,duplicate
uan-uat,彎斡,duplicate
uan-uat,彎斡,duplicate
uan-uat,彎斡,duplicate
uan-uat,彎斡,duplicate
uan-uat,彎斡,duplicate
uan-uat,彎斡,duplicate
uan-uat-lōo,彎斡路,duplicate
uan-óng,冤枉,duplicate
uan-óng-lōo,冤枉路,duplicate
uan-siû,冤仇,duplicate
uan-siû,冤仇,duplicate
uan-siû,冤讎,duplicate
uan-un-khut,冤屈,duplicate
uat,斡,duplicate
uat,斡,duplicate
ua̍t,越,duplicate
ua̍t-khuân,越權,duplicate
ua̍t-liām,越念,duplicate
ua̍t-liām,越唸,duplicate
ua̍t-lú,越愈,duplicate
ua̍t-thâu,越頭,duplicate
ua̍t-thâu,越頭,duplicate
ua̍t-thâu,越頭,duplicate
ua̍t-thâu,越頭,duplicate
ua̍t-thâu,斡頭,duplicate
ua̍t-thâu,斡頭,duplicate
uat-kak,斡角,duplicate
uat-kak,斡角,duplicate
uat-lìn-tńg,斡輾轉,duplicate
uat-lìn-tńg,斡輾轉,duplicate
uat-uan,斡彎,duplicate
uat-thâu,斡頭,duplicate
uat-thâu,斡頭,duplicate
uat-thâu,斡頭,duplicate
uat-tò-tńg,斡倒轉,duplicate
uat-tò-tńg,斡倒轉,duplicate
o-tso,阿糟,duplicate
ue,,duplicate
ue,,duplicate
uè,穢,duplicate
uè,穢,duplicate
uè,穢,duplicate
uè,穢,duplicate
uè-lah-sap,穢垃圾,duplicate
uè-lah-sap,穢垃圾,duplicate
uè-sè,穢世,duplicate
uè-sè,穢世,duplicate
uè-suè,穢撒,duplicate
uē,畫,duplicate
uē,話,duplicate
uē-ang-á-ba̍k,畫尪仔目,duplicate
uē-ang-á-ba̍k,畫尪仔目,duplicate
uē-bó,話母,duplicate
uē-hiáu,會曉,duplicate
uē-hō,畫號,duplicate
uē-hō,畫號,duplicate
uē-hóo-lān,畫虎膦,duplicate
uē-hóo-lān,畫虎膦,duplicate
uē-hóo-lān,畫虎膦,duplicate
uē-hóo-lān,畫虎膦,duplicate
uē-hóo-lān,畫虎膦,duplicate
uē-hóo-lān,畫虎膦,duplicate
uē-hóo-lān,畫虎膦,duplicate
uē-hóo-lān,畫虎膦,duplicate
uē-hû-á,畫符仔,duplicate
uē-ì,話意,duplicate
uē-ì,話意,duplicate
uē-ì,話意,duplicate
uē-ín,話引,duplicate
uē-jîn,話仁,duplicate
uē-khiunn,話腔,duplicate
uē-kut,話骨,duplicate
uē-pènn,話柄,duplicate
uē-phāng,話縫,duplicate
uē-phoh,話粕,duplicate
uē-sái,話屎,duplicate
uē-sái,話屎,duplicate
uē-san-suí,畫山水,duplicate
uē-san-suí,畫山水,duplicate
uē-san-suí,畫山水,duplicate
uē-san-suí,畫山水,duplicate
uē-sian,話仙,duplicate
uē-sian,話仙,duplicate
uē-thâu,話頭,duplicate
uē-thâu,話頭,duplicate
ue-á-tshài,萵仔菜,duplicate
ue-khueh,,duplicate
ue-khueh,,duplicate
ue-ue-khueh-khueh,,duplicate
ue-ue-khueh-khueh,,duplicate
oh,,duplicate
oh,,duplicate
o̍h-á,學仔,duplicate
o̍h-á,學仔,duplicate
o̍h-iūnn,學樣,duplicate
o̍h-kang-hu,學工夫,duplicate
o̍h-uē,學話,duplicate
o̍h-uē,學話,duplicate
o̍h-uē,學話,duplicate
o̍h-tn̂g,學堂,duplicate
oh-lo̍h,,duplicate
oh-pháng,,duplicate
oh-pháng,,duplicate
oh-pháng,,duplicate
ok,惡,duplicate
ok,惡,duplicate
ok,惡,duplicate
o-ka-tsuē,窩家罪,duplicate
ok-bāng,惡夢,duplicate
ok-tsik,惡跡,duplicate
ok-tshih-tshih,,duplicate
ok-tshih-tshih,,duplicate
ok-tsit,惡質,duplicate
ok-tsit,惡質,duplicate
ok-tsit,惡質,duplicate
ok-khia̍k-khia̍k,,duplicate
ok-khia̍k-khia̍k,,duplicate
ok-khia̍k-khia̍k,,duplicate
ok-kuí,惡鬼,duplicate
ok-kuí,惡鬼,duplicate
ok-kuí,惡鬼,duplicate
ok-lē,惡例,duplicate
ok-pà,惡霸,duplicate
ok-pà-pà,惡霸霸,duplicate
ok-pà-pà,惡霸霸,duplicate
ok-sì,惡勢,duplicate
ok-suah,惡煞,duplicate
ok-to̍k,惡毒,duplicate
ok-to̍k,惡毒,duplicate
ok-to̍k,惡毒,duplicate
ok-to̍k,惡毒,duplicate
o-ló,,duplicate
o-ló,,duplicate
o-ló,,duplicate
o-ló,,duplicate
o-ló,,duplicate
o-ló,,duplicate
o-ló,,duplicate
o-ló,,duplicate
o-ló,,duplicate
om,,duplicate
ōm,蓊,duplicate
ōm,蓊,duplicate
ōm,蓊,duplicate
óng-huê,往回,duplicate
óng-khut,枉屈,duplicate
óng-khut,枉屈,duplicate
óng-sing,往生,duplicate
óng-sing,往生,duplicate
óng-sí,枉死,duplicate
óng-sî,往時,duplicate
óng-sî,往時,duplicate
ông,王,duplicate
ông,王,duplicate
ông-iâ,王爺,duplicate
ông-iâ,王爺,duplicate
ông-iâ,王爺,duplicate
ông-iâ-tsè,王爺債,duplicate
ông-iâ-tsè,王爺債,duplicate
ông-kiàn-hiān,王見現,duplicate
ông-kiong,王宮,duplicate
ông--ko-liú--ko,王哥柳哥,duplicate
ông-lâi,王梨,duplicate
ông-lo̍k-á,王祿仔,duplicate
ông-lo̍k-á,王祿仔,duplicate
ông-lo̍k-á,王祿仔,duplicate
ông-lo̍k-á,王祿仔,duplicate
ông-lo̍k-sian,王祿仙,duplicate
ông-ui,王威,duplicate
ông-ui,王威,duplicate
ông-ui,王威,duplicate
ōng,旺,duplicate
ōng,旺,duplicate
ōng,旺,duplicate
onn-onn-khùn,,duplicate
oo,烏,duplicate
óo,,duplicate
ôo-tia̍p,蝴蝶,duplicate
ōo,芋,duplicate
ōo-huâinn,芋莖,duplicate
ōo-nn̄g,芋卵,duplicate
oo-a,烏鴉,duplicate
oo-a,烏鴉,duplicate
oo-á-hî,烏仔魚,duplicate
oo-á-hî,烏仔魚,duplicate
oo-á-hî,烏仔魚,duplicate
oo-á-hî,烏仔魚,duplicate
oo-ah-thâng,烏鴨蟲,duplicate
oo-ah-thâng,烏鴨蟲,duplicate
oo-àm,烏暗,duplicate
oo-àm,烏暗,duplicate
oo-àm,烏暗,duplicate
oo-àm-àm,烏暗暗,duplicate
oo-àm-àm,烏暗暗,duplicate
oo-àm-àm,烏暗暗,duplicate
oo-àm-bong,烏暗摸,duplicate
oo-àm-bong,烏暗摸,duplicate
oo-àm-bong,烏暗摸,duplicate
oo-àm-bong,烏暗摸,duplicate
oo-àm-bong,烏暗摸,duplicate
oo-àm-hîn,烏暗眩,duplicate
oo-àm-hîn,烏暗眩,duplicate
oo-àm-hîn,烏暗眩,duplicate
oo-àm-hîn,烏暗眩,duplicate
oo-âng,烏紅,duplicate
oo-âng,烏紅,duplicate
oo-âng,烏紅,duplicate
oo-âu,烏喉,duplicate
oo-âu,烏喉,duplicate
oo-âu-thâng,烏喉蟲,duplicate
oo-bá-sáng,,duplicate
oo-bah-ke,烏肉雞,duplicate
oo-ba̍k,烏木,duplicate
oo-ba̍k-ba̍k,烏墨墨,duplicate
oo-ba̍k-ba̍k,烏墨墨,duplicate
oo-ba̍k-ba̍k,烏墨墨,duplicate
oo-ba̍k-ba̍k,烏墨墨,duplicate
oo-ba̍k-ba̍k,烏墨墨,duplicate
oo-ba̍k-ba̍k,烏墨墨,duplicate
oo-bīn-kâu,烏面猴,duplicate
oo-bué-tang,烏尾冬,duplicate
oo-bué-tang,烏尾冬,duplicate
oo-bué-tang,烏尾冬,duplicate
oo-buí-á,,duplicate
oo-buí-á,,duplicate
oo-tsâi,烏材,duplicate
oo-tsâi-khī,烏材柿,duplicate
oo-tsenn,烏晶,duplicate
oo-tshàu-tshàu,烏臭臭,duplicate
oo-tshenn,烏青,duplicate
oo-tshenn,烏青,duplicate
oo-tshenn,烏青,duplicate
oo-tshenn,烏青,duplicate
oo-tshiah,烏赤,duplicate
oo-tshiu,烏鶖,duplicate
oo-tshiu,烏鶖,duplicate
oo-tshiu,烏鶖,duplicate
oo-tshiunn,烏鯧,duplicate
oo-tsó,烏棗,duplicate
oo-tsut-tsut,,duplicate
oo-hing-hing,烏脝脝,duplicate
oo-hî,烏魚,duplicate
oo-hīnn-muâ,烏耳鰻,duplicate
oo-huánn,烏幻,duplicate
oo-hue,烏灰,duplicate
oo-hue,烏灰,duplicate
oo-hun-tshue,烏薰吹,duplicate
oo-ian,烏煙,duplicate
oo-iánn,烏影,duplicate
oo-iánn,烏影,duplicate
oo-iánn-tānn,烏影誕,duplicate
oo-iánn-tānn,烏影誕,duplicate
oo-im,烏陰,duplicate
oo-im,烏陰,duplicate
oo-iú,烏有,duplicate
oo-iú,烏有,duplicate
oo-iú,烏有,duplicate
oo-jîn,烏仁,duplicate
oo-jîn,烏仁,duplicate
oo-jîn,烏仁,duplicate
oo-káu,烏狗,duplicate
oo-káu,烏狗,duplicate
oo-káu,烏狗,duplicate
oo-ke-á,烏雞仔,duplicate
oo-keh-á,烏格仔,duplicate
oo-ke-kut,烏雞骨,duplicate
oo-kha-hûn,烏腳雲,duplicate
oo-khâm-khâm,,duplicate
oo-khâm-khâm,,duplicate
oo-khia̍t-khia̍t,烏戛戛,duplicate
oo-khia̍t-khia̍t,烏戛戛,duplicate
oo-kì,烏痣,duplicate
oo-kim,烏金,duplicate
oo-kim,烏金,duplicate
oo-kim-ku̍t,烏金滑,duplicate
oo-kńg,烏管,duplicate
oo-kuânn,烏寒,duplicate
oo-kuânn,烏寒,duplicate
oo-kuânn,烏寒,duplicate
oo-ku,烏龜,duplicate
oo-kui,烏龜,duplicate
oo-kui,烏龜,duplicate
oo-kui,烏龜,duplicate
oo-kuí-kuí,烏鬼鬼,duplicate
oo-kuí-kuí,烏鬼鬼,duplicate
oo-kui-pô,烏龜婆,duplicate
oo-lâng,烏人,duplicate
oo-lang-lang,,duplicate
oo-lang-lang,,duplicate
oo-liông,烏龍,duplicate
oo-lok-tōo,烏漉肚,duplicate
oo-lok-tōo,烏漉肚,duplicate
oo-lo-so,烏囉嗦,duplicate
oo-lut-lut,烏甪甪,duplicate
oo-mà-mà,,duplicate
oo-mà-mà,,duplicate
oo-muâ,烏麻,duplicate
oo-muâ,烏麻,duplicate
oo-muâ-iû,烏麻油,duplicate
oo-muâ-iû,烏麻油,duplicate
ònn-tòo,惡妒,duplicate
ònn-tòo,惡妒,duplicate
oo-niau,烏貓,duplicate
oo-niau-niau,烏貓貓,duplicate
oo-niau-niau,烏貓貓,duplicate
oo-niau-niau,烏貓貓,duplicate
oo-pan,烏斑,duplicate
oo-pe̍h,烏白,duplicate
oo-pe̍h,烏白,duplicate
oo-pe̍h-bú,烏白舞,duplicate
oo-pe̍h-bú,烏白舞,duplicate
oo-pe̍h-tshòng,烏白創,duplicate
oo-pe̍h-kóng,烏白講,duplicate
oo-pe̍h-kóng,烏白講,duplicate
oo-pe̍h-lâi,烏白來,duplicate
oo-pe̍h-lâi,烏白來,duplicate
oo-phuê-ti,烏皮豬,duplicate
oo-se,烏紗,duplicate
oo-se-báng,烏西蠓,duplicate
oo-se-bō,烏紗帽,duplicate
oo-se-bō,烏紗帽,duplicate
oo-sìm-sìm,,duplicate
oo-sìm-sìm,,duplicate
oo-sìm-sìm,,duplicate
oo-sim-kuann,烏心肝,duplicate
oo-sim-sim,烏參參,duplicate
oo-sim-sim,烏參參,duplicate
oo-sim-to̍k-hīng,烏心毒行,duplicate
oo-sô-sô,,duplicate
oo-sô-sô,烏,duplicate
oo-sô-sô,烏,duplicate
oo-sô-sô,烏,duplicate
oo-tâ,烏焦,duplicate
oo-tái-hueh,烏滓血,duplicate
oo-ta-sán,,duplicate
oo-ta-sán,,duplicate
oo-ta̍t-á,烏笛仔,duplicate
oo-ta̍t-á,烏笛仔,duplicate
oo-tìng-báng,烏釘蠓,duplicate
oo-tìng-phang,烏釘蜂,duplicate
oo-thī-ke,烏雉雞,duplicate
oo-thn̂g,烏糖,duplicate
oo-thn̂g,烏糖,duplicate
oo-thn̂g,烏糖,duplicate
oo-thòo-pe̍h-thòo,烏吐白吐,duplicate
oo-tì-á,烏蒂仔,duplicate
oo-tiám,烏點,duplicate
oo-tiám,烏點,duplicate
oo-tiám,烏點,duplicate
oo-tiám-á-iû,烏點仔油,duplicate
oo-tiám-á-iû,烏點仔油,duplicate
oo-tō,烏道,duplicate
oo-tòo-âng,,duplicate
oo-tòo-âng,烏透紅,duplicate
oo-tòo-âng,烏透紅,duplicate
pa,,duplicate
pa,巴,duplicate
pa,巴,duplicate
pa,疤,duplicate
pa,疤,duplicate
pá-bí,飽米,duplicate
pá-tsiok,飽足,duplicate
pá-tsiok,飽足,duplicate
pá-tsuí,飽水,duplicate
pá-eh,飽呃,duplicate
pá-ha̍k,飽學,duplicate
pá-ha̍k,飽學,duplicate
pá-hì,把戲,duplicate
pá-hì,把戲,duplicate
pá-hì,把戲,duplicate
pá-jîn,飽仁,duplicate
pá-jîn,飽仁,duplicate
pá-kah-tsuì,飽佮醉,duplicate
pá-kah-tsuì,飽佮醉,duplicate
pá-lâ,飽膋,duplicate
pá-lîn,飽仁,duplicate
pá-lîn,飽仁,duplicate
pá-pak,飽腹,duplicate
pá-pìnn,把柄,duplicate
pá-tīnn,飽淀,duplicate
pá-tīnn,飽滇,duplicate
pá-tiùnn,飽脹,duplicate
pá-tiùnn,飽漲,duplicate
pà,豹,duplicate
pà,霸,duplicate
pà-hue,壩灰,duplicate
pà-sìng,霸性,duplicate
pà-tō,霸道,duplicate
pâ,爸,duplicate
pa-tshuì-phé,,duplicate
pa-tshuì-phé,,duplicate
