hanzi,tl,frequency,poj,tl_num,poj_num,tps_num,tl_notone,poj_notone,tps_notone,tl_abbrev,poj_abbrev,tps_abbrev,stti,is_variant
問題,būn-tê,185,būn-tê,bun7te5,bun7te5,ㆠㄨㄣ˫ㄉㆤˊ,bunte,bunte,ㆠㄨㄣㄉㆤ,bt,bt,ㆠㄉ,True,False
月娘,gue̍h-niû,185,goe̍h-niû,gueh8niu5,goeh8niu5,ㆣㄨㆤㆷ̇ㄋㄧㄨˊ,guehniu,goehniu,ㆣㄨㆤㆷㄋㄧㄨ,gn,gn,ㆣㄋ,True,False
量,niû,178,niû,niu5,niu5,ㄋㄧㄨˊ,niu,niu,ㄋㄧㄨ,,,,True,False
多謝,to-siā,172,to-siā,to1sia7,to1sia7,ㄉㄛㄒㄧㄚ˫,tosia,tosia,ㄉㄛㄒㄧㄚ,ts,ts,ㄉㄒ,True,False
自然,tsū-jiân,162,chū-jiân,tsu7jian5,chu7jian5,ㄗㄨ˫ㆢㄧㄢˊ,tsujian,chujian,ㄗㄨㆢㄧㄢ,tj,cj,ㄗㆢ,True,False
注意,tsù-ì,151,chù-ì,tsu3i3,chu3i3,ㄗㄨ˪ㄧ˪,tsui,chui,ㄗㄨㄧ,ti,ci,ㄗㄧ,True,False
兜,tau,150,tau,tau1,tau1,ㄉㄠ,tau,tau,ㄉㄠ,,,,True,False
著,tù,150,tù,tu3,tu3,ㄉㄨ˪,tu,tu,ㄉㄨ,,,,True,False
環境,khuân-kíng,145,khoân-kéng,khuan5king2,khoan5keng2,ㄎㄨㄢˊㄍㄧㄥˋ,khuanking,khoankeng,ㄎㄨㄢㄍㄧㄥ,kk,kk,ㄎㄍ,True,False
以前,í-tsîng,138,í-chêng,i2tsing5,i2cheng5,ㄧˋㄐㄧㄥˊ,itsing,icheng,ㄧㄐㄧㄥ,it,ic,ㄧㄐ,True,False
聲音,siann-im,134,siaⁿ-im,siann1im1,siann1im1,ㄒㄧㆩㄧㆬ,siannim,siannim,ㄒㄧㆩㄧㆬ,si,si,ㄒㄧ,True,False
合,kap,133,kap,kap4,kap4,ㄍㄚㆴ,kap,kap,ㄍㄚㆴ,,,,True,True
結果,kiat-kó,126,kiat-kó,kiat4ko2,kiat4ko2,ㄍㄧㄚㆵㄍㄛˋ,kiatko,kiatko,ㄍㄧㄚㆵㄍㄛ,kk,kk,ㄍㄍ,True,False
家庭,ka-tîng,125,ka-têng,ka1ting5,ka1teng5,ㄍㄚㄉㄧㄥˊ,kating,kateng,ㄍㄚㄉㄧㄥ,kt,kt,ㄍㄉ,True,False
活動,ua̍h-tāng,124,oa̍h-tāng,uah8tang7,oah8tang7,ㄨㄚㆷ̇ㄉㄤ˫,uahtang,oahtang,ㄨㄚㆷㄉㄤ,ut,ot,ㄨㄉ,True,False
進前,tsìn-tsîng,123,chìn-chêng,tsin3tsing5,chin3cheng5,ㄐㄧㄣ˪ㄐㄧㄥˊ,tsintsing,chincheng,ㄐㄧㄣㄐㄧㄥ,tt,cc,ㄐㄐ,True,False
媽祖,má-tsóo,101,má-chó͘,ma2tsoo2,ma2choo2,ㄇㄚˋㄗㆦˋ,matsoo,machoo,ㄇㄚㄗㆦ,mt,mc,ㄇㄗ,True,False
設計,siat-kè,101,siat-kè,siat4ke3,siat4ke3,ㄒㄧㄚㆵㄍㆤ˪,siatke,siatke,ㄒㄧㄚㆵㄍㆤ,sk,sk,ㄒㄍ,True,False
馬祖,má-tsóo,101,má-chó͘,ma2tsoo2,ma2choo2,ㄇㄚˋㄗㆦˋ,matsoo,machoo,ㄇㄚㄗㆦ,mt,mc,ㄇㄗ,True,False
作穡,tsoh-sit,100,choh-sit,tsoh4sit4,choh4sit4,ㄗㄛㆷㄒㄧㆵ,tsohsit,chohsit,ㄗㄛㆷㄒㄧㆵ,ts,cs,ㄗㄒ,True,False
便所,piān-sóo,100,piān-só͘,pian7soo2,pian7soo2,ㄅㄧㄢ˫ㄙㆦˋ,piansoo,piansoo,ㄅㄧㄢㄙㆦ,ps,ps,ㄅㄙ,True,False
停車場,thîng-tshia-tiûnn,100,thêng-chhia-tiûⁿ,thing5tshia1tiunn5,theng5chhia1tiunn5,ㄊㄧㄥˊㄑㄧㄚㄉㄧㆫˊ,thingtshiatiunn,thengchhiatiunn,ㄊㄧㄥㄑㄧㄚㄉㄧㆫ,ttt,tct,ㄊㄑㄉ,True,False
傳統,thuân-thóng,100,thoân-thóng,thuan5thong2,thoan5thong2,ㄊㄨㄢˊㄊㆲˋ,thuanthong,thoanthong,ㄊㄨㄢㄊㆲ,tt,tt,ㄊㄊ,True,True
公園,kong-hn̂g,100,kong-hn̂g,kong1hng5,kong1hng5,ㄍㆲㄏㆭˊ,konghng,konghng,ㄍㆲㄏㆭ,kh,kh,ㄍㄏ,True,False
參詳,tsham-siông,100,chham-siông,tsham1siong5,chham1siong5,ㄘㆰㄒㄧㆲˊ,tshamsiong,chhamsiong,ㄘㆰㄒㄧㆲ,ts,cs,ㄘㄒ,True,False
唌,siânn,100,siâⁿ,siann5,siann5,ㄒㄧㆩˊ,siann,siann,ㄒㄧㆩ,,,,True,False
基督教,ki-tok-kàu,100,ki-tok-kàu,ki1tok4kau3,ki1tok4kau3,ㄍㄧㄉㆦㆻㄍㄠ˪,kitokkau,kitokkau,ㄍㄧㄉㆦㆻㄍㄠ,ktk,ktk,ㄍㄉㄍ,True,False
客人,kheh-lâng,100,kheh-lâng,kheh4lang5,kheh4lang5,ㄎㆤㆷㄌㄤˊ,khehlang,khehlang,ㄎㆤㆷㄌㄤ,kl,kl,ㄎㄌ,True,False
工場,kang-tiûnn,100,kang-tiûⁿ,kang1tiunn5,kang1tiunn5,ㄍㄤㄉㄧㆫˊ,kangtiunn,kangtiunn,ㄍㄤㄉㄧㆫ,kt,kt,ㄍㄉ,True,False
弦,hiân,100,hiân,hian5,hian5,ㄏㄧㄢˊ,hian,hian,ㄏㄧㄢ,,,,True,False
性地,sìng-tē,100,sèng-tē,sing3te7,seng3te7,ㄒㄧㄥ˪ㄉㆤ˫,singte,sengte,ㄒㄧㄥㄉㆤ,st,st,ㄒㄉ,True,False
慣勢,kuàn-sì,100,koàn-sì,kuan3si3,koan3si3,ㄍㄨㄢ˪ㄒㄧ˪,kuansi,koansi,ㄍㄨㄢㄒㄧ,ks,ks,ㄍㄒ,True,False
接受,tsiap-siū,100,chiap-siū,tsiap4siu7,chiap4siu7,ㄐㄧㄚㆴㄒㄧㄨ˫,tsiapsiu,chiapsiu,ㄐㄧㄚㆴㄒㄧㄨ,ts,cs,ㄐㄒ,True,False
政治,tsìng-tī,100,chèng-tī,tsing3ti7,cheng3ti7,ㄐㄧㄥ˪ㄉㄧ˫,tsingti,chengti,ㄐㄧㄥㄉㄧ,tt,ct,ㄐㄉ,True,False
教育,kàu-io̍k,100,kàu-io̍k,kau3iok8,kau3iok8,ㄍㄠ˪ㄧㆦㆻ̇,kauiok,kauiok,ㄍㄠㄧㆦㆻ,ki,ki,ㄍㄧ,True,False
新聞,sin-bûn,100,sin-bûn,sin1bun5,sin1bun5,ㄒㄧㄣㆠㄨㄣˊ,sinbun,sinbun,ㄒㄧㄣㆠㄨㄣ,sb,sb,ㄒㆠ,True,False
智識,tì-sik,100,tì-sek,ti3sik4,ti3sek4,ㄉㄧ˪ㄒㄧㆻ,tisik,tisek,ㄉㄧㄒㄧㆻ,ts,ts,ㄉㄒ,True,False
東南亞,tang-lâm-a,100,tang-lâm-a,tang1lam5a1,tang1lam5a1,ㄉㄤㄌㆰˊㄚ,tanglama,tanglama,ㄉㄤㄌㆰㄚ,tla,tla,ㄉㄌㄚ,True,False
樹仔,tshiū-á,100,chhiū-á,tshiu7a2,chhiu7a2,ㄑㄧㄨ˫ㄚˋ,tshiua,chhiua,ㄑㄧㄨㄚ,ta,ca,ㄑㄚ,True,False
民主,bîn-tsú,100,bîn-chú,bin5tsu2,bin5chu2,ㆠㄧㄣˊㄗㄨˋ,bintsu,binchu,ㆠㄧㄣㄗㄨ,bt,bc,ㆠㄗ,True,False
法律,huat-lu̍t,100,hoat-lu̍t,huat4lut8,hoat4lut8,ㄏㄨㄚㆵㄌㄨㆵ̇,huatlut,hoatlut,ㄏㄨㄚㆵㄌㄨㆵ,hl,hl,ㄏㄌ,True,False
現象,hiān-siōng,100,hiān-siōng,hian7siong7,hian7siong7,ㄏㄧㄢ˫ㄒㄧㆲ˫,hiansiong,hiansiong,ㄏㄧㄢㄒㄧㆲ,hs,hs,ㄏㄒ,True,False
症頭,tsìng-thâu,100,chèng-thâu,tsing3thau5,cheng3thau5,ㄐㄧㄥ˪ㄊㄠˊ,tsingthau,chengthau,ㄐㄧㄥㄊㄠ,tt,ct,ㄐㄊ,True,False
相仝,sio-kâng,100,sio-kâng,sio1kang5,sio1kang5,ㄒㄧㄛㄍㄤˊ,siokang,siokang,ㄒㄧㄛㄍㄤ,sk,sk,ㄒㄍ,True,False
相仝,sio-kāng,100,sio-kāng,sio1kang7,sio1kang7,ㄒㄧㄛㄍㄤ˫,siokang,siokang,ㄒㄧㄛㄍㄤ,sk,sk,ㄒㄍ,True,False
科技,kho-ki,100,kho-ki,kho1ki1,kho1ki1,ㄎㄛㄍㄧ,khoki,khoki,ㄎㄛㄍㄧ,kk,kk,ㄎㄍ,True,False
秒,bió,100,bió,bio2,bio2,ㆠㄧㄛˋ,bio,bio,ㆠㄧㄛ,,,,True,False
稈,kuáinn,100,koáiⁿ,kuainn2,koainn2,ㄍㄨㆮˋ,kuainn,koainn,ㄍㄨㆮ,,,,True,False
紅燈,âng-ting,100,âng-teng,ang5ting1,ang5teng1,ㄤˊㄉㄧㄥ,angting,angteng,ㄤㄉㄧㄥ,at,at,ㄤㄉ,True,False
經驗,king-giām,100,keng-giām,king1giam7,keng1giam7,ㄍㄧㄥㆣㄧㆰ˫,kinggiam,kenggiam,ㄍㄧㄥㆣㄧㆰ,kg,kg,ㄍㆣ,True,False
網路,bāng-lōo,100,bāng-lō͘,bang7loo7,bang7loo7,ㆠㄤ˫ㄌㆦ˫,bangloo,bangloo,ㆠㄤㄌㆦ,bl,bl,ㆠㄌ,True,False
膋,lâ,100,lâ,la5,la5,ㄌㄚˊ,la,la,ㄌㄚ,,,,True,False
英語,ing-gí,100,eng-gí,ing1gi2,eng1gi2,ㄧㄥㆣㄧˋ,inggi,enggi,ㄧㄥㆣㄧ,ig,eg,ㄧㆣ,True,False
葉仔,hio̍h-á,100,hio̍h-á,hioh8a2,hioh8a2,ㄏㄧㄛㆷ̇ㄚˋ,hioha,hioha,ㄏㄧㄛㆷㄚ,ha,ha,ㄏㄚ,True,False
討論,thó-lūn,100,thó-lūn,tho2lun7,tho2lun7,ㄊㄛˋㄌㄨㄣ˫,tholun,tholun,ㄊㄛㄌㄨㄣ,tl,tl,ㄊㄌ,True,False
語言,gí-giân,100,gí-giân,gi2gian5,gi2gian5,ㆣㄧˋㆣㄧㄢˊ,gigian,gigian,ㆣㄧㆣㄧㄢ,gg,gg,ㆣㆣ,True,False
諞,pián,100,pián,pian2,pian2,ㄅㄧㄢˋ,pian,pian,ㄅㄧㄢ,,,,True,False
速度,sok-tōo,100,sok-tō͘,sok4too7,sok4too7,ㄙㆦㆻㄉㆦ˫,soktoo,soktoo,ㄙㆦㆻㄉㆦ,st,st,ㄙㄉ,True,False
遊戲,iû-hì,100,iû-hì,iu5hi3,iu5hi3,ㄧㄨˊㄏㄧ˪,iuhi,iuhi,ㄧㄨㄏㄧ,ih,ih,ㄧㄏ,True,False
野球,iá-kiû,100,iá-kiû,ia2kiu5,ia2kiu5,ㄧㄚˋㄍㄧㄨˊ,iakiu,iakiu,ㄧㄚㄍㄧㄨ,ik,ik,ㄧㄍ,True,False
銀行,gîn-hâng,100,gîn-hâng,gin5hang5,gin5hang5,ㆣㄧㄣˊㄏㄤˊ,ginhang,ginhang,ㆣㄧㄣㄏㄤ,gh,gh,ㆣㄏ,True,False
霜,song,100,song,song1,song1,ㄙㆲ,song,song,ㄙㆲ,,,,True,False
音樂,im-ga̍k,100,im-ga̍k,im1gak8,im1gak8,ㄧㆬㆣㄚㆻ̇,imgak,imgak,ㄧㆬㆣㄚㆻ,ig,ig,ㄧㆣ,True,False
鬧熱,lāu-jia̍t,100,lāu-jia̍t,lau7jiat8,lau7jiat8,ㄌㄠ˫ㆢㄧㄚㆵ̇,laujiat,laujiat,ㄌㄠㆢㄧㄚㆵ,lj,lj,ㄌㆢ,True,False
鰓,tshi,100,chhi,tshi1,chhi1,ㄑㄧ,tshi,chhi,ㄑㄧ,,,,True,False
點鐘,tiám-tsing,100,tiám-cheng,tiam2tsing1,tiam2cheng1,ㄉㄧㆰˋㄐㄧㄥ,tiamtsing,tiamcheng,ㄉㄧㆰㄐㄧㄥ,tt,tc,ㄉㄐ,True,False
匾,pián,50,pián,pian2,pian2,ㄅㄧㄢˋ,pian,pian,ㄅㄧㄢ,,,,True,False
卵,luán,50,loán,luan2,loan2,ㄌㄨㄢˋ,luan,loan,ㄌㄨㄢ,,,,True,False
坪,phiânn,50,phiâⁿ,phiann5,phiann5,ㄆㄧㆩˊ,phiann,phiann,ㄆㄧㆩ,,,,True,False
弧,hôo,50,hô͘,hoo5,hoo5,ㄏㆦˊ,hoo,hoo,ㄏㆦ,,,,True,False
砷,sin,50,sin,sin1,sin1,ㄒㄧㄣ,sin,sin,ㄒㄧㄣ,,,,True,False
磁,tsû,50,chû,tsu5,chu5,ㄗㄨˊ,tsu,chu,ㄗㄨ,,,,True,False
礬,huân,50,hoân,huan5,hoan5,ㄏㄨㄢˊ,huan,hoan,ㄏㄨㄢ,,,,True,False
笙,sing,50,seng,sing1,seng1,ㄒㄧㄥ,sing,seng,ㄒㄧㄥ,,,,True,False
箏,tsing,50,cheng,tsing1,cheng1,ㄐㄧㄥ,tsing,cheng,ㄐㄧㄥ,,,,True,False
芟,sing,50,seng,sing1,seng1,ㄒㄧㄥ,sing,seng,ㄒㄧㄥ,,,,True,False
莖,king,50,keng,king1,keng1,ㄍㄧㄥ,king,keng,ㄍㄧㄥ,,,,True,False
虹,khīng,50,khēng,khing7,kheng7,ㄎㄧㄥ˫,khing,kheng,ㄎㄧㄥ,,,,True,False
蛹,ióng,50,ióng,iong2,iong2,ㄧㆲˋ,iong,iong,ㄧㆲ,,,,True,False
鈔,tshau,50,chhau,tshau1,chhau1,ㄘㄠ,tshau,chhau,ㄘㄠ,,,,True,False
鉻,kok,50,kok,kok4,kok4,ㄍㆦㆻ,kok,kok,ㄍㆦㆻ,,,,True,False
霾,bâi,50,bâi,bai5,bai5,ㆠㄞˊ,bai,bai,ㆠㄞ,,,,True,False
鰭,kî,50,kî,ki5,ki5,ㄍㄧˊ,ki,ki,ㄍㄧ,,,,True,False
尾仔,bué-á,30,bóe-á,bue2a2,boe2a2,ㆠㄨㆤˋㄚˋ,buea,boea,ㆠㄨㆤㄚ,ba,ba,ㆠㄚ,True,False
䖙鉤,the-kau,25,the-kau,the1kau1,the1kau1,ㄊㆤㄍㄠ,thekau,thekau,ㄊㆤㄍㄠ,tk,tk,ㄊㄍ,True,False
䖙鉤,thenn-kau,25,theⁿ-kau,thenn1kau1,thenn1kau1,ㄊㆥㄍㄠ,thennkau,thennkau,ㄊㆥㄍㄠ,tk,tk,ㄊㄍ,True,False
七律,tshit-lu̍t,25,chhit-lu̍t,tshit4lut8,chhit4lut8,ㄑㄧㆵㄌㄨㆵ̇,tshitlut,chhitlut,ㄑㄧㆵㄌㄨㆵ,tl,cl,ㄑㄌ,True,False
七言,tshit-giân,25,chhit-giân,tshit4gian5,chhit4gian5,ㄑㄧㆵㆣㄧㄢˊ,tshitgian,chhitgian,ㄑㄧㆵㆣㄧㄢ,tg,cg,ㄑㆣ,True,False
三拍,sam-phik,25,sam-phek,sam1phik4,sam1phek4,ㄙㆰㄆㄧㆻ,samphik,samphek,ㄙㆰㄆㄧㆻ,sp,sp,ㄙㄆ,True,False
三拍,sann-phik,25,saⁿ-phek,sann1phik4,sann1phek4,ㄙㆩㄆㄧㆻ,sannphik,sannphek,ㄙㆩㄆㄧㆻ,sp,sp,ㄙㄆ,True,False
三絃,sam-hiân,25,sam-hiân,sam1hian5,sam1hian5,ㄙㆰㄏㄧㄢˊ,samhian,samhian,ㄙㆰㄏㄧㄢ,sh,sh,ㄙㄏ,True,False
上殕,tshiūnn-phú,25,chhiūⁿ-phú,tshiunn7phu2,chhiunn7phu2,ㄑㄧㆫ˫ㄆㄨˋ,tshiunnphu,chhiunnphu,ㄑㄧㆫㄆㄨ,tp,cp,ㄑㄆ,True,False
上游,siōng-iû,25,siōng-iû,siong7iu5,siong7iu5,ㄒㄧㆲ˫ㄧㄨˊ,siongiu,siongiu,ㄒㄧㆲㄧㄨ,si,si,ㄒㄧ,True,False
上籃,tsiūnn-nâ,25,chiūⁿ-nâ,tsiunn7na5,chiunn7na5,ㄐㄧㆫ˫ㄋㄚˊ,tsiunnna,chiunnna,ㄐㄧㆫㄋㄚ,tn,cn,ㄐㄋ,True,False
上聲,sióng-siann,25,sióng-siaⁿ,siong2siann1,siong2siann1,ㄒㄧㆲˋㄒㄧㆩ,siongsiann,siongsiann,ㄒㄧㆲㄒㄧㆩ,ss,ss,ㄒㄒ,True,False
上聲,siōng-siann,25,siōng-siaⁿ,siong7siann1,siong7siann1,ㄒㄧㆲ˫ㄒㄧㆩ,siongsiann,siongsiann,ㄒㄧㆲㄒㄧㆩ,ss,ss,ㄒㄒ,True,False
上聲,tsiūnn-siann,25,chiūⁿ-siaⁿ,tsiunn7siann1,chiunn7siann1,ㄐㄧㆫ˫ㄒㄧㆩ,tsiunnsiann,chiunnsiann,ㄐㄧㆫㄒㄧㆩ,ts,cs,ㄐㄒ,True,False
下游,hā-iû,25,hā-iû,ha7iu5,ha7iu5,ㄏㄚ˫ㄧㄨˊ,haiu,haiu,ㄏㄚㄧㄨ,hi,hi,ㄏㄧ,True,False
丙酮,piánn-tông,25,piáⁿ-tông,piann2tong5,piann2tong5,ㄅㄧㆩˋㄉㆲˊ,pianntong,pianntong,ㄅㄧㆩㄉㆲ,pt,pt,ㄅㄉ,True,False
並聯,pīng-liân,25,pēng-liân,ping7lian5,peng7lian5,ㄅㄧㄥ˫ㄌㄧㄢˊ,pinglian,penglian,ㄅㄧㄥㄌㄧㄢ,pl,pl,ㄅㄌ,True,False
中子,tiong-tsú,25,tiong-chú,tiong1tsu2,tiong1chu2,ㄉㄧㆲㄗㄨˋ,tiongtsu,tiongchu,ㄉㄧㆲㄗㄨ,tt,tc,ㄉㄗ,True,False
中板,tiong-pán,25,tiong-pán,tiong1pan2,tiong1pan2,ㄉㄧㆲㄅㄢˋ,tiongpan,tiongpan,ㄉㄧㆲㄅㄢ,tp,tp,ㄉㄅ,True,False
中游,tiong-iû,25,tiong-iû,tiong1iu5,tiong1iu5,ㄉㄧㆲㄧㄨˊ,tiongiu,tiongiu,ㄉㄧㆲㄧㄨ,ti,ti,ㄉㄧ,True,False
中笙,tiong-sing,25,tiong-seng,tiong1sing1,tiong1seng1,ㄉㄧㆲㄒㄧㄥ,tiongsing,tiongseng,ㄉㄧㆲㄒㄧㄥ,ts,ts,ㄉㄒ,True,False
中胡,tiong-ôo,25,tiong-ô͘,tiong1oo5,tiong1oo5,ㄉㄧㆲㆦˊ,tiongoo,tiongoo,ㄉㄧㆲㆦ,to,to,ㄉㆦ,True,False
中藥,tiong-io̍h,25,tiong-io̍h,tiong1ioh8,tiong1ioh8,ㄉㄧㆲㄧㄛㆷ̇,tiongioh,tiongioh,ㄉㄧㆲㄧㄛㆷ,ti,ti,ㄉㄧ,True,False
中醫,tiong-i,25,tiong-i,tiong1i1,tiong1i1,ㄉㄧㆲㄧ,tiongi,tiongi,ㄉㄧㆲㄧ,ti,ti,ㄉㄧ,True,False
中鋒,tiong-hong,25,tiong-hong,tiong1hong1,tiong1hong1,ㄉㄧㆲㄏㆲ,tionghong,tionghong,ㄉㄧㆲㄏㆲ,th,th,ㄉㄏ,True,False
串聯,tshuàn-liân,25,chhoàn-liân,tshuan3lian5,chhoan3lian5,ㄘㄨㄢ˪ㄌㄧㄢˊ,tshuanlian,chhoanlian,ㄘㄨㄢㄌㄧㄢ,tl,cl,ㄘㄌ,True,False
主旨,tsú-tsí,25,chú-chí,tsu2tsi2,chu2chi2,ㄗㄨˋㄐㄧˋ,tsutsi,chuchi,ㄗㄨㄐㄧ,tt,cc,ㄗㄐ,True,False
主機,tsú-ki,25,chú-ki,tsu2ki1,chu2ki1,ㄗㄨˋㄍㄧ,tsuki,chuki,ㄗㄨㄍㄧ,tk,ck,ㄗㄍ,True,False
主權,tsú-khuân,25,chú-khoân,tsu2khuan5,chu2khoan5,ㄗㄨˋㄎㄨㄢˊ,tsukhuan,chukhoan,ㄗㄨㄎㄨㄢ,tk,ck,ㄗㄎ,True,False
主權,tsú-kuân,25,chú-koân,tsu2kuan5,chu2koan5,ㄗㄨˋㄍㄨㄢˊ,tsukuan,chukoan,ㄗㄨㄍㄨㄢ,tk,ck,ㄗㄍ,True,False
主語,tsú-gí,25,chú-gí,tsu2gi2,chu2gi2,ㄗㄨˋㆣㄧˋ,tsugi,chugi,ㄗㄨㆣㄧ,tg,cg,ㄗㆣ,True,False
主音,tsú-im,25,chú-im,tsu2im1,chu2im1,ㄗㄨˋㄧㆬ,tsuim,chuim,ㄗㄨㄧㆬ,ti,ci,ㄗㄧ,True,False
乘式,sîng-sik,25,sêng-sek,sing5sik4,seng5sek4,ㄒㄧㄥˊㄒㄧㆻ,singsik,sengsek,ㄒㄧㄥㄒㄧㆻ,ss,ss,ㄒㄒ,True,False
乘數,sîng-sòo,25,sêng-sò͘,sing5soo3,seng5soo3,ㄒㄧㄥˊㄙㆦ˪,singsoo,sengsoo,ㄒㄧㄥㄙㆦ,ss,ss,ㄒㄙ,True,False
乘法,sîng-huat,25,sêng-hoat,sing5huat4,seng5hoat4,ㄒㄧㄥˊㄏㄨㄚㆵ,singhuat,senghoat,ㄒㄧㄥㄏㄨㄚㆵ,sh,sh,ㄒㄏ,True,False
乘積,sîng-tsik,25,sêng-chek,sing5tsik4,seng5chek4,ㄒㄧㄥˊㄐㄧㆻ,singtsik,sengchek,ㄒㄧㄥㄐㄧㆻ,st,sc,ㄒㄐ,True,False
乘號,sîng-hō,25,sêng-hō,sing5ho7,seng5ho7,ㄒㄧㄥˊㄏㄛ˫,singho,sengho,ㄒㄧㄥㄏㄛ,sh,sh,ㄒㄏ,True,False
乙醇,it-sûn,25,it-sûn,it4sun5,it4sun5,ㄧㆵㄙㄨㄣˊ,itsun,itsun,ㄧㆵㄙㄨㄣ,is,is,ㄧㄙ,True,False
二絃,jī-hiân,25,jī-hiân,ji7hian5,ji7hian5,ㆢㄧ˫ㄏㄧㄢˊ,jihian,jihian,ㆢㄧㄏㄧㄢ,jh,jh,ㆢㄏ,True,False
二胡,jī-ôo,25,jī-ô͘,ji7oo5,ji7oo5,ㆢㄧ˫ㆦˊ,jioo,jioo,ㆢㄧㆦ,jo,jo,ㆢㆦ,True,False
互生,hōo-sing,25,hō͘-seng,hoo7sing1,hoo7seng1,ㄏㆦ˫ㄒㄧㄥ,hoosing,hooseng,ㄏㆦㄒㄧㄥ,hs,hs,ㄏㄒ,True,True
互補,hōo-póo,25,hō͘-pó͘,hoo7poo2,hoo7poo2,ㄏㆦ˫ㄅㆦˋ,hoopoo,hoopoo,ㄏㆦㄅㆦ,hp,hp,ㄏㄅ,True,True
互質,hōo-tsit,25,hō͘-chit,hoo7tsit4,hoo7chit4,ㄏㆦ˫ㄐㄧㆵ,hootsit,hoochit,ㄏㆦㄐㄧㆵ,ht,hc,ㄏㄐ,True,True
互逆,hōo-gi̍k,25,hō͘-ge̍k,hoo7gik8,hoo7gek8,ㄏㆦ˫ㆣㄧㆻ̇,hoogik,hoogek,ㄏㆦㆣㄧㆻ,hg,hg,ㄏㆣ,True,True
互餘,hōo-î,25,hō͘-î,hoo7i5,hoo7i5,ㄏㆦ˫ㄧˊ,hooi,hooi,ㄏㆦㄧ,hi,hi,ㄏㄧ,True,True
互餘,hōo-û,25,hō͘-û,hoo7u5,hoo7u5,ㄏㆦ˫ㄨˊ,hoou,hoou,ㄏㆦㄨ,hu,hu,ㄏㄨ,True,True
五官,ngóo-kuan,25,ngó͘-koan,ngoo2kuan1,ngoo2koan1,ㄫㆦˋㄍㄨㄢ,ngookuan,ngookoan,ㄫㆦㄍㄨㄢ,nk,nk,ㄫㄍ,True,False
五律,ngóo-lu̍t,25,ngó͘-lu̍t,ngoo2lut8,ngoo2lut8,ㄫㆦˋㄌㄨㆵ̇,ngoolut,ngoolut,ㄫㆦㄌㄨㆵ,nl,nl,ㄫㄌ,True,False
五經,ngóo-king,25,ngó͘-keng,ngoo2king1,ngoo2keng1,ㄫㆦˋㄍㄧㄥ,ngooking,ngookeng,ㄫㆦㄍㄧㄥ,nk,nk,ㄫㄍ,True,False
五言,ngóo-giân,25,ngó͘-giân,ngoo2gian5,ngoo2gian5,ㄫㆦˋㆣㄧㄢˊ,ngoogian,ngoogian,ㄫㆦㆣㄧㄢ,ng,ng,ㄫㆣ,True,False
亞運,a-ūn,25,a-ūn,a1un7,a1un7,ㄚㄨㄣ˫,aun,aun,ㄚㄨㄣ,au,au,ㄚㄨ,True,False
交尾,kau-bué,25,kau-bóe,kau1bue2,kau1boe2,ㄍㄠㆠㄨㆤˋ,kaubue,kauboe,ㄍㄠㆠㄨㆤ,kb,kb,ㄍㆠ,True,False
交配,kau-phuè,25,kau-phòe,kau1phue3,kau1phoe3,ㄍㄠㄆㄨㆤ˪,kauphue,kauphoe,ㄍㄠㄆㄨㆤ,kp,kp,ㄍㄆ,True,False
京戲,kiann-hì,25,kiaⁿ-hì,kiann1hi3,kiann1hi3,ㄍㄧㆩㄏㄧ˪,kiannhi,kiannhi,ㄍㄧㆩㄏㄧ,kh,kh,ㄍㄏ,True,False
亳米,hô-bí,25,hô-bí,ho5bi2,ho5bi2,ㄏㄛˊㆠㄧˋ,hobi,hobi,ㄏㄛㆠㄧ,hb,hb,ㄏㆠ,True,False
人物,jîn-bu̍t,25,jîn-bu̍t,jin5but8,jin5but8,ㆢㄧㄣˊㆠㄨㆵ̇,jinbut,jinbut,ㆢㄧㄣㆠㄨㆵ,jb,jb,ㆢㆠ,True,False
人稱,jîn-tshing,25,jîn-chheng,jin5tshing1,jin5chheng1,ㆢㄧㄣˊㄑㄧㄥ,jintshing,jinchheng,ㆢㄧㄣㄑㄧㄥ,jt,jc,ㆢㄑ,True,False
人聲,lâng-siann,25,lâng-siaⁿ,lang5siann1,lang5siann1,ㄌㄤˊㄒㄧㆩ,langsiann,langsiann,ㄌㄤㄒㄧㆩ,ls,ls,ㄌㄒ,True,False
人際,jîn-tsè,25,jîn-chè,jin5tse3,jin5che3,ㆢㄧㄣˊㄗㆤ˪,jintse,jinche,ㆢㄧㄣㄗㆤ,jt,jc,ㆢㄗ,True,False
仝勻,kāng-ûn,25,kāng-ûn,kang7un5,kang7un5,ㄍㄤ˫ㄨㄣˊ,kangun,kangun,ㄍㄤㄨㄣ,ku,ku,ㄍㄨ,True,False
仝沿,kāng-iân,25,kāng-iân,kang7ian5,kang7ian5,ㄍㄤ˫ㄧㄢˊ,kangian,kangian,ㄍㄤㄧㄢ,ki,ki,ㄍㄧ,True,False
仝輩,kāng-puè,25,kāng-pòe,kang7pue3,kang7poe3,ㄍㄤ˫ㄅㄨㆤ˪,kangpue,kangpoe,ㄍㄤㄅㄨㆤ,kp,kp,ㄍㄅ,True,False
代入,tāi-ji̍p,25,tāi-ji̍p,tai7jip8,tai7jip8,ㄉㄞ˫ㆢㄧㆴ̇,taijip,taijip,ㄉㄞㆢㄧㆴ,tj,tj,ㄉㆢ,True,False
