hanzi,reading_count,tl,poj,frequency,is_variant,_sources
芧,9,thí,thí,1,False,
芧,9,thú,thú,0,False,
尚,9,siōng,siōng,1108,False,"kautian,taijit"
尚,9,siāng,siāng,555,False,kautian
尚,9,siūnn,siūⁿ,200,False,"kautian,taijit"
尚,9,iá,iá,50,False,taijit
尚,9,má,má,50,False,taijit
尚,9,sióng,sióng,50,False,kautian
尚,9,siōnn,siōⁿ,50,False,kautian
尚,9,siǔnn,siǔⁿ,50,False,kautian
尚,9,á,á,50,False,taijit
這,9,tse,che,27958,False,"kautian,taihoa,taijit"
這,9,tsit,chit,9622,False,"kautian,taihoa"
這,9,tsia,chia,1669,True,kautian
這,9,gān,gān,50,False,kautian
這,9,tsik,chek,50,False,khpoo
這,9,tsiâ,chiâ,50,True,kautian
這,9,tsiô,chiô,50,True,kautian
這,9,tsé,ché,50,False,kautian
這,9,tsí,chí,50,False,taijit
過,9,kuè,kòe,10205,False,"kautian,taihoa"
過,9,kè,kè,10205,False,"kautian,taijit"
過,9,kò,kò,680,False,"kautian,taihoa,taijit"
過,9,koh,koh,340,False,kautian
過,9,kuà,kòa,340,False,kautian
過,9,kòo,kò͘,170,False,kautian
過,9,kua,koa,50,True,kautian
過,9,kèr,kèr,50,False,kautian
過,9,kò̤,kò̤,0,False,
底,9,tué,tóe,4318,False,"kautian,taijit"
底,9,té,té,4318,False,"kautian,taihoa,stti"
底,9,tī,tī,442,False,kautian
底,9,teré,tére,50,False,kautian
底,9,tīr,tīr,50,False,khpoo
底,9,tǐ,tǐ,50,False,khpoo
底,9,tǐr,tǐr,50,False,khpoo
底,9,tí,tí,0,False,taihoa
底,9,tó̤e,tó̤e,0,False,
誰,9,suî,sûi,257,False,"kautian,taijit"
誰,9,siáng,siáng,50,False,taijit
誰,9,siâng,siâng,50,False,"kautian,taijit"
誰,9,tiâng,tiâng,50,False,"kautian,taijit"
誰,9,tsiâ,chiâ,50,False,"kautian,taihoa,taijit"
誰,9,tsuâ,chôa,50,False,taijit
誰,9,tsuî,chûi,50,False,"kautian,taijit"
誰,9,tî,tî,50,False,taijit
誰,9,tsuī,chūi,0,False,kautian
坐,9,tsē,chē,3988,False,"kautian,taihoa,taijit"
坐,9,tshē,chhē,939,False,"kautian,itaigi,taijit"
坐,9,tshe̍h,chhe̍h,50,False,taijit
坐,9,tsēr,chēr,50,False,kautian
坐,9,tsěr,chěr,50,False,kautian
坐,9,tsō,chō,50,False,"kautian,taihoa"
坐,9,tsǒo,chǒ͘,50,False,khpoo
坐,9,chō̤,chō̤,0,False,
坐,9,tsōo,chō͘,0,False,kautian
拉,9,lah,lah,1056,False,
拉,9,lá,lá,842,False,kautian
拉,9,la,la,421,False,"kautian,taijit"
拉,9,lia̍p,lia̍p,351,False,kautian
拉,9,la̍p,la̍p,50,False,kautian
拉,9,liap,liap,1,False,kautian
拉,9,là,là,1,False,
拉,9,lā,lā,1,False,
拉,9,lâ,lâ,0,False,
毛蟹,9,mn̂g-gerē,mn̂g-gēre,25,False,kautian
毛蟹,9,mn̂g-huě,mn̂g-hǒe,25,False,kautian
毛蟹,9,moo-heh,mo͘-heh,25,False,kautian
毛蟹,9,moo-hē,mo͘-hē,25,False,"kautian,taihoa"
毛蟹,9,môo-huē,mô͘-hōe,25,False,"kautian,taihoa,taijit"
毛蟹,9,mn̂g-huē,mn̂g-hōe,1,False,kautian
毛蟹,9,mn̂g-hē,mn̂g-hē,1,False,
毛蟹,9,mn̂g-hō̤e,mn̂g-hō̤e,1,False,
毛蟹,9,môo-hē,mô͘-hē,1,False,"kautian,taihoa"
奶,9,ling,leng,1300,False,"kautian,taihoa"
奶,9,ni,ni,1300,False,"kautian,taihoa,taijit"
奶,9,nai,nai,100,False,kautian
奶,9,lin,lin,50,False,kautian
奶,9,ne,ne,50,False,"kautian,itaigi,taihoa"
奶,9,lé,lé,2,False,
奶,9,lué,lóe,1,False,
奶,9,nái,nái,0,False,"kautian,taijit"
奶,9,né,né,0,False,taijit
葡萄,9,phuê-tôr,phôe-tôr,25,False,kautian
葡萄,9,phô-tôr,phô-tôr,25,False,kautian
葡萄,9,phôr-tôr,phôr-tôr,25,False,kautian
葡萄,9,pû-tô,pû-tô,25,False,kautian
葡萄,9,phô-tô,phô-tô,10,False,"kautian,taihoa"
葡萄,9,phû-tô,phû-tô,10,False,"kautian,sitbut,taijit"
葡萄,9,phû-thô,phû-thô,1,False,
葡萄,9,pô-tô,pô-tô,1,False,"kautian,taihoa"
葡萄,9,pôo-tô,pô͘-tô,1,False,
蓋,9,kuà,kòa,604,False,"kautian,taihoa,taijit"
蓋,9,kài,kài,362,False,"kautian,taihoa,taijit"
蓋,9,kah,kah,241,False,"kautian,taihoa,taijit"
蓋,9,kap,kap,50,False,kautian
蓋,9,kha̍h,kha̍h,50,False,taijit
蓋,9,khàm,khàm,50,False,taijit
蓋,9,khìng,khèng,50,False,taijit
蓋,9,khap,khap,1,False,taijit
蓋,9,khop,khop,1,False,
含,9,hâm,hâm,300,False,"kautian,taihoa,taijit"
含,9,kâm,kâm,200,False,"kautian,taihoa,taijit"
含,9,hm̍h,hm̍h,50,False,taijit
含,9,khânn,khâⁿ,50,False,taijit
含,9,kânn,kâⁿ,50,False,"kautian,taihoa,taijit"
含,9,hàm,hàm,10,False,
含,9,hām,hām,10,False,
含,9,ham,ham,7,False,
含,9,hám,hám,1,False,
豆乳,9,tāu-gí,tāu-gí,25,False,kautian
豆乳,9,tāu-jínn,tāu-jíⁿ,25,False,kautian
豆乳,9,tāu-ling,tāu-leng,25,True,kautian
豆乳,9,tāu-lí,tāu-lí,25,False,kautian
豆乳,9,tāu-lú,tāu-lú,25,False,"kautian,taihoa"
豆乳,9,tāu-ni,tāu-ni,25,True,kautian
豆乳,9,tāu-jí,tāu-jí,1,False,kautian
豆乳,9,tāu-jú,tāu-jú,1,False,"kautian,taihoa,taijit"
豆乳,9,tāu-lin,tāu-lin,1,False,
噢,9,oo,o͘,148,False,
噢,9,auh,auh,50,False,kautian
噢,9,a̍uh,au̍h,50,False,kautian
噢,9,hiok,hiok,50,False,kautian
噢,9,ooh,o͘h,20,False,
噢,9,óo,ó͘,11,False,
噢,9,òo,ò͘,5,False,
噢,9,őo,ŏ͘,5,False,
噢,9,ōo,ō͘,2,False,
何,9,hōo,hō͘,5946,False,
何,9,hô,hô,1488,False,"kautian,taijit"
何,9,uâ,ôa,124,False,"kautian,taihoa"
何,9,hō,hō,101,False,
何,9,n̂g,n̂g,50,False,taijit
何,9,to̍h,to̍h,50,False,taijit
何,9,tó,tó,50,False,taijit
何,9,tī,tī,50,False,taijit
何,9,hôo,hô͘,1,False,kautian
龍眼,9,gîng-gán,gêng-gán,25,False,kautian
龍眼,9,gîng-kíng,gêng-kéng,25,False,kautian
龍眼,9,gîng-ngái,gêng-ngái,25,False,kautian
龍眼,9,liâng-gíng,liâng-géng,25,False,kautian
龍眼,9,ngirî-ngirí,ngîri-ngíri,25,False,khpoo
龍眼,9,gîng,gêng,10,False,
龍眼,9,gîng-gíng,gêng-géng,10,False,"kautian,sitbut"
龍眼,9,lîng-gíng,lêng-géng,5,False,"kautian,taihoa,taijit"
龍眼,9,lîng-kíng,lêng-kéng,1,False,kautian
著,9,tio̍h,tio̍h,46783,False,"kautian,itaigi,taihoa"
著,9,tiâu,tiâu,1721,True,kautian
著,9,to̍h,to̍h,1210,False,"kautian,taihoa"
著,9,tù,tù,150,False,"kautian,taijit,stti"
著,9,tio̍k,tio̍k,50,False,"kautian,taijit"
著,9,tio̍rh,tio̍rh,50,False,kautian
著,9,to̍rh,to̍rh,50,False,kautian
著,9,tìr,tìr,50,False,khpoo
著,9,tì,tì,10,False,
會用得,9,ē-īng-tit,ē-ēng-tit,110,False,kautian
會用得,9,ē-īng-eh,ē-ēng-eh,16,False,kautian
會用得,9,ē-īng-lit,ē-ēng-lit,16,False,kautian
會用得,9,ē-īng-tsit,ē-ēng-chit,16,False,kautian
會用得,9,uē-īng--tit,ōe-ēng--tit,12,False,taihoa
會用得,9,uē-īng--tsit,ōe-ēng--chit,12,False,taihoa
會用得,9,ē-īng--eh,ē-ēng--eh,12,False,kautian
會用得,9,ē-īng--tsit,ē-ēng--chit,12,False,taihoa
會用得,9,ē-iōng-tit,ē-iōng-tit,2,False,
肉,9,bah,bah,4608,False,"kautian,taihoa,taijit"
肉,9,jio̍k,jio̍k,288,False,kautian
肉,9,lio̍k,lio̍k,288,False,kautian
肉,9,gio̍k,gio̍k,50,False,kautian
肉,9,mah,mah,3,False,
肉,9,bā,bā,2,False,
肉,9,bà,bà,0,False,
肉,9,bá,bá,0,False,
肉,9,hi̍k,he̍k,0,False,"kautian,taijit"
尾仔,9,bué-á,bóe-á,30,False,"kautian,itaigi,taihoa,stti"
尾仔,9,bué--á,bóe--á,16,False,"kautian,taihoa,khpoo"
尾仔,9,bé--á,bé--á,16,False,"taijit,khpoo"
尾仔,9,bér--á,bér--á,16,False,khpoo
尾仔,9,bé-á,bé-á,12,False,kautian
尾仔,9,bué-ah,bóe-ah,6,False,
尾仔,9,bé-ah,bé-ah,2,False,
尾仔,9,bué-a,bóe-a,1,False,
尾仔,9,bé-a,bé-a,1,False,
蕗蕎,9,lā-giō,lā-giō,25,False,kautian
蕗蕎,9,lā-jiō,lā-jiō,25,False,kautian
蕗蕎,9,lōo-giōr,lō͘-giōr,25,False,kautian
蕗蕎,9,lōo-giǒ,lō͘-giǒ,25,False,kautian
蕗蕎,9,lōo-jiōr,lō͘-jiōr,25,False,kautian
蕗蕎,9,lōo-kioh,lō͘-kioh,25,False,kautian
蕗蕎,9,nōo-giō,nō͘-giō,25,False,kautian
蕗蕎,9,lōo-giō,lō͘-giō,1,False,"kautian,sitbut,taijit"
蕗蕎,9,lōo-kiō,lō͘-kiō,1,False,"kautian,taihoa"
省乜,9,siánn-mih,siáⁿ-mih,1041,False,
省乜,9,sánn-mih,sáⁿ-mih,1041,False,
省乜,9,sím-mih,sím-mih,1041,False,
省乜,9,siánn-mi̍h,siáⁿ-mi̍h,521,False,
省乜,9,siánn-mí,siáⁿ-mí,521,False,
省乜,9,sánn-mi̍h,sáⁿ-mi̍h,521,False,
省乜,9,sím-mi̍h,sím-mi̍h,521,False,
省乜,9,siám-mih,siám-mih,1,False,
省乜,9,siám-mi̍h,siám-mi̍h,1,False,
科,9,kho,kho,2308,False,"kautian,taihoa"
科,9,khoo,kho͘,338,False,kautian
科,9,khe,khe,101,False,"kautian,taihoa,taijit"
科,9,khô,khô,100,True,"kautian,taihoa"
科,9,khue,khoe,60,False,
科,9,kher,kher,50,False,khpoo
科,9,khê,khê,11,False,
科,9,khuê,khôe,1,False,
科,9,kho̤,kho̤,0,False,
強,9,kiông,kiông,3049,False,"kautian,taihoa,taijit"
強,9,kiōng,kiōng,338,False,kautian
強,9,kióng,kióng,112,False,kautian
強,9,khiáng,khiáng,50,False,taijit
強,9,kiāng,kiāng,50,False,"kautian,taijit"
強,9,kiūnn,kiūⁿ,50,False,taihoa
強,9,kiǒng,kiǒng,50,False,khpoo
強,9,kiâng,kiâng,1,False,kautian
強,9,kiáng,kiáng,0,False,kautian
茹,9,jí,jí,50,False,kautian
茹,9,jîr,jîr,50,False,khpoo
茹,9,jú,jú,50,False,kautian
茹,9,lu,lu,50,False,taihoa
茹,9,lîr,lîr,50,False,khpoo
茹,9,lú,lú,50,False,kautian
茹,9,lû,lû,50,False,"kautian,taihoa"
茹,9,jû,jû,11,False,"kautian,taihoa,taijit"
茹,9,jî,jî,2,False,"kautian,taihoa"
沮,9,tsian,chian,50,False,kautian
沮,9,tsir,chir,50,False,khpoo
沮,9,tsu,chu,50,False,"kautian,taijit"
沮,9,tsìr,chìr,50,False,khpoo
沮,9,tsóo,chó͘,50,False,kautian
沮,9,tsù,chù,50,False,khpoo
沮,9,tsīr,chīr,50,False,khpoo
沮,9,tsū,chū,50,False,khpoo
沮,9,tsǐr,chǐr,50,False,khpoo
撓,9,hiau,hiau,50,False,taijit
撓,9,láu,láu,50,False,kautian
撓,9,lā,lā,50,False,taihoa
撓,9,ngiáu,ngiáu,50,False,"kautian,itaigi,taihoa"
撓,9,giáu,giáu,10,False,
撓,9,ngiau,ngiau,10,False,taihoa
撓,9,ngiauh,ngiauh,10,False,taijit
撓,9,giah,giah,5,False,
撓,9,giauh,giauh,5,False,
爾,9,nī,nī,751,False,kautian
爾,9,niā,niā,300,False,kautian
爾,9,jínn,jíⁿ,50,False,kautian
爾,9,jú,jú,50,False,kautian
爾,9,niǎ,niǎ,50,False,khpoo
爾,9,nā,nā,50,False,khpoo
爾,9,nǎ,nǎ,50,False,khpoo
爾,9,ní,ní,10,False,"kautian,taihoa,taijit"
爾,9,jí,jí,1,False,
揉,9,giû,giû,50,False,kautian
揉,9,jiû,jiû,50,False,"kautian,taihoa,taijit"
揉,9,juê,jôe,50,True,"kautian,taihoa"
揉,9,jê,jê,50,False,taijit
揉,9,liû,liû,50,False,"kautian,taihoa"
揉,9,lê,lê,50,True,kautian
揉,9,ngiú,ngiú,50,False,taijit
揉,9,thi̍t,thi̍t,50,False,taijit
揉,9,jiú,jiú,0,False,
爸,9,pē,pē,3368,False,"kautian,taihoa"
爸,9,pâ,pâ,336,False,"kautian,taihoa,taijit"
爸,9,pah,pah,168,False,kautian
爸,9,pá,pá,122,False,
爸,9,pó,pó,50,False,kautian
爸,9,póo,pó͘,50,False,kautian
爸,9,pā,pā,50,False,taihoa
爸,9,pēe,pēe,50,False,khpoo
爸,9,pa,pa,2,False,"kautian,taijit"
倍,8,puē,pōe,200,False,"kautian,taihoa"
倍,8,puě,pǒe,50,False,khpoo
倍,8,pēr,pēr,50,False,kautian
倍,8,pěr,pěr,50,False,kautian
倍,8,puê,pôe,11,False,
倍,8,pē,pē,4,False,"kautian,taihoa,taijit"
倍,8,puè,pòe,0,False,
倍,8,pō̤,pō̤,0,False,
擉,8,tia̍k,tia̍k,100,False,kautian
擉,8,sio̍k,sio̍k,50,False,kautian
擉,8,tak,tak,50,False,kautian
擉,8,ta̍k,ta̍k,50,False,kautian
擉,8,thak,thak,50,False,kautian
擉,8,tiak,tiak,50,False,"kautian,itaigi"
擉,8,tshiok,chhiok,50,False,kautian
擉,8,tsiok,chiok,50,False,kautian
肩,8,king,keng,200,False,"kautian,taihoa,taijit"
肩,8,kuinn,kuiⁿ,55,False,khpoo
肩,8,khainn,khaiⁿ,50,True,kautian
肩,8,kirinn,kiriⁿ,50,False,khpoo
肩,8,kuainn,koaiⁿ,50,False,khpoo
肩,8,kian,kian,10,False,"kautian,taijit"
肩,8,kainn,kaiⁿ,1,False,khpoo
肩,8,kṳiⁿ,kṳiⁿ,0,False,
貺,8,hirīnn,hīriⁿ,50,False,khpoo
貺,8,huīnn,hūiⁿ,50,False,khpoo
貺,8,hòng,hòng,50,False,kautian
貺,8,hóng,hóng,50,False,kautian
貺,8,hāinn,hāiⁿ,50,False,khpoo
貺,8,hān,hān,50,False,kautian
貺,8,hīng,hēng,50,False,"kautian,taihoa"
貺,8,hǐng,hěng,50,False,kautian
舒,8,su,su,103,False,"kautian,taijit"
舒,8,tshu,chhu,100,False,"kautian,taihoa"
舒,8,sir,sir,50,False,khpoo
舒,8,soo,so͘,50,False,kautian
舒,8,tshi,chhi,50,False,kautian
舒,8,tshir,chhir,50,False,kautian
舒,8,si,si,4,False,kautian
舒,8,sṳ,sṳ,1,False,
那,8,nā,nā,3582,False,
那,8,ná,ná,2994,False,"kautian,taihoa,taijit"
那,8,nà,nà,627,False,
那,8,lô,lô,50,False,"kautian,taijit"
那,8,tá,tá,50,False,taijit
那,8,nah,nah,2,False,
那,8,nâ,nâ,2,False,
那,8,na,na,0,False,
硬,8,ngē,ngē,750,False,"kautian,taihoa"
硬,8,ngī,ngī,750,False,"kautian,taijit"
硬,8,gǐng,gěng,50,False,khpoo
硬,8,ngiā,ngiā,50,False,khpoo
硬,8,ngiǎ,ngiǎ,50,False,khpoo
硬,8,ngǐ,ngǐ,50,False,kautian
硬,8,kīng,kēng,1,False,
硬,8,gīng,gēng,0,False,kautian
參,8,tsham,chham,2323,False,"kautian,taihoa,taijit"
參,8,sim,sim,995,False,"kautian,taihoa"
參,8,som,som,331,False,kautian
參,8,sann,saⁿ,50,False,"taihoa,taijit"
參,8,serm,serm,50,False,kautian
參,8,song,song,50,False,"kautian,taihoa"
參,8,tshām,chhām,5,False,
參,8,sam,sam,1,False,kautian
沙,8,sua,soa,1250,False,"kautian,taihoa"
沙,8,sa,sa,250,False,kautian
沙,8,se,se,50,False,kautian
沙,8,see,see,50,False,khpoo
沙,8,sie,sie,50,False,khpoo
沙,8,sà,sà,0,False,
沙,8,sá,sá,0,False,
沙,8,sā,sā,0,False,
予,8,hōo,hō͘,24836,False,"kautian,itaigi"
予,8,hǒo,hǒ͘,50,False,kautian
予,8,ír,ír,50,False,khpoo
予,8,îr,îr,50,False,khpoo
予,8,î,î,11,False,kautian
予,8,û,û,5,False,kautian
予,8,í,í,0,False,kautian
予,8,ú,ú,0,False,kautian
暴,8,pō,pō,300,False,"kautian,taijit"
暴,8,pōo,pō͘,238,False,kautian
暴,8,pok,pok,100,False,kautian
暴,8,pauh,pauh,50,False,taihoa
暴,8,po̍k,po̍k,50,False,kautian
暴,8,pôo,pô͘,50,False,taijit
暴,8,pā,pā,50,False,"kautian,taijit"
暴,8,pho̍k,pho̍k,10,False,
佇,8,tī,tī,47453,False,kautian
佇,8,tír,tír,50,False,khpoo
佇,8,tú,tú,50,False,khpoo
佇,8,tīr,tīr,50,False,kautian
佇,8,tū,tū,50,False,kautian
佇,8,tǐr,tǐr,50,False,kautian
佇,8,thí,thí,1,False,kautian
佇,8,thú,thú,0,False,kautian
迮,8,jiok,jiok,1370,True,"kautian,taihoa"
迮,8,lip,lip,1370,True,kautian
迮,8,giok,giok,50,True,kautian
迮,8,jip,jip,50,True,kautian
迮,8,tsik,chek,50,False,kautian
迮,8,tsip,chip,50,True,kautian
迮,8,tsok,chok,50,False,kautian
迮,8,jik,jek,1,True,kautian
映,8,iānn,iāⁿ,50,False,taijit
映,8,ìng,èng,50,False,kautian
映,8,ǹg,ǹg,3,False,
映,8,ng,ng,2,False,
映,8,n̄g,n̄g,2,False,
映,8,iàng,iàng,0,False,kautian
映,8,iànn,iàⁿ,0,False,taihoa
映,8,iòng,iòng,0,False,kautian
否,8,hónn,hóⁿ,150,False,kautian
否,8,ho͘hⁿ,ho͘hⁿ,15,False,
否,8,hònn,hòⁿ,11,False,
否,8,hóo,hó͘,11,False,
否,8,hōnn,hōⁿ,5,False,
否,8,hőnn,hŏⁿ,1,False,
否,8,phí,phí,1,False,kautian
否,8,hió,hió,0,False,khpoo
袂使得,8,buē-saih-eh,bōe-saih-eh,16,False,kautian
袂使得,8,buē-saih-lit,bōe-saih-lit,16,False,kautian
袂使得,8,buē-saih-tsit,bōe-saih-chit,16,False,kautian
袂使得,8,bē-saih-eh,bē-saih-eh,16,False,kautian
袂使得,8,bē-saih-lit,bē-saih-lit,16,False,kautian
袂使得,8,bē-saih-tsit,bē-saih-chit,16,False,kautian
袂使得,8,bē-sái-tit,bē-sái-tit,11,False,kautian
袂使得,8,buē-sái-tit,bōe-sái-tit,6,False,kautian
培,8,puê,pôe,200,False,kautian
培,8,puē,pōe,100,False,kautian
培,8,piō,piō,50,False,khpoo
培,8,piǒ,piǒ,50,False,khpoo
培,8,pēr,pēr,50,False,khpoo
培,8,pěr,pěr,50,False,khpoo
培,8,pē,pē,4,False,"taijit,khpoo"
培,8,pō̤,pō̤,0,False,
佗,8,tó,tó,834,False,kautian
佗,8,toh,toh,790,False,kautian
佗,8,tah,tah,50,False,kautian
佗,8,thò,thò,50,False,kautian
佗,8,thō,thō,50,False,kautian
佗,8,tio̍h,tio̍h,50,False,kautian
佗,8,tá,tá,50,False,kautian
佗,8,tô,tô,50,False,"kautian,taijit"
斷,8,tn̄g,tn̄g,1722,False,"kautian,taijit"
斷,8,tuān,toān,538,False,"kautian,taijit"
斷,8,tuàn,toàn,430,False,"kautian,taijit"
斷,8,thn̄g,thn̄g,50,False,taijit
斷,8,tuǎn,toǎn,50,False,khpoo
斷,8,tńg,tńg,50,False,taijit
斷,8,tňg,tňg,50,False,kautian
斷,8,tuīnn,tūiⁿ,0,False,kautian
遐,8,hiah,hiah,4016,False,kautian
遐,8,hia,hia,2677,False,"kautian,taihoa"
遐,8,hiâ,hiâ,2677,False,"kautian,taihoa"
遐,8,hiô,hiô,50,False,kautian
遐,8,hêe,hêe,50,False,khpoo
遐,8,hô,hô,50,False,kautian
遐,8,hâ,hâ,10,False,kautian
遐,8,hê,hê,2,False,
袂堪得,8,buē-kham-eh,bōe-kham-eh,16,False,kautian
袂堪得,8,buē-kham-lit,bōe-kham-lit,16,False,kautian
袂堪得,8,buē-kham-tsit,bōe-kham-chit,16,False,kautian
袂堪得,8,bē-kham-eh,bē-kham-eh,16,False,kautian
袂堪得,8,bē-kham-lit,bē-kham-lit,16,False,kautian
袂堪得,8,bē-kham-tsit,bē-kham-chit,16,False,kautian
袂堪得,8,bē-kham-tit,bē-kham-tit,11,False,"kautian,itaigi"
袂堪得,8,buē-kham-tit,bōe-kham-tit,6,False,kautian
間,8,kan,kan,5883,False,"kautian,taijit"
間,8,king,keng,5883,False,"kautian,taihoa,taijit"
間,8,kàn,kàn,653,False,kautian
間,8,kuinn,kuiⁿ,55,False,khpoo
間,8,kirinn,kiriⁿ,50,False,khpoo
間,8,kainn,kaiⁿ,1,False,kautian
間,8,kṳiⁿ,kṳiⁿ,0,False,
間,8,kàinn,kàiⁿ,0,False,taijit
袂記得,8,bē-kì-tit,bē-kì-tit,186,False,kautian
袂記得,8,buē-kì-tit,bōe-kì-tit,98,False,kautian
袂記得,8,buē-kì-eh,bōe-kì-eh,16,False,kautian
袂記得,8,buē-kì-lit,bōe-kì-lit,16,False,kautian
袂記得,8,buē-kì-tsit,bōe-kì-chit,16,False,kautian
袂記得,8,bē-kì-eh,bē-kì-eh,16,False,kautian
袂記得,8,bē-kì-lit,bē-kì-lit,16,False,kautian
袂記得,8,bē-kì-tsit,bē-kì-chit,16,False,kautian
唯,8,hannh,haⁿh,50,False,taijit
唯,8,hânn,hâⁿ,50,False,taijit
唯,8,hā,hā,50,False,taijit
唯,8,hānn,hāⁿ,50,False,taijit
唯,8,uê,ôe,50,False,taijit
唯,8,uî,ûi,50,False,kautian
唯,8,î,î,11,False,"kautian,taijit"
唯,8,uí,úi,1,False,taijit
蟯,8,giô,giô,200,False,"kautian,itaigi,taihoa,taijit"
蟯,8,ngia̍uh,ngia̍uh,150,False,kautian
蟯,8,giâu,giâu,50,False,kautian
蟯,8,jiâu,jiâu,50,False,kautian
蟯,8,liâu,liâu,50,False,kautian
蟯,8,ngiau,ngiau,50,False,taihoa
蟯,8,ngiauh,ngiauh,50,False,taihoa
蟯,8,gió,gió,2,False,
袂講得,8,buē-kóng-eh,bōe-kóng-eh,16,False,kautian
袂講得,8,buē-kóng-lit,bōe-kóng-lit,16,False,kautian
袂講得,8,buē-kóng-tit,bōe-kóng-tit,16,False,kautian
袂講得,8,buē-kóng-tsit,bōe-kóng-chit,16,False,kautian
袂講得,8,bē-kóng-eh,bē-kóng-eh,16,False,kautian
袂講得,8,bē-kóng-lit,bē-kóng-lit,16,False,kautian
袂講得,8,bē-kóng-tit,bē-kóng-tit,16,False,kautian
袂講得,8,bē-kóng-tsit,bē-kóng-chit,16,False,kautian
淡,8,tām,tām,1461,False,"kautian,taijit"
淡,8,tâm,tâm,500,False,
淡,8,tānn,tāⁿ,162,False,kautian
淡,8,tǎm,tǎm,50,False,khpoo
淡,8,tǎnn,tǎⁿ,50,False,khpoo
淡,8,tam,tam,2,False,
淡,8,tàm,tàm,1,False,
淡,8,tòm,tòm,1,False,
咧,8,teh,teh,17229,False,"kautian,itaigi"
咧,8,leh,leh,8857,False,"kautian,itaigi"
咧,8,eh,eh,50,False,khpoo
咧,8,lerh,lerh,50,False,khpoo
咧,8,lia̍t,lia̍t,50,False,kautian
咧,8,lirh,lirh,50,False,khpoo
咧,8,lè,lè,50,False,taijit
咧,8,terh,terh,50,False,khpoo
小兒科,8,siáu-jî-khe,siáu-jî-khe,16,False,"taijit,khpoo"
小兒科,8,siáu-jî-kher,siáu-jî-kher,16,False,khpoo
小兒科,8,siáu-jî-kho,siáu-jî-kho,16,False,"kautian,taihoa"
小兒科,8,siáu-lî-khe,siáu-lî-khe,16,False,khpoo
小兒科,8,siáu-lî-kher,siáu-lî-kher,16,False,khpoo
小兒科,8,siáu-lî-kho,siáu-lî-kho,16,False,kautian
小兒科,8,sió-jî-kho,sió-jî-kho,16,False,kautian
小兒科,8,sió-lî-kho,sió-lî-kho,16,False,kautian
落落,8,lak-lak,lak-lak,25,False,taijit
落落,8,lak-lo̍h,lak-lo̍h,25,False,taihoa
落落,8,la̍k-la̍k,la̍k-la̍k,25,False,taijit
落落,8,la̍uh-la̍uh,lau̍h-lau̍h,25,False,taijit
落落,8,li̍t-li̍t,li̍t-li̍t,25,False,taijit
落落,8,lak--lo̍h,lak--lo̍h,16,False,taihoa
落落,8,lok--lo̍h,lok--lo̍h,16,False,taijit
落落,8,làu-làu,làu-làu,10,False,"kautian,itaigi,taijit"
地,8,tuē,tōe,8822,False,"kautian,taijit"
地,8,tē,tē,8822,False,"kautian,taihoa,taijit"
地,8,tè,tè,363,False,kautian
地,8,tī,tī,181,False,kautian
地,8,terē,tēre,50,False,kautian
地,8,tuě,tǒe,50,False,kautian
地,8,tèr,tèr,50,False,kautian
地,8,tō̤e,tō̤e,0,False,
叨,8,tó,tó,353,False,
叨,8,ler,ler,50,False,kautian
叨,8,lir,lir,50,False,kautian
叨,8,lo,lo,50,False,"kautian,taijit"
叨,8,lor,lor,50,False,kautian
叨,8,lu,lu,50,False,kautian
叨,8,tho,tho,50,False,"kautian,taihoa,taijit"
叨,8,toh,toh,30,False,
徛,8,khiā,khiā,2561,False,kautian
徛,8,khi,khi,50,False,kautian
徛,8,khiǎ,khiǎ,50,False,kautian
徛,8,khā,khā,50,False,khpoo
徛,8,khǎ,khǎ,50,False,khpoo
徛,8,kì,kì,50,False,kautian
徛,8,kī,kī,50,False,khpoo
徛,8,kǐ,kǐ,50,False,khpoo
齊,8,tsuê,chôe,754,False,"kautian,taijit"
齊,8,tsê,chê,754,False,"kautian,taihoa"
齊,8,tsiâu,chiâu,188,False,"kautian,taihoa,taijit"
齊,8,tserê,chêre,50,False,kautian
齊,8,tsir,chir,50,False,khpoo
齊,8,tsâu,châu,50,False,kautian
齊,8,tsu,chu,20,False,khpoo
齊,8,chṳ,chṳ,0,False,
蓮,8,liân,liân,999,False,"kautian,sitbut,taihoa,taijit"
蓮,8,lian,lian,333,False,
蓮,8,nî,nî,139,True,kautian
蓮,8,lián,lián,111,False,kautian
蓮,8,lân,lân,50,False,kautian
蓮,8,nirî,nîri,50,False,khpoo
蓮,8,nuî,nûi,50,False,khpoo
蓮,8,nâi,nâi,0,False,kautian
喂,8,eh,eh,50,False,kautian
喂,8,ueh,oeh,50,False,"kautian,taijit"
喂,8,ui,ui,50,False,kautian
喂,8,uê,ôe,50,False,kautian
喂,8,uì,ùi,50,False,kautian
喂,8,ué,óe,12,False,taijit
喂,8,uè,òe,11,False,
喂,8,ue̋,ŏe,1,False,
供,8,king,keng,150,False,"kautian,taihoa,taijit"
供,8,kiong,kiong,150,False,kautian
供,8,kirínn,kíriⁿ,50,False,khpoo
供,8,kiòng,kiòng,50,False,kautian
供,8,kuínn,kúiⁿ,50,False,khpoo
供,8,káinn,káiⁿ,50,False,khpoo
供,8,kìng,kèng,50,False,"kautian,taihoa"
供,8,kióng,kióng,1,False,
