hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,khpoo,is_variant
錡,kī,50,kī,ki7,ki7,ki,ki,,,True,False
錡,kǐ,50,kǐ,ki6,ki6,ki,ki,,,True,False
錳,bíng,50,béng,bing2,beng2,bing,beng,,,True,False
錸,lâi,50,lâi,lai5,lai5,lai,lai,,,True,False
錼,lāi,50,lāi,lai7,lai7,lai,lai,,,True,False
錼,nāi,50,nāi,nai7,nai7,nai,nai,,,True,False
鍅,huat,50,hoat,huat4,hoat4,huat,hoat,,,True,False
鍆,bûn,50,bûn,bun5,bun5,bun,bun,,,True,False
鍗,terê,50,têre,tere5,tere5,tere,tere,,,True,False
鍗,tuê,50,tôe,tue5,toe5,tue,toe,,,True,False
鍥,kereh,50,kereh,kereh4,kereh4,kereh,kereh,,,True,False
鍩,lo̍k,50,lo̍k,lok8,lok8,lok,lok,,,True,False
鍶,sir,50,sir,sir1,sir1,sir,sir,,,True,False
鍶,su,50,su,su1,su1,su,su,,,True,False
鍺,tsiá,50,chiá,tsia2,chia2,tsia,chia,,,True,False
鍼,tsam,50,cham,tsam1,cham1,tsam,cham,,,True,False
鍼,tserm,50,cherm,tserm1,cherm1,tserm,cherm,,,True,False
鍿,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
鍿,tsu,50,chu,tsu1,chu1,tsu,chu,,,True,False
鎊,pǒng,50,pǒng,pong6,pong6,pong,pong,,,True,False
鎘,keeh,50,keeh,keeh4,keeh4,keeh,keeh,,,True,False
鎘,keh,50,keh,keh4,keh4,keh,keh,,,True,False
鎝,thah,50,thah,thah4,thah4,thah,thah,,,True,False
鎡,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
鎢,io,50,io,io1,io1,io,io,,,True,False
鎢,oo,50,o͘,oo1,oo1,oo,oo,,,True,False
鎬,hǒ,50,hǒ,ho6,ho6,ho,ho,,,True,False
鎵,ke,50,ke,ke1,ke1,ke,ke,,,True,False
鎵,kee,50,kee,kee1,kee1,kee,kee,,,True,False
鎶,ko,50,ko,ko1,ko1,ko,ko,,,True,False
鏣,sìr,50,sìr,sir3,sir3,sir,sir,,,True,False
鏣,sù,50,sù,su3,su3,su,su,,,True,False
鐁,sir,50,sir,sir1,sir1,sir,sir,,,True,False
鐁,su,50,su,su1,su1,su,su,,,True,False
鐌,siōng,50,siōng,siong7,siong7,siong,siong,,,True,False
鐌,siǒng,50,siǒng,siong6,siong6,siong,siong,,,True,False
鐑,keh,50,keh,keh4,keh4,keh,keh,,,True,False
鐑,kereh,50,kereh,kereh4,kereh4,kereh,kereh,,,True,False
鐑,khiat,50,khiat,khiat4,khiat4,khiat,khiat,,,True,False
鐑,kueh,50,koeh,kueh4,koeh4,kueh,koeh,,,True,False
鐒,lô,50,lô,lo5,lo5,lo,lo,,,True,False
鐒,lôo,50,lô͘,loo5,loo5,loo,loo,,,True,False
鐠,phió,50,phió,phio2,phio2,phio,phio,,,True,False
鐠,phóo,50,phó͘,phoo2,phoo2,phoo,phoo,,,True,False
鐨,huì,50,hùi,hui3,hui3,hui,hui,,,True,False
鐻,kìr,50,kìr,kir3,kir3,kir,kir,,,True,False
鐻,kù,50,kù,ku3,ku3,ku,ku,,,True,False
鐽,ta̍t,50,ta̍t,tat8,tat8,tat,tat,,,True,False
鑢,lerè,50,lère,lere3,lere3,lere,lere,,,True,False
鑢,luè,50,lòe,lue3,loe3,lue,loe,,,True,False
鑢,līr,50,līr,lir7,lir7,lir,lir,,,True,False
鑪,liô,50,liô,lio5,lio5,lio,lio,,,True,False
鑫,herm,50,herm,herm1,herm1,herm,herm,,,True,False
鑭,lân,50,lân,lan5,lan5,lan,lan,,,True,False
閑,irînn,50,îriⁿ,irinn5,irinn5,irinn,irinn,,,True,True
閒,irînn,50,îriⁿ,irinn5,irinn5,irinn,irinn,,,True,False
閒,uînn,50,ûiⁿ,uinn5,uinn5,uinn,uinn,,,True,False
間,kirinn,50,kiriⁿ,kirinn1,kirinn1,kirinn,kirinn,,,True,False
閡,hǎi,50,hǎi,hai6,hai6,hai,hai,,,True,False
閭,lîr,50,lîr,lir5,lir5,lir,lir,,,True,False
關,kirinn,50,kiriⁿ,kirinn1,kirinn1,kirinn,kirinn,,,True,False
阜,hǔ,50,hǔ,hu6,hu6,hu,hu,,,True,False
阝,hǔ,50,hǔ,hu6,hu6,hu,hu,,,True,False
阤,tī,50,tī,ti7,ti7,ti,ti,,,True,False
阤,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True,False
阹,khir,50,khir,khir1,khir1,khir,khir,,,True,False
阹,khu,50,khu,khu1,khu1,khu,khu,,,True,False
陁,tī,50,tī,ti7,ti7,ti,ti,,,True,False
陁,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True,False
限,hǎn,50,hǎn,han6,han6,han,han,,,True,False
限,ǎn,50,ǎn,an6,an6,an,an,,,True,False
陛,pě,50,pě,pe6,pe6,pe,pe,,,True,False
陼,tsír,50,chír,tsir2,chir2,tsir,chir,,,True,False
階,kere,50,kere,kere1,kere1,kere,kere,,,True,False
隔,keeh,50,keeh,keeh4,keeh4,keeh,keeh,,,True,False
隱,írn,50,írn,irn2,irn2,irn,irn,,,True,False
隶,tāi,50,tāi,tai7,tai7,tai,tai,,,True,False
隽,tsuān,50,choān,tsuan7,choan7,tsuan,choan,,,True,False
隽,tsuǎn,50,choǎn,tsuan6,choan6,tsuan,choan,,,True,False
隽,tsùn,50,chùn,tsun3,chun3,tsun,chun,,,True,False
雉,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True,False
雋,tsuǎn,50,choǎn,tsuan6,choan6,tsuan,choan,,,True,False
雌,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True,False
雎,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True,False
雎,tshu,50,chhu,tshu1,chhu1,tshu,chhu,,,True,False
雓,îr,50,îr,ir5,ir5,ir,ir,,,True,False
雓,û,50,û,u5,u5,u,u,,,True,False
雥,tsa̍p,50,cha̍p,tsap8,chap8,tsap,chap,,,True,False
雨,hiō,50,hiō,hio7,hio7,hio,hio,,,True,False
霮,tām,50,tām,tam7,tam7,tam,tam,,,True,False
霮,tǎm,50,tǎm,tam6,tam6,tam,tam,,,True,False
靖,tsǐng,50,chěng,tsing6,cheng6,tsing,cheng,,,True,False
靚,tsǐng,50,chěng,tsing6,cheng6,tsing,cheng,,,True,False
靜,tsǐng,50,chěng,tsing6,cheng6,tsing,cheng,,,True,False
靜,tsǐnn,50,chǐⁿ,tsinn6,chinn6,tsinn,chinn,,,True,False
靶,pée,50,pée,pee2,pee2,pee,pee,,,True,False
鞙,hiān,50,hiān,hian7,hian7,hian,hian,,,True,False
鞙,hiǎn,50,hiǎn,hian6,hian6,hian,hian,,,True,False
鞞,pí,50,pí,pi2,pi2,pi,pi,,,True,False
項,hǎng,50,hǎng,hang6,hang6,hang,hang,,,True,False
頉,î,50,î,i5,i5,i,i,,,True,False
頥,î,50,î,i5,i5,i,i,,,True,False
頾,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
頾,tsu,50,chu,tsu1,chu1,tsu,chu,,,True,False
頿,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
頿,tsu,50,chu,tsu1,chu1,tsu,chu,,,True,False
顄,ām,50,ām,am7,am7,am,am,,,True,False
顄,ǎm,50,ǎm,am6,am6,am,am,,,True,False
顥,hǒ,50,hǒ,ho6,ho6,ho,ho,,,True,False
颸,sir,50,sir,sir1,sir1,sir,sir,,,True,False
颸,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True,False
颸,tshu,50,chhu,tshu1,chhu1,tshu,chhu,,,True,False
飍,hiu,50,hiu,hiu1,hiu1,hiu,hiu,,,True,False
飝,hui,50,hui,hui1,hui1,hui,hui,,,True,False
食,sīr,50,sīr,sir7,sir7,sir,sir,,,True,False
飠,si̍t,50,si̍t,sit8,sit8,sit,sit,,,True,False
飺,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True,False
飺,tsû,50,chû,tsu5,chu5,tsu,chu,,,True,False
飼,sīr,50,sīr,sir7,sir7,sir,sir,,,True,False
餈,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True,False
養,tsiūnn,50,chiūⁿ,tsiunn7,chiunn7,tsiunn,chiunn,,,True,False
養,tsiǔnn,50,chiǔⁿ,tsiunn6,chiunn6,tsiunn,chiunn,,,True,False
餘,îr,50,îr,ir5,ir5,ir,ir,,,True,False
餜,ké,50,ké,ke2,ke2,ke,ke,,,True,True
餜,kér,50,kér,ker2,ker2,ker,ker,,,True,False
餜,kóo,50,kó͘,koo2,koo2,koo,koo,,,True,False
饇,ìr,50,ìr,ir3,ir3,ir,ir,,,True,False
饇,ù,50,ù,u3,u3,u,u,,,True,False
饌,tsuǎn,50,choǎn,tsuan6,choan6,tsuan,choan,,,True,False
馫,hing,50,heng,hing1,heng1,hing,heng,,,True,False
馬,bée,50,bée,bee2,bee2,bee,bee,,,True,False
馭,gīr,50,gīr,gir7,gir7,gir,gir,,,True,False
駎,tiū,50,tiū,tiu7,tiu7,tiu,tiu,,,True,False
駎,tiǔ,50,tiǔ,tiu6,tiu6,tiu,tiu,,,True,False
駏,kīr,50,kīr,kir7,kir7,kir,kir,,,True,False
駏,kǐr,50,kǐr,kir6,kir6,kir,kir,,,True,False
駘,tāi,50,tāi,tai7,tai7,tai,tai,,,True,False
駘,tǎi,50,tǎi,tai6,tai6,tai,tai,,,True,False
駛,sír,50,sír,sir2,sir2,sir,sir,,,True,False
駟,sìr,50,sìr,sir3,sir3,sir,sir,,,True,False
駭,hāi,50,hāi,hai7,hai7,hai,hai,,,True,False
駭,hǎi,50,hǎi,hai6,hai6,hai,hai,,,True,False
駴,hāi,50,hāi,hai7,hai7,hai,hai,,,True,False
駴,hǎi,50,hǎi,hai6,hai6,hai,hai,,,True,False
騦,sir,50,sir,sir1,sir1,sir,sir,,,True,False
騦,su,50,su,su1,su1,su,su,,,True,False
驉,hir,50,hir,hir1,hir1,hir,hir,,,True,False
驉,hu,50,hu,hu1,hu1,hu,hu,,,True,False
驔,tiām,50,tiām,tiam7,tiam7,tiam,tiam,,,True,False
驔,tiǎm,50,tiǎm,tiam6,tiam6,tiam,tiam,,,True,False
驘,lê,50,lê,le5,le5,le,le,,,True,False
驘,lêr,50,lêr,ler5,ler5,ler,ler,,,True,False
骯,hōng,50,hōng,hong7,hong7,hong,hong,,,True,False
骯,hǒng,50,hǒng,hong6,hong6,hong,hong,,,True,False
骯,ong,50,ong,ong1,ong1,ong,ong,,,True,False
骴,tsìr,50,chìr,tsir3,chir3,tsir,chir,,,True,False
體,theré,50,thére,there2,there2,there,there,,,True,False
髧,tām,50,tām,tam7,tam7,tam,tam,,,True,False
髧,tǎm,50,tǎm,tam6,tam6,tam,tam,,,True,False
髭,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
鬌,tóo,50,tó͘,too2,too2,too,too,,,True,False
鬌,tōo,50,tō͘,too7,too7,too,too,,,True,False
鬌,tǒo,50,tǒ͘,too6,too6,too,too,,,True,False
鬴,hū,50,hū,hu7,hu7,hu,hu,,,True,False
鬴,hǔ,50,hǔ,hu6,hu6,hu,hu,,,True,False
魖,hir,50,hir,hir1,hir1,hir,hir,,,True,False
魖,hu,50,hu,hu1,hu1,hu,hu,,,True,False
魚,gîr,50,gîr,gir5,gir5,gir,gir,,,True,False
魼,khir,50,khir,khir1,khir1,khir,khir,,,True,False
鮡,tiāu,50,tiāu,tiau7,tiau7,tiau,tiau,,,True,False
鮡,tiǎu,50,tiǎu,tiau6,tiau6,tiau,tiau,,,True,False
鮽,îr,50,îr,ir5,ir5,ir,ir,,,True,False
鮽,û,50,û,u5,u5,u,u,,,True,False
鯔,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
鯗,siūnn,50,siūⁿ,siunn7,siunn7,siunn,siunn,,,True,False
鯗,siǔnn,50,siǔⁿ,siunn6,siunn6,siunn,siunn,,,True,False
鯦,kiū,50,kiū,kiu7,kiu7,kiu,kiu,,,True,False
鯦,kiǔ,50,kiǔ,kiu6,kiu6,kiu,kiu,,,True,False
鯶,hūn,50,hūn,hun7,hun7,hun,hun,,,True,False
鯶,hǔn,50,hǔn,hun6,hun6,hun,hun,,,True,False
鯺,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
鯺,tsu,50,chu,tsu1,chu1,tsu,chu,,,True,False
鰝,hō,50,hō,ho7,ho7,ho,ho,,,True,False
鰝,hǒ,50,hǒ,ho6,ho6,ho,ho,,,True,False
鰤,sir,50,sir,sir1,sir1,sir,sir,,,True,False
鰤,su,50,su,su1,su1,su,su,,,True,False
鰦,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
鰾,piǒ,50,piǒ,pio6,pio6,pio,pio,,,True,False
鱈,seh,50,seh,seh4,seh4,seh,seh,,,True,False
鱈,serh,50,serh,serh4,serh4,serh,serh,,,True,False
鱓,siān,50,siān,sian7,sian7,sian,sian,,,True,False
鱓,siǎn,50,siǎn,sian6,sian6,sian,sian,,,True,False
鱓,tshuānn,50,chhōaⁿ,tshuann7,chhoann7,tshuann,chhoann,,,True,False
鱓,tshuǎnn,50,chhǒaⁿ,tshuann6,chhoann6,tshuann,chhoann,,,True,False
鱔,tshuǎnn,50,chhǒaⁿ,tshuann6,chhoann6,tshuann,chhoann,,,True,False
鱝,hūn,50,hūn,hun7,hun7,hun,hun,,,True,False
鱝,hǔn,50,hǔn,hun6,hun6,hun,hun,,,True,False
鱭,tsē,50,chē,tse7,che7,tse,che,,,True,False
鱭,tsě,50,chě,tse6,che6,tse,che,,,True,False
鱮,sīr,50,sīr,sir7,sir7,sir,sir,,,True,False
鱮,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True,False
鱱,lerē,50,lēre,lere7,lere7,lere,lere,,,True,False
鱻,sian,50,sian,sian1,sian1,sian,sian,,,True,False
鳸,hōo,50,hō͘,hoo7,hoo7,hoo,hoo,,,True,False
鳸,hǒo,50,hǒ͘,hoo6,hoo6,hoo,hoo,,,True,False
鳾,sir,50,sir,sir1,sir1,sir,sir,,,True,False
鳾,su,50,su,su1,su1,su,su,,,True,False
鴒,nirī,50,nīri,niri7,niri7,niri,niri,,,True,False
鴒,nuī,50,nūi,nui7,nui7,nui,nui,,,True,False
鴘,piān,50,piān,pian7,pian7,pian,pian,,,True,False
鴘,piǎn,50,piǎn,pian6,pian6,pian,pian,,,True,False
鴙,tī,50,tī,ti7,ti7,ti,ti,,,True,False
鴙,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True,False
鴜,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
鴜,tsu,50,chu,tsu1,chu1,tsu,chu,,,True,False
鴜,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True,False
鴜,tsû,50,chû,tsu5,chu5,tsu,chu,,,True,False
鴡,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True,False
鴡,tshu,50,chhu,tshu1,chhu1,tshu,chhu,,,True,False
鴽,jîr,50,jîr,jir5,jir5,jir,jir,,,True,False
鴽,lîr,50,lîr,lir5,lir5,lir,lir,,,True,False
鴽,lû,50,lû,lu5,lu5,lu,lu,,,True,False
鵨,sir,50,sir,sir1,sir1,sir,sir,,,True,False
鵨,su,50,su,su1,su1,su,su,,,True,False
鶅,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
鶅,tsu,50,chu,tsu1,chu1,tsu,chu,,,True,False
鶋,kir,50,kir,kir1,kir1,kir,kir,,,True,False
鶳,sir,50,sir,sir1,sir1,sir,sir,,,True,False
鶳,su,50,su,su1,su1,su,su,,,True,False
鶿,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True,False
鷀,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True,False
鷄,kere,50,kere,kere1,kere1,kere,kere,,,True,False
鷠,gîr,50,gîr,gir5,gir5,gir,gir,,,True,False
鷠,gû,50,gû,gu5,gu5,gu,gu,,,True,False
鸒,îr,50,îr,ir5,ir5,ir,ir,,,True,False
鸒,û,50,û,u5,u5,u,u,,,True,False
麔,kiǔ,50,kiǔ,kiu6,kiu6,kiu,kiu,,,True,False
麥,be̍eh,50,be̍eh,beeh8,beeh8,beeh,beeh,,,True,False
麮,khìr,50,khìr,khir3,khir3,khir,khir,,,True,False
麮,khù,50,khù,khu3,khu3,khu,khu,,,True,False
鼁,khìr,50,khìr,khir3,khir3,khir,khir,,,True,False
鼁,khù,50,khù,khu3,khu3,khu,khu,,,True,False
鼈,pih,50,pih,pih4,pih4,pih,pih,,,True,True
鼒,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
鼒,tsu,50,chu,tsu1,chu1,tsu,chu,,,True,False
鼶,sir,50,sir,sir1,sir1,sir,sir,,,True,False
鼶,su,50,su,su1,su1,su,su,,,True,False
鼸,hiām,50,hiām,hiam7,hiam7,hiam,hiam,,,True,False
鼸,hiǎm,50,hiǎm,hiam6,hiam6,hiam,hiam,,,True,False
齊,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
齍,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
齎,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
齎,tsu,50,chu,tsu1,chu1,tsu,chu,,,True,False
齗,gîrn,50,gîrn,girn5,girn5,girn,girn,,,True,False
齜,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
齟,tsīr,50,chīr,tsir7,chir7,tsir,chir,,,True,False
齟,tsū,50,chū,tsu7,chu7,tsu,chu,,,True,False
齟,tsǐr,50,chǐr,tsir6,chir6,tsir,chir,,,True,False
齦,gîrn,50,gîrn,girn5,girn5,girn,girn,,,True,False
齦,khírn,50,khírn,khirn2,khirn2,khirn,khirn,,,True,False
齧,kherè,50,khère,khere3,khere3,khere,khere,,,True,False
齨,kiū,50,kiū,kiu7,kiu7,kiu,kiu,,,True,False
齨,kiǔ,50,kiǔ,kiu6,kiu6,kiu,kiu,,,True,False
齬,gír,50,gír,gir2,gir2,gir,gir,,,True,False
齹,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True,False
齹,tshu,50,chhu,tshu1,chhu1,tshu,chhu,,,True,False
龍,ngirî,50,ngîri,ngiri5,ngiri5,ngiri,ngiri,,,True,False
龍,nguî,50,ngûi,ngui5,ngui5,ngui,ngui,,,True,False
鿫,ò,50,ò,o3,o3,o,o,,,True,False
鿫,òo,50,ò͘,oo3,oo3,oo,oo,,,True,False
鿬,tiân,50,tiân,tian5,tian5,tian,tian,,,True,False
𠕇,tirīnn,50,tīriⁿ,tirinn7,tirinn7,tirinn,tirinn,,,True,False
𠕇,tuīnn,50,tūiⁿ,tuinn7,tuinn7,tuinn,tuinn,,,True,False
𠠝,li̍k,50,le̍k,lik8,lek8,lik,lek,,,True,False
𡻕,hèr,50,hèr,her3,her3,her,her,,,True,False
𢓜,koh,50,koh,koh4,koh4,koh,koh,,,True,False
𣍐,buē,50,bōe,bue7,boe7,bue,boe,,,True,True
𣍐,buě,50,bǒe,bue6,boe6,bue,boe,,,True,False
𣍐,bē,50,bē,be7,be7,be,be,,,True,True
𤏸,to̍h,50,to̍h,toh8,toh8,toh,toh,,,True,True
𤲍,khereh,50,khereh,khereh4,khereh4,khereh,khereh,,,True,False
𤺅,tserè,50,chère,tsere3,chere3,tsere,chere,,,True,False
𤺅,tsheh,50,chheh,tsheh4,chheh4,tsheh,chheh,,,True,False
𤺅,tshe̍h,50,chhe̍h,tsheh8,chheh8,tsheh,chheh,,,True,False
𤺅,tsuè,50,chòe,tsue3,choe3,tsue,choe,,,True,False
𤺅,tsè,50,chè,tse3,che3,tse,che,,,True,False
𤺅,tsèr,50,chèr,tser3,cher3,tser,cher,,,True,False
𥑮,kió,50,kió,kio2,kio2,kio,kio,,,True,False
𥳑,kán,50,kán,kan2,kan2,kan,kan,,,True,False
𧾷,tsiok,50,chiok,tsiok4,chiok4,tsiok,chiok,,,True,False
𧿿,tshír,50,chhír,tshir2,chhir2,tshir,chhir,,,True,False
𧿿,tshú,50,chhú,tshu2,chhu2,tshu,chhu,,,True,False
𨧀,tiō,50,tiō,tio7,tio7,tio,tio,,,True,False
𨧀,tōo,50,tō͘,too7,too7,too,too,,,True,False
𨧀,tǒo,50,tǒ͘,too6,too6,too,too,,,True,False
𨨏,pho,50,pho,pho1,pho1,pho,pho,,,True,False
𨭆,hik,50,hek,hik4,hek4,hik,hek,,,True,False
𨭎,hí,50,hí,hi2,hi2,hi,hi,,,True,False
𨿴,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
𨿴,tsu,50,chu,tsu1,chu1,tsu,chu,,,True,False
𫝙,tshiò,50,chhiò,tshio3,chhio3,tshio,chhio,,,True,True
𫝛,sâng,50,sâng,sang5,sang5,sang,sang,,,True,False
𫝛,sāng,50,sāng,sang7,sang7,sang,sang,,,True,False
𫝞,bū,50,bū,bu7,bu7,bu,bu,,,True,True
𫞳,kàng,50,kàng,kang3,kang3,kang,kang,,,True,False
𫟊,sio̍h,50,sio̍h,sioh8,sioh8,sioh,sioh,,,True,True
𫟣,sōm,50,sōm,som7,som7,som,som,,,True,False
𫟣,sōng,50,sōng,song7,song7,song,song,,,True,False
𬦰,peeh,50,peeh,peeh4,peeh4,peeh,peeh,,,True,False
𰹬,tsn̄g,50,chn̄g,tsng7,chng7,tsng,chng,,,True,False
𲓖,mài,50,mài,mai3,mai3,mai,mai,,,True,False
あげ,á-geh,25,á-geh,a2geh4,a2geh4,ageh,ageh,ag,ag,True,False
あんない,àn-nāi,25,àn-nāi,an3nai7,an3nai7,annai,annai,an,an,True,False
うどん,u-lóng,25,u-lóng,u1long2,u1long2,ulong,ulong,ul,ul,True,False
うんちゃん,ùn-tsiàng,25,ùn-chiàng,un3tsiang3,un3chiang3,untsiang,unchiang,ut,uc,True,False
おうえん,őo-ián,25,ŏ͘-ián,oo1ian2,oo9ian2,ooian,ooian,oi,oi,True,False
おでん,oo-lián,25,o͘-lián,oo1lian2,oo1lian2,oolian,oolian,ol,ol,True,False
お田,oo-lián,25,o͘-lián,oo1lian2,oo1lian2,oolian,oolian,ol,ol,True,False
かあさん,khà-sàng,25,khà-sàng,kha3sang3,kha3sang3,khasang,khasang,ks,ks,True,False
かあちゃん,khà-tsiàng,25,khà-chiàng,kha3tsiang3,kha3chiang3,khatsiang,khachiang,kt,kc,True,False
かな,khá-nah,25,khá-nah,kha2nah4,kha2nah4,khanah,khanah,kn,kn,True,False
かばん,kha-báng,25,kha-báng,kha1bang2,kha1bang2,khabang,khabang,kb,kb,True,False
かんじょう,kha̋n-jióo,25,khăn-jió͘,khan1jioo2,khan9jioo2,khanjioo,khanjioo,kj,kj,True,False
かんそう,kha̋n-sóo,25,khăn-só͘,khan1soo2,khan9soo2,khansoo,khansoo,ks,ks,True,False
かんばん,kha̋ng-páng,25,khăng-páng,khang1pang2,khang9pang2,khangpang,khangpang,kp,kp,True,False
がら,gá-lah,25,gá-lah,ga2lah4,ga2lah4,galah,galah,gl,gl,True,False
きって,khit-teh,25,khit-teh,khit4teh4,khit4teh4,khitteh,khitteh,kt,kt,True,False
きゃはん,khiā-hang,25,khiā-hang,khia7hang1,khia7hang1,khiahang,khiahang,kh,kh,True,False
きゅうけい,khiű-khé,25,khiŭ-khé,khiu1khe2,khiu9khe2,khiukhe,khiukhe,kk,kk,True,False
こんぶ,khòng-buh,25,khòng-buh,khong3buh4,khong3buh4,khongbuh,khongbuh,kb,kb,True,False
ごぼう,gōo-bōo,25,gō͘-bō͘,goo7boo7,goo7boo7,gooboo,gooboo,gb,gb,True,False
さんそ,sàng-sòo,25,sàng-sò͘,sang3soo3,sang3soo3,sangsoo,sangsoo,ss,ss,True,False
さんま,sàn-bah,25,sàn-bah,san3bah4,san3bah4,sanbah,sanbah,sb,sb,True,False
しゃしん,sia-sín,25,sia-sín,sia1sin2,sia1sin2,siasin,siasin,ss,ss,True,False
しょくパン,sio̍k-pháng,25,sio̍k-pháng,siok8phang2,siok8phang2,siokphang,siokphang,sp,sp,True,False
じょうとう,jió-toh,25,jió-toh,jio2toh4,jio2toh4,jiotoh,jiotoh,jt,jt,True,False
すし,sú-sih,25,sú-sih,su2sih4,su2sih4,susih,susih,ss,ss,True,False
せんせい,sia̋n-sé,25,siăn-sé,sian1se2,sian9se2,sianse,sianse,ss,ss,True,False
せんぱい,sia̋n-pái,25,siăn-pái,sian1pai2,sian9pai2,sianpai,sianpai,sp,sp,True,False
たこ,thak-khooh,25,thak-kho͘h,thak4khooh4,thak4khooh4,thakkhooh,thakkhooh,tk,tk,True,False
たび,that-bí,25,that-bí,that4bi2,that4bi2,thatbi,thatbi,tb,tb,True,False
たんす,thàng-sù,25,thàng-sù,thang3su3,thang3su3,thangsu,thangsu,ts,ts,True,False
とうさん,tòo-sàng,25,tò͘-sàng,too3sang3,too3sang3,toosang,toosang,ts,ts,True,False
にんじん,li̋n-jín,25,lĭn-jín,lin1jin2,lin9jin2,linjin,linjin,lj,lj,True,False
ねえちゃん,nè-tsiàng,25,nè-chiàng,ne3tsiang3,ne3chiang3,netsiang,nechiang,nt,nc,True,False
のうしんとう,nőo-sín,25,nŏ͘-sín,noo1sin2,noo9sin2,noosin,noosin,ns,ns,True,False
のり,nóo-lih,25,nó͘-lih,noo2lih4,noo2lih4,noolih,noolih,nl,nl,True,False
はんごう,ha̋ng-góo,25,hăng-gó͘,hang1goo2,hang9goo2,hanggoo,hanggoo,hg,hg,True,False
ばいきん,ba̋i-khín,25,băi-khín,bai1khin2,bai9khin2,baikhin,baikhin,bk,bk,True,False
ふろ,hú-looh,25,hú-lo͘h,hu2looh4,hu2looh4,hulooh,hulooh,hl,hl,True,False
まんが,bàng-gà,25,bàng-gà,bang3ga3,bang3ga3,bangga,bangga,bg,bg,True,False
みそ,mí-soh,25,mí-soh,mi2soh4,mi2soh4,misoh,misoh,ms,ms,True,False
みそ,mí-sooh,25,mí-so͘h,mi2sooh4,mi2sooh4,misooh,misooh,ms,ms,True,False
めいし,mè-sì,25,mè-sì,me3si3,me3si3,mesi,mesi,ms,ms,True,False
やみ,iá-mih,25,iá-mih,ia2mih4,ia2mih4,iamih,iamih,im,im,True,False
ゆり,iú-lih,25,iú-lih,iu2lih4,iu2lih4,iulih,iulih,il,il,True,False
ようかん,iő-káng,25,iŏ-káng,io1kang2,io9kang2,iokang,iokang,ik,ik,True,False
よび,ió-bih,25,ió-bih,io2bih4,io2bih4,iobih,iobih,ib,ib,True,False
りんご,lìn-gòo,25,lìn-gò͘,lin3goo3,lin3goo3,lingoo,lingoo,lg,lg,True,False
れんたん,lia̋n-táng,25,liăn-táng,lian1tang2,lian9tang2,liantang,liantang,lt,lt,True,False
アウト,àu-tsirh,25,àu-chirh,au3tsirh4,au3chirh4,autsirh,auchirh,at,ac,True,False
アウト,àu-tsuh,25,àu-chuh,au3tsuh4,au3chuh4,autsuh,auchuh,at,ac,True,False
エンジン,ia̋n-jín,25,iăn-jín,ian1jin2,ian9jin2,ianjin,ianjin,ij,ij,True,False
オーバー,òo-bà,25,ò͘-bà,oo3ba3,oo3ba3,ooba,ooba,ob,ob,True,False
カーテン,kha-tián,25,kha-tián,kha1tian2,kha1tian2,khatian,khatian,kt,kt,True,False
ガス,gá-suh,25,gá-suh,ga2suh4,ga2suh4,gasuh,gasuh,gs,gs,True,False
キロ,khí-looh,25,khí-lo͘h,khi2looh4,khi2looh4,khilooh,khilooh,kl,kl,True,False
ギター,gì-tà,25,gì-tà,gi3ta3,gi3ta3,gita,gita,gt,gt,True,False
クォータ,khòo-tah,25,khò͘-tah,khoo3tah4,khoo3tah4,khootah,khootah,kt,kt,True,False
