tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,taihoa
tsáu--lâi,走來,16,cháu--lâi,tsau2lai5,chau2lai5,tsaulai,chaulai,tl,cl,True
tsáu-tshut-lâi,走出來,16,cháu-chhut-lâi,tsau2tshut1lai5,chau2chhut1lai5,tsautshutlai,chauchhutlai,ttl,ccl,True
tsáu-tshut-kann,走出監,16,cháu-chhut-kaⁿ,tsau2tshut1kann1,chau2chhut1kann1,tsautshutkann,chauchhutkann,ttk,cck,True
tsáu--khì,走去,16,cháu--khì,tsau2khi3,chau2khi3,tsaukhi,chaukhi,tk,ck,True
tsáu-phùn-phùn,走噴噴,16,cháu-phùn-phùn,tsau2phun3phun3,chau2phun3phun3,tsauphunphun,chauphunphun,tpp,cpp,True
tsáu-uî-tshiûnn,走圍牆,16,cháu-ûi-chhiûⁿ,tsau2ui5tshiunn5,chau2ui5chhiunn5,tsauuitshiunn,chauuichhiunn,tut,cuc,True
tsáu-pha-pha,走拋拋,16,cháu-pha-pha,tsau2pha1pha1,chau2pha1pha1,tsauphapha,chauphapha,tpp,cpp,True
tsáu-tsuí-ê,走水的,16,cháu-chúi-ê,tsau2tsui2e5,chau2chui2e5,tsautsuie,chauchuie,tte,cce,True
tsáu-tsuí-huàn,走水販,16,cháu-chúi-hoàn,tsau2tsui2huan3,chau2chui2hoan3,tsautsuihuan,chauchuihoan,tth,cch,True
tsáu-kang-ôo,走江湖,16,cháu-kang-ô͘,tsau2kang1oo5,chau2kang1oo5,tsaukangoo,chaukangoo,tko,cko,True
tsáu-bô-lōo,走無路,16,cháu-bô-lō͘,tsau2bo5loo7,chau2bo5loo7,tsauboloo,chauboloo,tbl,cbl,True
tsáu-sio-lia̍h,走相掠,16,cháu-sio-lia̍h,tsau2sio1liah8,chau2sio1liah8,tsausioliah,chausioliah,tsl,csl,True
tsáu-sio-jik,走相迮,16,cháu-sio-jek,tsau2sio1jik1,chau2sio1jek1,tsausiojik,chausiojek,tsj,csj,True
tsáu-su-àn,走私案,16,cháu-su-àn,tsau2su1an3,chau2su1an3,tsausuan,chausuan,tsa,csa,True
tsáu-sià-bé,走赦馬,16,cháu-sià-bé,tsau2sia3be2,chau2sia3be2,tsausiabe,chausiabe,tsb,csb,True
tsáu-kuè-tshiú,走過手,16,cháu-kòe-chhiú,tsau2kue3tshiu2,chau2koe3chhiu2,tsaukuetshiu,chaukoechhiu,tkt,ckc,True
tsáu-tn̂g-bā,走長碼,16,cháu-tn̂g-bā,tsau2tng5ba7,chau2tng5ba7,tsautngba,chautngba,ttb,ctb,True
tsáu--khui,走開,16,cháu--khui,tsau2khui1,chau2khui1,tsaukhui,chaukhui,tk,ck,True
tsáu-bé-hông,走馬hông,16,cháu-bé-hông,tsau2be2hong5,chau2be2hong5,tsaubehong,chaubehong,tbh,cbh,True
tsáu-bé-âu,走馬喉,16,cháu-bé-âu,tsau2be2au5,chau2be2au5,tsaubeau,chaubeau,tba,cba,True
tsáu-bé-lông,走馬廊,16,cháu-bé-lông,tsau2be2long5,chau2be2long5,tsaubelong,chaubelong,tbl,cbl,True
tsáu-bé-ting,走馬燈,16,cháu-bé-teng,tsau2be2ting1,chau2be2teng1,tsaubeting,chaubeteng,tbt,cbt,True
tsáu-bé-hong,走馬風,16,cháu-bé-hong,tsau2be2hong1,chau2be2hong1,tsaubehong,chaubehong,tbh,cbh,True
hù-āu-tshiú,赴後手,16,hù-āu-chhiú,hu3au7tshiu2,hu3au7chhiu2,huautshiu,huauchhiu,hat,hac,True
hù-lâu-tsuí,赴流水,16,hù-lâu-chúi,hu3lau5tsui2,hu3lau5chui2,hulautsui,hulauchui,hlt,hlc,True
hù-tio̍h-tsia̍h,赴著食,16,hù-tio̍h-chia̍h,hu3tioh8tsiah8,hu3tioh8chiah8,hutiohtsiah,hutiohchiah,htt,htc,True
khí-gīn-sîn,起gīn神,16,khí-gīn-sîn,khi2gin7sin5,khi2gin7sin5,khiginsin,khiginsin,kgs,kgs,True
khí-iau-kông,起iau狂,16,khí-iau-kông,khi2iau1kong5,khi2iau1kong5,khiiaukong,khiiaukong,kik,kik,True
khí-khiàn-thâu,起khiàn頭,16,khí-khiàn-thâu,khi2khian3thau5,khi2khian3thau5,khikhianthau,khikhianthau,kkt,kkt,True
khí-khiàn-kóo,起khiàn鼓,16,khí-khiàn-kó͘,khi2khian3koo2,khi2khian3koo2,khikhiankoo,khikhiankoo,kkk,kkk,True
khí-sū-tuan,起事端,16,khí-sū-toan,khi2su7tuan1,khi2su7toan1,khisutuan,khisutoan,kst,kst,True
khí-gōo-khoo,起五箍,16,khí-gō͘-kho͘,khi2goo7khoo1,khi2goo7khoo1,khigookhoo,khigookhoo,kgk,kgk,True
khí-kau-penn,起交拼,16,khí-kau-peⁿ,khi2kau1penn1,khi2kau1penn1,khikaupenn,khikaupenn,kkp,kkp,True
khí-tshìn-nah,起凊吶,16,khí-chhìn-nah,khi2tshin3nah1,khi2chhin3nah1,khitshinnah,khichhinnah,ktn,kcn,True
khí-tshìn-mooh,起凊瘼,16,khí-chhìn-mo͘h,khi2tshin3mooh1,khi2chhin3mooh1,khitshinmooh,khichhinmooh,ktm,kcm,True
khí-ka-iam,起加陰,16,khí-ka-iam,khi2ka1iam1,khi2ka1iam1,khikaiam,khikaiam,kki,kki,True
khí-tōng-tio̍h,起動著,16,khí-tōng-tio̍h,khi2tong7tioh8,khi2tong7tioh8,khitongtioh,khitongtioh,ktt,ktt,True
khí--khì,起去,16,khí--khì,khi2khi3,khi2khi3,khikhi,khikhi,kk,kk,True
khí-huán-hiau,起反僥,16,khí-hoán-hiau,khi2huan2hiau1,khi2hoan2hiau1,khihuanhiau,khihoanhiau,khh,khh,True
khí-phuì-bīn,起呸面,16,khí-phùi-bīn,khi2phui3bin7,khi2phui3bin7,khiphuibin,khiphuibin,kpb,kpb,True
khí-in-tī,起因tī,16,khí-in-tī,khi2in1ti7,khi2in1ti7,khiinti,khiinti,kit,kit,True
khí-ki-tsóo,起基祖,16,khí-ki-chó͘,khi2ki1tsoo2,khi2ki1choo2,khikitsoo,khikichoo,kkt,kkc,True
khí-tuā-tánn,起大膽,16,khí-tōa-táⁿ,khi2tua7tann2,khi2toa7tann2,khituatann,khitoatann,ktt,ktt,True
khí-sìng-tē,起性地,16,khí-sèng-tē,khi2sing3te7,khi2seng3te7,khisingte,khisengte,kst,kst,True
khí-ok-bīn,起惡面,16,khí-ok-bīn,khi2ok1bin7,khi2ok1bin7,khiokbin,khiokbin,kob,kob,True
khí-ài-tshiò,起愛笑,16,khí-ài-chhiò,khi2ai3tshio3,khi2ai3chhio3,khiaitshio,khiaichhio,kat,kac,True
khí-àu-náu,起懊惱,16,khí-àu-náu,khi2au3nau2,khi2au3nau2,khiaunau,khiaunau,kan,kan,True
khí-gōng-bīn,起戇面,16,khí-gōng-bīn,khi2gong7bin7,khi2gong7bin7,khigongbin,khigongbin,kgb,kgb,True
khí-bán-bīn,起挽面,16,khí-bán-bīn,khi2ban2bin7,khi2ban2bin7,khibanbin,khibanbin,kbb,kbb,True
khí-nuâ-thâu,起攔頭,16,khí-nôa-thâu,khi2nua5thau5,khi2noa5thau5,khinuathau,khinoathau,knt,knt,True
khí-kiù-ping,起救兵,16,khí-kiù-peng,khi2kiu3ping1,khi2kiu3peng1,khikiuping,khikiupeng,kkp,kkp,True
khí-khik-thâu,起曲頭,16,khí-khek-thâu,khi2khik1thau5,khi2khek1thau5,khikhikthau,khikhekthau,kkt,kkt,True
khí-tshâ-thâu,起柴頭,16,khí-chhâ-thâu,khi2tsha5thau5,khi2chha5thau5,khitshathau,khichhathau,ktt,kct,True
khí-huâinn-sim,起橫心,16,khí-hoâiⁿ-sim,khi2huainn5sim1,khi2hoainn5sim1,khihuainnsim,khihoainnsim,khs,khs,True
khí-pháinn-bīn,起歹面,16,khí-pháiⁿ-bīn,khi2phainn2bin7,khi2phainn2bin7,khiphainnbin,khiphainnbin,kpb,kpb,True
khí-sat-sim,起殺心,16,khí-sat-sim,khi2sat1sim1,khi2sat1sim1,khisatsim,khisatsim,kss,kss,True
khí-sat-tánn,起殺膽,16,khí-sat-táⁿ,khi2sat1tann2,khi2sat1tann2,khisattann,khisattann,kst,kst,True
khí-mn̂g-kńg,起毛管,16,khí-mn̂g-kńg,khi2mng5kng2,khi2mng5kng2,khimngkng,khimngkng,kmk,kmk,True
khí-tsuí-phā,起水皰,16,khí-chúi-phā,khi2tsui2pha7,khi2chui2pha7,khitsuipha,khichuipha,ktp,kcp,True
khí-bông-bū,起濛霧,16,khí-bông-bū,khi2bong5bu7,khi2bong5bu7,khibongbu,khibongbu,kbb,kbb,True
khí-hué-sio,起火燒,16,khí-hóe-sio,khi2hue2sio1,khi2hoe2sio1,khihuesio,khihoesio,khs,khs,True
khí-oo-tshenn,起烏青,16,khí-o͘-chheⁿ,khi2oo1tshenn1,khi2oo1chhenn1,khiootshenn,khioochhenn,kot,koc,True
khí-bô-khang,起無空,16,khí-bô-khang,khi2bo5khang1,khi2bo5khang1,khibokhang,khibokhang,kbk,kbk,True
khí-káu-tu,起狗株,16,khí-káu-tu,khi2kau2tu1,khi2kau2tu1,khikautu,khikautu,kkt,kkt,True
khí-uì-kuânn,起畏寒,16,khí-ùi-kôaⁿ,khi2ui3kuann5,khi2ui3koann5,khiuikuann,khiuikoann,kuk,kuk,True
khí-gî-sim,起疑心,16,khí-gî-sim,khi2gi5sim1,khi2gi5sim1,khigisim,khigisim,kgs,kgs,True
khí-siáu-kông,起痟狂,16,khí-siáu-kông,khi2siau2kong5,khi2siau2kong5,khisiaukong,khisiaukong,ksk,ksk,True
khí-lui-tui,起癗堆,16,khí-lui-tui,khi2lui1tui1,khi2lui1tui1,khiluitui,khiluitui,klt,klt,True
khí-sîn-king,起神經,16,khí-sîn-keng,khi2sin5king1,khi2sin5keng1,khisinking,khisinkeng,ksk,ksk,True
khí-hō-tshenn,起禍星,16,khí-hō-chheⁿ,khi2ho7tshenn1,khi2ho7chhenn1,khihotshenn,khihochhenn,kht,khc,True
khí-khang-sún,起空榫,16,khí-khang-sún,khi2khang1sun2,khi2khang1sun2,khikhangsun,khikhangsun,kks,kks,True
khí-tshoo-tshân,起粗殘,16,khí-chho͘-chhân,khi2tshoo1tshan5,khi2chhoo1chhan5,khitshootshan,khichhoochhan,ktt,kcc,True
khí-tōo-tîng,起肚亭,16,khí-tō͘-têng,khi2too7ting5,khi2too7teng5,khitooting,khitooteng,ktt,ktt,True
khí-kha-lap,起腳lap,16,khí-kha-lap,khi2kha1lap1,khi2kha1lap1,khikhalap,khikhalap,kkl,kkl,True
khí-kha-lōng,起腳lōng,16,khí-kha-lōng,khi2kha1long7,khi2kha1long7,khikhalong,khikhalong,kkl,kkl,True
khí-kha-that,起腳踢,16,khí-kha-that,khi2kha1that1,khi2kha1that1,khikhathat,khikhathat,kkt,kkt,True
khí-kū-tsìng,起舊症,16,khí-kū-chèng,khi2ku7tsing3,khi2ku7cheng3,khikutsing,khikucheng,kkt,kkc,True
khí-hue-bīn,起花面,16,khí-hoe-bīn,khi2hue1bin7,khi2hoe1bin7,khihuebin,khihoebin,khb,khb,True
khí-lo̍h-tsûn,起落船,16,khí-lo̍h-chûn,khi2loh8tsun5,khi2loh8chun5,khilohtsun,khilohchun,klt,klc,True
khí-lo̍h-huè,起落貨,16,khí-lo̍h-hòe,khi2loh8hue3,khi2loh8hoe3,khilohhue,khilohhoe,klh,klh,True
khí-io̍h-to̍k,起藥毒,16,khí-io̍h-to̍k,khi2ioh8tok8,khi2ioh8tok8,khiiohtok,khiiohtok,kit,kit,True
khí-io̍h-tshi,起藥蛆,16,khí-io̍h-chhi,khi2ioh8tshi1,khi2ioh8chhi1,khiiohtshi,khiiohchhi,kit,kic,True
khí-kau-lîng,起蛟龍,16,khí-kau-lêng,khi2kau1ling5,khi2kau1leng5,khikauling,khikauleng,kkl,kkl,True
khí-uē-tú,起話抵,16,khí-ōe-tú,khi2ue7tu2,khi2oe7tu2,khiuetu,khioetu,kut,kot,True
khí-uē-tshenn,起話星,16,khí-ōe-chheⁿ,khi2ue7tshenn1,khi2oe7chhenn1,khiuetshenn,khioechhenn,kut,koc,True
khí-tsiú-siáu,起酒siáu,16,khí-chiú-siáu,khi2tsiu2siau2,khi2chiu2siau2,khitsiusiau,khichiusiau,kts,kcs,True
khí-tsiú-kông,起酒狂,16,khí-chiú-kông,khi2tsiu2kong5,khi2chiu2kong5,khitsiukong,khichiukong,ktk,kck,True
khí-tsiú-hong,起酒瘋,16,khí-chiú-hong,khi2tsiu2hong1,khi2chiu2hong1,khitsiuhong,khichiuhong,kth,kch,True
khí-tāng-tshiú,起重手,16,khí-tāng-chhiú,khi2tang7tshiu2,khi2tang7chhiu2,khitangtshiu,khitangchhiu,ktt,ktc,True
khí-tiōng-ki,起重機,16,khí-tiōng-ki,khi2tiong7ki1,khi2tiong7ki1,khitiongki,khitiongki,ktk,ktk,True
khí-hong-íng,起風湧,16,khí-hong-éng,khi2hong1ing2,khi2hong1eng2,khihonging,khihongeng,khi,khe,True
khí-hong-thai,起風颱,16,khí-hong-thai,khi2hong1thai1,khi2hong1thai1,khihongthai,khihongthai,kht,kht,True
khí-bé-toh,起馬桌,16,khí-bé-toh,khi2be2toh1,khi2be2toh1,khibetoh,khibetoh,kbt,kbt,True
khí-môo-kong,起魔公,16,khí-mô͘-kong,khi2moo5kong1,khi2moo5kong1,khimookong,khimookong,kmk,kmk,True
thàn--lâng,趁人,16,thàn--lâng,than3lang5,than3lang5,thanlang,thanlang,tl,tl,True
thàn-tuā-tsînn,趁大錢,16,thàn-tōa-chîⁿ,than3tua7tsinn5,than3toa7chinn5,thantuatsinn,thantoachinn,ttt,ttc,True
thàn-sî-kiânn,趁時行,16,thàn-sî-kiâⁿ,than3si5kiann5,than3si5kiann5,thansikiann,thansikiann,tsk,tsk,True
thàn-ki-huē,趁機會,16,thàn-ki-hōe,than3ki1hue7,than3ki1hoe7,thankihue,thankihoe,tkh,tkh,True
thàn-huâinn-tsâi,趁橫財,16,thàn-hoâiⁿ-châi,than3huainn5tsai5,than3hoainn5chai5,thanhuainntsai,thanhoainnchai,tht,thc,True
thàn-lâu-pái,趁流擺,16,thàn-lâu-pái,than3lau5pai2,than3lau5pai2,thanlaupai,thanlaupai,tlp,tlp,True
thàn-lâu-tsuí,趁流水,16,thàn-lâu-chúi,than3lau5tsui2,than3lau5chui2,thanlautsui,thanlauchui,tlt,tlc,True
thàn-khang-phāng,趁空縫,16,thàn-khang-phāng,than3khang1phang7,than3khang1phang7,thankhangphang,thankhangphang,tkp,tkp,True
thàn-kha-kiânn,趁腳行,16,thàn-kha-kiâⁿ,than3kha1kiann5,than3kha1kiann5,thankhakiann,thankhakiann,tkk,tkk,True
thàn-tsia̍h-lâng,趁食人,16,thàn-chia̍h-lâng,than3tsiah8lang5,than3chiah8lang5,thantsiahlang,thanchiahlang,ttl,tcl,True
thàn-tsia̍h-té,趁食底,16,thàn-chia̍h-té,than3tsiah8te2,than3chiah8te2,thantsiahte,thanchiahte,ttt,tct,True
tshiau-tuā-hîng,超大型,16,chhiau-tōa-hêng,tshiau1tua7hing5,chhiau1toa7heng5,tshiautuahing,chhiautoaheng,tth,cth,True
tshiau-tō-thé,超導體,16,chhiau-tō-thé,tshiau1to7the2,chhiau1to7the2,tshiautothe,chhiautothe,ttt,ctt,True
thiau-ì-kang,超意工,16,thiau-ì-kang,thiau1i3kang1,thiau1i3kang1,thiauikang,thiauikang,tik,tik,True
tshiau-kuè-lâng,超過人,16,chhiau-kòe-lâng,tshiau1kue3lang5,chhiau1koe3lang5,tshiaukuelang,chhiaukoelang,tkl,ckl,True
tshiau-im-pho,超音波,16,chhiau-im-pho,tshiau1im1pho1,chhiau1im1pho1,tshiauimpho,chhiauimpho,tip,cip,True
lú-lâi-lú,越來越,16,lú-lâi-lú,lu2lai5lu2,lu2lai5lu2,lulailu,lulailu,lll,lll,True
ua̍t-tó-sin,越倒身,16,oa̍t-tó-sin,uat8to2sin1,oat8to2sin1,uattosin,oattosin,uts,ots,True
ua̍t-liām-tsheh,越念冊,16,oa̍t-liām-chheh,uat8liam7tsheh1,oat8liam7chheh1,uatliamtsheh,oatliamchheh,ult,olc,True
ua̍t-tńg-sin,越轉身,16,oa̍t-tńg-sin,uat8tng2sin1,oat8tng2sin1,uattngsin,oattngsin,uts,ots,True
ua̍t-thâu-khuànn,越頭看,16,oa̍t-thâu-khòaⁿ,uat8thau5khuann3,oat8thau5khoann3,uatthaukhuann,oatthaukhoann,utk,otk,True
tiô-kha-ke,趒腳雞,16,tiô-kha-ke,tio5kha1ke1,tio5kha1ke1,tiokhake,tiokhake,tkk,tkk,True
tiô-khí-lâi,趒起來,16,tiô-khí-lâi,tio5khi2lai5,tio5khi2lai5,tiokhilai,tiokhilai,tkl,tkl,True
kuánn-bē-tio̍h,趕bē著,16,kóaⁿ-bē-tio̍h,kuann2be7tioh8,koann2be7tioh8,kuannbetioh,koannbetioh,kbt,kbt,True
kuánn-bē-hù,趕bē赴,16,kóaⁿ-bē-hù,kuann2be7hu3,koann2be7hu3,kuannbehu,koannbehu,kbh,kbh,True
kuánn-mê-kang,趕暝工,16,kóaⁿ-mê-kang,kuann2me5kang1,koann2me5kang1,kuannmekang,koannmekang,kmk,kmk,True
kuánn-ē-tio̍h,趕會著,16,kóaⁿ-ē-tio̍h,kuann2e7tioh8,koann2e7tioh8,kuannetioh,koannetioh,ket,ket,True
kuánn-ē-hù,趕會赴,16,kóaⁿ-ē-hù,kuann2e7hu3,koann2e7hu3,kuannehu,koannehu,keh,keh,True
kuánn-tshiāng-tshiāng,趕沖沖,16,kóaⁿ-chhiāng-chhiāng,kuann2tshiang7tshiang7,koann2chhiang7chhiang7,kuanntshiangtshiang,koannchhiangchhiang,ktt,kcc,True
kuánn-kín-tāi,趕緊代,16,kóaⁿ-kín-tāi,kuann2kin2tai7,koann2kin2tai7,kuannkintai,koannkintai,kkt,kkt,True
kuánn-kín-pái,趕緊擺,16,kóaⁿ-kín-pái,kuann2kin2pai2,koann2kin2pai2,kuannkinpai,koannkinpai,kkp,kkp,True
kuánn-kín-kín,趕緊緊,16,kóaⁿ-kín-kín,kuann2kin2kin2,koann2kin2kin2,kuannkinkin,koannkinkin,kkk,kkk,True
tiō-khong-īn,趙匡胤,16,tiō-khong-īn,tio7khong1in7,tio7khong1in7,tiokhongin,tiokhongin,tki,tki,True
tshù-bī-sìng,趣味性,16,chhù-bī-sèng,tshu3bi7sing3,chhu3bi7seng3,tshubising,chhubiseng,tbs,cbs,True
tshu-liu-lông,趨溜籠,16,chhu-liu-lông,tshu1liu1long5,chhu1liu1long5,tshuliulong,chhuliulong,tll,cll,True
tshu-tshu-á,趨趨仔,16,chhu-chhu-á,tshu1tshu1a2,chhu1chhu1a2,tshutshua,chhuchhua,tta,cca,True
tsiok-hun-kim,足分金,16,chiok-hun-kim,tsiok1hun1kim1,chiok1hun1kim1,tsiokhunkim,chiokhunkim,thk,chk,True
tsiok-sim-guān,足心願,16,chiok-sim-goān,tsiok1sim1guan7,chiok1sim1goan7,tsioksimguan,chioksimgoan,tsg,csg,True
tsiok-siânn-kim,足成金,16,chiok-siâⁿ-kim,tsiok1siann5kim1,chiok1siann5kim1,tsioksiannkim,chioksiannkim,tsk,csk,True
tsiok-oo-kim,足烏金,16,chiok-o͘-kim,tsiok1oo1kim1,chiok1oo1kim1,tsiokookim,chiokookim,tok,cok,True
tsiok-sik-gîn,足色銀,16,chiok-sek-gîn,tsiok1sik1gin5,chiok1sek1gin5,tsioksikgin,chioksekgin,tsg,csg,True
tsiok-tshiah-kim,足赤金,16,chiok-chhiah-kim,tsiok1tshiah1kim1,chiok1chhiah1kim1,tsioktshiahkim,chiokchhiahkim,ttk,cck,True
pua̍h-tshit-thô,跋chhit-thô,16,poa̍h-chhit-thô,puah8tshit1tho5,poah8chhit1tho5,puahtshittho,poahchhittho,ptt,pct,True
pua̍h-tsi̍t-tó,跋一倒,16,poa̍h-chi̍t-tó,puah8tsit8to2,poah8chit8to2,puahtsitto,poahchitto,ptt,pct,True
pua̍h-si̍p-pat,跋十八,16,poa̍h-si̍p-pat,puah8sip8pat1,poah8sip8pat1,puahsippat,poahsippat,psp,psp,True
pua̍h-sù-sik,跋四色,16,poa̍h-sù-sek,puah8su3sik1,poah8su3sek1,puahsusik,poahsusek,pss,pss,True
pua̍h-sim-sik,跋心適,16,poa̍h-sim-sek,puah8sim1sik1,poah8sim1sek1,puahsimsik,poahsimsek,pss,pss,True
pua̍h-pâi-á,跋牌仔,16,poa̍h-pâi-á,puah8pai5a2,poah8pai5a2,puahpaia,poahpaia,ppa,ppa,True
pua̍h--lo̍h,跋落,16,poa̍h--lo̍h,puah8loh8,poah8loh8,puahloh,poahloh,pl,pl,True
pua̍h-lo̍h-tsuí,跋落水,16,poa̍h-lo̍h-chúi,puah8loh8tsui2,poah8loh8chui2,puahlohtsui,poahlohchui,plt,plc,True
pua̍h-lo̍h-bé,跋落馬,16,poa̍h-lo̍h-bé,puah8loh8be2,poah8loh8be2,puahlohbe,poahlohbe,plb,plb,True
pua̍h-su-kiáu,跋輸kiáu,16,poa̍h-su-kiáu,puah8su1kiau2,poah8su1kiau2,puahsukiau,poahsukiau,psk,psk,True
pua̍h-su-iânn,跋輸嬴,16,poa̍h-su-iâⁿ,puah8su1iann5,poah8su1iann5,puahsuiann,poahsuiann,psi,psi,True
pua̍h-tâu-á,跋骰仔,16,poa̍h-tâu-á,puah8tau5a2,poah8tau5a2,puahtaua,poahtaua,pta,pta,True
pua̍h-mâ-tshiok,跋麻雀,16,poa̍h-mâ-chhiok,puah8ma5tshiok1,poah8ma5chhiok1,puahmatshiok,poahmachhiok,pmt,pmc,True
tia̍t-thîng-pán,跌停板,16,tia̍t-thêng-pán,tiat8thing5pan2,tiat8theng5pan2,tiatthingpan,tiatthengpan,ttp,ttp,True
pháu-bé-tiûnn,跑馬場,16,pháu-bé-tiûⁿ,phau2be2tiunn5,phau2be2tiunn5,phaubetiunn,phaubetiunn,pbt,pbt,True
liam-kha-bué,跕腳尾,16,liam-kha-bóe,liam1kha1bue2,liam1kha1boe2,liamkhabue,liamkhaboe,lkb,lkb,True
pái--ê,跛的,16,pái--ê,pai2e5,pai2e5,paie,paie,pe,pe,True
hānn-kuè-sue,跨過衰,16,hāⁿ-kòe-soe,hann7kue3sue1,hann7koe3soe1,hannkuesue,hannkoesoe,hks,hks,True
kuī-tah-tah,跪搭搭,16,kūi-tah-tah,kui7tah1tah1,kui7tah1tah1,kuitahtah,kuitahtah,ktt,ktt,True
kuī-lōo-thiânn,跪路呈,16,kūi-lō͘-thiâⁿ,kui7loo7thiann5,kui7loo7thiann5,kuiloothiann,kuiloothiann,klt,klt,True
lōo-tiong-ng,路中央,16,lō͘-tiong-ng,loo7tiong1ng1,loo7tiong1ng1,lootiongng,lootiongng,ltn,ltn,True
lōo-bué-tshiú,路尾手,16,lō͘-bóe-chhiú,loo7bue2tshiu2,loo7boe2chhiu2,loobuetshiu,looboechhiu,lbt,lbc,True
lōo-bué-sin,路尾身,16,lō͘-bóe-sin,loo7bue2sin1,loo7boe2sin1,loobuesin,looboesin,lbs,lbs,True
lōo-pông-si,路旁屍,16,lō͘-pông-si,loo7pong5si1,loo7pong5si1,loopongsi,loopongsi,lps,lps,True
lōo-tsām-pi,路站碑,16,lō͘-chām-pi,loo7tsam7pi1,loo7cham7pi1,lootsampi,loochampi,ltp,lcp,True
lōo-kôo-muâi,路糊糜,16,lō͘-kô͘-moâi,loo7koo5muai5,loo7koo5moai5,lookoomuai,lookoomoai,lkm,lkm,True
lōo--lí,路裡,16,lō͘--lí,loo7li2,loo7li2,looli,looli,ll,ll,True
lōo-thàu-siā,路透社,16,lō͘-thàu-siā,loo7thau3sia7,loo7thau3sia7,loothausia,loothausia,lts,lts,True
lōo-pinn-hue,路邊花,16,lō͘-piⁿ-hoe,loo7pinn1hue1,loo7pinn1hoe1,loopinnhue,loopinnhoe,lph,lph,True
lōo-pinn-tshenn,路邊青,16,lō͘-piⁿ-chheⁿ,loo7pinn1tshenn1,loo7pinn1chhenn1,loopinntshenn,loopinnchhenn,lpt,lpc,True
lōo-thâu-kang,路頭工,16,lō͘-thâu-kang,loo7thau5kang1,loo7thau5kang1,loothaukang,loothaukang,ltk,ltk,True
lōo-thâu-bóo,路頭某,16,lō͘-thâu-bó͘,loo7thau5boo2,loo7thau5boo2,loothauboo,loothauboo,ltb,ltb,True
lōo-thâu-ti̍t,路頭直,16,lō͘-thâu-ti̍t,loo7thau5tit8,loo7thau5tit8,loothautit,loothautit,ltt,ltt,True
thiàu-phīng-kuân,跳phīng高,16,thiàu-phēng-koân,thiau3phing7kuan5,thiau3pheng7koan5,thiauphingkuan,thiauphengkoan,tpk,tpk,True
thiàu-tshit-tshenn,跳七星,16,thiàu-chhit-chheⁿ,thiau3tshit1tshenn1,thiau3chhit1chhenn1,thiautshittshenn,thiauchhitchhenn,ttt,tcc,True
thiàu-keh-á,跳格仔,16,thiàu-keh-á,thiau3keh1a2,thiau3keh1a2,thiaukeha,thiaukeha,tka,tka,True
thiàu-hué-khûn,跳火蜷,16,thiàu-hóe-khûn,thiau3hue2khun5,thiau3hoe2khun5,thiauhuekhun,thiauhoekhun,thk,thk,True
thiàu-tâng-ê,跳童的,16,thiàu-tâng-ê,thiau3tang5e5,thiau3tang5e5,thiautange,thiautange,tte,tte,True
thiàu-khoo-á,跳箍仔,16,thiàu-kho͘-á,thiau3khoo1a2,thiau3khoo1a2,thiaukhooa,thiaukhooa,tka,tka,True
thiàu-soh-á,跳索仔,16,thiàu-soh-á,thiau3soh1a2,thiau3soh1a2,thiausoha,thiausoha,tsa,tsa,True
thiàu-kha-ke,跳腳雞,16,thiàu-kha-ke,thiau3kha1ke1,thiau3kha1ke1,thiaukhake,thiaukhake,tkk,tkk,True
thiô-tsi̍h-im,跳舌音,16,thiô-chi̍h-im,thio5tsih8im1,thio5chih8im1,thiotsihim,thiochihim,tti,tci,True
thiàu-bú-huē,跳舞會,16,thiàu-bú-hōe,thiau3bu2hue7,thiau3bu2hoe7,thiaubuhue,thiaubuhoe,tbh,tbh,True
thiàu-thiàu-pán,跳跳板,16,thiàu-thiàu-pán,thiau3thiau3pan2,thiau3thiau3pan2,thiauthiaupan,thiauthiaupan,ttp,ttp,True
thiàu--kuè,跳過,16,thiàu--kòe,thiau3kue3,thiau3koe3,thiaukue,thiaukoe,tk,tk,True
se̍h-bué-lê,踅尾螺,16,se̍h-bóe-lê,seh8bue2le5,seh8boe2le5,sehbuele,sehboele,sbl,sbl,True
se̍h-lin-long,踅玲瓏,16,se̍h-lin-long,seh8lin1long1,seh8lin1long1,sehlinlong,sehlinlong,sll,sll,True
se̍h-lîng-long,踅玲瓏,16,se̍h-lêng-long,seh8ling5long1,seh8leng5long1,sehlinglong,sehlenglong,sll,sll,True
se̍h-khoo-lìn,踅箍輾,16,se̍h-kho͘-lìn,seh8khoo1lin3,seh8khoo1lin3,sehkhoolin,sehkhoolin,skl,skl,True
se̍h-lê-thui,踅螺梯,16,se̍h-lê-thui,seh8le5thui1,seh8le5thui1,sehlethui,sehlethui,slt,slt,True
se̍h-ke-lōo,踅街路,16,se̍h-ke-lō͘,seh8ke1loo7,seh8ke1loo7,sehkeloo,sehkeloo,skl,skl,True
se̍h-se̍h-liām,踅踅念,16,se̍h-se̍h-liām,seh8seh8liam7,seh8seh8liam7,sehsehliam,sehsehliam,ssl,ssl,True
se̍h-kuè-sin,踅過身,16,se̍h-kòe-sin,seh8kue3sin1,seh8koe3sin1,sehkuesin,sehkoesin,sks,sks,True
