tl,hanzi,frequency
hú,甫,808
suàn,算,808
tsū,字,806
tsū,柱,806
tō,惰,805
tō,盗,805
tō,稻,805
tō,舵,805
tsū,聚,804
ú,與,802
tan,丹,800
siān,善,800
siā,射,800
tshiúnn,廠,800
sàu,掃,800
pòo,播,800
bôo,模,800
gê,牙,800
uánn,碗,800
puî,肥,800
thâng,蟲,800
lo̍k,鹿,800
tshù,処,799
tshù,娶,799
nī,莉,791
toh,佗,790
khiau,曲,790
tshù,處,790
tsai-iánn,知影,789
khíng,肯,788
hué,悔,782
tshan-tshiūnn,親像,781
si,思,780
sù,思,780
him,欣,779
sńg,耍,779
tīng,碇,777
kha,奇,770
lak,落,767
sit,息,765
ko,歌,765
pian,邊,764
bîn,明,763
īng,咏,757
īng,泳,757
jî,而,757
lî,而,757
īng,詠,757
tsuê,齊,754
tsê,齊,754
nī,爾,751
iu,優,750
uan,冤,750
ping,冰,750
tshng,川,750
khòo,庫,750
thiah,拆,750
tsáinn,指,750
tsâi,材,750
thô,桃,750
tsai,災,750
lu̍t,率,750
ngē,硬,750
ngī,硬,750
tsik,積,750
io,腰,750
uē,衛,750
sue,衰,750
tâm,談,750
niau,貓,750
tui,追,750
iû,遊,750
kiànn,鏡,750
bū,霧,750
phuē,被,748
phē,被,748
lê,麗,743
su,司,739
ba̍k,木,737
biān,面,736
lo̍h,駱,736
tsìng,眾,735
sim-kuann,心肝,732
uì,尉,731
ngôo,吳,730
puàn,半,729
gíng,研,729
tsiann,精,725
lâu,刘,722
lâu,劉,722
lâu,楼,722
tshiú,醜,720
tng,張,716
tâng,同,712
tsiau,招,710
sim-lāi,心內,702
pòo,佈,700
tshì,刺,700
kuah,割,700
khenn,坑,700
khinn,坑,700
ki,技,700
pha,拋,700
tshah,插,700
sat,殺,700
ian,煙,700
kin,筋,700
kun,筋,700
nâ,籃,700
ko,膏,700
hâng,航,700
tsng,莊,700
hun,薰,700
lō,號,700
hê,蝦,700
hong,豐,700
tôo,途,700
tâng,銅,700
lōo,露,700
tiánn,鼎,700
ē-sái,會使,699
hông,黃,697
tshing,青,696
hua,花,691
má,瑪,690
mài,莫,688
phīng,並,685
pīng,並,685
sènn,姓,682
sìng,姓,682
sìnn,姓,682
kuí,宄,682
kò,過,680
hân,寒,676
si̍t-tsāi,實在,670
sī,序,669
sū,序,669
sóo-í,所以,669
tsíng,指,667
sing-lí,生理,663
ú,雨,659
án-ni,按呢,655
kàn,間,653
hia̍p,協,650
bōng,墓,650
bōo,墓,650
iā,夜,650
î,姨,650
sī,寺,650
tsiam,尖,650
kip,急,650
tshap,插,650
pāi,敗,650
kuī,櫃,650
jú,汝,650
nuā,瀾,650
sai,獅,650
gán,眼,650
pōng,磅,650
tshiam,簽,650
bê,糜,650
muê,糜,650
tshang,蔥,650
tshâi,裁,650
tīng,訂,650
tshiah,赤,650
iân,鉛,650
uê,鞋,650
ê,鞋,650
ing,應,648
thn̂g,傳,647
tsuan,磚,646
oo,阿,640
ba̍t,密,635
hiat,血,635
tè,戴,633
kué,果,633
ké,果,633
sènn,性,632
sìnn,性,632
miâ,明,632
jím,忍,629
lím,忍,629
hui,飛,629
tshó,草,622
ti̍t,值,621
tiâu,迢,621
tiâu,髫,621
hiàn,現,617
sai,司,616
sui-jiân,雖然,615
loh,落,614
tsiong,樟,611
tsiong,漳,611
tsiong,漿,611
tsiong,獐,611
tsiong,鍾,611
tsiong,鐘,611
nāu,鬧,610
khia̍k,確,607
ín,允,606
ún,允,606
tsiú,守,606
kuà,蓋,604
lāi,来,603
lāi,瀨,603
lāi,賴,603
tsān,贊,603
thîng,程,601
phian,偏,600
sàu,嗽,600
thán,坦,600
tiânn,埕,600
tuânn,壇,600
iân,延,600
bán,挽,600
tsih,接,600
tshau,操,600
kè,架,600
liu,溜,600
lôo,爐,600
àng,甕,600
ī,異,600
tsìng,症,600
hông,皇,600
tâng,筒,600
kôo,糊,600
ko,糕,600
se,紗,600
phāng,縫,600
tshiau,超,600
lûn,輪,600
sok,速,600
tshìng,銃,600
phoo,鋪,600
siám,閃,600
lān,𡳞,600
tse̍h,絕,593
niú,兩,589
hia̍h,額,587
pu̍t,佛,586
sin,娠,585
sin-khu,身軀,585
sing-khu,身軀,585
liáu-āu,了後,584
kú,舉,584
lî,離,584
sîng,城,581
sú,駛,579
kui,圭,578
kui,奎,578
kui,归,578
kui,珪,578
kui,閨,578
tsiânn,情,577
pîng-iú,朋友,574
bong,摸,570
boo,摸,570
khuànn-kìnn,看見,570
pue,盃,566
siāng,上,563
suat,雪,562
tsiok,勺,560
tsiok,嚼,560
ki,奇,560
ki,姬,560
tsiok,屬,560
ki,幾,560
ki,朞,560
ki,机,560
tsiok,灼,560
tsiok,烛,560
ki,畿,560
ki,磯,560
tsiok,芍,560
ki,譏,560
ki,車,560
e,下,558
siāng,尚,555
siāng,象,555
lōo,怒,554
lōo,漏,554
lōo,賂,554
lōo,鷺,554
ba̍k-sái,目屎,553
hìng,興,552
the̍h,提,551
khit,乞,550
hù,付,550
tshun,伸,550
kē,低,550
tshiah,刺,550
ûn,勻,550
uí,委,550
bōo,幕,550
huì,廢,550
jio̍k,弱,550
lio̍k,弱,550
pit,必,550
kíng,揀,550
khok,擴,550
kî,旗,550
iau,枵,550
tsai,栽,550
pho,波,550
tōo,渡,550
kún,滾,550
thâm,潭,550
iām,炎,550
kiáu,筊,550
tsàng,粽,550
soh,索,550
kū,舅,550
ōo,芋,550
lôo,蘆,550
tsè,製,550
tak,觸,550
iû,郵,550
sng,酸,550
ām,頷,550
bió,母,549
suè,說,549
kńg,管,548
lāi,利,544
hué,夥,539
hé,夥,539
kah,較,539
kà,較,539
tuān,斷,538
sio,蕭,537
ha̍h,合,532
hāi,薤,531
hāi,蟹,531
tshiūnn,象,531
kè,假,530
pí,彼,530
hiáng,響,530
tshut-lâi,出來,529
tsin-tsiànn,真正,529
kiú,九,527
ki,支,526
lún,忍,524
lī-khui,離開,523
ha̍k-sing,學生,521
hn̄g,遠,519
lio̍k,六,516
khia,奇,516
ta̍p,沓,513
ta̍uh,沓,513
tsîng,層,512
tsîng,晴,512
tsîng,松,512
kann,監,512
sik,息,510
guē,外,509
kuan,官,508
suánn,散,507
khí-lâi,起來,506
íng,往,505
sè,婿,503
sè,賽,503
neh,躡,503
nih,躡,503
sio̍k,塾,501
sio̍k,孰,501
hông,杭,501
tsa-bóo,查某,501
hông,洪,501
sio̍k,熟,501
hông,篷,501
hông,航,501
hông,虹,501
sio̍k,蜀,501
kuè-khì,過去,501
kuann,乾,500
tsénn,井,500
tsínn,井,500
ka,佳,500
kiān,健,500
hîng,刑,500
khau,剾,500
huē,匯,500
sing,升,500
pi,卑,500
sià,卸,500
âu,喉,500
khám,坎,500
tsip,執,500
ba̍k,墨,500
thò,套,500
sím,審,500
hong,封,500
sûn,巡,500
kin,巾,500
kun,巾,500
tsō,座,500
kuân,拳,500
tshia,捙,500
tshiúnn,搶,500
si,施,500
tsa-hng,昨昏,500
pue,桮,500
mî,棉,500
kòo,構,500
huâinn,橫,500
huînn,橫,500
tû,櫥,500
tshù,次,500
pháinn-sè,歹勢,500
hóng,況,500
liâng,涼,500
siâu,潲,500
bô-iánn,無影,500
nuā,爛,500
sán,瘦,500
tsoo,租,500
tiū,稻,500
kán-tan,簡單,500
li̍k,綠,500
kuàn,罐,500
hip,翕,500
tánn,膽,500
lîm,臨,500
tsî,薯,500
tsû,薯,500
bē-sái,袂使,500
tâm,譚,500
tham,貪,500
thiap,貼,500
sô,趖,500
pua̍h,跋,500
tô,逃,500
tiān-uē,電話,500
pà,霸,500
tàu-tīn,鬥陣,500
tsiàu,詔,499
tsiàu,醮,499
kuainn,關,498
kuinn,關,498
koh,各,497
jī,喻,497
jī,珥,497
jī,裕,497
jī,諭,497
jī,貳,497
thàng,痛,495
lāu,鬧,488
tshe,差,483
hong,丰,482
hong,峯,482
hong,慌,482
hong,枋,482
hong,楓,482
hong,灃,482
hong,烘,482
hong,瘋,482
hong,蜂,482
hong,魴,482
bóo,厶,481
bóo,母,481
thôo,土,479
tiàu,調,470
it-ti̍t,一直,468
á,啞,468
tiân,田,468
nóo,老,468
tshe,初,463
tshue,初,463
kám-kak,感覺,463
tsûn,前,460
uân,園,460
hong,芳,459
hîng,雄,458
tsi̍t-ē,一下,452
uân,丸,450
bông,亡,450
khiām,儉,450
tshìn,凊,450
sî,匙,450
thóo,吐,450
tsiu,周,450
kā,咬,450
kînn,墘,450
khuè,契,450
khè,契,450
ḿ,姆,450
ui,威,450
ki,居,450
ku,居,450
siū,岫,450
kiā,崎,450
si̍k,席,450
lāng,弄,450
suá,徙,450
ting,徵,450
khuìnn,快,450
khàu,扣,450
ah,押,450
kûn,拳,450
tsióng,掌,450
tah,搭,450
kong,攻,450
pha̍k,曝,450
hi̍k,核,450
thuî,槌,450
tî,池,450
tsuânn,泉,450
phû,浮,450
tsàu,灶,450
iâ,爺,450
khîm,琴,450
gāi,礙,450
tshiu,秋,450
tshìn,秤,450
î,移,450
huān,範,450
tshik,粟,450
pùn,糞,450
suà,紲,450
tà,罩,450
hua̍t,罰,450
uī,胃,450
hôo,胡,450
hing,胸,450
kui,胿,450
me̍h,脈,450
póo,脯,450
thuí,腿,450
tsing,舂,450
sîn,蠅,450
po,褒,450
thǹg,褪,450
thok,託,450
sòo,訴,450
kiō,轎,450
ting,釘,450
tiò,釣,450
kǹg,鋼,450
tsa̍h,閘,450
kàng,降,450
seh,雪,450
luî,雷,450
be̍h,麥,450
hiánn,顯,448
āu-lâi,後來,447
tē,埭,445
tē,娣,445
phian,篇,445
liap,𥍉,443
tī,底,442
hing,兄,439
tíng,鼎,439
tshiò,唱,438
kan-khóo,艱苦,436
han,番,435
sing,勝,434
sing,腥,434
sing,陞,434
huê,和,431
hua,華,431
iá,也,430
iá,冶,430
tuàn,斷,430
phî,皮,430
pún,畚,429
sû,辭,425
a-bú,阿母,423
pa̍t-lâng,別人,422
gâu,爻,422
la,拉,421
tsiú,帚,420
tsiú,箒,420
gōo,娛,419
gōo,悞,419
gōo,悟,419
gōo,晤,419
tsàn,層,416
pī,被,415
jí,子,411
lí,子,411
lóo,惱,411
po̍k,薄,411
hun,勳,409
hun,坋,409
hun,曛,409
hun,熏,409
hun,燻,409
hun,獯,409
hun,纁,409
tshenn,親,409
tshinn,親,409
hun,閽,409
iau,要,407
khài,概,406
tē-it,第一,406
phiau,標,404
tāu,讀,402
thì,剃,400
tsián,剪,400
kiat,吉,400
ka,嘉,400
pênn,坪,400
pînn,坪,400
tóo,堵,400
tshioh,尺,400
phuì,屁,400
lūn,崙,400
thiap,帖,400
king,弓,400
uan,彎,400
bî,微,400
hiàn,憲,400
luân,戀,400
buah,抹,400
khòng,控,400
la̍k,搦,400
puann,搬,400
pan,斑,400
lí,旅,400
lú,旅,400
tshun,村,400
pue,杯,400
kam,柑,400
khī,柿,400
kî,棋,400
tsô,槽,400
kuānn,汗,400
kang,江,400
siû,泅,400
tshián,淺,400
tshik,測,400
tih,滴,400
hî,漁,400
lāu,漏,400
ò,澳,400
thuànn,炭,400
kông,狂,400
hûn,痕,400
pì,祕,400
suī,穗,400
siunn,箱,400
phōo,簿,400
phoh,粕,400
sok,縮,400
tì,置,400
pê,耙,400
ka,膠,400
kiunn,薑,400
hi,虛,400
bi̍t,蜜,400
sat,蝨,400
báng,蠓,400
tsín,診,400
hàm,譀,400
liàn,輾,400
uî,遺,400
tsǹg,鑽,400
lio̍k,陸,400
iông,陽,400
sng,霜,400
pîn,頻,400
siāng,𫝛,400
tiānn-tiānn,定定,399
tāi,事,397
tiám,点,397
sian-senn,先生,396
sióng,賞,395
lāu-su,老師,394
tshing,千,390
káu,絞,390
tēnn,鄭,389
tīng,鄭,389
li,離,389
king,京,388
king,兢,388
king,羹,388
king,耕,388
king,荆,388
king,荊,388
king,驚,388
ní,耳,387
sian-sinn,先生,386
moo,毛,384
nā-sī,若是,382
mê,明,381
má-mah,媽媽,377
sì,庶,374
sì,絮,374
sǹg,蒜,374
sì,試,374
thàn,歎,372
thàn,炭,372
lāi-bīn,內面,366
suè,歲,365
tè,地,363
bōng,夢,363
tshiàu,笑,363
thinn,添,362
kài,蓋,362
tiong,張,358
sann,相,357
siunn,相,357
liông,量,356
niū,量,356
sim-tsîng,心情,354
the,推,353
lâu,留,353
khuàn,勸,351
lia̍p,拉,351
lia̍p,捻,351
lia̍p,揑,351
lia̍p,獵,351
lia̍p,臘,351
tîng,亭,350
hiu,休,350
tènn,佯,350
tìnn,佯,350
i,依,350
kiam,兼,350
phànn,冇,350
hù,副,350
pû,匏,350
tshe,叉,350
tshá,吵,350
phùn,噴,350
pi,埤,350
tui,堆,350
tsing,增,350
tsàu,奏,350
kan,奸,350
iau,妖,350
miāu,妙,350
hm̂,媒,350
muê,媒,350
gî,宜,350
khuan,寬,350
khut,屈,350
si,屍,350
pîn,屏,350
sū,嶼,350
khá,巧,350
tuânn,彈,350
būn,悶,350
huānn,扞,350
hû,扶,350
tsiat,折,350
áu,拗,350
lòng,挵,350
sńg,損,350
puah,撥,350
kik,擊,350
li̍k,曆,350
siông,松,350
thiāu,柱,350
sau,梢,350
khì,棄,350
pênn,棚,350
pînn,棚,350
lâm,楠,350
suāinn,檨,350
tsâng,欉,350
khi,欺,350
khám,歁,350
pûn,歕,350
uai,歪,350
phú,殕,350
tîm,沉,350
tshiâng,沖,350
thài,泰,350
tōng,洞,350
lōng,浪,350
sip,溼,350
lóo,滷,350
kuàn,灌,350
lia̍t,烈,350
lê,犁,350
suī,瑞,350
sing-ua̍h,生活,350
lio̍k,略,350
i̍k,疫,350
thâm,痰,350
liâu,療,350
gâm,癌,350
muâ,瞞,350
teh,硩,350
tu̍t,突,350
that,窒,350
tâng,童,350
tuan,端,350
tshíng,筅,350
la̍p,納,350
tsiong,終,350
ká,絞,350
mî,綿,350
tsit,織,350
tînn,纏,350
phìng,聘,350
hì,肺,350
tsho,臊,350
ka,茄,350
koo,菇,350
tîn,藤,350
bân,蠻,350
kûn,裙,350
lám,覽,350
sìn,訊,350
tsāi,豸,350
pîn,貧,350
puè,輩,350
lián,輪,350
piān,辯,350
uî,違,350
tsiùnn,醬,350
só,鎖,350
hù,附,350
ún,隱,350
ím,飲,350
sang,鬆,350
tshiu,鬚,350
ut,鬱,350
bâ,麻,350
kiû,仇,349
lo̍h-khì,落去,349
pò,播,348
ke,圭,346
ke,堦,346
ke,奎,346
ke,珪,346
ke,稽,346
ke,鷄,346
tshiâng,常,343
kù,据,343
kàu,校,343
tìng,中,340
koh,過,340
kuà,過,340
sing,星,339
kiōng,強,338
liân,漣,338
khoo,科,338
sî-kan,時間,336
pâ,爸,336
tsē,罪,336
piàn,徧,335
piàn,窆,335
huè,化,333
thián,展,333
huè,廢,333
kí,指,333
tshiàng,唱,332
som,參,331
khuánn,款,331
sè-kan,世間,328
tù,注,328
kok,郭,326
khai-sí,開始,326
kok,閣,326
tshng,穿,325
tshuan,穿,325
tuān,傳,323
tik-khak,的確,323
it-tīng,一定,322
tshai,差,322
tshē,乂,321
tshûn,存,321
lāi-té,內底,320
hiong,香,319
it,壹,312
ìng-kai,應該,312
la̍uh,落,307
hi-bāng,希望,306
he,灰,306
si̍k,石,304
ji̍p-khì,入去,303
ha̍k-hāu,學校,302
phiàn,遍,301
ting,丁,300
tshuàn,串,300
siû,仇,300
tshim,侵,300
hiau,僥,300
tsún,准,300
tàng,凍,300
hiong,凶,300
kuàn,券,300
siah,削,300
kiàm,劍,300
sìng,勝,300
bōo,募,300
kiu,勼,300
tsiàm,占,300
thòo,吐,300
hâm,含,300
tai,呆,300
phuì,呸,300
tsiù,咒,300
tshuán,喘,300
hi̍k,域,300
sò,埽,300
sok,塑,300
thah,塔,300
luí,壘,300
tsòng,壯,300
hā,夏,300
hōng,奉,300
kīm,妗,300
sài,婿,300
kuì,季,300
gia̍t,孽,300
the̍h,宅,300
king,宮,300
tshùn,寸,300
hong,峰,300
niá,嶺,300
tsó,左,300
khong,康,300
khong,悾,300
jiá,惹,300
liá,惹,300
tsû,慈,300
khìng,慶,300
huâi,懷,300
pínn,扁,300
sìnn,扇,300
pān,扮,300
té,抵,300
iap,揜,300
sún,損,300
kòng,摃,300
jiáu,擾,300
kap,敆,300
luán,暖,300
pō,暴,300
king,更,300
tōo,杜,300
ní,染,300
jiû,柔,300
liú,柳,300
muî,梅,300
lâi,梨,300
thui,梯,300
se,梳,300
sue,梳,300
tsó,棗,300
sún,榫,300
tóng,檔,300
au,歐,300
ak,沃,300
iân,沿,300
ám,泔,300
i̍k,浴,300
tsīng,淨,300
íng,湧,300
bia̍t,滅,300
ku̍t,滑,300
àu,漚,300
tsiunn,漿,300
jiáu,爪,300
niáu,爪,300
niā,爾,300
tsōng,狀,300
tin,珍,300
hiā,瓦,300
sin,申,300
phí,疕,300
phiah,癖,300
bîng,盟,300
bâi,眉,300
hîn,眩,300
tiam,砧,300
buâ,磨,300
khòng,礦,300
kó,稿,300
khut,窟,300
tông,童,300
kīng,競,300
ki,箕,300
tshuê,箠,300
tshê,箠,300
tī,箸,300
tū,箸,300
ko,篙,300
tsi̍k,籍,300
láng,籠,300
hun,紛,300
hiân,絃,300
pa̍k,縛,300
siù,繡,300
kiáu,繳,300
khuat,缺,300
si̍t,翼,300
nāi,耐,300
tiùnn,脹,300
tang,苳,300
tshio̍h,蓆,300
tsià,蔗,300
hiam,薟,300
khui,虧,300
ô,蚵,300
tsuâ,蛇,300
tsîm,蟳,300
than,蟶,300
i,衣,300
hiû,裘,300
ho̍k,複,300
phóo,譜,300
sīnn,豉,300
māu,貌,300
huàn,販,300
tah,貼,300
jiah,跡,300
liah,跡,300
gi̍k,逆,300
tshian,遷,300
sik,釋,300
liú,鈕,300
kau,鉤,300
pió,錶,300
lô,鑼,300
tsha̍k,鑿,300
tsóo,阻,300
kai,階,300
tiau,雕,300
bông,雺,300
kik,革,300
thai,颱,300
tshan,餐,300
tsang,鬃,300
phik,魄,300
môo,魔,300
kauh,𩛩,300
tho̍h,倒,298
sió-tī,小弟,298
kì,冀,297
kì,厩,297
ah,壓,297
kì,寄,297
kì,暨,297
kì,洎,297
kì,驥,297
lāu-bú,老母,296
kóng-uē,講話,296
put-tsí,不止,295
kí,紀,295
tshing,蟶,295
puh,發,294
bān,万,293
hua̍t,活,293
kòo-hiong,故鄉,292
âng,洪,291
sè-kài,世界,288
sn̂g,床,288
jio̍k,肉,288
lio̍k,肉,288
a-má,阿媽,286
huat-tōo,法度,285
si,西,285
kong,工,284
ji̍t-thâu,日頭,284
kuân,權,283
kà,價,282
kà,稼,282
sióng,上,281
ē-hiáu,會曉,281
ta̍k,獨,281
ì-sù,意思,280
ū-sî-á,有時仔,280
phiàn,片,279
iàu-kín,要緊,279
iah,益,277
it-tshè,一切,275
hà,孝,275
jîn-sing,人生,274
kha̍h,卡,274
náu,惱,274
sú,死,274
siā-huē,社會,272
ji̍t-tsí,日子,271
ū-sî,有時,270
tshut-khì,出去,269
tùn,頓,267
tān-sī,但是,266
phah-sǹg,拍算,266
gi̍k,玉,266
hiann-tī,兄弟,265
íng,影,265
kuè,會,265
huân-ló,煩惱,265
a-pa,阿爸,265
tshâi,才,264
ài-tsîng,愛情,263
khiok,曲,263
pe̍h-uē-jī,白話字,262
kì,計,262
tsîng,從,261
kám-tsîng,感情,261
suè,帥,260
gû,娛,259
gû,愚,259
khuà,掛,259
gû,漁,259
gû,禺,259
gû,虞,259
gû,魚,259
guān,愿,257
suî,誰,257
suî,錘,257
suî,隋,257
iúnn,養,255
tài,代,253
tē,代,253
līng-guā,另外,252
uân,圓,252
lī,例,251
lī,莉,251
lī,蒞,251
lī,詈,251
sìm,㽎,250
ńg,䘼,250
lâng-kheh,人客,250
kóo,估,250
tsing,偵,250
suànn,傘,250
gî,儀,250
khik,克,250
huân,凡,250
tiau,刁,250
tsik,則,250
ue̍h,劃,250
ui̍h,劃,250
kuà,卦,250
tiàu,召,250
hiànn,向,250
lí,哩,250
thî,啼,250
lông,囊,250
siû,囚,250
kòo,固,250
khann,坩,250
thap,塌,250
tuī,墜,250
li̍k,壢,250
ngeh,夾,250
tshue,妻,250
enn,嬰,250
inn,嬰,250
lîng,寧,250
khuann,寬,250
siáu,少,250
pang,崩,250
kàn,幹,250
khī,忌,250
pîn,憑,250
hòo,戽,250
tshit,拭,250
so,挲,250
phâng,捀,250
kńg,捲,250
tsia̍p,捷,250
sut,捽,250
tsiúnn,掌,250
iông,揚,250
uān,援,250
piànn,摒,250
lián,撚,250
tōng,撞,250
liap,攝,250
kiáu,攪,250
bín,敏,250
khi,敧,250
uat,斡,250
kin,斤,250
kun,斤,250
pông,旁,250
tuànn,旦,250
sú,暑,250
tsiām,暫,250
tiâu,朝,250
sia̍h,杓,250
khi̍t,杙,250
óng,枉,250
khing,框,250
tông,桐,250
kiat,桔,250
hia,桸,250
muê,梅,250
m̂,梅,250
iûnn,楊,250
seh,楔,250
suh,欶,250
tsân,殘,250
tsiap,汁,250
tsiánn,汫,250
tshiong,沖,250
sa,沙,250
khó,洘,250
sia̍p,涉,250
im,淹,250
phun,潘,250
tâm,澹,250
khòng,炕,250
phàu,炮,250
tsà,炸,250
hu,烌,250
tsik,燭,250
tshiûnn,牆,250
bóo,牡,250
tshai,猜,250
huî,瓷,250
au,甌,250
pùn,畚,250
soo,疏,250
ku,痀,250
kì,痣,250
tshi,痴,250
sián,癬,250
ting,登,250
phûn,盆,250
a̍p,盒,250
bé,碼,250
ta,礁,250
sit,穡,250
iô,窯,250
ha̍h,箬,250
tsìnn,箭,250
pān,範,250
kheh,篋,250
thai,篩,250
tshiam,籤,250
tsng,粧,250
kiù,糾,250
pháng,紡,250
tshái,綵,250
tsik,績,250
khih,缺,250
hán,罕,250
sú,署,250
pā,罷,250
ki,肢,250
thai,胎,250
tsiah,脊,250
tûn,脣,250
kuê,膎,250
kê,膎,250
mo̍oh,膜,250
kuī,膭,250
tám,膽,250
tsi,芝,250
tsū,苴,250
suàn,蒜,250
tsio,蕉,250
sin,薪,250
nâ,藍,250
khiû,虯,250
ham,蚶,250
tsiù,蛀,250
la̍h,蠟,250
khok,觳,250
hùn,訓,250
bôo,謀,250
niū,讓,250
bâ,貓,250
pin,賓,250
kòo,購,250
sià,赦,250
tuê,蹄,250
tê,蹄,250
tsik,蹟,250
lò,躼,250
nǹg,軁,250
tsi̍p,輯,250
sin,辛,250
ngiâ,迎,250
su̍t,述,250
tsuā,逝,250
gū,遇,250
pī,避,250
hîng,還,250
soo,酥,250
tshòo,醋,250
lîng,鈴,250
liān,鍊,250
e,鍋,250
ue,鍋,250
kàm,鑑,250
a-kong,阿公,250
tshiok,雀,250
ūn,韻,250
phiann,骿,250
liân,鰱,250
muâ,鰻,250
lîn,麟,250
thuh,黜,250
kám,𥴊,250
tshio,𪁎,250
thè,剃,249
liáu-kái,了解,248
tân,亭,248
khoo,可,248
khuá,可,248
khóo,可,248
tân,壇,248
tân,彈,248
tân,檀,248
hông,紅,248
siu,羞,246
sió-tsiá,小姐,245
thian,顛,245
mi̍h-kiānn,物件,244
kam-guān,甘願,243
tá,打,242
kah,蓋,241
i-sing,醫生,239
pōo,捕,238
pōo,暴,238
ua̍h-tōng,活動,238
tsûn,舩,238
ū-iánn,有影,236
it-sing,一生,235
bô-lūn,無論,234
hióng,享,233
ti̍t-ti̍t,直直,233
kòo,個,232
kòo,告,232
tsò-hué,做伙,231
mah,媽,231
bé,瑪,230
siàu-liân,少年,229
sîng,丞,228
sîng,乘,228
sîng,繩,228
sîng,蠅,228
kenn,驚,228
tsái,早,226
tiông,長,226
tsi̍t-sî,一時,225
put-sî,不時,225
tshut-sì,出世,225
piânn,平,225
sap,雪,225
bûn,門,224
siong-sim,傷心,223
tiōng,丈,221
tn̄g,丈,221
peh,柏,220
ló,腦,220
kuan-hē,關係,219
í,倚,218
tsing-sîn,精神,218
pa-pa,爸爸,216
sàm,三,215
gān,岸,215
bûn-huà,文化,215
lô,牢,215
phik,伯,212
pit,伯,212
png,幫,212
tō-lí,道理,212
a-bó,阿母,212
kè-khì,過去,211
pâi,俳,210
tuā-siann,大聲,210
pâi,徘,210
ūn-tōng,運動,210
sènn-miā,性命,209
tán-thāi,等待,208
pù,富,207
tshong,窗,207
tsiām-tsiām,漸漸,206
kòo-sū,故事,205
suî-sî,隨時,205
siong-sìn,相信,204
tshù-bī,趣味,204
sán,散,202
tshìng,倩,201
tshìng,秤,201
tshìng,稱,201
tsha̍p,㴙,200
the,䖙,200
phué,䫌,200
ngóo,伍,200
tiān,佃,200
tshiok,促,200
puē,倍,200
sīng,倖,200
kiâu,僑,200
gām,儑,200
thòo,兔,200
gîng,凝,200
pak,剝,200
kiap,劫,200
lē,勵,200
kau,勾,200
huí,匪,200
tsut,卒,200
báu,卯,200
mauh,卯,200
eh,厄,200
khòo,叩,200
hiō,后,200
thun,吞,200
pa,吧,200
kâm,含,200
khip,吸,200
ka,咖,200
hiu,咻,200
tsim,唚,200
tok,啄,200
khé,啟,200
áu,嘔,200
hiannh,嚇,200
nâ,嚨,200
khian,圈,200
phe,坯,200
phue,坯,200
suî,垂,200
puê,培,200
pó,堡,200
ôo,壺,200
iáu,夭,200
iong,央,200
giâ,夯,200
muî,媒,200
tsím,嬸,200
pū,孵,200
sòng,宋,200
khòo,寇,200
siūnn,尚,200
ok,屋,200
tūn,屯,200
kong,岡,200
tshuan,川,200
hāng,巷,200
phâng,帆,200
phè,帕,200
bō,帽,200
huàn,幻,200
iu,幽,200
lōng,弄,200
i̍k,役,200
khòo,怐,200
hūn,恨,200
ngōo,悟,200
tshiû,愁,200
lán,懶,200
kài,戒,200
pê,扒,200
khòo,扣,200
tshuann,扦,200
tshau,抄,200
phi,披,200
bín,抿,200
liam,拈,200
ué,挖,200
óo,挖,200
thuah,挩,200
kuānn,捾,200
tiāu,掉,200
iā,掖,200
ku̍t,掘,200
tshuah,掣,200
ng,掩,200
ak,握,200
khiú,搝,200
tsìnn,搢,200
siàn,搧,200
siak,摔,200
tsáng,摠,200
tshi̍k,摵,200
tsih,摺,200
pih,撆,200
phiat,撇,200
tshiâu,撨,200
luî,擂,200
phia̍k,擗,200
gí,擬,200
lu,攄,200
lám,攬,200
tháu,敨,200
khà,敲,200
ti̍k,敵,200
tshua̍h,斜,200
î,於,200
sûn,旬,200
hūn,昏,200
tsîng,曾,200
sam,杉,200
kê,枷,200
jiám,染,200
liám,染,200
kuì,桂,200
tsú,梓,200
tsang,棕,200
tsiunn,樟,200
lok,橐,200
thán,毯,200
tin,津,200
sio̍h,液,200
hâm,涵,200
lâm,淋,200
thuànn,湠,200
làm,湳,200
siàm,滲,200
bo̍k,漠,200
jūn,潤,200
lūn,潤,200
tiâu,潮,200
lô,濁,200
sià,瀉,200
tshe,炊,200
tshue,炊,200
hang,烘,200
tsian,煎,200
piak,煏,200
hîm,熊,200
sóng,爽,200
thènn,牚,200
khòo,犒,200
tsiōng,狀,200
tsn̄g,狀,200
lông,狼,200
bíng,猛,200
ga̍k,獄,200
siù,獸,200
long,瑯,200
tang,當,200
tòng,當,200
tha̍h,疊,200
he,痚,200
sng,痠,200
sua,痧,200
giàn,癮,200
sīng,盛,200
tō,盜,200
tshuh,眵,200
gíng,眼,200
sua,砂,200
khok,硞,200
tshuì,碎,200
kha̍p,磕,200
ha̍k,礐,200
tshuah,礤,200
ng,秧,200
tsu̍t,秫,200
ínn,穎,200
le̍h,笠,200
bi̍h,篾,200
sám,糝,200
khng,糠,200
niû,糧,200
bûn,紋,200
thīnn,紩,200
tsí,紫,200
tsah,紮,200
kip,給,200
uî,維,200
kheh,缺,200
khueh,缺,200
kenn,羹,200
kinn,羹,200
khiàu,翹,200
king,肩,200
pau,胞,200
pha,脬,200
