"DictWordID","PojUnicode","PojUnicodeOthers","PojInput","PojInputOthers","HanLoTaibunPoj","KipUnicode","KipUnicodeOthers","KipInput","KipInputOthers","HanLoTaibunKip","HoaBun"
"49","ah-á-kiáⁿ","","ah-a2-kiann2","","鴨仔囝","ah-á-kiánn","","ah-a2-kiann2","","鴨仔囝","小鴨"
"50","ah-á-kiáⁿ","","ah-a2-kiann2","","鴨仔囝","ah-á-kiánn","","ah-a2-kiann2","","鴨仔囝","鴨黃"
"51","ah-á-tan","","ah-a2-tan","","鴨仔tan","ah-á-tan","","ah-a2-tan","","鴨仔tan","小鴨"
"52","ah-āu","","ah-au7","","押後","ah-āu","","ah-au7","","押後","殿後"
"53","ah-bah","","ah-bah","","鴨肉","ah-bah","","ah-bah","","鴨肉","鴨肉"
"54","ah-bî","","ah-bi5","","鴨咪","ah-bî","","ah-bi5","","鴨咪","鴨子"
"55","ah-bî-á","","ah-bi5-a2","","鴨咪仔","ah-bî-á","","ah-bi5-a2","","鴨咪仔","小鴨子"
"56","ah-bī","","ah-bi7","","鴨味","ah-bī","","ah-bi7","","鴨味","蹩腳"
"57","ah-bī","","ah-bi7","","壓味","ah-bī","","ah-bi7","","壓味","壓味"
"58","ah-bó","ah-bú","ah-bo2","ah-bu2","鴨母","ah-bó","ah-bú","ah-bo2","ah-bu2","鴨母","母鴨"
"59","ah-bó-chháu","ah-bú-chháu","ah-bo2-chhau2","ah-bu2-chhau2","鴨母草","ah-bó-tsháu","ah-bú-tsháu","ah-bo2-tshau2","ah-bu2-tshau2","鴨母草","水丁黃"
"60","ah-bó-chhiū","ah-bú-chhiū","ah-bo2-chhiu7","ah-bu2-chhiu7","鴨母樹","ah-bó-tshiū","ah-bú-tshiū","ah-bo2-tshiu7","ah-bu2-tshiu7","鴨母樹","江某"
"61","ah-bó-chhiū","ah-bú-chhiū","ah-bo2-chhiu7","ah-bu2-chhiu7","鴨母樹","ah-bó-tshiū","ah-bú-tshiū","ah-bo2-tshiu7","ah-bu2-tshiu7","鴨母樹","鵝掌樹"
"62","ah-bó-chu","ah-bú-chu","ah-bo2-chu","ah-bu2-chu","鴨母珠","ah-bó-tsu","ah-bú-tsu","ah-bo2-tsu","ah-bu2-tsu","鴨母珠","薏苡"
"63","ah-bó-hiāⁿ","ek-bú-hiāⁿ","ah-bo2-hiann7","ek-bu2-hiann7","益母艾","ah-bó-hiānn","ik-bú-hiānn","ah-bo2-hiann7","ik-bu2-hiann7","益母艾","益母草"
"64","ah-bó-it","ah-bú-it","ah-bo2-it","ah-bu2-it","鴨母乙","ah-bó-it","ah-bú-it","ah-bo2-it","ah-bu2-it","鴨母乙","乙"
"65","ah-bó-le̍h","ah-bú-le̍h","ah-bo2-leh8","ah-bu2-leh8","鴨母笠","ah-bó-le̍h","ah-bú-le̍h","ah-bo2-leh8","ah-bu2-leh8","鴨母笠","斗笠"
"66","ah-bó-phàⁿ","ah-bú-phàⁿ","ah-bo2-phann3","ah-bu2-phann3","鴨母冇","ah-bó-phànn","ah-bú-phànn","ah-bo2-phann3","ah-bu2-phann3","鴨母冇","江某"
"67","ah-bó-tê","ah-bú-tôe","ah-bo2-te5","ah-bu2-toe5","鴨母蹄","ah-bó-tê","ah-bú-tuê","ah-bo2-te5","ah-bu2-tue5","鴨母蹄","平足"
"68","ah-bó-tê","ah-bú-tôe","ah-bo2-te5","ah-bu2-toe5","鴨母蹄","ah-bó-tê","ah-bú-tuê","ah-bo2-te5","ah-bu2-tue5","鴨母蹄","扁平足"
"69","ah-bóe","ah-bé","ah-boe2","ah-be2","押尾","ah-bué","ah-bé","ah-bue2","ah-be2","押尾","押後"
"70","ah-bóe","ah-bé","ah-boe2","ah-be2","押尾","ah-bué","ah-bé","ah-bue2","ah-be2","押尾","殿後"
"71","ah-bóe","ah-bé","ah-boe2","ah-be2","押尾","ah-bué","ah-bé","ah-bue2","ah-be2","押尾","斷後"
"72","ah-bōe-sī","ah-bē-sī","ah-boe7-si7","ah-be7-si7","ah未是","ah-buē-sī","ah-bē-sī","ah-bue7-si7","ah-be7-si7","ah未是","且慢"
"73","ah-chài","","ah-chai3","","押載","ah-tsài","","ah-tsai3","","押載","押運"
"74","ah-chhioh","","ah-chhioh","","鴨尺","ah-tshioh","","ah-tshioh","","鴨尺","鴨的胰腺"
"75","ah-chhùi-hông","","ah-chhui3-hong5","","鴨嘴hông","ah-tshuì-hông","","ah-tshui3-hong5","","鴨嘴hông","鴨舌hong5"
"76","ah-chhut","","ah-chhut","","押出","ah-tshut","","ah-tshut","","押出","押出"
"77","ah-chi̍h-chháu","","ah-chih8-chhau2","","鴨舌草","ah-tsi̍h-tsháu","","ah-tsih8-tshau2","","鴨舌草","斛菜"
"78","ah-chi̍h-hông","","ah-chih8-hong5","","鴨舌hông","ah-tsi̍h-hông","","ah-tsih8-hong5","","鴨舌hông","水丁黃"
"79","ah-chi̍h-hông","","ah-chih8-hong5","","鴨舌hông","ah-tsi̍h-hông","","ah-tsih8-hong5","","鴨舌hông","鴨舌hong5"
"80","ah-chiúⁿ","ah-chióng","ah-chiunn2","ah-chiong2","鴨掌","ah-tsiúnn","ah-tsióng","ah-tsiunn2","ah-tsiong2","鴨掌","鴨掌"
"81","ah-hêng","","ah-heng5","","鴨雄","ah-hîng","","ah-hing5","","鴨雄","雄鴨"
"82","ah-hêng-á","","ah-heng5-a2","","鴨雄仔","ah-hîng-á","","ah-hing5-a2","","鴨雄仔","鴨黃"
"83","ah-hōe","","ah-hoe7","","押匯","ah-huē","","ah-hue7","","押匯","押匯"
"84","ah-hó͘","","ah-hoo2","","壓虎","ah-hóo","","ah-hoo2","","壓虎","花梨隼"
"85","a-hiaⁿ","","a-hiann","","阿兄","a-hiann","","a-hiann","","阿兄","哥哥"
"86","a-hiaⁿ","","a-hiann","","阿兄","a-hiann","","a-hiann","","阿兄","喪葬工"
"87","ah-kái","","ah-kai2","","押解","ah-kái","","ah-kai2","","押解","押解"
"88","ah-kak","","ah-kak","","鴨角","ah-kak","","ah-kak","","鴨角","公鴨"
"89","ah-kak","","ah-kak","","鴨角","ah-kak","","ah-kak","","鴨角","雄番鴨"
"90","ah-kang","","ah-kang","","鴨公","ah-kang","","ah-kang","","鴨公","公鴨"
"91","ah-kang","","ah-kang","","鴨公","ah-kang","","ah-kang","","鴨公","雄番鴨"
"92","ah-kang","","ah-kang","","鴨公","ah-kang","","ah-kang","","鴨公","雄鴨"
"93","ah-kang-khiû","","ah-kang-khiu5","","鴨公khiû","ah-kang-khiû","","ah-kang-khiu5","","鴨公khiû","彈簧"
"94","ah-kē","","ah-ke7","","抑低","ah-kē","","ah-ke7","","抑低","抑低"
"95","ah-kha-bo̍k","","ah-kha-bok8","","鴨腳木","ah-kha-bo̍k","","ah-kha-bok8","","鴨腳木","鵝掌樹"
"96","ah-kha-chhiū","","ah-kha-chhiu7","","鴨腳樹","ah-kha-tshiū","","ah-kha-tshiu7","","鴨腳樹","鵝掌樹"
"97","ah-kha-chiúⁿ","","ah-kha-chiunn2","","鴨腳掌","ah-kha-tsiúnn","","ah-kha-tsiunn2","","鴨腳掌","鴨蹼"
"98","ah-kha-hiāⁿ","","ah-kha-hiann7","","鴨腳艾","ah-kha-hiānn","","ah-kha-hiann7","","鴨腳艾","角菜"
"99","ah-kha-hiuⁿ","","ah-kha-hiunn","","鴨腳香","ah-kha-hiunn","","ah-kha-hiunn","","鴨腳香","鵝掌金星蕨"
"100","ah-kha-pê","","ah-kha-pe5","","鴨腳扒","ah-kha-pê","","ah-kha-pe5","","鴨腳扒","鴨跖草"
"101","ah-kha-pê","","ah-kha-pe5","","鴨腳扒","ah-kha-pê","","ah-kha-pe5","","鴨腳扒","鴨蹼"
"102","ah-kha-phôe","ah-kha-phê","ah-kha-phoe5","ah-kha-phe5","鴨腳皮","ah-kha-phuê","ah-kha-phê","ah-kha-phue5","ah-kha-phe5","鴨腳皮","鴨腳木"
"103","ah-kha-sek","","ah-kha-sek","","鴨腳稷","ah-kha-sik","","ah-kha-sik","","鴨腳稷","穇子"
"104","ah-kha-sóe","ah-kha-sé","ah-kha-soe2","ah-kha-se2","鴨腳黍","ah-kha-sué","ah-kha-sé","ah-kha-sue2","ah-kha-se2","鴨腳黍","穇子"
"105","ah-kha-tê","ah-kha-tôe","ah-kha-te5","ah-kha-toe5","鴨腳蹄","ah-kha-tê","ah-kha-tuê","ah-kha-te5","ah-kha-tue5","鴨腳蹄","扁平足"
"106","ah-khut","","ah-khut","","抑屈","ah-khut","","ah-khut","","抑屈","抑制"
"107","ah-kim","","ah-kim","","押金","ah-kim","","ah-kim","","押金","押金"
"108","ah-kui","","ah-kui","","鴨kui","ah-kui","","ah-kui","","鴨kui","鴨的素囊"
"109","ah-lāi","","ah-lai7","","押利","ah-lāi","","ah-lai7","","押利","抵押"
"110","ah-láng-hì","","ah-lang2-hi3","","壓籠戲","ah-láng-hì","","ah-lang2-hi3","","壓籠戲","壓軸戲"
"111","ah-le̍k","","ah-lek8","","鴨綠","ah-li̍k","","ah-lik8","","鴨綠","深綠"
"112","ah-lo̍h-sèng","","ah-loh8-seng3","","壓落性","ah-lo̍h-sìng","","ah-loh8-sing3","","壓落性","馴服"
"113","ah-lo̍h-té","ah-lo̍h-tóe","ah-loh8-te2","ah-loh8-toe2","壓落底","ah-lo̍h-té","ah-lo̍h-tué","ah-loh8-te2","ah-loh8-tue2","壓落底","馴服"
"114","ah-lut-á","","ah-lut-a2","","鴨lut仔","ah-lut-á","","ah-lut-a2","","鴨lut仔","亞成鴨"
"115","ah-nn̄g","","ah-nng7","","鴨卵","ah-nn̄g","","ah-nng7","","鴨卵","鴨蛋"
"116","ah-nn̄g-bīn","","ah-nng7-bin7","","鴨卵面","ah-nn̄g-bīn","","ah-nng7-bin7","","鴨卵面","瓜子臉"
"117","ah-nn̄g-chheⁿ","ah-nn̄g-chhiⁿ","ah-nng7-chhenn","ah-nng7-chhinn","鴨卵青","ah-nn̄g-tshenn","ah-nn̄g-tshinn","ah-nng7-tshenn","ah-nng7-tshinn","鴨卵青","淡青"
"118","ah-nn̄g-chheⁿ","ah-nn̄g-chhiⁿ","ah-nng7-chhenn","ah-nng7-chhinn","鴨卵青","ah-nn̄g-tshenn","ah-nn̄g-tshinn","ah-nng7-tshenn","ah-nng7-tshinn","鴨卵青","蛋青"
"119","ah-nn̄g-chheⁿ","ah-nn̄g-chhiⁿ","ah-nng7-chhenn","ah-nng7-chhinn","鴨卵青","ah-nn̄g-tshenn","ah-nn̄g-tshinn","ah-nng7-tshenn","ah-nng7-tshinn","鴨卵青","淡青色"
"120","ah-nn̄g-chheⁿ","ah-nn̄g-chhiⁿ","ah-nng7-chhenn","ah-nng7-chhinn","鴨卵青","ah-nn̄g-tshenn","ah-nn̄g-tshinn","ah-nng7-tshenn","ah-nng7-tshinn","鴨卵青","淺藍色"
"121","ah-nn̄g-chheng","","ah-nng7-chheng","","鴨卵青","ah-nn̄g-tshing","","ah-nng7-tshing","","鴨卵青","鴨蛋青"
"122","ah-nn̄g-hêng","","ah-nng7-heng5","","鴨卵形","ah-nn̄g-hîng","","ah-nng7-hing5","","鴨卵形","橢圓形"
"123","ah-nn̄g-hêng","","ah-nng7-heng5","","鴨卵形","ah-nn̄g-hîng","","ah-nng7-hing5","","鴨卵形","鴨蛋圓"
"124","ah-pa","","ah-pa","","鴨巴","ah-pa","","ah-pa","","鴨巴","板鴨"
"125","ah-pa","","ah-pa","","鴨巴","ah-pa","","ah-pa","","鴨巴","鴨賞"
"126","ah-pà","","ah-pa3","","壓霸","ah-pà","","ah-pa3","","壓霸","專橫"
"127","ah-pà","","ah-pa3","","壓霸","ah-pà","","ah-pa3","","壓霸","惡霸"
"128","ah-pà","","ah-pa3","","壓霸","ah-pà","","ah-pa3","","壓霸","跋扈"
"129","ah-pà","","ah-pa3","","壓霸","ah-pà","","ah-pa3","","壓霸","霸道"
"130","ah-pà","","ah-pa3","","壓霸","ah-pà","","ah-pa3","","壓霸","蠻橫"
"131","ah-phiò","","ah-phio3","","押票","ah-phiò","","ah-phio3","","押票","押票"
"132","ah-pio-kim","","ah-pio-kim","","押標金","ah-pio-kim","","ah-pio-kim","","押標金","押標金"
"133","ah-pńg","","ah-png2","","押榜","ah-pńg","","ah-png2","","押榜","屈居末座"
"134","ah-pńg","","ah-png2","","押榜","ah-pńg","","ah-png2","","押榜","敬陪末座"
"135","ah-pńg","","ah-png2","","押榜","ah-pńg","","ah-png2","","押榜","殿後"
"136","ah-sàng","","ah-sang3","","押送","ah-sàng","","ah-sang3","","押送","押送"
"137","ah-sī","","ah-si7","","ah是","ah-sī","","ah-si7","","ah是","抑或"
"138","ah-sī","","ah-si7","","ah是","ah-sī","","ah-si7","","ah是","抑是"
"139","ah-sī","","ah-si7","","ah是","ah-sī","","ah-si7","","ah是","或者"
"140","ah-sī","","ah-si7","","ah是","ah-sī","","ah-si7","","ah是","或則"
"141","ah-siàu","","ah-siau3","","押數","ah-siàu","","ah-siau3","","押數","押帳"
"142","ah-siúⁿ","","ah-siunn2","","鴨賞","ah-siúnn","","ah-siunn2","","鴨賞","板鴨"
"143","ah-siúⁿ","","ah-siunn2","","鴨賞","ah-siúnn","","ah-siunn2","","鴨賞","鴨賞"
"144","ah-soah","","ah-soah","","押煞","ah-suah","","ah-suah","","押煞","停止"
"145","ah-tê-chháu","ah-tôe-chháu","ah-te5-chhau2","ah-toe5-chhau2","鴨蹄草","ah-tê-tsháu","ah-tuê-tsháu","ah-te5-tshau2","ah-tue5-tshau2","鴨蹄草","鴨跖草"
"146","ah-tê-sé","ah-tôe-sóe","ah-te5-se2","ah-toe5-soe2","鴨蹄黍","ah-tê-sé","ah-tuê-sué","ah-te5-se2","ah-tue5-sue2","鴨蹄黍","穇子"
"147","ah-thô͘-chu","","ah-thoo5-chu","","鴨土珠","ah-thôo-tsu","","ah-thoo5-tsu","","鴨土珠","小還魂"
"148","ah-thûn-á","","ah-thun5-a2","","鴨豚仔","ah-thûn-á","","ah-thun5-a2","","鴨豚仔","亞成鴨"
"149","ah-ūn","","ah-un7","","押韻","ah-ūn","","ah-un7","","押韻","押韻"
"150","ai","","ai","","哀","ai","","ai","","哀","呼號"
"151","ai","","ai","","哀","ai","","ai","","哀","哀叫"
"152","ai","","ai","","哀","ai","","ai","","哀","訴苦"
"153","ái-á","","ai2-a2","","噯仔","ái-á","","ai2-a2","","噯仔","嗩吶"
"154","ài","","ai3","","愛","ài","","ai3","","愛","易於"
"155","ài","","ai3","","愛","ài","","ai3","","愛","要"
"156","ài","","ai3","","愛","ài","","ai3","","愛","得"
"157","ài","","ai3","","愛","ài","","ai3","","愛","喜歡"
"158","ài","","ai3","","愛","ài","","ai3","","愛","愛"
"159","ài","","ai3","","愛","ài","","ai3","","愛","愛惜"
"160","ài","","ai3","","愛","ài","","ai3","","愛","需"
"161","ài chheng-khì","","ai3 chheng-khi3","","愛清氣","ài tshing-khì","","ai3 tshing-khi3","","愛清氣","愛好整潔"
"162","ài phò-tāu","","ai3 pho3-tau7","","愛phò-tāu","ài phò-tāu","","ai3 pho3-tau7","","愛phò-tāu","愛現"
"163","ài-beh","ài-boeh","ai3-beh","ai3-boeh","愛欲","ài-beh","ài-bueh","ai3-beh","ai3-bueh","愛欲","要"
"164","ài-beh","ài-boeh","ai3-beh","ai3-boeh","愛欲","ài-beh","ài-bueh","ai3-beh","ai3-bueh","愛欲","想"
"165","ài-beh","ài-boeh","ai3-beh","ai3-boeh","愛欲","ài-beh","ài-bueh","ai3-beh","ai3-bueh","愛欲","想要"
"166","ài-bīn-chú","","ai3-bin7-chu2","","愛面子","ài-bīn-tsú","","ai3-bin7-tsu2","","愛面子","愛面子"
"167","ài-bō͘","","ai3-boo7","","愛慕","ài-bōo","","ai3-boo7","","愛慕","愛慕"
"168","ài-chèⁿ","ài-chìⁿ","ai3-chenn3","ai3-chinn3","愛諍","ài-tsènn","ài-tsìnn","ai3-tsenn3","ai3-tsinn3","愛諍","好辯"
"169","ài-chêng","","ai3-cheng5","","愛情","ài-tsîng","","ai3-tsing5","","愛情","愛情"
"170","ài-chhap-sū","","ai3-chhap-su7","","愛插事","ài-tshap-sū","","ai3-tshap-su7","","愛插事","多管閒事"
"171","ài-chhap-sū","","ai3-chhap-su7","","愛插事","ài-tshap-sū","","ai3-tshap-su7","","愛插事","好事"
"172","ài-chhe","","ai3-chhe","","愛妻","ài-tshe","","ai3-tshe","","愛妻","愛妻"
"173","ài-chhiò","","ai3-chhio3","","愛笑","ài-tshiò","","ai3-tshio3","","愛笑","好笑"
"174","ài-chhiò","","ai3-chhio3","","愛笑","ài-tshiò","","ai3-tshio3","","愛笑","非笑"
"175","ài-chú","","ai3-chu2","","愛子","ài-tsú","","ai3-tsu2","","愛子","愛子"
"176","ài-ēng","ài-iōng","ai3-eng7","ai3-iong7","愛用","ài-īng","ài-iōng","ai3-ing7","ai3-iong7","愛用","愛用"
"177","ài-ga̍k","","ai3-gak8","","愛樂","ài-ga̍k","","ai3-gak8","","愛樂","愛樂"
"178","ài-gio̍k-á","","ai3-giok8-a2","","愛玉仔","ài-gio̍k-á","","ai3-giok8-a2","","愛玉仔","愛玉子"
"179","ài-gio̍k-chí","","ai3-giok8-chi2","","愛玉子","ài-gio̍k-tsí","","ai3-giok8-tsi2","","愛玉子","愛玉子"
"180","ài-háu","","ai3-hau2","","愛哮","ài-háu","","ai3-hau2","","愛哮","愛哭"
"181","ài-hīn","ài-hūn","ai3-hin7","ai3-hun7","愛恨","ài-hīn","ài-hūn","ai3-hin7","ai3-hun7","愛恨","愛恨"
"182","Ài-hô","","Ai3-ho5","","愛河","Ài-hô","","Ai3-ho5","","愛河","愛河"
"183","ài-hông","","ai3-hong5","","愛紅","ài-hông","","ai3-hong5","","愛紅","愛出風頭"
"184","ài-hông","","ai3-hong5","","愛紅","ài-hông","","ai3-hong5","","愛紅","愛現"
"185","ài-hong-sîn","","ai3-hong-sin5","","愛風神","ài-hong-sîn","","ai3-hong-sin5","","愛風神","好大喜功"
"186","ài-hō͘","","ai3-hoo7","","愛護","ài-hōo","","ai3-hoo7","","愛護","愛護"
"187","ài-iōng","","ai3-iong7","","愛用","ài-iōng","","ai3-iong7","","愛用","愛用"
"188","ài-jîn","","ai3-jin5","","愛人","ài-jîn","","ai3-jin5","","愛人","情人"
"189","ài-jîn","","ai3-jin5","","愛人","ài-jîn","","ai3-jin5","","愛人","情侶"
"190","ài-jîn","","ai3-jin5","","愛人","ài-jîn","","ai3-jin5","","愛人","甜心"
"191","ài-jîn","","ai3-jin5","","愛人","ài-jîn","","ai3-jin5","","愛人","愛人"
"192","ài-jîn","","ai3-jin5","","愛人","ài-jîn","","ai3-jin5","","愛人","戀人"
"193","ài-jîn-á","","ai3-jin5-a2","","愛人仔","ài-jîn-á","","ai3-jin5-a2","","愛人仔","情人"
"194","ài-jîn-á","","ai3-jin5-a2","","愛人仔","ài-jîn-á","","ai3-jin5-a2","","愛人仔","情侶"
"195","ài-khàu","","ai3-khau3","","愛哭","ài-khàu","","ai3-khau3","","愛哭","好哭"
"196","ài-khàu","","ai3-khau3","","愛哭","ài-khàu","","ai3-khau3","","愛哭","愛哭"
"197","ài-khàu-bīn","","ai3-khau3-bin7","","愛哭面","ài-khàu-bīn","","ai3-khau3-bin7","","愛哭面","哭喪著臉"
"198","ài-khàu-bīn","","ai3-khau3-bin7","","愛哭面","ài-khàu-bīn","","ai3-khau3-bin7","","愛哭面","愛哭鬼"
"199","ài-khàu-sîn","","ai3-khau3-sin5","","愛哭神","ài-khàu-sîn","","ai3-khau3-sin5","","愛哭神","愛哭鬼"
"200","ài-khián","","ai3-khian2","","愛犬","ài-khián","","ai3-khian2","","愛犬","愛犬"
"201","ài-khùn","","ai3-khun3","","愛睏","ài-khùn","","ai3-khun3","","愛睏","睏倦"
"202","ài-khùn","","ai3-khun3","","愛睏","ài-khùn","","ai3-khun3","","愛睏","想睡覺"
"203","ài-khùn-ba̍k","","ai3-khun3-bak8","","愛睏目","ài-khùn-ba̍k","","ai3-khun3-bak8","","愛睏目","睡眼惺忪"
"204","ài-khùn-ba̍k","","ai3-khun3-bak8","","愛睏目","ài-khùn-ba̍k","","ai3-khun3-bak8","","愛睏目","瞌睡眼"
"205","ài-khùn-chhiū","","ai3-khun3-chhiu7","","愛睏樹","ài-khùn-tshiū","","ai3-khun3-tshiu7","","愛睏樹","合歡樹"
"206","ài-khùn-io̍h","","ai3-khun3-ioh8","","愛睏藥","ài-khùn-io̍h","","ai3-khun3-ioh8","","愛睏藥","安眠藥"
"207","ài-khùn-kúi","","ai3-khun3-kui2","","愛睏鬼","ài-khùn-kuí","","ai3-khun3-kui2","","愛睏鬼","瞌睡蟲"
"208","ài-khùn-sîn","","ai3-khun3-sin5","","愛睏神","ài-khùn-sîn","","ai3-khun3-sin5","","愛睏神","睡眼惺忪"
"209","ài-khùn-sîn","","ai3-khun3-sin5","","愛睏神","ài-khùn-sîn","","ai3-khun3-sin5","","愛睏神","睡魔"
"210","ài-kiau","","ai3-kiau","","愛嬌","ài-kiau","","ai3-kiau","","愛嬌","嫵媚"
"211","ài-kiau","","ai3-kiau","","愛嬌","ài-kiau","","ai3-kiau","","愛嬌","嬌媚"
"212","ài-kok","","ai3-kok","","愛國","ài-kok","","ai3-kok","","愛國","愛國"
"213","ài-kok-sim","","ai3-kok-sim","","愛國心","ài-kok-sim","","ai3-kok-sim","","愛國心","愛國心"
"214","ài-kóng-ōe","","ai3-kong2-oe7","","愛講話","ài-kóng-uē","","ai3-kong2-ue7","","愛講話","愛說話"
"215","ài-kò͘","","ai3-koo3","","愛顧","ài-kòo","","ai3-koo3","","愛顧","眷顧"
"216","ài-lí","ài-lú","ai3-li2","ai3-lu2","愛女","ài-lí","ài-lú","ai3-li2","ai3-lu2","愛女","愛女"
"217","ài-māi","","ai3-mai7","","曖昧","ài-māi","","ai3-mai7","","曖昧","曖昧"
"218","ài-māi","","ai3-mai7","","曖昧","ài-māi","","ai3-mai7","","曖昧","曖眛"
"219","ài-put-sek-chhiú","","ai3-put-sek-chhiu2","","愛不釋手","ài-put-sik-tshiú","","ai3-put-sik-tshiu2","","愛不釋手","愛不釋手"
"220","ài-sim","","ai3-sim","","愛心","ài-sim","","ai3-sim","","愛心","愛心"
"221","Ài-sîn","","Ai3-sin5","","愛神","Ài-sîn","","Ai3-sin5","","愛神","愛神"
"222","ài-sioh","","ai3-sioh","","愛惜","ài-sioh","","ai3-sioh","","愛惜","愛惜"
"223","ài-sńg","","ai3-sng2","","愛耍","ài-sńg","","ai3-sng2","","愛耍","貪玩"
"224","ài-sńg","","ai3-sng2","","愛耍","ài-sńg","","ai3-sng2","","愛耍","愛玩"
"225","ài-sū","","ai3-su7","","愛事","ài-sū","","ai3-su7","","愛事","好事"
"226","ài-súi","","ai3-sui2","","愛súi","ài-suí","","ai3-sui2","","愛suí","愛美"
"227","ài-tài","","ai3-tai3","","愛戴","ài-tài","","ai3-tai3","","愛戴","愛戴"
"228","Ài-tek-hôa","","Ai3-tek-hoa5","","愛德華","Ài-tik-huâ","","Ai3-tik-hua5","","愛德華","愛德華"
"229","ài-thé-biān","ài-thé-bīn","ai3-the2-bian7","ai3-the2-bin7","愛體面","ài-thé-biān","ài-thé-bīn","ai3-the2-bian7","ai3-the2-bin7","愛體面","愛面子"
"230","ài-thit","","ai3-thit","","愛thit","ài-thit","","ai3-thit","","愛thit","愛玩"
"231","ài-tián","","ai3-tian2","","愛展","ài-tián","","ai3-tian2","","愛展","愛現"
"232","ài-tio̍h","","ai3-tioh8","","愛著","ài-tio̍h","","ai3-tioh8","","愛著","愛上"
"233","a-î","","a-i5","","阿姨","a-î","","a-i5","","阿姨","阿姨"
"234","a-î","","a-i5","","阿姨","a-î","","a-i5","","阿姨","姨母"
"235","a-î","","a-i5","","阿姨","a-î","","a-i5","","阿姨","姨媽"
"236","ai-ai-chhan","","ai-ai-chhan","","哀哀呻","ai-ai-tshan","","ai-ai-tshan","","哀哀呻","哀鳴"
"237","ai-ai-háu","","ai-ai-hau2","","哀哀háu","ai-ai-háu","","ai-ai-hau2","","哀哀háu","哀號"
"238","ai-ai-kiò","","ai-ai-kio3","","哀哀叫","ai-ai-kiò","","ai-ai-kio3","","哀哀叫","哀哀叫"
"239","ai-ai-thiu","","ai-ai-thiu","","哀哀抽","ai-ai-thiu","","ai-ai-thiu","","哀哀抽","哀鳴"
"240","a-iân","","a-ian5","","亞鉛","a-iân","","a-ian5","","亞鉛","亞鉛"
"241","a-iân","","a-ian5","","亞鉛","a-iân","","a-ian5","","亞鉛","鋅"
"242","a-iân","","a-ian5","","亞鉛","a-iân","","a-ian5","","亞鉛","洋鐵"
"243","a-iân","","a-ian5","","亞鉛","a-iân","","a-ian5","","亞鉛","鍍鋅鐵"
"244","a-iân-pán","","a-ian5-pan2","","亞鉛板","a-iân-pán","","a-ian5-pan2","","亞鉛板","白鐵"
"245","a-iân-pán","","a-ian5-pan2","","亞鉛板","a-iân-pán","","a-ian5-pan2","","亞鉛板","洋鐵"
"246","a-iân-pán","","a-ian5-pan2","","亞鉛板","a-iân-pán","","a-ian5-pan2","","亞鉛板","鐵皮"
"247","a-iân-phiáⁿ","","a-ian5-phiann2","","亞鉛鉼","a-iân-phiánn","","a-ian5-phiann2","","亞鉛鉼","鋅板"
"248","a-iân-phiáⁿ","","a-ian5-phiann2","","亞鉛鉼","a-iân-phiánn","","a-ian5-phiann2","","亞鉛鉼","鐵皮"
"249","a-iân-si","","a-ian5-si","","阿鉛絲","a-iân-si","","a-ian5-si","","阿鉛絲","鉛絲"
"250","a-iân-sòaⁿ","","a-ian5-soann3","","亞鉛線","a-iân-suànn","","a-ian5-suann3","","亞鉛線","鐵線"
"251","a-iân-tháng","","a-ian5-thang2","","亞鉛桶","a-iân-tháng","","a-ian5-thang2","","亞鉛桶","鍍鋅桶"
"252","a-iân-thih","","a-ian5-thih","","亞鉛鐵","a-iân-thih","","a-ian5-thih","","亞鉛鐵","洋鐵"
"253","a-iân-thih","","a-ian5-thih","","亞鉛鐵","a-iân-thih","","a-ian5-thih","","亞鉛鐵","鍍鋅鐵"
"254","ai-chhan","","ai-chhan","","唉呻","ai-tshan","","ai-tshan","","唉呻","呻吟"
"255","ai-êng","","ai-eng5","","哀榮","ai-îng","","ai-ing5","","哀榮","哀榮"
"256","ai-gō","","ai-go7","","挨餓","ai-gō","","ai-go7","","挨餓","挨餓"
"257","ai-iah","","ai-iah","","唉呀","ai-iah","","ai-iah","","唉呀","唉呀"
"258","ai-iah","","ai-iah","","唉呀","ai-iah","","ai-iah","","唉呀","喔唷"
"259","ai-ioh","","ai-ioh","","噯喲","ai-ioh","","ai-ioh","","噯喲","噯喲"
"260","ai-kiû","","ai-kiu5","","哀求","ai-kiû","","ai-kiu5","","哀求","哀求"
"261","āiⁿ","","ainn7","","āiⁿ","āinn","","ainn7","","āinn","背"
"262","āiⁿ","","ainn7","","āiⁿ","āinn","","ainn7","","āinn","背負"
"263","āiⁿ-kin","āiⁿ-kun","ainn7-kin","ainn7-kun","āiⁿ巾","āinn-kin","āinn-kun","ainn7-kin","ainn7-kun","āinn巾","背巾"
"264","ai-oàn","","ai-oan3","","哀怨","ai-uàn","","ai-uan3","","哀怨","哀怨"
"265","ai-oàn","","ai-oan3","","哀怨","ai-uàn","","ai-uan3","","哀怨","埋怨"
"266","ai-siong","","ai-siong","","哀傷","ai-siong","","ai-siong","","哀傷","哀傷"
"267","ai-sû","","ai-su5","","哀詞","ai-sû","","ai-su5","","哀詞","追悼文"
"268","ai-sû","","ai-su5","","哀詞","ai-sû","","ai-su5","","哀詞","祭文"
