hanzi,tl,frequency,poj,tl_num,poj_num,tps_num,tl_notone,poj_notone,tps_notone,tl_abbrev,poj_abbrev,tps_abbrev,kungge,is_variant
塗抓仔,thôo-jiàu-á,16,thô͘-jiàu-á,thoo5jiau3a2,thoo5jiau3a2,ㄊㆦˊㆢㄧㄠ˪ㄚˋ,thoojiaua,thoojiaua,ㄊㆦㆢㄧㄠㄚ,tja,tja,ㄊㆢㄚ,True,False
塭仔砧,un-á-tiam,16,un-á-tiam,un1a2tiam1,un1a2tiam1,ㄨㄣㄚˋㄉㄧㆰ,unatiam,unatiam,ㄨㄣㄚㄉㄧㆰ,uat,uat,ㄨㄚㄉ,True,False
墜仔模,tuī-á-bôo,16,tūi-á-bô͘,tui7a2boo5,tui7a2boo5,ㄉㄨㄧ˫ㄚˋㆠㆦˊ,tuiaboo,tuiaboo,ㄉㄨㄧㄚㆠㆦ,tab,tab,ㄉㄚㆠ,True,False
壓枋染,ah-pang-ní,16,ah-pang-ní,ah4pang1ni2,ah4pang1ni2,ㄚㆷㄅㄤㄋㄧˋ,ahpangni,ahpangni,ㄚㆷㄅㄤㄋㄧ,apn,apn,ㄚㄅㄋ,True,False
壓頭仔,ah-thâu-á,16,ah-thâu-á,ah4thau5a2,ah4thau5a2,ㄚㆷㄊㄠˊㄚˋ,ahthaua,ahthaua,ㄚㆷㄊㄠㄚ,ata,ata,ㄚㄊㄚ,True,False
大木作,tuā-ba̍k-tsok,16,tōa-ba̍k-chok,tua7bak8tsok4,toa7bak8chok4,ㄉㄨㄚ˫ㆠㄚㆻ̇ㄗㆦㆻ,tuabaktsok,toabakchok,ㄉㄨㄚㆠㄚㆻㄗㆦㆻ,tbt,tbc,ㄉㆠㄗ,True,False
大白釉,tuā-pe̍h-iu,16,tōa-pe̍h-iu,tua7peh8iu1,toa7peh8iu1,ㄉㄨㄚ˫ㄅㆤㆷ̇ㄧㄨ,tuapehiu,toapehiu,ㄉㄨㄚㄅㆤㆷㄧㄨ,tpi,tpi,ㄉㄅㄧ,True,False
大菁粉,tuā-tshinn-hún,16,tōa-chhiⁿ-hún,tua7tshinn1hun2,toa7chhinn1hun2,ㄉㄨㄚ˫ㄑㆪㄏㄨㄣˋ,tuatshinnhun,toachhinnhun,ㄉㄨㄚㄑㆪㄏㄨㄣ,tth,tch,ㄉㄑㄏ,True,False
太魯刀,thài-lù-to,16,thài-lù-to,thai3lu3to1,thai3lu3to1,ㄊㄞ˪ㄌㄨ˪ㄉㄛ,thailuto,thailuto,ㄊㄞㄌㄨㄉㄛ,tlt,tlt,ㄊㄌㄉ,True,False
如意手,jû-ì-tshiú,16,jû-ì-chhiú,ju5i3tshiu2,ju5i3chhiu2,ㆡㄨˊㄧ˪ㄑㄧㄨˋ,juitshiu,juichhiu,ㆡㄨㄧㄑㄧㄨ,jit,jic,ㆡㄧㄑ,True,False
如意花,jû-ì-hue,16,jû-ì-hoe,ju5i3hue1,ju5i3hoe1,ㆡㄨˊㄧ˪ㄏㄨㆤ,juihue,juihoe,ㆡㄨㄧㄏㄨㆤ,jih,jih,ㆡㄧㄏ,True,False
娘絲布,niû-si-pòo,16,niû-si-pò͘,niu5si1poo3,niu5si1poo3,ㄋㄧㄨˊㄒㄧㄅㆦ˪,niusipoo,niusipoo,ㄋㄧㄨㄒㄧㄅㆦ,nsp,nsp,ㄋㄒㄅ,True,True
安金漆,an-kim-tshat,16,an-kim-chhat,an1kim1tshat4,an1kim1chhat4,ㄢㄍㄧㆬㄘㄚㆵ,ankimtshat,ankimchhat,ㄢㄍㄧㆬㄘㄚㆵ,akt,akc,ㄢㄍㄘ,True,False
實腹管,tsa̍t-pak-kóng,16,cha̍t-pak-kóng,tsat8pak4kong2,chat8pak4kong2,ㄗㄚㆵ̇ㄅㄚㆻㄍㆲˋ,tsatpakkong,chatpakkong,ㄗㄚㆵㄅㄚㆻㄍㆲ,tpk,cpk,ㄗㄅㄍ,True,False
寶石碭,pó-tsio̍h-thn̄g,16,pó-chio̍h-thn̄g,po2tsioh8thng7,po2chioh8thng7,ㄅㄛˋㄐㄧㄛㆷ̇ㄊㆭ˫,potsiohthng,pochiohthng,ㄅㄛㄐㄧㄛㆷㄊㆭ,ptt,pct,ㄅㄐㄊ,True,False
小冊櫃,sió-tsheh-kuì,16,sió-chheh-kùi,sio2tsheh4kui3,sio2chheh4kui3,ㄒㄧㄛˋㄘㆤㆷㄍㄨㄧ˪,siotshehkui,siochhehkui,ㄒㄧㄛㄘㆤㆷㄍㄨㄧ,stk,sck,ㄒㄘㄍ,True,False
小葉桑,sió-hio̍h-song,16,sió-hio̍h-song,sio2hioh8song1,sio2hioh8song1,ㄒㄧㄛˋㄏㄧㄛㆷ̇ㄙㆲ,siohiohsong,siohiohsong,ㄒㄧㄛㄏㄧㄛㆷㄙㆲ,shs,shs,ㄒㄏㄙ,True,False
尤加利,iu-kha-lih,16,iu-kha-lih,iu1kha1lih4,iu1kha1lih4,ㄧㄨㄎㄚㄌㄧㆷ,iukhalih,iukhalih,ㄧㄨㄎㄚㄌㄧㆷ,ikl,ikl,ㄧㄎㄌ,True,False
尪仔頭,ang-á-thâu,16,ang-á-thâu,ang1a2thau5,ang1a2thau5,ㄤㄚˋㄊㄠˊ,angathau,angathau,ㄤㄚㄊㄠ,aat,aat,ㄤㄚㄊ,True,False
山棧花,suann-tsàn-hue,16,soaⁿ-chàn-hoe,suann1tsan3hue1,soann1chan3hoe1,ㄙㄨㆩㄗㄢ˪ㄏㄨㆤ,suanntsanhue,soannchanhoe,ㄙㄨㆩㄗㄢㄏㄨㆤ,sth,sch,ㄙㄗㄏ,True,False
山石仔,suann-tsio̍h-á,16,soaⁿ-chio̍h-á,suann1tsioh8a2,soann1chioh8a2,ㄙㄨㆩㄐㄧㄛㆷ̇ㄚˋ,suanntsioha,soannchioha,ㄙㄨㆩㄐㄧㄛㆷㄚ,sta,sca,ㄙㄐㄚ,True,False
工作台,kang-tsok-tâi,16,kang-chok-tâi,kang1tsok4tai5,kang1chok4tai5,ㄍㄤㄗㆦㆻㄉㄞˊ,kangtsoktai,kangchoktai,ㄍㄤㄗㆦㆻㄉㄞ,ktt,kct,ㄍㄗㄉ,True,False
工作椅,kang-tsok-í,16,kang-chok-í,kang1tsok4i2,kang1chok4i2,ㄍㄤㄗㆦㆻㄧˋ,kangtsoki,kangchoki,ㄍㄤㄗㆦㆻㄧ,kti,kci,ㄍㄗㄧ,True,False
布輪機,pòo-lûn-ki,16,pò͘-lûn-ki,poo3lun5ki1,poo3lun5ki1,ㄅㆦ˪ㄌㄨㄣˊㄍㄧ,poolunki,poolunki,ㄅㆦㄌㄨㄣㄍㄧ,plk,plk,ㄅㄌㄍ,True,True
平剾仔,phînn-khau-á,16,phîⁿ-khau-á,phinn5khau1a2,phinn5khau1a2,ㄆㆪˊㄎㄠㄚˋ,phinnkhaua,phinnkhaua,ㄆㆪㄎㄠㄚ,pka,pka,ㄆㄎㄚ,True,False
平剾仔,pêng-khau-á,16,pêng-khau-á,peng5khau1a2,peng5khau1a2,ㄅㆤㆭˊㄎㄠㄚˋ,pengkhaua,pengkhaua,ㄅㆤㆭㄎㄠㄚ,pka,pka,ㄅㄎㄚ,True,False
平鑿仔,phînn-tsha̍k-á,16,phîⁿ-chha̍k-á,phinn5tshak8a2,phinn5chhak8a2,ㄆㆪˊㄘㄚㆻ̇ㄚˋ,phinntshaka,phinnchhaka,ㄆㆪㄘㄚㆻㄚ,pta,pca,ㄆㄘㄚ,True,False
幼工棒,iù-kang-pāng,16,iù-kang-pāng,iu3kang1pang7,iu3kang1pang7,ㄧㄨ˪ㄍㄤㄅㄤ˫,iukangpang,iukangpang,ㄧㄨㄍㄤㄅㄤ,ikp,ikp,ㄧㄍㄅ,True,False
廟尪仔,biō-ang-á,16,biō-ang-á,bio7ang1a2,bio7ang1a2,ㆠㄧㄛ˫ㄤㄚˋ,bioanga,bioanga,ㆠㄧㄛㄤㄚ,baa,baa,ㆠㄤㄚ,True,False
弓中錘,king-tiong-tshuê,16,keng-tiong-chhôe,king1tiong1tshue5,keng1tiong1chhoe5,ㄍㄧㄥㄉㄧㆲㄘㄨㆤˊ,kingtiongtshue,kengtiongchhoe,ㄍㄧㄥㄉㄧㆲㄘㄨㆤ,ktt,ktc,ㄍㄉㄘ,True,False
彎仔鋸,uan-á-kì,16,oan-á-kì,uan1a2ki3,oan1a2ki3,ㄨㄢㄚˋㄍㄧ˪,uanaki,oanaki,ㄨㄢㄚㄍㄧ,uak,oak,ㄨㄚㄍ,True,False
戮空的,lak-khang-ê,16,lak-khang-ê,lak4khang1e5,lak4khang1e5,ㄌㄚㆻㄎㄤㆤˊ,lakkhange,lakkhange,ㄌㄚㆻㄎㄤㆤ,lke,lke,ㄌㄎㆤ,True,False
扁鋏仔,pínn-giap-á,16,píⁿ-giap-á,pinn2giap4a2,pinn2giap4a2,ㄅㆪˋㆣㄧㄚㆴㄚˋ,pinngiapa,pinngiapa,ㄅㆪㆣㄧㄚㆴㄚ,pga,pga,ㄅㆣㄚ,True,False
手指圍,tshiú-tsí-uî,16,chhiú-chí-ûi,tshiu2tsi2ui5,chhiu2chi2ui5,ㄑㄧㄨˋㄐㄧˋㄨㄧˊ,tshiutsiui,chhiuchiui,ㄑㄧㄨㄐㄧㄨㄧ,ttu,ccu,ㄑㄐㄨ,True,False
手指條,tshiú-tsí-tiâu,16,chhiú-chí-tiâu,tshiu2tsi2tiau5,chhiu2chi2tiau5,ㄑㄧㄨˋㄐㄧˋㄉㄧㄠˊ,tshiutsitiau,chhiuchitiau,ㄑㄧㄨㄐㄧㄉㄧㄠ,ttt,cct,ㄑㄐㄉ,True,False
手指通,tshiú-tsí-thong,16,chhiú-chí-thong,tshiu2tsi2thong1,chhiu2chi2thong1,ㄑㄧㄨˋㄐㄧˋㄊㆲ,tshiutsithong,chhiuchithong,ㄑㄧㄨㄐㄧㄊㆲ,ttt,cct,ㄑㄐㄊ,True,False
手搖鈴,tshiú-iô-lîng,16,chhiú-iô-lêng,tshiu2io5ling5,chhiu2io5leng5,ㄑㄧㄨˋㄧㄛˊㄌㄧㄥˊ,tshiuioling,chhiuioleng,ㄑㄧㄨㄧㄛㄌㄧㄥ,til,cil,ㄑㄧㄌ,True,False
手環箸,tshiú-khuân-tī,16,chhiú-khoân-tī,tshiu2khuan5ti7,chhiu2khoan5ti7,ㄑㄧㄨˋㄎㄨㄢˊㄉㄧ˫,tshiukhuanti,chhiukhoanti,ㄑㄧㄨㄎㄨㄢㄉㄧ,tkt,ckt,ㄑㄎㄉ,True,False
抓耙仔,jiàu-pê-á,16,jiàu-pê-á,jiau3pe5a2,jiau3pe5a2,ㆢㄧㄠ˪ㄅㆤˊㄚˋ,jiaupea,jiaupea,ㆢㄧㄠㄅㆤㄚ,jpa,jpa,ㆢㄅㄚ,True,False
折刀器,tsiat-to-khì,16,chiat-to-khì,tsiat4to1khi3,chiat4to1khi3,ㄐㄧㄚㆵㄉㄛㄎㄧ˪,tsiattokhi,chiattokhi,ㄐㄧㄚㆵㄉㄛㄎㄧ,ttk,ctk,ㄐㄉㄎ,True,False
拍初胚,phah-tshoo-phue,16,phah-chho͘-phoe,phah4tshoo1phue1,phah4chhoo1phoe1,ㄆㄚㆷㄘㆦㄆㄨㆤ,phahtshoophue,phahchhoophoe,ㄆㄚㆷㄘㆦㄆㄨㆤ,ptp,pcp,ㄆㄘㄆ,True,True
拍剁仔,phah-tok-a,16,phah-tok-a,phah4tok4a1,phah4tok4a1,ㄆㄚㆷㄉㆦㆻㄚ,phahtoka,phahtoka,ㄆㄚㆷㄉㆦㆻㄚ,pta,pta,ㄆㄉㄚ,True,False
拍粗胚,phah-tshoo-phue,16,phah-chho͘-phoe,phah4tshoo1phue1,phah4chhoo1phoe1,ㄆㄚㆷㄘㆦㄆㄨㆤ,phahtshoophue,phahchhoophoe,ㄆㄚㆷㄘㆦㄆㄨㆤ,ptp,pcp,ㄆㄘㄆ,True,True
拍糊仔,phah-kôo-á,16,phah-kô͘-á,phah4koo5a2,phah4koo5a2,ㄆㄚㆷㄍㆦˊㄚˋ,phahkooa,phahkooa,ㄆㄚㆷㄍㆦㄚ,pka,pka,ㄆㄍㄚ,True,False
拍花面,phah-hue-bīn,16,phah-hoe-bīn,phah4hue1bin7,phah4hoe1bin7,ㄆㄚㆷㄏㄨㆤㆠㄧㄣ˫,phahhuebin,phahhoebin,ㄆㄚㆷㄏㄨㆤㆠㄧㄣ,phb,phb,ㄆㄏㆠ,True,False
拖空墘,thua-khang-kînn,16,thoa-khang-kîⁿ,thua1khang1kinn5,thoa1khang1kinn5,ㄊㄨㄚㄎㄤㄍㆪˊ,thuakhangkinn,thoakhangkinn,ㄊㄨㄚㄎㄤㄍㆪ,tkk,tkk,ㄊㄎㄍ,True,False
挲密刀,so-ba̍t-to,16,so-ba̍t-to,so1bat8to1,so1bat8to1,ㄙㄛㆠㄚㆵ̇ㄉㄛ,sobatto,sobatto,ㄙㄛㆠㄚㆵㄉㄛ,sbt,sbt,ㄙㆠㄉ,True,False
挲玻璃,so-po-lê,16,so-po-lê,so1po1le5,so1po1le5,ㄙㄛㄅㄛㄌㆤˊ,sopole,sopole,ㄙㄛㄅㄛㄌㆤ,spl,spl,ㄙㄅㄌ,True,False
捏版仔,lia̍p-pán-á,16,lia̍p-pán-á,liap8pan2a2,liap8pan2a2,ㄌㄧㄚㆴ̇ㄅㄢˋㄚˋ,liappana,liappana,ㄌㄧㄚㆴㄅㄢㄚ,lpa,lpa,ㄌㄅㄚ,True,False
捶篾仔,tuî-bi̍h-á,16,tûi-bi̍h-á,tui5bih8a2,tui5bih8a2,ㄉㄨㄧˊㆠㄧㆷ̇ㄚˋ,tuibiha,tuibiha,ㄉㄨㄧㆠㄧㆷㄚ,tba,tba,ㄉㆠㄚ,True,False
捻塔啾,liàn-thah-tshiu,16,liàn-thah-chhiu,lian3thah4tshiu1,lian3thah4chhiu1,ㄌㄧㄢ˪ㄊㄚㆷㄑㄧㄨ,lianthahtshiu,lianthahchhiu,ㄌㄧㄢㄊㄚㆷㄑㄧㄨ,ltt,ltc,ㄌㄊㄑ,True,False
控制錶,khòng-tsè-pió,16,khòng-chè-pió,khong3tse3pio2,khong3che3pio2,ㄎㆲ˪ㄗㆤ˪ㄅㄧㄛˋ,khongtsepio,khongchepio,ㄎㆲㄗㆤㄅㄧㄛ,ktp,kcp,ㄎㄗㄅ,True,False
掰糊仔,pué-kôo-á,16,póe-kô͘-á,pue2koo5a2,poe2koo5a2,ㄅㄨㆤˋㄍㆦˊㄚˋ,puekooa,poekooa,ㄅㄨㆤㄍㆦㄚ,pka,pka,ㄅㄍㄚ,True,False
描圖紙,biô-tôo-tsuá,16,biô-tô͘-chóa,bio5too5tsua2,bio5too5choa2,ㆠㄧㄛˊㄉㆦˊㄗㄨㄚˋ,biotootsua,biotoochoa,ㆠㄧㄛㄉㆦㄗㄨㄚ,btt,btc,ㆠㄉㄗ,True,False
搝厚薄,giú-kāu-po̍h,16,giú-kāu-po̍h,giu2kau7poh8,giu2kau7poh8,ㆣㄧㄨˋㄍㄠ˫ㄅㄛㆷ̇,giukaupoh,giukaupoh,ㆣㄧㄨㄍㄠㄅㄛㆷ,gkp,gkp,ㆣㄍㄅ,True,False
撞璇仔,tōng-suān-á,16,tōng-soān-á,tong7suan7a2,tong7soan7a2,ㄉㆲ˫ㄙㄨㄢ˫ㄚˋ,tongsuana,tongsoana,ㄉㆲㄙㄨㄢㄚ,tsa,tsa,ㄉㄙㄚ,True,False
擠浮線,tsik-phû-suànn,16,chek-phû-sòaⁿ,tsik4phu5suann3,chek4phu5soann3,ㄐㄧㆻㄆㄨˊㄙㄨㆩ˪,tsikphusuann,chekphusoann,ㄐㄧㆻㄆㄨㄙㄨㆩ,tps,cps,ㄐㄆㄙ,True,False
敆內裡,kap-lāi-lí,16,kap-lāi-lí,kap4lai7li2,kap4lai7li2,ㄍㄚㆴㄌㄞ˫ㄌㄧˋ,kaplaili,kaplaili,ㄍㄚㆴㄌㄞㄌㄧ,kll,kll,ㄍㄌㄌ,True,False
敲薰屎,khà hun-sái,16,khà hun-sái,kha3hun1sai2,kha3hun1sai2,ㄎㄚ˪ㄏㄨㄣㄙㄞˋ,khahunsai,khahunsai,ㄎㄚㄏㄨㄣㄙㄞ,khs,khs,ㄎㄏㄙ,True,False
文公尺,bûn-kong-tshioh,16,bûn-kong-chhioh,bun5kong1tshioh4,bun5kong1chhioh4,ㆠㄨㄣˊㄍㆲㄑㄧㄛㆷ,bunkongtshioh,bunkongchhioh,ㆠㄨㄣㄍㆲㄑㄧㄛㆷ,bkt,bkc,ㆠㄍㄑ,True,False
文武甲,bûn-bú-kah,16,bûn-bú-kah,bun5bu2kah4,bun5bu2kah4,ㆠㄨㄣˊㆠㄨˋㄍㄚㆷ,bunbukah,bunbukah,ㆠㄨㄣㆠㄨㄍㄚㆷ,bbk,bbk,ㆠㆠㄍ,True,True
文武跤,bûn-bú-kha,16,bûn-bú-kha,bun5bu2kha1,bun5bu2kha1,ㆠㄨㄣˊㆠㄨˋㄎㄚ,bunbukha,bunbukha,ㆠㄨㄣㆠㄨㄎㄚ,bbk,bbk,ㆠㆠㄎ,True,False
文轎蓋,bûn-kiō-kuà,16,bûn-kiō-kòa,bun5kio7kua3,bun5kio7koa3,ㆠㄨㄣˊㄍㄧㄛ˫ㄍㄨㄚ˪,bunkiokua,bunkiokoa,ㆠㄨㄣㄍㄧㄛㄍㄨㄚ,bkk,bkk,ㆠㄍㄍ,True,False
曝日頭,pha̍k-ji̍t-thâu,16,pha̍k-ji̍t-thâu,phak8jit8thau5,phak8jit8thau5,ㄆㄚㆻ̇ㆢㄧㆵ̇ㄊㄠˊ,phakjitthau,phakjitthau,ㄆㄚㆻㆢㄧㆵㄊㄠ,pjt,pjt,ㄆㆢㄊ,True,False
月眉鱗,gua̍t-bâi-lân,16,goa̍t-bâi-lân,guat8bai5lan5,goat8bai5lan5,ㆣㄨㄚㆵ̇ㆠㄞˊㄌㄢˊ,guatbailan,goatbailan,ㆣㄨㄚㆵㆠㄞㄌㄢ,gbl,gbl,ㆣㆠㄌ,True,False
木桮刀,bo̍k-pue-to,16,bo̍k-poe-to,bok8pue1to1,bok8poe1to1,ㆠㆦㆻ̇ㄅㄨㆤㄉㄛ,bokpueto,bokpoeto,ㆠㆦㆻㄅㄨㆤㄉㄛ,bpt,bpt,ㆠㄅㄉ,True,False
木版畫,bo̍k-pán-uē,16,bo̍k-pán-ōe,bok8pan2ue7,bok8pan2oe7,ㆠㆦㆻ̇ㄅㄢˋㄨㆤ˫,bokpanue,bokpanoe,ㆠㆦㆻㄅㄢㄨㆤ,bpu,bpo,ㆠㄅㄨ,True,False
木麻黃,bo̍k-muâ-hông,16,bo̍k-môa-hông,bok8mua5hong5,bok8moa5hong5,ㆠㆦㆻ̇ㄇㄨㄚˊㄏㆲˊ,bokmuahong,bokmoahong,ㆠㆦㆻㄇㄨㄚㄏㆲ,bmh,bmh,ㆠㄇㄏ,True,False
松節油,siông-tsiat-iû,16,siông-chiat-iû,siong5tsiat4iu5,siong5chiat4iu5,ㄒㄧㆲˊㄐㄧㄚㆵㄧㄨˊ,siongtsiatiu,siongchiatiu,ㄒㄧㆲㄐㄧㄚㆵㄧㄨ,sti,sci,ㄒㄐㄧ,True,False
松膠碗,siông-ka-uánn,16,siông-ka-óaⁿ,siong5ka1uann2,siong5ka1oann2,ㄒㄧㆲˊㄍㄚㄨㆩˋ,siongkauann,siongkaoann,ㄒㄧㆲㄍㄚㄨㆩ,sku,sko,ㄒㄍㄨ,True,False
架索仔,khuè-soh-á,16,khòe-soh-á,khue3soh4a2,khoe3soh4a2,ㄎㄨㆤ˪ㄙㄛㆷㄚˋ,khuesoha,khoesoha,ㄎㄨㆤㄙㄛㆷㄚ,ksa,ksa,ㄎㄙㄚ,True,False
柏青哥,pha-tsìn-kòo,16,pha-chìn-kò͘,pha1tsin3koo3,pha1chin3koo3,ㄆㄚㄐㄧㄣ˪ㄍㆦ˪,phatsinkoo,phachinkoo,ㄆㄚㄐㄧㄣㄍㆦ,ptk,pck,ㄆㄐㄍ,True,False
染料劑,ní-liāu-tse,16,ní-liāu-che,ni2liau7tse1,ni2liau7che1,ㄋㄧˋㄌㄧㄠ˫ㄗㆤ,niliautse,niliauche,ㄋㄧㄌㄧㄠㄗㆤ,nlt,nlc,ㄋㄌㄗ,True,False
柳葉眉,liú-hio̍h-bâi,16,liú-hio̍h-bâi,liu2hioh8bai5,liu2hioh8bai5,ㄌㄧㄨˋㄏㄧㄛㆷ̇ㆠㄞˊ,liuhiohbai,liuhiohbai,ㄌㄧㄨㄏㄧㄛㆷㆠㄞ,lhb,lhb,ㄌㄏㆠ,True,False
柴抹刀,tshâ-buah-to,16,chhâ-boah-to,tsha5buah4to1,chha5boah4to1,ㄘㄚˊㆠㄨㄚㆷㄉㄛ,tshabuahto,chhaboahto,ㄘㄚㆠㄨㄚㆷㄉㄛ,tbt,cbt,ㄘㆠㄉ,True,False
柴桮仔,tshâ-pue-á,16,chhâ-poe-á,tsha5pue1a2,chha5poe1a2,ㄘㄚˊㄅㄨㆤㄚˋ,tshapuea,chhapoea,ㄘㄚㄅㄨㆤㄚ,tpa,cpa,ㄘㄅㄚ,True,False
柴槌仔,tshâ-thuî-á,16,chhâ-thûi-á,tsha5thui5a2,chha5thui5a2,ㄘㄚˊㄊㄨㄧˊㄚˋ,tshathuia,chhathuia,ㄘㄚㄊㄨㄧㄚ,tta,cta,ㄘㄊㄚ,True,False
柿仔汁,khī-á-tsiap,16,khī-á-chiap,khi7a2tsiap4,khi7a2chiap4,ㄎㄧ˫ㄚˋㄐㄧㄚㆴ,khiatsiap,khiachiap,ㄎㄧㄚㄐㄧㄚㆴ,kat,kac,ㄎㄚㄐ,True,False
栗子殼,la̍t-tsí-khak,16,la̍t-chí-khak,lat8tsi2khak4,lat8chi2khak4,ㄌㄚㆵ̇ㄐㄧˋㄎㄚㆻ,lattsikhak,latchikhak,ㄌㄚㆵㄐㄧㄎㄚㆻ,ltk,lck,ㄌㄐㄎ,True,False
格仔尺,keh-á-tshioh,16,keh-á-chhioh,keh4a2tshioh4,keh4a2chhioh4,ㄍㆤㆷㄚˋㄑㄧㄛㆷ,kehatshioh,kehachhioh,ㄍㆤㆷㄚㄑㄧㄛㆷ,kat,kac,ㄍㄚㄑ,True,False
栽喙鬚,tsai-tshuì-tshiu,16,chai-chhùi-chhiu,tsai1tshui3tshiu1,chai1chhui3chhiu1,ㄗㄞㄘㄨㄧ˪ㄑㄧㄨ,tsaitshuitshiu,chaichhuichhiu,ㄗㄞㄘㄨㄧㄑㄧㄨ,ttt,ccc,ㄗㄘㄑ,True,False
栽喙齒,tsai-tshuì-khí,16,chai-chhùi-khí,tsai1tshui3khi2,chai1chhui3khi2,ㄗㄞㄘㄨㄧ˪ㄎㄧˋ,tsaitshuikhi,chaichhuikhi,ㄗㄞㄘㄨㄧㄎㄧ,ttk,cck,ㄗㄘㄎ,True,False
栽目睭,tsai-ba̍k-tsiu,16,chai-ba̍k-chiu,tsai1bak8tsiu1,chai1bak8chiu1,ㄗㄞㆠㄚㆻ̇ㄐㄧㄨ,tsaibaktsiu,chaibakchiu,ㄗㄞㆠㄚㆻㄐㄧㄨ,tbt,cbc,ㄗㆠㄐ,True,False
栽馬啾,tsai-bé-tshiu,16,chai-bé-chhiu,tsai1be2tshiu1,chai1be2chhiu1,ㄗㄞㆠㆤˋㄑㄧㄨ,tsaibetshiu,chaibechhiu,ㄗㄞㆠㆤㄑㄧㄨ,tbt,cbc,ㄗㆠㄑ,True,False
桂花甲,kuì-hue-kah,16,kùi-hoe-kah,kui3hue1kah4,kui3hoe1kah4,ㄍㄨㄧ˪ㄏㄨㆤㄍㄚㆷ,kuihuekah,kuihoekah,ㄍㄨㄧㄏㄨㆤㄍㄚㆷ,khk,khk,ㄍㄏㄍ,True,True
梳妝台,se-tsong-tâi,16,se-chong-tâi,se1tsong1tai5,se1chong1tai5,ㄙㆤㄗㆲㄉㄞˊ,setsongtai,sechongtai,ㄙㆤㄗㆲㄉㄞ,stt,sct,ㄙㄗㄉ,True,False
椅頭仔,í-thâu-á,16,í-thâu-á,i2thau5a2,i2thau5a2,ㄧˋㄊㄠˊㄚˋ,ithaua,ithaua,ㄧㄊㄠㄚ,ita,ita,ㄧㄊㄚ,True,False
椅馬仔,í-bé-á,16,í-bé-á,i2be2a2,i2be2a2,ㄧˋㆠㆤˋㄚˋ,ibea,ibea,ㄧㆠㆤㄚ,iba,iba,ㄧㆠㄚ,True,False
樟腦沙,tsiunn-ló-sua,16,chiuⁿ-ló-soa,tsiunn1lo2sua1,chiunn1lo2soa1,ㄐㄧㆫㄌㄛˋㄙㄨㄚ,tsiunnlosua,chiunnlosoa,ㄐㄧㆫㄌㄛㄙㄨㄚ,tls,cls,ㄐㄌㄙ,True,False
樟腦油,tsiunn-ló-iû,16,chiuⁿ-ló-iû,tsiunn1lo2iu5,chiunn1lo2iu5,ㄐㄧㆫㄌㄛˋㄧㄨˊ,tsiunnloiu,chiunnloiu,ㄐㄧㆫㄌㄛㄧㄨ,tli,cli,ㄐㄌㄧ,True,False
樹奶模,tshiū-ni-bôo,16,chhiū-ni-bô͘,tshiu7ni1boo5,chhiu7ni1boo5,ㄑㄧㄨ˫ㄋㄧㆠㆦˊ,tshiuniboo,chhiuniboo,ㄑㄧㄨㄋㄧㆠㆦ,tnb,cnb,ㄑㄋㆠ,True,False
橫杆仔,huâinn-kuainn-á,16,hoâiⁿ-koaiⁿ-á,huainn5kuainn1a2,hoainn5koainn1a2,ㄏㄨㆮˊㄍㄨㆮㄚˋ,huainnkuainna,hoainnkoainna,ㄏㄨㆮㄍㄨㆮㄚ,hka,hka,ㄏㄍㄚ,True,False
檳榔子,pin-nn̂g-tsí,16,pin-nn̂g-chí,pin1nng5tsi2,pin1nng5chi2,ㄅㄧㄣㄋㆭˊㄐㄧˋ,pinnngtsi,pinnngchi,ㄅㄧㄣㄋㆭㄐㄧ,pnt,pnc,ㄅㄋㄐ,True,False
櫃仔面,kuī-á-bīn,16,kūi-á-bīn,kui7a2bin7,kui7a2bin7,ㄍㄨㄧ˫ㄚˋㆠㄧㄣ˫,kuiabin,kuiabin,ㄍㄨㄧㄚㆠㄧㄣ,kab,kab,ㄍㄚㆠ,True,False
毛鋏仔,moo-giap-á,16,mo͘-giap-á,moo1giap4a2,moo1giap4a2,ㄇㆦㆣㄧㄚㆴㄚˋ,moogiapa,moogiapa,ㄇㆦㆣㄧㄚㆴㄚ,mga,mga,ㄇㆣㄚ,True,False
氣死貓,khì-sí-niau,16,khì-sí-niau,khi3si2niau1,khi3si2niau1,ㄎㄧ˪ㄒㄧˋㄋㄧㄠ,khisiniau,khisiniau,ㄎㄧㄒㄧㄋㄧㄠ,ksn,ksn,ㄎㄒㄋ,True,False
水粗紙,tsuí-tshoo-tsuá,16,chúi-chho͘-chóa,tsui2tshoo1tsua2,chui2chhoo1choa2,ㄗㄨㄧˋㄘㆦㄗㄨㄚˋ,tsuitshootsua,chuichhoochoa,ㄗㄨㄧㄘㆦㄗㄨㄚ,ttt,ccc,ㄗㄘㄗ,True,False
水茄苳,tsuí-ka-tang,16,chúi-ka-tang,tsui2ka1tang1,chui2ka1tang1,ㄗㄨㄧˋㄍㄚㄉㄤ,tsuikatang,chuikatang,ㄗㄨㄧㄍㄚㄉㄤ,tkt,ckt,ㄗㄍㄉ,True,False
