tl,poj,hanzi,tl_no_tone,poj_no_tone,syllable_count,source,is_variant
tāi-kah-khe,tāi-kah-khe,大到溪,tai-kah-khe,tai-kah-khe,3,kautian,True
tāi-kah-khe,tāi-kah-khe,大徦溪,tai-kah-khe,tai-kah-khe,3,kautian,True
tāi-kah-khe,tāi-kah-khe,大𢓜溪,tai-kah-khe,tai-kah-khe,3,kautian,True
lô-tsuí-khe,lô-chúi-khe,醪水溪,lo-tsui-khe,lo-chui-khe,3,kautian,True
kuann-tiān-khe,koaⁿ-tiān-khe,官塍溪,kuann-tian-khe,koaⁿ-tian-khe,3,kautian,True
kuann-tiān-khe,koaⁿ-tiān-khe,官堘溪,kuann-tian-khe,koaⁿ-tian-khe,3,kautian,True
lô-kháu-khe,lô-kháu-khe,醪口溪,lo-khau-khe,lo-khau-khe,3,kautian,True
tāi-sian-sī,tāi-sian-sī,大銑寺,tai-sian-si,tai-sian-si,3,kautian,True
tsuí-sian-kiong,chúi-sian-kiong,水銑宮,tsui-sian-kiong,chui-sian-kiong,3,kautian,True
sian-kong-biō,sian-kong-biō,銑公廟,sian-kong-bio,sian-kong-bio,3,kautian,True
tāi-thian-hú,tāi-thian-hú,事天府,tai-thian-hu,tai-thian-hu,3,kautian,True
sua-tong-kiong,soa-tong-kiong,砂東宮,sua-tong-kiong,soa-tong-kiong,3,kautian,True
má-tsóo-king,má-chó͘-keng,嬤祖宮,ma-tsoo-king,ma-cho͘-keng,3,kautian,True
má-tsóo-biō,má-chó͘-biō,嬤祖廟,ma-tsoo-bio,ma-cho͘-bio,3,kautian,True
tìn-lân-kiong,tìn-lân-kiong,鎮涎宮,tin-lan-kiong,tin-lan-kiong,3,kautian,True
káu-tè-tshù,káu-tè-chhù,九塊茨,kau-te-tshu,kau-te-chhu,3,kautian,True
káu-tè-tshù,káu-tè-chhù,九塊戍,kau-te-tshu,kau-te-chhu,3,kautian,True
peh-tè-tshù,peh-tè-chhù,八塊戍,peh-te-tshu,peh-te-chhu,3,kautian,True
peh-tè-tshù,peh-tè-chhù,八塊茨,peh-te-tshu,peh-te-chhu,3,kautian,True
suann-á-kha,soaⁿ-á-kha,山仔骹,suann-a-kha,soaⁿ-a-kha,3,kautian,True
suann-á-kha,soaⁿ-á-kha,山仔腳,suann-a-kha,soaⁿ-a-kha,3,kautian,True
suann-á-kha,soaⁿ-á-kha,山仔奇,suann-a-kha,soaⁿ-a-kha,3,kautian,True
tuā-tsng,tōa-chng,大莊,tua-tsng,toa-chng,2,kautian,True
tāi-lí-khi̍t,tāi-lí-khi̍t,大里楬,tai-li-khit,tai-li-khit,3,kautian,True
sann-kak-íng,saⁿ-kak-éng,三角泳,sann-kak-ing,saⁿ-kak-eng,3,kautian,True
ē-pi-thâu,ē-pi-thâu,下陂頭,e-pi-thau,e-pi-thau,3,kautian,True
tuā-tshiū-kha,tōa-chhiū-kha,大樹奇,tua-tshiu-kha,toa-chhiu-kha,3,kautian,True
tuā-tshiū-kha,tōa-chhiū-kha,大樹骹,tua-tshiu-kha,toa-chhiu-kha,3,kautian,True
tuā-tshiū-kha,tōa-chhiū-kha,大樹腳,tua-tshiu-kha,toa-chhiu-kha,3,kautian,True
lāi-poo,lāi-po͘,裡埔,lai-poo,lai-po͘,2,kautian,True
gōo-king-tshù,gō͘-keng-chhù,五間戍,goo-king-tshu,go͘-keng-chhu,3,kautian,True
gōo-king-tshù,gō͘-keng-chhù,五間茨,goo-king-tshu,go͘-keng-chhu,3,kautian,True
tâi-lâm-hú,tâi-lâm-hú,台南府,tai-lam-hu,tai-lam-hu,3,kautian,True
āu-lâng,āu-lâng,坳浪,au-lang,au-lang,2,kautian,True
pòo-tē-tshuì,pò͘-tē-chhùi,布袋嘴,poo-te-tshui,po͘-te-chhui,3,kautian,True
tshân-tiong-ng,chhân-tiong-ng,堘中央,tshan-tiong-ng,chhan-tiong-ng,3,kautian,True
tshân-tiong-ng,chhân-tiong-ng,塍中央,tshan-tiong-ng,chhan-tiong-ng,3,kautian,True
phoh-á-kha,phoh-á-kha,朴仔骹,phoh-a-kha,phoh-a-kha,3,kautian,True
phoh-á-kha,phoh-á-kha,朴仔腳,phoh-a-kha,phoh-a-kha,3,kautian,True
phoh-á-kha,phoh-á-kha,朴仔奇,phoh-a-kha,phoh-a-kha,3,kautian,True
sua-lak,soa-lak,砂轆,sua-lak,soa-lak,2,kautian,True
tang-sì-tshù,tang-sì-chhù,東勢茨,tang-si-tshu,tang-si-chhu,3,kautian,True
tang-sì-tshù,tang-sì-chhù,東勢戍,tang-si-tshu,tang-si-chhu,3,kautian,True
pang-kiô-thâu,pang-kiô-thâu,板橋頭,pang-kio-thau,pang-kio-thau,3,kautian,True
āu-piah-tshù,āu-piah-chhù,後壁茨,au-piah-tshu,au-piah-chhu,3,kautian,True
āu-piah-tshù,āu-piah-chhù,後壁戍,au-piah-tshu,au-piah-chhu,3,kautian,True
huê-liân,hôe-liân,洄涎,hue-lian,hoe-lian,2,kautian,True
âng-môo-tshân,âng-mô͘-chhân,紅毛塍,ang-moo-tshan,ang-mo͘-chhan,3,kautian,True
âng-môo-tshân,âng-mô͘-chhân,紅毛堘,ang-moo-tshan,ang-mo͘-chhan,3,kautian,True
ka-tang-kha,ka-tang-kha,茄苳骹,ka-tang-kha,ka-tang-kha,3,kautian,True
ka-tang-kha,ka-tang-kha,茄苳奇,ka-tang-kha,ka-tang-kha,3,kautian,True
ka-tang-kha,ka-tang-kha,茄苳腳,ka-tang-kha,ka-tang-kha,3,kautian,True
khàm-á-kha,khàm-á-kha,崁仔奇,kham-a-kha,kham-a-kha,3,kautian,True
khàm-á-kha,khàm-á-kha,崁仔骹,kham-a-kha,kham-a-kha,3,kautian,True
khàm-á-kha,khàm-á-kha,崁仔腳,kham-a-kha,kham-a-kha,3,kautian,True
pùn-ki-káng,pùn-ki-káng,糞箕港,pun-ki-kang,pun-ki-kang,3,kautian,True
tshàu-tsuí-tsng,chhàu-chúi-chng,臭水莊,tshau-tsui-tsng,chhau-chui-chng,3,kautian,True
ko-tshiū-kha,ko-chhiū-kha,高樹奇,ko-tshiu-kha,ko-chhiu-kha,3,kautian,True
ko-tshiū-kha,ko-chhiū-kha,高樹骹,ko-tshiu-kha,ko-chhiu-kha,3,kautian,True
ko-tshiū-kha,ko-chhiū-kha,高樹腳,ko-tshiu-kha,ko-chhiu-kha,3,kautian,True
tsiáu-tshîng-kha,chiáu-chhêng-kha,鳥松骹,tsiau-tshing-kha,chiau-chheng-kha,3,kautian,True
tsiáu-tshîng-kha,chiáu-chhêng-kha,鳥松奇,tsiau-tshing-kha,chiau-chheng-kha,3,kautian,True
tsiáu-tshîng-kha,chiáu-chhêng-kha,鳥松腳,tsiau-tshing-kha,chiau-chheng-kha,3,kautian,True
uî-á-lāi,ûi-á-lāi,圍仔裡,ui-a-lai,ui-a-lai,3,kautian,True
làm-á,làm-á,坔仔,lam-a,lam-a,2,kautian,True
káng-á-tshuì,káng-á-chhùi,港仔嘴,kang-a-tshui,kang-a-chhui,3,kautian,True
huan-á-tshân,hoan-á-chhân,蕃仔堘,huan-a-tshan,hoan-a-chhan,3,kautian,True
huan-á-tshân,hoan-á-chhân,番仔塍,huan-a-tshan,hoan-a-chhan,3,kautian,True
huan-á-tshân,hoan-á-chhân,番仔堘,huan-a-tshan,hoan-a-chhan,3,kautian,True
huan-á-tshân,hoan-á-chhân,蕃仔塍,huan-a-tshan,hoan-a-chhan,3,kautian,True
huan-á-tshân,hoan-á-chhân,蕃仔田,huan-a-tshan,hoan-a-chhan,3,kautian,True
huan-á-uat,hoan-á-oat,蕃仔挖,huan-a-uat,hoan-a-oat,3,kautian,True
huan-á-tsng,hoan-á-chng,蕃仔莊,huan-a-tsng,hoan-a-chng,3,kautian,True
huan-á-lōo,hoan-á-lō͘,蕃仔路,huan-a-loo,hoan-a-lo͘,3,kautian,True
thôo-khòo-tsng,thô͘-khò͘-chng,土庫莊,thoo-khoo-tsng,tho͘-kho͘-chng,3,kautian,True
má-king,má-keng,嬤宮,ma-king,ma-keng,2,kautian,True
má-tsóo-tshân,má-chó͘-chhân,嬤祖堘,ma-tsoo-tshan,ma-cho͘-chhan,3,kautian,True
má-tsóo-tshân,má-chó͘-chhân,媽祖堘,ma-tsoo-tshan,ma-cho͘-chhan,3,kautian,True
má-tsóo-tshân,má-chó͘-chhân,媽祖塍,ma-tsoo-tshan,ma-cho͘-chhan,3,kautian,True
má-tsóo-tshân,má-chó͘-chhân,嬤祖田,ma-tsoo-tshan,ma-cho͘-chhan,3,kautian,True
má-tsóo-tshân,má-chó͘-chhân,嬤祖塍,ma-tsoo-tshan,ma-cho͘-chhan,3,kautian,True
sin-tshù-á,sin-chhù-á,新戍仔,sin-tshu-a,sin-chhu-a,3,kautian,True
sin-tshù-á,sin-chhù-á,新茨仔,sin-tshu-a,sin-chhu-a,3,kautian,True
sin-tshù-tsng,sin-chhù-chng,新戍莊,sin-tshu-tsng,sin-chhu-chng,3,kautian,True
sin-tshù-tsng,sin-chhù-chng,新茨莊,sin-tshu-tsng,sin-chhu-chng,3,kautian,True
sin-pi-thâu,sin-pi-thâu,新陂頭,sin-pi-thau,sin-pi-thau,3,kautian,True
phok-si̍k-koh,phok-se̍k-koh,璞石擱,phok-sik-koh,phok-sek-koh,3,kautian,True
phok-si̍k-koh,phok-se̍k-koh,璞石故,phok-sik-koh,phok-sek-koh,3,kautian,True
lôo-tik-tshù,lô͘-tek-chhù,蘆竹茨,loo-tik-tshu,lo͘-tek-chhu,3,kautian,True
lôo-tik-tshù,lô͘-tek-chhù,蘆竹戍,loo-tik-tshu,lo͘-tek-chhu,3,kautian,True
siōng-kuan,siōng-koan,尚官,siong-kuan,siong-koan,2,kautian,True
su-má,su-má,師馬,su-ma,su-ma,2,kautian,True
bo̍h,bo̍h,勿,boh,boh,1,kautian,True
lâm-tūn,lâm-tūn,南囤,lam-tun,lam-tun,2,kautian,True
lî-á-lāi,lî-á-lāi,籬仔裡,li-a-lai,li-a-lai,3,kautian,True
bāng-sî-tāi,bāng-sî-tāi,夢時事,bang-si-tai,bang-si-tai,3,kautian,True
uē-sing-kio̍k,ōe-seng-kio̍k,衛青局,ue-sing-kiok,oe-seng-kiok,3,kautian,True
thâu-ke-tshù,thâu-ke-chhù,頭家茨,thau-ke-tshu,thau-ke-chhu,3,kautian,True
thâu-ke-tshù,thâu-ke-chhù,頭家戍,thau-ke-tshu,thau-ke-chhu,3,kautian,True
lāi-uî,lāi-ûi,裡惟,lai-ui,lai-ui,2,kautian,True
sann-tè-tshù,saⁿ-tè-chhù,三塊茨,sann-te-tshu,saⁿ-te-chhu,3,kautian,True
sann-tè-tshù,saⁿ-tè-chhù,三塊戍,sann-te-tshu,saⁿ-te-chhu,3,kautian,True
tshian-kah,chhian-kah,千徦,tshian-kah,chhian-kah,2,kautian,True
tshian-kah,chhian-kah,千到,tshian-kah,chhian-kah,2,kautian,True
tshian-kah,chhian-kah,仟到,tshian-kah,chhian-kah,2,kautian,True
tshian-kah,chhian-kah,仟𢓜,tshian-kah,chhian-kah,2,kautian,True
tshian-kah,chhian-kah,千𢓜,tshian-kah,chhian-kah,2,kautian,True
tshian-kah,chhian-kah,仟甲,tshian-kah,chhian-kah,2,kautian,True
tshian-kah,chhian-kah,仟徦,tshian-kah,chhian-kah,2,kautian,True
sua-lūn-suànn,soa-lūn-sòaⁿ,砂崙線,sua-lun-suann,soa-lun-soaⁿ,3,kautian,True
uan-á-lāi,oan-á-lāi,灣仔裡,uan-a-lai,oan-a-lai,3,kautian,True
tsi̍t-ge̍h-gi̍t,chi̍t-ge̍h-gi̍t,一月日,tsit-geh-git,chit-geh-git,3,kautian,True
tsi̍t-ge̍h-ji̍t,chi̍t-ge̍h-ji̍t,一月日,tsit-geh-jit,chit-geh-jit,3,kautian,True
tsi̍t-ge̍rh-li̍t,chi̍t-ge̍rh-li̍t,一月日,tsit-gerh-lit,chit-gerh-lit,3,kautian,True
tsi̍t-ge̍rh-gi̍t,chi̍t-ge̍rh-gi̍t,一月日,tsit-gerh-git,chit-gerh-git,3,kautian,True
tsi̍t-ge̍rh-ji̍t,chi̍t-ge̍rh-ji̍t,一月日,tsit-gerh-jit,chit-gerh-jit,3,kautian,True
tsi̍t-gue̍h-li̍t,chi̍t-goe̍h-li̍t,一月日,tsit-gueh-lit,chit-goeh-lit,3,kautian,True
tsi̍t-gue̍h-gi̍t,chi̍t-goe̍h-gi̍t,一月日,tsit-gueh-git,chit-goeh-git,3,kautian,True
it-sinn,it-siⁿ,一生,it-sinn,it-siⁿ,2,kautian,True
it-senn,it-seⁿ,一生,it-senn,it-seⁿ,2,kautian,True
tsi̍t-kah-tsír,chi̍t-kah-chír,一甲子,tsit-kah-tsir,chit-kah-chir,3,kautian,True
tsi̍t-kah-tsú,chi̍t-kah-chú,一甲子,tsit-kah-tsu,chit-kah-chu,3,kautian,True
tor,tor,刀,tor,tor,1,kautian,True
jī-káu-mî,jī-káu-mî,二九暝,ji-kau-mi,ji-kau-mi,3,kautian,True
lī-káu-mê,lī-káu-mê,二九暝,li-kau-me,li-kau-me,3,kautian,True
jîn-ting,jîn-teng,人中,jin-ting,jin-teng,2,kautian,True
lîn-ting,lîn-teng,人中,lin-ting,lin-teng,2,kautian,True
peh-sian,peh-sian,八仙,peh-sian,peh-sian,2,kautian,True
pueh-sian,poeh-sian,八仙,pueh-sian,poeh-sian,2,kautian,True
tor-á,tor-á,刀仔,tor-a,tor-a,2,kautian,True
peh-sian-toh,peh-sian-toh,八仙桌,peh-sian-toh,peh-sian-toh,3,kautian,True
peh-sian-torh,peh-sian-torh,八仙桌,peh-sian-torh,peh-sian-torh,3,kautian,True
pueh-sian-toh,poeh-sian-toh,八仙桌,pueh-sian-toh,poeh-sian-toh,3,kautian,True
pueh-sian-torh,poeh-sian-torh,八仙桌,pueh-sian-torh,poeh-sian-torh,3,kautian,True
peh-sian-tshái,peh-sian-chhái,八仙綵,peh-sian-tshai,peh-sian-chhai,3,kautian,True
pueh-sian-tshái,poeh-sian-chhái,八仙綵,pueh-sian-tshai,poeh-sian-chhai,3,kautian,True
jîn-sinn,jîn-siⁿ,人生,jin-sinn,jin-siⁿ,2,kautian,True
jîn-senn,jîn-seⁿ,人生,jin-senn,jin-seⁿ,2,kautian,True
lîn-sinn,lîn-siⁿ,人生,lin-sinn,lin-siⁿ,2,kautian,True
lîn-senn,lîn-seⁿ,人生,lin-senn,lin-seⁿ,2,kautian,True
tor-tsio̍h,tor-chio̍h,刀石,tor-tsioh,tor-chioh,2,kautian,True
tsa̍p-tsuînn,cha̍p-chûiⁿ,十全,tsap-tsuinn,chap-chuiⁿ,2,kautian,True
si̍p-tsn̂g,si̍p-chn̂g,十全,sip-tsng,sip-chng,2,kautian,True
si̍p-tsuînn,si̍p-chûiⁿ,十全,sip-tsuinn,sip-chuiⁿ,2,kautian,True
peh-lǐ,peh-lǐ,八字,peh-li,peh-li,2,kautian,True
peh-gī,peh-gī,八字,peh-gi,peh-gi,2,kautian,True
peh-lī,peh-lī,八字,peh-li,peh-li,2,kautian,True
pueh-jī,poeh-jī,八字,pueh-ji,poeh-ji,2,kautian,True
pueh-lǐ,poeh-lǐ,八字,pueh-li,poeh-li,2,kautian,True
pueh-gī,poeh-gī,八字,pueh-gi,poeh-gi,2,kautian,True
tshit-lǐ-á,chhit-lǐ-á,七字仔,tshit-li-a,chhit-li-a,3,kautian,True
tshit-gī-á,chhit-gī-á,七字仔,tshit-gi-a,chhit-gi-a,3,kautian,True
si̍p-lǐ-kè,si̍p-lǐ-kè,十字架,sip-li-ke,sip-li-ke,3,kautian,True
si̍p-gī-kè,si̍p-gī-kè,十字架,sip-gi-ke,sip-gi-ke,3,kautian,True
peh-jī-kha,peh-jī-kha,八字跤,peh-ji-kha,peh-ji-kha,3,kautian,True
peh-lǐ-kha,peh-lǐ-kha,八字跤,peh-li-kha,peh-li-kha,3,kautian,True
peh-gī-kha,peh-gī-kha,八字跤,peh-gi-kha,peh-gi-kha,3,kautian,True
peh-lī-kha,peh-lī-kha,八字跤,peh-li-kha,peh-li-kha,3,kautian,True
pueh-jī-kha,poeh-jī-kha,八字跤,pueh-ji-kha,poeh-ji-kha,3,kautian,True
pueh-lǐ-kha,poeh-lǐ-kha,八字跤,pueh-li-kha,poeh-li-kha,3,kautian,True
pueh-gī-kha,poeh-gī-kha,八字跤,pueh-gi-kha,poeh-gi-kha,3,kautian,True
pueh-lī-kha,poeh-lī-kha,八字跤,pueh-li-kha,poeh-li-kha,3,kautian,True
si̍p-lǐ-lōo,si̍p-lǐ-lō͘,十字路,sip-li-loo,sip-li-lo͘,3,kautian,True
si̍p-gī-lōo,si̍p-gī-lō͘,十字路,sip-gi-loo,sip-gi-lo͘,3,kautian,True
ji̍p-hǐ,ji̍p-hǐ,入耳,jip-hi,jip-hi,2,kautian,True
ji̍p-hī,ji̍p-hī,入耳,jip-hi,jip-hi,2,kautian,True
ji̍p-hīnn,ji̍p-hīⁿ,入耳,jip-hinn,jip-hiⁿ,2,kautian,True
li̍p-hǐ,li̍p-hǐ,入耳,lip-hi,lip-hi,2,kautian,True
li̍p-hī,li̍p-hī,入耳,lip-hi,lip-hi,2,kautian,True
li̍p-hīnn,li̍p-hīⁿ,入耳,lip-hinn,lip-hiⁿ,2,kautian,True
tor-bah,tor-bah,刀肉,tor-bah,tor-bah,2,kautian,True
jîn-sīr,jîn-sīr,人事,jin-sir,jin-sir,2,kautian,True
jîn-sǐr,jîn-sǐr,人事,jin-sir,jin-sir,2,kautian,True
lîn-sīr,lîn-sīr,人事,lin-sir,lin-sir,2,kautian,True
lîn-sǐr,lîn-sǐr,人事,lin-sir,lin-sir,2,kautian,True
peh-kuà,peh-kòa,八卦,peh-kua,peh-koa,2,kautian,True
pueh-kuà,poeh-kòa,八卦,pueh-kua,poeh-koa,2,kautian,True
ji̍p-muî,ji̍p-mûi,入門,jip-mui,jip-mui,2,kautian,True
li̍p-muî,li̍p-mûi,入門,lip-mui,lip-mui,2,kautian,True
liáu-hōo,liáu-hō͘,了後,liau-hoo,liau-ho͘,2,kautian,True
liáu-hiǒ,liáu-hiǒ,了後,liau-hio,liau-hio,2,kautian,True
liáu-hiō,liáu-hiō,了後,liau-hio,liau-hio,2,kautian,True
liáu-hiōr,liáu-hiōr,了後,liau-hior,liau-hior,2,kautian,True
jī-tsńg,jī-chńg,二指,ji-tsng,ji-chng,2,kautian,True
jī-tsíng,jī-chéng,二指,ji-tsing,ji-cheng,2,kautian,True
lī-tsńg,lī-chńg,二指,li-tsng,li-chng,2,kautian,True
lī-tsíng,lī-chéng,二指,li-tsing,li-cheng,2,kautian,True
tor-pìnn,tor-pìⁿ,刀柄,tor-pinn,tor-piⁿ,2,kautian,True
tor-pènn,tor-pèⁿ,刀柄,tor-penn,tor-peⁿ,2,kautian,True
peh-tin,peh-tin,八珍,peh-tin,peh-tin,2,kautian,True
pueh-tin,poeh-tin,八珍,pueh-tin,poeh-tin,2,kautian,True
tshit-niôo-má,chhit-niô͘-má,七娘媽,tshit-nioo-ma,chhit-nio͘-ma,3,kautian,True
peh-ka-tsiòng,peh-ka-chiòng,八家將,peh-ka-tsiong,peh-ka-chiong,3,kautian,True
pueh-ka-tsiòng,poeh-ka-chiòng,八家將,pueh-ka-tsiong,poeh-ka-chiong,3,kautian,True
tor-tiam,tor-tiam,刀砧,tor-tiam,tor-tiam,2,kautian,True
jîn-serm,jîn-serm,人參,jin-serm,jin-serm,2,kautian,True
jîn-som,jîn-som,人參,jin-som,jin-som,2,kautian,True
jîn-song,jîn-song,人參,jin-song,jin-song,2,kautian,True
lîn-serm,lîn-serm,人參,lin-serm,lin-serm,2,kautian,True
lîn-som,lîn-som,人參,lin-som,lin-som,2,kautian,True
lîn-song,lîn-song,人參,lin-song,lin-song,2,kautian,True
tor-tshuì,tor-chhùi,刀喙,tor-tshui,tor-chhui,2,kautian,True
ji̍p-tiônn,ji̍p-tiôⁿ,入場,jip-tionn,jip-tioⁿ,2,kautian,True
li̍p-tiônn,li̍p-tiôⁿ,入場,lip-tionn,lip-tioⁿ,2,kautian,True
li̍k-niōo,le̍k-niō͘,力量,lik-nioo,lek-nio͘,2,kautian,True
li̍k-niū,le̍k-niū,力量,lik-niu,lek-niu,2,kautian,True
tor-khing,tor-kheng,刀銎,tor-khing,tor-kheng,2,kautian,True
lâng-huān,lâng-hoān,人範,lang-huan,lang-hoan,2,kautian,True
lâng-huǎn,lâng-hoǎn,人範,lang-huan,lang-hoan,2,kautian,True
ji̍p-o̍rh,ji̍p-o̍rh,入學,jip-orh,jip-orh,2,kautian,True
li̍p-o̍rh,li̍p-o̍rh,入學,lip-orh,lip-orh,2,kautian,True
lâng-thiôr,lâng-thiôr,人頭,lang-thior,lang-thior,2,kautian,True
lâng-thôo,lâng-thô͘,人頭,lang-thoo,lang-tho͘,2,kautian,True
lâng-thiô,lâng-thiô,人頭,lang-thio,lang-thio,2,kautian,True
la̍t-thiôr,la̍t-thiôr,力頭,lat-thior,lat-thior,2,kautian,True
la̍t-thôo,la̍t-thô͘,力頭,lat-thoo,lat-tho͘,2,kautian,True
la̍t-thiô,la̍t-thiô,力頭,lat-thio,lat-thio,2,kautian,True
tiōnn,tiōⁿ,丈,tionn,tioⁿ,1,kautian,True
tiǔnn,tiǔⁿ,丈,tiunn,tiuⁿ,1,kautian,True
tshiǔnn,chhiǔⁿ,上,tshiunn,chhiuⁿ,1,kautian,True
tshiōnn,chhiōⁿ,上,tshionn,chhioⁿ,1,kautian,True
lír,lír,女,lir,lir,1,kautian,True
tsír,chír,子,tsir,chir,1,kautian,True
kirn,kirn,巾,kirn,kirn,1,kautian,True
tiōnn-lâng,tiōⁿ-lâng,丈人,tionn-lang,tioⁿ-lang,2,kautian,True
tiǔnn-lâng,tiǔⁿ-lâng,丈人,tiunn-lang,tiuⁿ-lang,2,kautian,True
sam-peh,sam-peh,三八,sam-peh,sam-peh,2,kautian,True
sam-pueh,sam-poeh,三八,sam-pueh,sam-poeh,2,kautian,True
tiōnn-lâng-kong,tiōⁿ-lâng-kong,丈人公,tionn-lang-kong,tioⁿ-lang-kong,3,kautian,True
tiǔnn-lâng-kong,tiǔⁿ-lâng-kong,丈人公,tiunn-lang-kong,tiuⁿ-lang-kong,3,kautian,True
tiōnn-lâng-pâ,tiōⁿ-lâng-pâ,丈人爸,tionn-lang-pa,tioⁿ-lang-pa,3,kautian,True
tiǔnn-lâng-pâ,tiǔⁿ-lâng-pâ,丈人爸,tiunn-lang-pa,tiuⁿ-lang-pa,3,kautian,True
sam-peh-khuì,sam-peh-khùi,三八氣,sam-peh-khui,sam-peh-khui,3,kautian,True
sam-pueh-khuì,sam-poeh-khùi,三八氣,sam-pueh-khui,sam-poeh-khui,3,kautian,True
tiōnn-lâng-má,tiōⁿ-lâng-má,丈人媽,tionn-lang-ma,tioⁿ-lang-ma,3,kautian,True
tiǔnn-lâng-má,tiǔⁿ-lâng-má,丈人媽,tiunn-lang-ma,tiuⁿ-lang-ma,3,kautian,True
tshiǔnn-kú,chhiǔⁿ-kú,上久,tshiunn-ku,chhiuⁿ-ku,2,kautian,True
tshiūnn-kú,chhiūⁿ-kú,上久,tshiunn-ku,chhiuⁿ-ku,2,kautian,True
tshiōnn-kú,chhiōⁿ-kú,上久,tshionn-ku,chhioⁿ-ku,2,kautian,True
tshiǔnn-suann,chhiǔⁿ-soaⁿ,上山,tshiunn-suann,chhiuⁿ-soaⁿ,2,kautian,True
tshiūnn-suann,chhiūⁿ-soaⁿ,上山,tshiunn-suann,chhiuⁿ-soaⁿ,2,kautian,True
tshiōnn-suann,chhiōⁿ-soaⁿ,上山,tshionn-suann,chhioⁿ-soaⁿ,2,kautian,True
tsâi-tsír,châi-chír,才子,tsai-tsir,chai-chir,2,kautian,True
tāi-tiōnn-hu,tāi-tiōⁿ-hu,大丈夫,tai-tionn-hu,tai-tioⁿ-hu,3,kautian,True
tāi-tiǔnn-hu,tāi-tiǔⁿ-hu,大丈夫,tai-tiunn-hu,tai-tiuⁿ-hu,3,kautian,True
tāi-tiūnn-hu,tāi-tiūⁿ-hu,大丈夫,tai-tiunn-hu,tai-tiuⁿ-hu,3,kautian,True
tshiǔnn-suann-thiôr,chhiǔⁿ-soaⁿ-thiôr,上山頭,tshiunn-suann-thior,chhiuⁿ-soaⁿ-thior,3,kautian,True
tshiǔnn-suann-thôo,chhiǔⁿ-soaⁿ-thô͘,上山頭,tshiunn-suann-thoo,chhiuⁿ-soaⁿ-tho͘,3,kautian,True
tshiǔnn-suann-thiô,chhiǔⁿ-soaⁿ-thiô,上山頭,tshiunn-suann-thio,chhiuⁿ-soaⁿ-thio,3,kautian,True
tshiūnn-suann-thiôr,chhiūⁿ-soaⁿ-thiôr,上山頭,tshiunn-suann-thior,chhiuⁿ-soaⁿ-thior,3,kautian,True
tshiūnn-suann-thôo,chhiūⁿ-soaⁿ-thô͘,上山頭,tshiunn-suann-thoo,chhiuⁿ-soaⁿ-tho͘,3,kautian,True
tshiūnn-suann-thiô,chhiūⁿ-soaⁿ-thiô,上山頭,tshiunn-suann-thio,chhiuⁿ-soaⁿ-thio,3,kautian,True
tshiōnn-suann-thiôr,chhiōⁿ-soaⁿ-thiôr,上山頭,tshionn-suann-thior,chhioⁿ-soaⁿ-thior,3,kautian,True
tshiōnn-suann-thôo,chhiōⁿ-soaⁿ-thô͘,上山頭,tshionn-suann-thoo,chhioⁿ-soaⁿ-tho͘,3,kautian,True
tshiōnn-suann-thiô,chhiōⁿ-soaⁿ-thiô,上山頭,tshionn-suann-thio,chhioⁿ-soaⁿ-thio,3,kautian,True
tiōnn-kong,tiōⁿ-kong,丈公,tionn-kong,tioⁿ-kong,2,kautian,True
tiǔnn-kong,tiǔⁿ-kong,丈公,tiunn-kong,tiuⁿ-kong,2,kautian,True
tshiǔnn-guân,chhiǔⁿ-goân,上元,tshiunn-guan,chhiuⁿ-goan,2,kautian,True
tshiūnn-guân,chhiūⁿ-goân,上元,tshiunn-guan,chhiuⁿ-goan,2,kautian,True
tshiōnn-guân,chhiōⁿ-goân,上元,tshionn-guan,chhioⁿ-goan,2,kautian,True
tshiǔnn-guân-mê,chhiǔⁿ-goân-mê,上元暝,tshiunn-guan-me,chhiuⁿ-goan-me,3,kautian,True
tshiǔnn-guân-mî,chhiǔⁿ-goân-mî,上元暝,tshiunn-guan-mi,chhiuⁿ-goan-mi,3,kautian,True
tshiūnn-guân-mê,chhiūⁿ-goân-mê,上元暝,tshiunn-guan-me,chhiuⁿ-goan-me,3,kautian,True
tshiūnn-guân-mî,chhiūⁿ-goân-mî,上元暝,tshiunn-guan-mi,chhiuⁿ-goan-mi,3,kautian,True
tshiōnn-guân-mê,chhiōⁿ-goân-mê,上元暝,tshionn-guan-me,chhioⁿ-goan-me,3,kautian,True
tshiōnn-guân-mî,chhiōⁿ-goân-mî,上元暝,tshionn-guan-mi,chhioⁿ-goan-mi,3,kautian,True
tshiǔnn-ngóo,chhiǔⁿ-ngó͘,上午,tshiunn-ngoo,chhiuⁿ-ngo͘,2,kautian,True
tshiūnn-ngóo,chhiūⁿ-ngó͘,上午,tshiunn-ngoo,chhiuⁿ-ngo͘,2,kautian,True
tshiōnn-ngóo,chhiōⁿ-ngó͘,上午,tshionn-ngoo,chhioⁿ-ngo͘,2,kautian,True
tshiǔnn-thian,chhiǔⁿ-thian,上天,tshiunn-thian,chhiuⁿ-thian,2,kautian,True
tshiūnn-thian,chhiūⁿ-thian,上天,tshiunn-thian,chhiuⁿ-thian,2,kautian,True
tshiōnn-thian,chhiōⁿ-thian,上天,tshionn-thian,chhioⁿ-thian,2,kautian,True
