hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,taigitv
起泡片,khí-pho-phìnn,16,khí-pho-phìⁿ,khi2phophinn3,khi2phophinn3,khiphophinn,khiphophinn,kpp,kpp,True
起跑線,khí-pháu-suànn,16,khí-pháu-sòaⁿ,khi2phau2suann3,khi2phau2soann3,khiphausuann,khiphausoann,kps,kps,True
起跑點,khí-pháu-tiám,16,khí-pháu-tiám,khi2phau2tiam2,khi2phau2tiam2,khiphautiam,khiphautiam,kpt,kpt,True
超音波,tshiau-im-pho,16,chhiau-im-pho,tshiauimpho,chhiauimpho,tshiauimpho,chhiauimpho,tip,cip,True
越武道,ua̍t-bú-tō,16,oa̍t-bú-tō,uat8bu2to7,oat8bu2to7,uatbuto,oatbuto,ubt,obt,True
趖蟲類,sô-thâng-luī,16,sô-thâng-lūi,so5thang5lui7,so5thang5lui7,sothanglui,sothanglui,stl,stl,True
趨角筅,tshu-kak-tshíng,16,chhu-kak-chhéng,tshukaktshing2,chhukakchheng2,tshukaktshing,chhukakchheng,tkt,ckc,True
趨輪枋,tshu-lián-pang,16,chhu-lián-pang,tshulian2pang,chhulian2pang,tshulianpang,chhulianpang,tlp,clp,True
跆拳道,tâi-kûn-tō,16,tâi-kûn-tō,tai5kun5to7,tai5kun5to7,taikunto,taikunto,tkt,tkt,True
跤後筋,kha-āu-kin,16,kha-āu-kin,khaau7kin,khaau7kin,khaaukin,khaaukin,kak,kak,True
跤後筋,kha-āu-kun,16,kha-āu-kun,khaau7kun,khaau7kun,khaaukun,khaaukun,kak,kak,True
跤扒泅,kha-pê-siû,16,kha-pê-siû,khape5siu5,khape5siu5,khapesiu,khapesiu,kps,kps,True
路透社,lōo-thàu-siā,16,lō͘-thàu-siā,loo7thau3sia7,loo7thau3sia7,loothausia,loothausia,lts,lts,True
軍用狗,kun-iōng-káu,16,kun-iōng-káu,kuniong7kau2,kuniong7kau2,kuniongkau,kuniongkau,kik,kik,True
軟剾匙,nńg-khau-sî,16,nńg-khau-sî,nng2khausi5,nng2khausi5,nngkhausi,nngkhausi,nks,nks,True
軟轎床,nńg-kiō-tshn̂g,16,nńg-kiō-chhn̂g,nng2kio7tshng5,nng2kio7chhng5,nngkiotshng,nngkiochhng,nkt,nkc,True
載入中,tsài-ji̍p-tiong,16,chài-ji̍p-tiong,tsai3jip8tiong,chai3jip8tiong,tsaijiptiong,chaijiptiong,tjt,cjt,True
載入中,tsài-li̍p-tiong,16,chài-li̍p-tiong,tsai3lip8tiong,chai3lip8tiong,tsailiptiong,chailiptiong,tlt,clt,True
輸入欄,su-ji̍p-nuâ,16,su-ji̍p-nôa,sujip8nua5,sujip8noa5,sujipnua,sujipnoa,sjn,sjn,True
輸入欄,su-li̍p-nuâ,16,su-li̍p-nôa,sulip8nua5,sulip8noa5,sulipnua,sulipnoa,sln,sln,True
轉接頭,tsuán-tsiap-thâu,16,choán-chiap-thâu,tsuan2tsiapthau5,choan2chiapthau5,tsuantsiapthau,choanchiapthau,ttt,cct,True
迷客夏,bê-kheh-hā,16,bê-kheh-hā,be5khehha7,be5khehha7,bekhehha,bekhehha,bkh,bkh,True
迷眾頁,bê-tsiòng-ia̍h,16,bê-chiòng-ia̍h,be5tsiong3iah8,be5chiong3iah8,betsiongiah,bechiongiah,bti,bci,True
迷迭香,bê-tia̍t-hiang,16,bê-tia̍t-hiang,be5tiat8hiang,be5tiat8hiang,betiathiang,betiathiang,bth,bth,True
透明度,thàu-bîng-tōo,16,thàu-bêng-tō͘,thau3bing5too7,thau3beng5too7,thaubingtoo,thaubengtoo,tbt,tbt,True
透明度,thò-bîng-tōo,16,thò-bêng-tō͘,tho3bing5too7,tho3beng5too7,thobingtoo,thobengtoo,tbt,tbt,True
過路人,kuè-lōo-lâng,16,kòe-lō͘-lâng,kue3loo7lang5,koe3loo7lang5,kueloolang,koeloolang,kll,kll,True
遠近法,hn̄g-kīn-huat,16,hn̄g-kīn-hoat,hng7kin7huat,hng7kin7hoat,hngkinhuat,hngkinhoat,hkh,hkh,True
遠近法,hn̄g-kūn-huat,16,hn̄g-kūn-hoat,hng7kun7huat,hng7kun7hoat,hngkunhuat,hngkunhoat,hkh,hkh,True
邊緣人,pian-iân-jîn,16,pian-iân-jîn,pianian5jin5,pianian5jin5,pianianjin,pianianjin,pij,pij,True
酸種麭,sng-tsíng-pháng,16,sng-chéng-pháng,sngtsing2phang2,sngcheng2phang2,sngtsingphang,sngchengphang,stp,scp,True
酸薟湯,sng-hiam-thng,16,sng-hiam-thng,snghiamthng,snghiamthng,snghiamthng,snghiamthng,sht,sht,True
重巡膠,tîng-sûn-ka,16,têng-sûn-ka,ting5sun5ka,teng5sun5ka,tingsunka,tengsunka,tsk,tsk,True
重巡貼,tîng-sûn-tah,16,têng-sûn-tah,ting5sun5tah,teng5sun5tah,tingsuntah,tengsuntah,tst,tst,True
重整理,tîng-tsíng-lí,16,têng-chéng-lí,ting5tsing2li2,teng5cheng2li2,tingtsingli,tengchengli,ttl,tcl,True
重載入,tîng-tsài-ji̍p,16,têng-chài-ji̍p,ting5tsai3jip8,teng5chai3jip8,tingtsaijip,tengchaijip,ttj,tcj,True
金屬感,kim-sio̍k-kám,16,kim-sio̍k-kám,kimsiok8kam2,kimsiok8kam2,kimsiokkam,kimsiokkam,ksk,ksk,True
金滑感,kim-ku̍t-kám,16,kim-ku̍t-kám,kimkut8kam2,kimkut8kam2,kimkutkam,kimkutkam,kkk,kkk,True
金萱茶,kim-suan-tê,16,kim-soan-tê,kimsuante5,kimsoante5,kimsuante,kimsoante,kst,kst,True
鈉含量,nà-hâm-liōng,16,nà-hâm-liōng,na3ham5liong7,na3ham5liong7,nahamliong,nahamliong,nhl,nhl,True
鈕仔餅,liú-á-piánn,16,liú-á-piáⁿ,liu2a2piann2,liu2a2piann2,liuapiann,liuapiann,lap,lap,True
鋁箔紙,lī-po̍h-tsuá,16,lī-po̍h-chóa,li7poh8tsua2,li7poh8choa2,lipohtsua,lipohchoa,lpt,lpc,True
鋁箔紙,lū-po̍h-tsuá,16,lū-po̍h-chóa,lu7poh8tsua2,lu7poh8choa2,lupohtsua,lupohchoa,lpt,lpc,True
鎮暴銃,tìn-pō-tshìng,16,tìn-pō-chhèng,tin3po7tshing3,tin3po7chheng3,tinpotshing,tinpochheng,tpt,tpc,True
鐵觀音,thih-kuan-im,16,thih-koan-im,thihkuanim,thihkoanim,thihkuanim,thihkoanim,tki,tki,True
開發者,khai-huat-tsiá,16,khai-hoat-chiá,khaihuattsia2,khaihoatchia2,khaihuattsia,khaihoatchia,kht,khc,True
開講室,khai-káng-sik,16,khai-káng-sek,khaikang2sik,khaikang2sek,khaikangsik,khaikangsek,kks,kks,True
閣活節,koh-ua̍h-tseh,16,koh-oa̍h-cheh,kohuah8tseh,kohoah8cheh,kohuahtseh,kohoahcheh,kut,koc,True
閣活節,koh-ua̍h-tsueh,16,koh-oa̍h-choeh,kohuah8tsueh,kohoah8choeh,kohuahtsueh,kohoahchoeh,kut,koc,True
閬位坐,làng-uī-tsē,16,làng-ūi-chē,lang3ui7tse7,lang3ui7che7,languitse,languiche,lut,luc,True
防曝乳,hông-pha̍k-jú,16,hông-pha̍k-jú,hong5phak8ju2,hong5phak8ju2,hongphakju,hongphakju,hpj,hpj,True
防曝乳,hông-pha̍k-lú,16,hông-pha̍k-lú,hong5phak8lu2,hong5phak8lu2,hongphaklu,hongphaklu,hpl,hpl,True
阿華田,a-huâ-tiân,16,a-hôa-tiân,ahua5tian5,ahoa5tian5,ahuatian,ahoatian,aht,aht,True
隔暝醉,keh-mê-tsuì,16,keh-mê-chùi,kehme5tsui3,kehme5chui3,kehmetsui,kehmechui,kmt,kmc,True
隔暝醉,keh-mî-tsuì,16,keh-mî-chùi,kehmi5tsui3,kehmi5chui3,kehmitsui,kehmichui,kmt,kmc,True
隔離霜,keh-lī-song,16,keh-lī-song,kehli7song,kehli7song,kehlisong,kehlisong,kls,kls,True
隨身碟,suî-sin-tia̍p,16,sûi-sin-tia̍p,sui5sintiap8,sui5sintiap8,suisintiap,suisintiap,sst,sst,True
隱私權,ún-su-khuân,16,ún-su-khoân,un2sukhuan5,un2sukhoan5,unsukhuan,unsukhoan,usk,usk,True
隱私權,ún-su-kuân,16,ún-su-koân,un2sukuan5,un2sukoan5,unsukuan,unsukoan,usk,usk,True
雙蹄目,siang-tuê-bo̍k,16,siang-tôe-bo̍k,siangtue5bok8,siangtoe5bok8,siangtuebok,siangtoebok,stb,stb,True
雙蹄目,siang-tê-bo̍k,16,siang-tê-bo̍k,siangte5bok8,siangte5bok8,siangtebok,siangtebok,stb,stb,True
雙響炮,siang-hiáng-phàu,16,siang-hiáng-phàu,sianghiang2phau3,sianghiang2phau3,sianghiangphau,sianghiangphau,shp,shp,True
雞肉塊,ke-bah-tè,16,ke-bah-tè,kebahte3,kebahte3,kebahte,kebahte,kbt,kbt,True
雞肉塊,kue-bah-tè,16,koe-bah-tè,kuebahte3,koebahte3,kuebahte,koebahte,kbt,kbt,True
離岸流,lī-huānn-lâu,16,lī-hōaⁿ-lâu,li7huann7lau5,li7hoann7lau5,lihuannlau,lihoannlau,lhl,lhl,True
雪納瑞,si-náu-sò,16,si-náu-sò,sinau2so3,sinau2so3,sinauso,sinauso,sns,sns,True
雪花冰,seh-hue-ping,16,seh-hoe-peng,sehhueping,sehhoepeng,sehhueping,sehhoepeng,shp,shp,True
電子批,tiān-tsú-phe,16,tiān-chú-phe,tian7tsu2phe,tian7chu2phe,tiantsuphe,tianchuphe,ttp,tcp,True
電子批,tiān-tsú-phue,16,tiān-chú-phoe,tian7tsu2phue,tian7chu2phoe,tiantsuphue,tianchuphoe,ttp,tcp,True
電扶梯,tiān-hû-thui,16,tiān-hû-thui,tian7hu5thui,tian7hu5thui,tianhuthui,tianhuthui,tht,tht,True
電磁爐,tiān-tsû-lôo,16,tiān-chû-lô͘,tian7tsu5loo5,tian7chu5loo5,tiantsuloo,tianchuloo,ttl,tcl,True
電腦鼠,tiān-náu-tshí,16,tiān-náu-chhí,tian7nau2tshi2,tian7nau2chhi2,tiannautshi,tiannauchhi,tnt,tnc,True
電腦鼠,tiān-náu-tshú,16,tiān-náu-chhú,tian7nau2tshu2,tian7nau2chhu2,tiannautshu,tiannauchhu,tnt,tnc,True
霜淇淋,sng-kî-lîm,16,sng-kî-lîm,sngki5lim5,sngki5lim5,sngkilim,sngkilim,skl,skl,True
霧目眉,bū-ba̍k-bâi,16,bū-ba̍k-bâi,bu7bak8bai5,bu7bak8bai5,bubakbai,bubakbai,bbb,bbb,True
霹靂舞,phik-li̍k-bú,16,phek-le̍k-bú,phiklik8bu2,pheklek8bu2,phiklikbu,pheklekbu,plb,plb,True
青奶茶,tshenn-ling-tê,16,chheⁿ-leng-tê,tshennlingte5,chhennlengte5,tshennlingte,chhennlengte,tlt,clt,True
青奶茶,tshinn-ni-tê,16,chhiⁿ-ni-tê,tshinnnite5,chhinnnite5,tshinnnite,chhinnnite,tnt,cnt,True
韓系妝,hân-hē-tsong,16,hân-hē-chong,han5he7tsong,han5he7chong,hanhetsong,hanhechong,hht,hhc,True
頂一步,tíng-tsi̍t-pōo,16,téng-chi̍t-pō͘,ting2tsit8poo7,teng2chit8poo7,tingtsitpoo,tengchitpoo,ttp,tcp,True
頂半場,tíng-puànn-tiûnn,16,téng-pòaⁿ-tiûⁿ,ting2puann3tiunn5,teng2poann3tiunn5,tingpuanntiunn,tengpoanntiunn,tpt,tpt,True
預售厝,ī-siū-tshù,16,ī-siū-chhù,i7siu7tshu3,i7siu7chhu3,isiutshu,isiuchhu,ist,isc,True
預售厝,ū-siū-tshù,16,ū-siū-chhù,u7siu7tshu3,u7siu7chhu3,usiutshu,usiuchhu,ust,usc,True
類普篩,luī-phóo-thai,16,lūi-phó͘-thai,lui7phoo2thai,lui7phoo2thai,luiphoothai,luiphoothai,lpt,lpt,True
顯示卡,hián-sī-khah,16,hián-sī-khah,hian2si7khah,hian2si7khah,hiansikhah,hiansikhah,hsk,hsk,True
飄目眉,phiau-ba̍k-bâi,16,phiau-ba̍k-bâi,phiaubak8bai5,phiaubak8bai5,phiaubakbai,phiaubakbai,pbb,pbb,True
飛行傘,hui-hîng-suànn,16,hui-hêng-sòaⁿ,huihing5suann3,huiheng5soann3,huihingsuann,huihengsoann,hhs,hhs,True
食甲飽,tsia̍h-kah-pá,16,chia̍h-kah-pá,tsiah8kahpa2,chiah8kahpa2,tsiahkahpa,chiahkahpa,tkp,ckp,True
養樂多,ióng-lo̍k-to,16,ióng-lo̍k-to,iong2lok8to,iong2lok8to,ionglokto,ionglokto,ilt,ilt,True
馬卡龍,ma-khá-lóng,16,ma-khá-lóng,makha2long2,makha2long2,makhalong,makhalong,mkl,mkl,True
馬德里,má-tik-lí,16,má-tek-lí,ma2tikli2,ma2tekli2,matikli,matekli,mtl,mtl,True
馬拉松,ma-lá-sóng,16,ma-lá-sóng,mala2song2,mala2song2,malasong,malasong,mls,mls,True
馬花糋,bé-hue-tsìnn,16,bé-hoe-chìⁿ,be2huetsinn3,be2hoechinn3,behuetsinn,behoechinn,bht,bhc,True
駱駝馬,lo̍k-tô-bé,16,lo̍k-tô-bé,lok8to5be2,lok8to5be2,loktobe,loktobe,ltb,ltb,True
驅逐令,khu-tio̍k-līng,16,khu-tio̍k-lēng,khutiok8ling7,khutiok8leng7,khutiokling,khutiokleng,ktl,ktl,True
驅逐艦,khu-tio̍k-lām,16,khu-tio̍k-lām,khutiok8lam7,khutiok8lam7,khutioklam,khutioklam,ktl,ktl,True
驗證碼,giām-tsìng-bé,16,giām-chèng-bé,giam7tsing3be2,giam7cheng3be2,giamtsingbe,giamchengbe,gtb,gcb,True
鬚鯨類,tshiu-king-luī,16,chhiu-keng-lūi,tshiukinglui7,chhiukenglui7,tshiukinglui,chhiukenglui,tkl,ckl,True
魁北克,khue-pak-khik,16,khoe-pak-khek,khuepakkhik,khoepakkhek,khuepakkhik,khoepakkhek,kpk,kpk,True
魚子醬,hî-tsí-tsiùnn,16,hî-chí-chiùⁿ,hi5tsi2tsiunn3,hi5chi2chiunn3,hitsitsiunn,hichichiunn,htt,hcc,True
鮮奶捲,tshinn-ling-kńg,16,chhiⁿ-leng-kńg,tshinnlingkng2,chhinnlengkng2,tshinnlingkng,chhinnlengkng,tlk,clk,True
鮮奶捲,tshinn-ni-kńg,16,chhiⁿ-ni-kńg,tshinnnikng2,chhinnnikng2,tshinnnikng,chhinnnikng,tnk,cnk,True
鱘龍魚,sîm-liông-hî,16,sîm-liông-hî,sim5liong5hi5,sim5liong5hi5,simlionghi,simlionghi,slh,slh,True
鱘龍魚,sîm-liông-hû,16,sîm-liông-hû,sim5liong5hu5,sim5liong5hu5,simlionghu,simlionghu,slh,slh,True
鳥鼠仔,niáu-tshí-á,16,niáu-chhí-á,niau2tshi2a2,niau2chhi2a2,niautshia,niauchhia,nta,nca,True
鳥鼠仔,niáu-tshú-á,16,niáu-chhú-á,niau2tshu2a2,niau2chhu2a2,niautshua,niauchhua,nta,nca,True
鹹酥雞,kiâm-soo-ke,16,kiâm-so͘-ke,kiam5sooke,kiam5sooke,kiamsooke,kiamsooke,ksk,ksk,True
鹹酥雞,kiâm-soo-kue,16,kiâm-so͘-koe,kiam5sookue,kiam5sookoe,kiamsookue,kiamsookoe,ksk,ksk,True
鹼水麭,kinn-tsuí-pháng,16,kiⁿ-chúi-pháng,kinntsui2phang2,kinnchui2phang2,kinntsuiphang,kinnchuiphang,ktp,kcp,True
麥當勞,be̍h-tong-lô,16,be̍h-tong-lô,beh8tonglo5,beh8tonglo5,behtonglo,behtonglo,btl,btl,True
麥當勞,bi̍k-tong-lô,16,be̍k-tong-lô,bik8tonglo5,bek8tonglo5,biktonglo,bektonglo,btl,btl,True
麻仔葉,muâ-á-hio̍h,16,môa-á-hio̍h,mua5a2hioh8,moa5a2hioh8,muaahioh,moaahioh,mah,mah,True
黏錫筆,liâm-siah-pit,16,liâm-siah-pit,liam5siahpit,liam5siahpit,liamsiahpit,liamsiahpit,lsp,lsp,True
點陣圖,tiám-tīn-tôo,16,tiám-tīn-tô͘,tiam2tin7too5,tiam2tin7too5,tiamtintoo,tiamtintoo,ttt,ttt,True
鼻影筅,phīnn-iánn-tshíng,16,phīⁿ-iáⁿ-chhéng,phinn7iann2tshing2,phinn7iann2chheng2,phinnianntshing,phinniannchheng,pit,pic,True
鼻暗影,phīnn-àm-iánn,16,phīⁿ-àm-iáⁿ,phinn7am3iann2,phinn7am3iann2,phinnamiann,phinnamiann,pai,pai,True
鼻竇炎,phīnn-tōo-iām,16,phīⁿ-tō͘-iām,phinn7too7iam7,phinn7too7iam7,phinntooiam,phinntooiam,pti,pti,True
鼻胃管,phīnn-uī-kóng,16,phīⁿ-ūi-kóng,phinn7ui7kong2,phinn7ui7kong2,phinnuikong,phinnuikong,puk,puk,True
龍骨髓,liông-kut-tshué,16,liông-kut-chhóe,liong5kuttshue2,liong5kutchhoe2,liongkuttshue,liongkutchhoe,lkt,lkc,True
龍骨髓,lîng-kut-tshé,16,lêng-kut-chhé,ling5kuttshe2,leng5kutchhe2,lingkuttshe,lengkutchhe,lkt,lkc,True
𪐞染液,tòo-ní-i̍k,16,tò͘-ní-e̍k,too3ni2ik8,too3ni2ek8,tooniik,tooniek,tni,tne,True
𪐞染筅,tòo-ní-tshíng,16,tò͘-ní-chhéng,too3ni2tshing2,too3ni2chheng2,toonitshing,toonichheng,tnt,tnc,True
貼起去,tah--khí-khì,12,tah--khí-khì,tahkhi2khi3,tahkhi2khi3,tahkhikhi,tahkhikhi,tkk,tkk,True
邊仔面,pinn--á-bīn,12,piⁿ--á-bīn,pinna2bin7,pinna2bin7,pinnabin,pinnabin,pab,pab,True
鉸落來,ka--lo̍h-lâi,12,ka--lo̍h-lâi,kaloh8lai5,kaloh8lai5,kalohlai,kalohlai,kll,kll,True
