tl,hanzi,frequency,poj,tl_num,poj_num,tps_num,tps_num_var,tl_notone,poj_notone,tps_notone,tps_notone_var,tl_abbrev,poj_abbrev,tps_abbrev,tps_abbrev_var,taijit,is_variant
tshiú,手,15155,chhiú,tshiu2,chhiu2,ㄑㄧㄨˋ,,tshiu,chhiu,ㄑㄧㄨ,,,,,,True,False
iā,也,15065,iā,ia7,ia7,ㄧㄚ˫,,ia,ia,ㄧㄚ,,,,,,True,False
lāi,內,14406,lāi,lai7,lai7,ㄌㄞ˫,,lai,lai,ㄌㄞ,,,,,,True,False
ji̍t,日,14244,ji̍t,jit8,jit8,ㆢㄧㆵ̇,,jit,jit,ㆢㄧㆵ,,,,,,True,False
tāi,代,14215,tāi,tai7,tai7,ㄉㄞ˫,,tai,tai,ㄉㄞ,,,,,,True,False
kong,公,14120,kong,kong1,kong1,ㄍㆲ,,kong,kong,ㄍㆲ,,,,,,True,False
tsāi,在,14062,chāi,tsai7,chai7,ㄗㄞ˫,,tsai,chai,ㄗㄞ,,,,,,True,False
káng,講,13931,káng,kang2,kang2,ㄍㄤˋ,,kang,kang,ㄍㄤ,,,,,,True,False
put,不,13916,put,put4,put4,ㄅㄨㆵ,,put,put,ㄅㄨㆵ,,,,,,True,False
pún,本,13828,pún,pun2,pun2,ㄅㄨㄣˋ,,pun,pun,ㄅㄨㄣ,,,,,,True,False
guā,外,13765,gōa,gua7,goa7,ㆣㄨㄚ˫,,gua,goa,ㆣㄨㄚ,,,,,,True,True
khah,較,13499,khah,khah4,khah4,ㄎㄚㆷ,,khah,khah,ㄎㄚㆷ,,,,,,True,False
liáu,了,13495,liáu,liau2,liau2,ㄌㄧㄠˋ,,liau,liau,ㄌㄧㄠ,,,,,,True,False
í,以,13230,í,i2,i2,ㄧˋ,,i,i,ㄧ,,,,,,True,False
sū,事,13101,sū,su7,su7,ㄙㄨ˫,,su,su,ㄙㄨ,,,,,,True,False
uî,為,12403,ûi,ui5,ui5,ㄨㄧˊ,,ui,ui,ㄨㄧ,,,,,,True,False
kang,工,12379,kang,kang1,kang1,ㄍㄤ,,kang,kang,ㄍㄤ,,,,,,True,False
tik,得,12251,tek,tik4,tek4,ㄉㄧㆻ,,tik,tek,ㄉㄧㆻ,,,,,,True,False
tshin,親,12094,chhin,tshin1,chhin1,ㄑㄧㄣ,,tshin,chhin,ㄑㄧㄣ,,,,,,True,False
ū,豫,12082,ū,u7,u7,ㄨ˫,,u,u,ㄨ,,,,,,True,False
ì,意,12059,ì,i3,i3,ㄧ˪,,i,i,ㄧ,,,,,,True,False
huat,法,11954,hoat,huat4,hoat4,ㄏㄨㄚㆵ,,huat,hoat,ㄏㄨㄚㆵ,,,,,,True,False
lāu,老,11954,lāu,lau7,lau7,ㄌㄠ˫,,lau,lau,ㄌㄠ,,,,,,True,False
tāi,大,11861,tāi,tai7,tai7,ㄉㄞ˫,,tai,tai,ㄉㄞ,,,,,,True,False
lí,理,11858,lí,li2,li2,ㄌㄧˋ,,li,li,ㄌㄧ,,,,,,True,False
nā,若,11582,nā,na7,na7,ㄋㄚ˫,,na,na,ㄋㄚ,,,,,,True,False
khu,區,11573,khu,khu1,khu1,ㄎㄨ,,khu,khu,ㄎㄨ,,,,,,True,False
ka,家,11523,ka,ka1,ka1,ㄍㄚ,,ka,ka,ㄍㄚ,,,,,,True,False
bîn,民,11383,bîn,bin5,bin5,ㆠㄧㄣˊ,,bin,bin,ㆠㄧㄣ,,,,,,True,False
khuán,款,11269,khoán,khuan2,khoan2,ㄎㄨㄢˋ,,khuan,khoan,ㄎㄨㄢ,,,,,,True,False
siōng,上,11260,siōng,siong7,siong7,ㄒㄧㆲ˫,,siong,siong,ㄒㄧㆲ,,,,,,True,False
sí,死,11257,sí,si2,si2,ㄒㄧˋ,,si,si,ㄒㄧ,,,,,,True,False
lóng,攏,11219,lóng,long2,long2,ㄌㆲˋ,,long,long,ㄌㆲ,,,,,,True,False
sin,身,10865,sin,sin1,sin1,ㄒㄧㄣ,,sin,sin,ㄒㄧㄣ,,,,,,True,False
suann,山,10820,soaⁿ,suann1,soann1,ㄙㄨㆩ,,suann,soann,ㄙㄨㆩ,,,,,,True,False
tshia,車,10763,chhia,tshia1,chhia1,ㄑㄧㄚ,,tshia,chhia,ㄑㄧㄚ,,,,,,True,False
thiann,聽,10741,thiaⁿ,thiann1,thiann1,ㄊㄧㆩ,,thiann,thiann,ㄊㄧㆩ,,,,,,True,False
bu̍t,物,10612,bu̍t,but8,but8,ㆠㄨㆵ̇,,but,but,ㆠㄨㆵ,,,,,,True,False
hiong,鄉,10443,hiong,hiong1,hiong1,ㄏㄧㆲ,,hiong,hiong,ㄏㄧㆲ,,,,,,True,False
kè,過,10205,kè,ke3,ke3,ㄍㆤ˪,,ke,ke,ㄍㆤ,,,,,,True,False
siann,聲,10175,siaⁿ,siann1,siann1,ㄒㄧㆩ,,siann,siann,ㄒㄧㆩ,,,,,,True,False
in,因,10098,in,in1,in1,ㄧㄣ,,in,in,ㄧㄣ,,,,,,True,False
sin,新,10069,sin,sin1,sin1,ㄒㄧㄣ,,sin,sin,ㄒㄧㄣ,,,,,,True,False
uan,灣,9981,oan,uan1,oan1,ㄨㄢ,,uan,oan,ㄨㄢ,,,,,,True,False
ba̍k,目,9818,ba̍k,bak8,bak8,ㆠㄚㆻ̇,,bak,bak,ㆠㄚㆻ,,,,,,True,False
khui,開,9713,khui,khui1,khui1,ㄎㄨㄧ,,khui,khui,ㄎㄨㄧ,,,,,,True,False
sing,生,9626,seng,sing1,seng1,ㄒㄧㄥ,,sing,seng,ㄒㄧㄥ,,,,,,True,False
si̍t,實,9621,si̍t,sit8,sit8,ㄒㄧㆵ̇,,sit,sit,ㄒㄧㆵ,,,,,,True,False
hong,風,9297,hong,hong1,hong1,ㄏㆲ,,hong,hong,ㄏㆲ,,,,,,True,False
tsîng,情,9238,chêng,tsing5,cheng5,ㄐㄧㄥˊ,,tsing,cheng,ㄐㄧㄥ,,,,,,True,False
kám,感,9228,kám,kam2,kam2,ㄍㆰˋ,,kam,kam,ㄍㆰ,,,,,,True,False
pe̍h,白,9226,pe̍h,peh8,peh8,ㄅㆤㆷ̇,,peh,peh,ㄅㆤㆷ,,,,,,True,False
king,經,9218,keng,king1,keng1,ㄍㄧㄥ,,king,keng,ㄍㄧㄥ,,,,,,True,False
jī,字,9159,jī,ji7,ji7,ㆢㄧ˫,,ji,ji,ㆢㄧ,,,,,,True,False
huat,發,9126,hoat,huat4,hoat4,ㄏㄨㄚㆵ,,huat,hoat,ㄏㄨㄚㆵ,,,,,,True,False
kim,金,9080,kim,kim1,kim1,ㄍㄧㆬ,,kim,kim,ㄍㄧㆬ,,,,,,True,False
iánn,影,9036,iáⁿ,iann2,iann2,ㄧㆩˋ,,iann,iann,ㄧㆩ,,,,,,True,False
bóo,某,9022,bó͘,boo2,boo2,ㆠㆦˋ,,boo,boo,ㆠㆦ,,,,,,True,False
siū,受,8975,siū,siu7,siu7,ㄒㄧㄨ˫,,siu,siu,ㄒㄧㄨ,,,,,,True,False
tshù,厝,8959,chhù,tshu3,chhu3,ㄘㄨ˪,,tshu,chhu,ㄘㄨ,,,,,,True,False
iáu,猶,8915,iáu,iau2,iau2,ㄧㄠˋ,,iau,iau,ㄧㄠ,,,,,,True,False
tsóng,總,8896,chóng,tsong2,chong2,ㄗㆲˋ,,tsong,chong,ㄗㆲ,,,,,,True,False
tsai,知,8879,chai,tsai1,chai1,ㄗㄞ,,tsai,chai,ㄗㄞ,,,,,,True,False
tíng,頂,8873,téng,ting2,teng2,ㄉㄧㄥˋ,,ting,teng,ㄉㄧㄥ,,,,,,True,False
tio̍h,着,8871,tio̍h,tioh8,tioh8,ㄉㄧㄛㆷ̇,,tioh,tioh,ㄉㄧㄛㆷ,,,,,,True,False
oo,烏,8830,o͘,oo1,oo1,ㆦ,,oo,oo,ㆦ,,,,,,True,False
tuē,地,8822,tōe,tue7,toe7,ㄉㄨㆤ˫,,tue,toe,ㄉㄨㆤ,,,,,,True,False
tē,地,8822,tē,te7,te7,ㄉㆤ˫,,te,te,ㄉㆤ,,,,,,True,False
tōng,動,8786,tōng,tong7,tong7,ㄉㆲ˫,,tong,tong,ㄉㆲ,,,,,,True,False
sîn,神,8753,sîn,sin5,sin5,ㄒㄧㄣˊ,,sin,sin,ㄒㄧㄣ,,,,,,True,False
lo̍h,落,8749,lo̍h,loh8,loh8,ㄌㄛㆷ̇,,loh,loh,ㄌㄛㆷ,,,,,,True,False
nih,呢,8729,nih,nih4,nih4,ㄋㄧㆷ,,nih,nih,ㄋㄧㆷ,,,,,,True,False
sió,小,8653,sió,sio2,sio2,ㄒㄧㄛˋ,,sio,sio,ㄒㄧㄛ,,,,,,True,False
huà,化,8649,hòa,hua3,hoa3,ㄏㄨㄚ˪,,hua,hoa,ㄏㄨㄚ,,,,,,True,False
hun,分,8581,hun,hun1,hun1,ㄏㄨㄣ,,hun,hun,ㄏㄨㄣ,,,,,,True,False
tsi̍t,疾,8554,chi̍t,tsit8,chit8,ㄐㄧㆵ̇,,tsit,chit,ㄐㄧㆵ,,,,,,True,False
tsū,自,8553,chū,tsu7,chu7,ㄗㄨ˫,,tsu,chu,ㄗㄨ,,,,,,True,False
im,音,8544,im,im1,im1,ㄧㆬ,,im,im,ㄧㆬ,,,,,,True,False
kah,甲,8530,kah,kah4,kah4,ㄍㄚㆷ,,kah,kah,ㄍㄚㆷ,,,,,,True,True
sinn,生,8389,siⁿ,sinn1,sinn1,ㄒㆪ,,sinn,sinn,ㄒㆪ,,,,,,True,False
tsînn,錢,8339,chîⁿ,tsinn5,chinn5,ㄐㆪˊ,,tsinn,chinn,ㄐㆪ,,,,,,True,False
hái,海,8273,hái,hai2,hai2,ㄏㄞˋ,,hai,hai,ㄏㄞ,,,,,,True,False
tng,當,8208,tng,tng1,tng1,ㄉㆭ,,tng,tng,ㄉㆭ,,,,,,True,False
bîng,明,8206,bêng,bing5,beng5,ㆠㄧㄥˊ,,bing,beng,ㆠㄧㄥ,,,,,,True,False
siánn,啥,8104,siáⁿ,siann2,siann2,ㄒㄧㆩˋ,,siann,siann,ㄒㄧㆩ,,,,,,True,False
tsok,作,8045,chok,tsok4,chok4,ㄗㆦㆻ,,tsok,chok,ㄗㆦㆻ,,,,,,True,False
siá,寫,7896,siá,sia2,sia2,ㄒㄧㄚˋ,,sia,sia,ㄒㄧㄚ,,,,,,True,False
hàn,漢,7881,hàn,han3,han3,ㄏㄢ˪,,han,han,ㄏㄢ,,,,,,True,False
mn̂g,門,7855,mn̂g,mng5,mng5,ㄇㆭˊ,,mng,mng,ㄇㆭ,,,,,,True,False
guân,原,7811,goân,guan5,goan5,ㆣㄨㄢˊ,,guan,goan,ㆣㄨㄢ,,,,,,True,False
kiò,叫,7760,kiò,kio3,kio3,ㄍㄧㄛ˪,,kio,kio,ㄍㄧㄛ,,,,,,True,False
tè,帝,7740,tè,te3,te3,ㄉㆤ˪,,te,te,ㄉㆤ,,,,,,True,False
hue,花,7690,hoe,hue1,hoe1,ㄏㄨㆤ,,hue,hoe,ㄏㄨㆤ,,,,,,True,False
an,安,7594,an,an1,an1,ㄢ,,an,an,ㄢ,,,,,,True,False
kiàn,見,7496,kiàn,kian3,kian3,ㄍㄧㄢ˪,,kian,kian,ㄍㄧㄢ,,,,,,True,False
siūnn,想,7440,siūⁿ,siunn7,siunn7,ㄒㄧㆫ˫,,siunn,siunn,ㄒㄧㆫ,,,,,,True,False
sîng,成,7428,sêng,sing5,seng5,ㄒㄧㄥˊ,,sing,seng,ㄒㄧㄥ,,,,,,True,False
kiánn,囝,7404,kiáⁿ,kiann2,kiann2,ㄍㄧㆩˋ,,kiann,kiann,ㄍㄧㆩ,,,,,,True,False
ti,知,7399,ti,ti1,ti1,ㄉㄧ,,ti,ti,ㄉㄧ,,,,,,True,False
bí,美,7337,bí,bi2,bi2,ㆠㄧˋ,,bi,bi,ㆠㄧ,,,,,,True,False
tsiūnn,上,7319,chiūⁿ,tsiunn7,chiunn7,ㄐㄧㆫ˫,,tsiunn,chiunn,ㄐㄧㆫ,,,,,,True,False
sìn,信,7276,sìn,sin3,sin3,ㄒㄧㄣ˪,,sin,sin,ㄒㄧㄣ,,,,,,True,False
tē,第,7248,tē,te7,te7,ㄉㆤ˫,,te,te,ㄉㆤ,,,,,,True,False
tīng,定,7244,tēng,ting7,teng7,ㄉㄧㄥ˫,,ting,teng,ㄉㄧㄥ,,,,,,True,False
kín,緊,7239,kín,kin2,kin2,ㄍㄧㄣˋ,,kin,kin,ㄍㄧㄣ,,,,,,True,False
thian,天,7219,thian,thian1,thian1,ㄊㄧㄢ,,thian,thian,ㄊㄧㄢ,,,,,,True,False
kú,久,7160,kú,ku2,ku2,ㄍㄨˋ,,ku,ku,ㄍㄨ,,,,,,True,False
tshài,菜,7141,chhài,tshai3,chhai3,ㄘㄞ˪,,tshai,chhai,ㄘㄞ,,,,,,True,False
ka,加,7091,ka,ka1,ka1,ㄍㄚ,,ka,ka,ㄍㄚ,,,,,,True,True
ti̍t,直,7087,ti̍t,tit8,tit8,ㄉㄧㆵ̇,,tit,tit,ㄉㄧㆵ,,,,,,True,False
tō,道,7076,tō,to7,to7,ㄉㄛ˫,,to,to,ㄉㄛ,,,,,,True,False
bé,馬,7067,bé,be2,be2,ㆠㆤˋ,,be,be,ㆠㆤ,,,,,,True,False
ua̍h,活,7040,oa̍h,uah8,oah8,ㄨㄚㆷ̇,,uah,oah,ㄨㄚㆷ,,,,,,True,False
tiám,點,7036,tiám,tiam2,tiam2,ㄉㄧㆰˋ,,tiam,tiam,ㄉㄧㆰ,,,,,,True,False
sióng,想,7002,sióng,siong2,siong2,ㄒㄧㆲˋ,,siong,siong,ㄒㄧㆲ,,,,,,True,False
hiān,現,6999,hiān,hian7,hian7,ㄏㄧㄢ˫,,hian,hian,ㄏㄧㄢ,,,,,,True,False
giân,言,6993,giân,gian5,gian5,ㆣㄧㄢˊ,,gian,gian,ㆣㄧㄢ,,,,,,True,False
bú,母,6956,bú,bu2,bu2,ㆠㄨˋ,,bu,bu,ㆠㄨ,,,,,,True,True
lah,啦,6933,lah,lah4,lah4,ㄌㄚㆷ,,lah,lah,ㄌㄚㆷ,,,,,,True,False
li̍k,力,6904,le̍k,lik8,lek8,ㄌㄧㆻ̇,,lik,lek,ㄌㄧㆻ,,,,,,True,False
kháu,口,6893,kháu,khau2,khau2,ㄎㄠˋ,,khau,khau,ㄎㄠ,,,,,,True,False
kiann,驚,6862,kiaⁿ,kiann1,kiann1,ㄍㄧㆩ,,kiann,kiann,ㄍㄧㆩ,,,,,,True,False
uī,位,6819,ūi,ui7,ui7,ㄨㄧ˫,,ui,ui,ㄨㄧ,,,,,,True,False
pháinn,歹,6780,pháiⁿ,phainn2,phainn2,ㄆㆮˋ,,phainn,phainn,ㄆㆮ,,,,,,True,False
lâm,南,6771,lâm,lam5,lam5,ㄌㆰˊ,,lam,lam,ㄌㆰ,,,,,,True,False
tsú,子,6716,chú,tsu2,chu2,ㄗㄨˋ,,tsu,chu,ㄗㄨ,,,,,,True,False
tsiah,即,6699,chiah,tsiah4,chiah4,ㄐㄧㄚㆷ,,tsiah,chiah,ㄐㄧㄚㆷ,,,,,,True,True
sìng,性,6699,sèng,sing3,seng3,ㄒㄧㄥ˪,,sing,seng,ㄒㄧㄥ,,,,,,True,False
tiān,電,6698,tiān,tian7,tian7,ㄉㄧㄢ˫,,tian,tian,ㄉㄧㄢ,,,,,,True,False
thinn,天,6685,thiⁿ,thinn1,thinn1,ㄊㆪ,,thinn,thinn,ㄊㆪ,,,,,,True,False
tsá,早,6579,chá,tsa2,cha2,ㄗㄚˋ,,tsa,cha,ㄗㄚ,,,,,,True,False
àm,暗,6574,àm,am3,am3,ㆰ˪,,am,am,ㆰ,,,,,,True,False
siōng,像,6566,siōng,siong7,siong7,ㄒㄧㆲ˫,,siong,siong,ㄒㄧㆲ,,,,,,True,False
thong,通,6564,thong,thong1,thong1,ㄊㆲ,,thong,thong,ㄊㆲ,,,,,,True,False
miâ,名,6546,miâ,mia5,mia5,ㄇㄧㄚˊ,,mia,mia,ㄇㄧㄚ,,,,,,True,False
iàu,要,6521,iàu,iau3,iau3,ㄧㄠ˪,,iau,iau,ㄧㄠ,,,,,,True,False
tik,的,6480,tek,tik4,tek4,ㄉㄧㆻ,,tik,tek,ㄉㄧㆻ,,,,,,True,False
lūn,論,6468,lūn,lun7,lun7,ㄌㄨㄣ˫,,lun,lun,ㄌㄨㄣ,,,,,,True,False
bé,尾,6428,bé,be2,be2,ㆠㆤˋ,,be,be,ㆠㆤ,,,,,,True,False
tshing,清,6424,chheng,tshing1,chheng1,ㄑㄧㄥ,,tshing,chheng,ㄑㄧㄥ,,,,,,True,False
tsiá,者,6376,chiá,tsia2,chia2,ㄐㄧㄚˋ,,tsia,chia,ㄐㄧㄚ,,,,,,True,False
tsáu,走,6360,cháu,tsau2,chau2,ㄗㄠˋ,,tsau,chau,ㄗㄠ,,,,,,True,False
sik,色,6336,sek,sik4,sek4,ㄒㄧㆻ,,sik,sek,ㄒㄧㆻ,,,,,,True,False
ki,機,6318,ki,ki1,ki1,ㄍㄧ,,ki,ki,ㄍㄧ,,,,,,True,False
tsì,誌,6282,chì,tsi3,chi3,ㄐㄧ˪,,tsi,chi,ㄐㄧ,,,,,,True,False
tsìng,政,6271,chèng,tsing3,cheng3,ㄐㄧㄥ˪,,tsing,cheng,ㄐㄧㄥ,,,,,,True,False
ìng,應,6270,èng,ing3,eng3,ㄧㄥ˪,,ing,eng,ㄧㄥ,,,,,,True,False
piàn,變,6266,piàn,pian3,pian3,ㄅㄧㄢ˪,,pian,pian,ㄅㄧㄢ,,,,,,True,False
pak,北,6253,pak,pak4,pak4,ㄅㄚㆻ,,pak,pak,ㄅㄚㆻ,,,,,,True,False
siā,社,6244,siā,sia7,sia7,ㄒㄧㄚ˫,,sia,sia,ㄒㄧㄚ,,,,,,True,False
miā,命,6224,miā,mia7,mia7,ㄇㄧㄚ˫,,mia,mia,ㄇㄧㄚ,,,,,,True,False
siông,常,6189,siông,siong5,siong5,ㄒㄧㆲˊ,,siong,siong,ㄒㄧㆲ,,,,,,True,False
sian,先,6185,sian,sian1,sian1,ㄒㄧㄢ,,sian,sian,ㄒㄧㄢ,,,,,,True,False
pò,報,6183,pò,po3,po3,ㄅㄛ˪,,po,po,ㄅㄛ,,,,,,True,False
su,師,6182,su,su1,su1,ㄙㄨ,,su,su,ㄙㄨ,,,,,,True,False
tōo,度,6182,tō͘,too7,too7,ㄉㆦ˫,,too,too,ㄉㆦ,,,,,,True,False
hîng,行,6167,hêng,hing5,heng5,ㄏㄧㄥˊ,,hing,heng,ㄏㄧㄥ,,,,,,True,False
pài,拜,6127,pài,pai3,pai3,ㄅㄞ˪,,pai,pai,ㄅㄞ,,,,,,True,False
lín,恁,6106,lín,lin2,lin2,ㄌㄧㄣˋ,,lin,lin,ㄌㄧㄣ,,,,,,True,False
kái,解,6019,kái,kai2,kai2,ㄍㄞˋ,,kai,kai,ㄍㄞ,,,,,,True,False
hōo,后,5946,hō͘,hoo7,hoo7,ㄏㆦ˫,,hoo,hoo,ㄏㆦ,,,,,,True,False
ji̍p,入,5922,ji̍p,jip8,jip8,ㆢㄧㆴ̇,,jip,jip,ㆢㄧㆴ,,,,,,True,False
kì,記,5887,kì,ki3,ki3,ㄍㄧ˪,,ki,ki,ㄍㄧ,,,,,,True,False
kan,間,5883,kan,kan1,kan1,ㄍㄢ,,kan,kan,ㄍㄢ,,,,,,True,False
king,間,5883,keng,king1,keng1,ㄍㄧㄥ,,king,keng,ㄍㄧㄥ,,,,,,True,False
tsuân,全,5864,choân,tsuan5,choan5,ㄗㄨㄢˊ,,tsuan,choan,ㄗㄨㄢ,,,,,,True,False
kuan,關,5852,koan,kuan1,koan1,ㄍㄨㄢ,,kuan,koan,ㄍㄨㄢ,,,,,,True,False
í,已,5841,í,i2,i2,ㄧˋ,,i,i,ㄧ,,,,,,True,False
hé,火,5835,hé,he2,he2,ㄏㆤˋ,,he,he,ㄏㆤ,,,,,,True,False
khóo,苦,5829,khó͘,khoo2,khoo2,ㄎㆦˋ,,khoo,khoo,ㄎㆦ,,,,,,True,False
sè,世,5826,sè,se3,se3,ㄙㆤ˪,,se,se,ㄙㆤ,,,,,,True,False
lé,禮,5818,lé,le2,le2,ㄌㆤˋ,,le,le,ㄌㆤ,,,,,,True,False
thê,提,5795,thê,the5,the5,ㄊㆤˊ,,the,the,ㄊㆤ,,,,,,True,False
bû,無,5793,bû,bu5,bu5,ㆠㄨˊ,,bu,bu,ㆠㄨ,,,,,,True,False
ūn,運,5740,ūn,un7,un7,ㄨㄣ˫,,un,un,ㄨㄣ,,,,,,True,False
pí,比,5713,pí,pi2,pi2,ㄅㄧˋ,,pi,pi,ㄅㄧ,,,,,,True,False
hí,喜,5697,hí,hi2,hi2,ㄏㄧˋ,,hi,hi,ㄏㄧ,,,,,,True,False
khai,開,5693,khai,khai1,khai1,ㄎㄞ,,khai,khai,ㄎㄞ,,,,,,True,False
ge̍h,月,5651,ge̍h,geh8,geh8,ㆣㆤㆷ̇,,geh,geh,ㆣㆤㆷ,,,,,,True,False
lī,利,5627,lī,li7,li7,ㄌㄧ˫,,li,li,ㄌㄧ,,,,,,True,False
khue,溪,5577,khoe,khue1,khoe1,ㄎㄨㆤ,,khue,khoe,ㄎㄨㆤ,,,,,,True,False
jiân,然,5569,jiân,jian5,jian5,ㆢㄧㄢˊ,,jian,jian,ㆢㄧㄢ,,,,,,True,False
khang,空,5567,khang,khang1,khang1,ㄎㄤ,,khang,khang,ㄎㄤ,,,,,,True,False
tsîng,前,5527,chêng,tsing5,cheng5,ㄐㄧㄥˊ,,tsing,cheng,ㄐㄧㄥ,,,,,,True,False
sit,失,5517,sit,sit4,sit4,ㄒㄧㆵ,,sit,sit,ㄒㄧㆵ,,,,,,True,False
âng,紅,5474,âng,ang5,ang5,ㄤˊ,,ang,ang,ㄤ,,,,,,True,False
kiânn,行,5462,kiâⁿ,kiann5,kiann5,ㄍㄧㆩˊ,,kiann,kiann,ㄍㄧㆩ,,,,,,True,False
ha̍p,合,5457,ha̍p,hap8,hap8,ㄏㄚㆴ̇,,hap,hap,ㄏㄚㆴ,,,,,,True,False
tsa,查,5445,cha,tsa1,cha1,ㄗㄚ,,tsa,cha,ㄗㄚ,,,,,,True,False
tńg,轉,5374,tńg,tng2,tng2,ㄉㆭˋ,,tng,tng,ㄉㆭ,,,,,,True,False
tshī,市,5352,chhī,tshi7,chhi7,ㄑㄧ˫,,tshi,chhi,ㄑㄧ,,,,,,True,False
pinn,邊,5350,piⁿ,pinn1,pinn1,ㄅㆪ,,pinn,pinn,ㄅㆪ,,,,,,True,False
thuân,傳,5340,thoân,thuan5,thoan5,ㄊㄨㄢˊ,,thuan,thoan,ㄊㄨㄢ,,,,,,True,False
bān,萬,5320,bān,ban7,ban7,ㆠㄢ˫,,ban,ban,ㆠㄢ,,,,,,True,False
tsìn,進,5302,chìn,tsin3,chin3,ㄐㄧㄣ˪,,tsin,chin,ㄐㄧㄣ,,,,,,True,False
tsiàu,照,5261,chiàu,tsiau3,chiau3,ㄐㄧㄠ˪,,tsiau,chiau,ㄐㄧㄠ,,,,,,True,False
hî,魚,5259,hî,hi5,hi5,ㄏㄧˊ,,hi,hi,ㄏㄧ,,,,,,True,False
thué,體,5258,thóe,thue2,thoe2,ㄊㄨㆤˋ,,thue,thoe,ㄊㄨㆤ,,,,,,True,False
thé,體,5258,thé,the2,the2,ㄊㆤˋ,,the,the,ㄊㆤ,,,,,,True,False
khó,可,5215,khó,kho2,kho2,ㄎㄛˋ,,kho,kho,ㄎㄛ,,,,,,True,False
li̍p,立,5214,li̍p,lip8,lip8,ㄌㄧㆴ̇,,lip,lip,ㄌㄧㆴ,,,,,,True,False
ông,王,5200,ông,ong5,ong5,ㆲˊ,,ong,ong,ㆲ,,,,,,True,False
kau,交,5192,kau,kau1,kau1,ㄍㄠ,,kau,kau,ㄍㄠ,,,,,,True,False
tsuán,轉,5189,choán,tsuan2,choan2,ㄗㄨㄢˋ,,tsuan,choan,ㄗㄨㄢ,,,,,,True,False
lô,羅,5188,lô,lo5,lo5,ㄌㄛˊ,,lo,lo,ㄌㄛ,,,,,,True,False
pōo,部,5174,pō͘,poo7,poo7,ㄅㆦ˫,,poo,poo,ㄅㆦ,,,,,,True,False
tông,同,5164,tông,tong5,tong5,ㄉㆲˊ,,tong,tong,ㄉㆲ,,,,,,True,False
hū,父,5148,hū,hu7,hu7,ㄏㄨ˫,,hu,hu,ㄏㄨ,,,,,,True,False
hō,號,5140,hō,ho7,ho7,ㄏㄛ˫,,ho,ho,ㄏㄛ,,,,,,True,False
puànn,半,5103,pòaⁿ,puann3,poann3,ㄅㄨㆩ˪,,puann,poann,ㄅㄨㆩ,,,,,,True,False
tsiân,前,5066,chiân,tsian5,chian5,ㄐㄧㄢˊ,,tsian,chian,ㄐㄧㄢ,,,,,,True,False
kiat,結,5066,kiat,kiat4,kiat4,ㄍㄧㄚㆵ,,kiat,kiat,ㄍㄧㄚㆵ,,,,,,True,False
sann,三,5056,saⁿ,sann1,sann1,ㄙㆩ,,sann,sann,ㄙㆩ,,,,,,True,False
pó,保,5027,pó,po2,po2,ㄅㄛˋ,,po,po,ㄅㄛ,,,,,,True,False
gī,義,5025,gī,gi7,gi7,ㆣㄧ˫,,gi,gi,ㆣㄧ,,,,,,True,False
tsâi,才,5020,châi,tsai5,chai5,ㄗㄞˊ,,tsai,chai,ㄗㄞ,,,,,,True,False
kue,雞,5020,koe,kue1,koe1,ㄍㄨㆤ,,kue,koe,ㄍㄨㆤ,,,,,,True,False
tsheh,冊,5017,chheh,tsheh4,chheh4,ㄘㆤㆷ,,tsheh,chheh,ㄘㆤㆷ,,,,,,True,False
hong,方,5014,hong,hong1,hong1,ㄏㆲ,,hong,hong,ㄏㆲ,,,,,,True,False
tiûnn,場,5008,tiûⁿ,tiunn5,tiunn5,ㄉㄧㆫˊ,,tiunn,tiunn,ㄉㄧㆫ,,,,,,True,False
jia,遮,5007,jia,jia1,jia1,ㆢㄧㄚ,,jia,jia,ㆢㄧㄚ,,,,,,True,False
hok,福,5005,hok,hok4,hok4,ㄏㆦㆻ,,hok,hok,ㄏㆦㆻ,,,,,,True,False
siu,收,5000,siu,siu1,siu1,ㄒㄧㄨ,,siu,siu,ㄒㄧㄨ,,,,,,True,False
gû,牛,5000,gû,gu5,gu5,ㆣㄨˊ,,gu,gu,ㆣㄨ,,,,,,True,False
tiúnn,長,4989,tiúⁿ,tiunn2,tiunn2,ㄉㄧㆫˋ,,tiunn,tiunn,ㄉㄧㆫ,,,,,,True,False
kap,鴿,4927,kap,kap4,kap4,ㄍㄚㆴ,,kap,kap,ㄍㄚㆴ,,,,,,True,False
kui,規,4915,kui,kui1,kui1,ㄍㄨㄧ,,kui,kui,ㄍㄨㄧ,,,,,,True,False
mn̄g,問,4872,mn̄g,mng7,mng7,ㄇㆭ˫,,mng,mng,ㄇㆭ,,,,,,True,False
bián,免,4861,bián,bian2,bian2,ㆠㄧㄢˋ,,bian,bian,ㆠㄧㄢ,,,,,,True,False
sǹg,算,4853,sǹg,sng3,sng3,ㄙㆭ˪,,sng,sng,ㄙㆭ,,,,,,True,False
ko,高,4846,ko,ko1,ko1,ㄍㄛ,,ko,ko,ㄍㄛ,,,,,,True,False
suah,煞,4845,soah,suah4,soah4,ㄙㄨㄚㆷ,,suah,soah,ㄙㄨㄚㆷ,,,,,,True,False
jī,二,4841,jī,ji7,ji7,ㆢㄧ˫,,ji,ji,ㆢㄧ,,,,,,True,False
