"DictWordID","PojUnicode","PojUnicodeOthers","PojInput","PojInputOthers","HanLoTaibunPoj","KaisoehHanLoPoj","LekuHanLoPoj","KipUnicode","KipUnicodeOthers","KipInput","KipInputOthers","HanLoTaibunKip","KaisoehHanLoKip","LekuHanLoKip","PageNumber","GoanchhehPoochhiongChuliau"
"114","a-hiaⁿ","á-hiaⁿ(泉)/án-hiaⁿ(泉)","a-hiann","a2-hiann(泉)/an2-hiann(泉)","阿兄","(1)稱呼兄哥。
(2)(情歌ê用語)＝你。","","a-hiann","á-hiann(泉)/án-hiann(泉)","a-hiann","a2-hiann(泉)/an2-hiann(泉)","阿兄","(1)稱呼兄哥。
(2)(情歌ê用語)＝你。","","A0006/A0006/A0021",""
"115","ah-ji̍h","","ah-jih8","","押壓","強強kā壓制。","","ah-ji̍h","","ah-jih8","","押壓","強強kā壓制。","","A0004",""
"116","ah-ji̍t","","ah-jit8","","押日","添日子，寫日子。","","ah-ji̍t","","ah-jit8","","押日","添日子，寫日子。","","A0004",""
"117","ah-kak","","ah-kak","","鴨kak","公ê正番鴨。","","ah-kak","","ah-kak","","鴨kak","公ê正番鴨。","","A0003",""
"118","ah-kang","","ah-kang","","鴨公","公鴨ê總稱。","","ah-kang","","ah-kang","","鴨公","公鴨ê總稱。","","A0003",""
"119","ah-kha","","ah-kha","","鴨腳","鴨ê腳。","","ah-kha","","ah-kha","","鴨腳","鴨ê腳。","","A0003",""
"120","ah-kha-pê","","ah-kha-pe5","","鴨腳爬","(1)鴨á拂水。
(2) (植)。","","ah-kha-pê","","ah-kha-pe5","","鴨腳爬","(1)鴨á拂水。
(2) (植)。","","A0003",""
"121","ah-kha-sek","","ah-kha-sek","","鴨腳稷","(植)稗ê一種。","","ah-kha-sik","","ah-kha-sik","","鴨腳稷","(植)稗ê一種。","","A0003",""
"122","ah-kha-soe","","ah-kha-soe","","鴨腳黍","＝[鴨腳稷]。","","ah-kha-sue","","ah-kha-sue","","鴨腳黍","＝[鴨腳稷]。","","A0003",""
"123","ah-kha-tê","","ah-kha-te5","","鴨腳蹄","(1)鴨á拂(poe)水ê腳蹄內面。
(2)蕃薯ê品種之一，外皮紅紫色，肉質sió-khóa淡紅色。","","ah-kha-tê","","ah-kha-te5","","鴨腳蹄","(1)鴨á拂(poe)水ê腳蹄內面。
(2)蕃薯ê品種之一，外皮紅紫色，肉質sió-khuá淡紅色。","","A0003",""
"124","ah-khoán","","ah-khoan2","","押款","保證金。","","ah-khuán","","ah-khuan2","","押款","保證金。","","A0003",""
"125","ah-kiān","","ah-kian7","","鴨腱","鴨ê腱。","","ah-kiān","","ah-kian7","","鴨腱","鴨ê腱。","","A0003",""
"126","ah-kiān-tîn","","ah-kian7-tin5","","鴨腱籐","(植)。","","ah-kiān-tîn","","ah-kian7-tin5","","鴨腱籐","(植)。","","A0003",""
"127","ah-kiⁿ","","ah-kinn","","鴨羹","用鴨肉煮羹ê料理。","","ah-kinn","","ah-kinn","","鴨羹","用鴨肉煮羹ê料理。","","A0003",""
"128","ah-kng","","ah-kng","","押扛","護送扛ê物件。","","ah-kng","","ah-kng","","押扛","護送扛ê物件。","","A0003",""
"129","ah-koán","","ah-koan2","","押館","拘留所。","","ah-kuán","","ah-kuan2","","押館","拘留所。","","A0003",""
"130","ah-ku-á","","ah-ku-a2","","鴨痀仔","無志氣＝[鴨痀tan]。","","ah-ku-á","","ah-ku-a2","","鴨痀仔","無志氣＝[鴨痀tan]。","","A0003",""
"131","ah-kui","","ah-kui","","鴨kui","(1)鴨ê食物袋。
(2)電火球á。","","ah-kui","","ah-kui","","鴨kui","(1)鴨ê食物袋。
(2)電火球á。","","A0003",""
"132","ah-kūi-kim","","ah-kui7-kim","","押櫃金","訴訟等用ê保證金。","","ah-kuī-kim","","ah-kui7-kim","","押櫃金","訴訟等用ê保證金。","","A0003",""
"133","ah-lah","","ah-lah","","押勒","強制。","∼∼ 伊做穡＝強制伊做工課(khang-khòe)。","ah-lah","","ah-lah","","押勒","強制。","∼∼ 伊做穡＝強制伊做工課(khang-khuè)。","A0008",""
"134","ah-lam","","ah-lam","","鴨籠","貯鴨ê籠。","","ah-lam","","ah-lam","","鴨籠","貯鴨ê籠。","","A0008",""
"135","ah-lek","","ah-lek","","押勒","虐待，強迫受苦。","","ah-lik","","ah-lik","","押勒","虐待，強迫受苦。","","",""
"136","ah-le̍k","","ah-lek8","","鴨綠","鴨毛ê色，深綠色。","","ah-li̍k","","ah-lik8","","鴨綠","鴨毛ê色，深綠色。","","",""
"137","ah-lēng","","ah-leng7","","押令","指揮軍隊。","","ah-līng","","ah-ling7","","押令","指揮軍隊。","","",""
"138","ah-lo̍h","","ah-loh8","","押落","改正性質，押制，處罰。","","ah-lo̍h","","ah-loh8","","押落","改正性質，押制，處罰。","","",""
"139","ah-lut-á","","ah-lut-a2","","鴨甪仔","＝[鴨豚仔]。","","ah-lut-á","","ah-lut-a2","","鴨甪仔","＝[鴨豚仔]。","","A0008",""
"140","ah-nn̄g","","ah-nng7","","鴨卵","鴨ê卵。","∼∼ khioh kàu米斗淀(tīⁿ)＝Khioh卵ê中間，無意中khioh滿一斗tīⁿ-tīⁿ；意思：ûn-ûn-á還借錢，無意中全部還完。∼∼塞石車＝用鴨卵tú tī石車下面；意思：Bē-sái tit ê tāi-chì。去土州(蘇州/長山)賣 ∼∼ ＝死去。∼∼ 無對得石頭＝鴨卵tú石頭bē tiâu。拾(khioh)鴨卵＝對人ê腳步行(kiâⁿ)。","ah-nn̄g","","ah-nng7","","鴨卵","鴨ê卵。","∼∼ khioh kàu米斗淀(tīnn)＝Khioh卵ê中間，無意中khioh滿一斗tīnn-tīnn；意思：ûn-ûn-á還借錢，無意中全部還完。∼∼塞石車＝用鴨卵tú tī石車下面；意思：Bē-sái tit ê tāi-tsì。去土州(蘇州/長山)賣 ∼∼ ＝死去。∼∼ 無對得石頭＝鴨卵tú石頭bē tiâu。拾(khioh)鴨卵＝對人ê腳步行(kiânn)。","A0005",""
"141","ah-nn̄g-bīn","","ah-nng7-bin7","","鴨卵面","鴨卵形ê面。","","ah-nn̄g-bīn","","ah-nng7-bin7","","鴨卵面","鴨卵形ê面。","","A0005",""
"142","ah-nn̄g-chheng","","ah-nng7-chheng","","鴨卵清","鴨卵ê卵白。","","ah-nn̄g-tshing","","ah-nng7-tshing","","鴨卵清","鴨卵ê卵白。","","A0005",""
"143","ah-nn̄g-chhiⁿ","","ah-nng7-chhinn","","鴨卵青","鴨卵色＝淺青色＝天色。","","ah-nn̄g-tshinn","","ah-nng7-tshinn","","鴨卵青","鴨卵色＝淺青色＝天色。","","A0005",""
"144","ah-nn̄g-hêng","","ah-nng7-heng5","","鴨卵形","鴨卵ê形。","","ah-nn̄g-hîng","","ah-nng7-hing5","","鴨卵形","鴨卵ê形。","","A0005",""
"145","ah-nn̄g-jîn","","ah-nng7-jin5","","鴨卵仁","鴨卵ê仁。","","ah-nn̄g-jîn","","ah-nng7-jin5","","鴨卵仁","鴨卵ê仁。","","A0005",""
"146","ah-nn̄g-sò","","ah-nng7-so3","","鴨卵燥","鴨卵煎了koh切做絲條。","","ah-nn̄g-sò","","ah-nng7-so3","","鴨卵燥","鴨卵煎了koh切做絲條。","","A0005",""
"147","a-hoân","","a-hoan5","","ㄚ鬟","(小說用語)Cha-bó͘-kán-á。","","a-huân","","a-huan5","","ㄚ鬟","(小說用語)Cha-bóo-kán-á。","","A0008",""
"148","ah-pa","","ah-pa","","鴨羓","鴨ê肉干＝[鴨siúⁿ]。","","ah-pa","","ah-pa","","鴨羓","鴨ê肉干＝[鴨siúnn]。","","A0006",""
"149","ah-pî","","ah-pi5","","鴨脾","鴨ê脾臟。","","ah-pî","","ah-pi5","","鴨脾","鴨ê脾臟。","","A0006",""
"150","ah-pńg","","ah-png2","","押榜","以siōng低(kē)ê成績及格。","","ah-pńg","","ah-png2","","押榜","以siōng低(kē)ê成績及格。","","A0007",""
"151","ah-pô","","ah-po5","","鴨婆","母ê[正番鴨]。","","ah-pô","","ah-po5","","鴨婆","母ê[正番鴨]。","","A0008",""
"152","ah-poaⁿ-tui-cho͘","","ah-poann-tui-choo","","押搬追租","追求租金koh命令馬上退離。","","ah-puann-tui-tsoo","","ah-puann-tui-tsoo","","押搬追租","追求租金koh命令馬上退離。","","A0008",""
"153","ah-put-tó","","ah-put-to2","","押不倒","不倒翁。","","ah-put-tó","","ah-put-to2","","押不倒","不倒翁。","","A0007",""
"154","ah-sái-sek","","ah-sai2-sek","","鴨屎色","退色，bái色。","","ah-sái-sik","","ah-sai2-sik","","鴨屎色","退色，bái色。","","A0003",""
"155","ah-sàng","","ah-sang3","","押送","","∼∼ 瘟疫鬼＝送出疫病鬼。","ah-sàng","","ah-sang3","","押送","","∼∼ 瘟疫鬼＝送出疫病鬼。","A0003",""
"156","ah-siāⁿ","","ah-siann7","","押siāⁿ","護送婚姻等ê禮物。","","ah-siānn","","ah-siann7","","押siānn","護送婚姻等ê禮物。","","A0004",""
"157","ah-siúⁿ","","ah-siunn2","","鴨siúⁿ","鴨ê肉干。＝[鴨粑(pa)]。","","ah-siúnn","","ah-siunn2","","鴨siúnn","鴨ê肉干。＝[鴨粑(pa)]。","","A0004",""
"158","ah-soah","","ah-soah","","押息","強制阻止，制伏。","你tio̍h kā伊 ∼∼ ＝你tio̍h kā伊制伏。","ah-suah","","ah-suah","","押息","強制阻止，制伏。","你tio̍h kā伊 ∼∼ ＝你tio̍h kā伊制伏。","A0004",""
"159","ah-soah","","ah-soah","","押煞","＝收煞。","","ah-suah","","ah-suah","","押煞","＝收煞。","","A0004",""
"160","ah-sok","","ah-sok","","押束","督責，監督。","∼∼ 子弟＝監督子弟。","ah-sok","","ah-sok","","押束","督責，監督。","∼∼ 子弟＝監督子弟。","A0003",""
"161","ah-só͘","","ah-soo2","","押所","","拘留，留置。","ah-sóo","","ah-soo2","","押所","","拘留，留置。","A0004",""
"162","ah-tang","","ah-tang","","鴨冬","鴨ê收成。","好 ∼∼＝飼鴨thàn錢好收成ê年冬。","ah-tang","","ah-tang","","鴨冬","鴨ê收成。","好 ∼∼＝飼鴨thàn錢好收成ê年冬。","A0004",""
"163","ah-tang","","ah-tang","","押冬","(1)Tī港口等所在過冬。
(2)將神ê名寫tī牌á頂，栽tī田園來做除蟲ê符á。","","ah-tang","","ah-tang","","押冬","(1)Tī港口等所在過冬。
(2)將神ê名寫tī牌á頂，栽tī田園來做除蟲ê符á。","","A0004",""
"164","ah-tang-tê","","ah-tang-te5","","押冬茶","冬茶kap春茶中間特別是跨年份，發芽ê茶心挽起來製造ê茶。","","ah-tang-tê","","ah-tang-te5","","押冬茶","冬茶kap春茶中間特別是跨年份，發芽ê茶心挽起來製造ê茶。","","A0004",""
"165","ah-tê-chháu","","ah-te5-chhau2","","鴨蹄草","＝[鴨腳草]2 。","","ah-tê-tsháu","","ah-te5-tshau2","","鴨蹄草","＝[鴨腳草]2 。","","A0005",""
"166","ah-tê-sóe","","ah-te5-soe2","","鴨蹄黍","＝[鴨腳稷]。","","ah-tê-sué","","ah-te5-sue2","","鴨蹄黍","＝[鴨腳稷]。","","A0005",""
"167","ah-thâu-chiúⁿ","","ah-thau5-chiunn2","","押頭槳","操作船舵。","","ah-thâu-tsiúnn","","ah-thau5-tsiunn2","","押頭槳","操作船舵。","","A0004",""
"168","ah-thô͘-chu","","ah-thoo5-chu","","鴨土珠","(植) 藥草一種(治療拍傷、腫青、白糞)。","","ah-thôo-tsu","","ah-thoo5-tsu","","鴨土珠","(植) 藥草一種(治療拍傷、腫青、白糞)。","","A0005",""
"169","ah-thûn-á","","ah-thun5-a2","","鴨豚仔","接近成熟期ê鴨á。","","ah-thûn-á","","ah-thun5-a2","","鴨豚仔","接近成熟期ê鴨á。","","A0005",""
"170","ah-tōa","","ah-toa7","","押舵","操作船舵。","","ah-tuā","","ah-tua7","","押舵","操作船舵。","","A0005",""
"171","ah-tui","","ah-tui","","押追","Koh khah催繳錢，催繳金。","","ah-tui","","ah-tui","","押追","Koh khah催繳錢，催繳金。","","A0005",""
"172","a-hû-iông","","a-hu5-iong5","","阿芙蓉","(文) 阿片。","","a-hû-iông","","a-hu5-iong5","","阿芙蓉","(文) 阿片。","","A0007",""
"173","A-hui-lī-ka","","A-hui-li7-ka","","亞非利加","非洲＝Africa。","","A-hui-lī-ka","","A-hui-li7-ka","","亞非利加","非洲＝Africa。","","A0007",""
"174","ah-ūn","","ah-un7","","押韻","詩尾有韻。","","ah-ūn","","ah-un7","","押韻","詩尾有韻。","","A0002",""
"175","ah-ūn","","ah-un7","","押運","運送。","∼∼ 糧草＝運送兵糧。","ah-ūn","","ah-un7","","押運","運送。","∼∼ 糧草＝運送兵糧。","A0002",""
"176","ah-ut","","ah-ut","","押屈","抑制。","","ah-ut","","ah-ut","","押屈","抑制。","","A0002",""
"177","ai","","ai","","哎","(tio̍h驚等等ê驚歎詞)。","∼ ！ 伊sòa tńg--去--lah。","ai","","ai","","哎","(tio̍h驚等等ê驚歎詞)。","∼ ！ 伊suà tńg--去--lah。","",""
"178","ai","","ai","","哀","(1)姓。
(2)(文)
(3)悲憫哀哭。","(2)喜怒 ∼ 樂。
(3)你teh ∼ 啥tāi-chì？","ai","","ai","","哀","(1)姓。
(2)(文)
(3)悲憫哀哭。","(2)喜怒 ∼ 樂。
(3)你teh ∼ 啥tāi-tsì？","A0008",""
"179","ai","","ai","","ai","(1)用pháiⁿ去ê油煮菜ê味叫做「臭油ai」。
(2)砂糖、油等使用過度。","(2)∼ 甜＝siuⁿ甜無好食。∼ 味＝siuⁿ油iah是臭油ai。","ai","","ai","","ai","(1)用pháinn去ê油煮菜ê味叫做「臭油ai」。
(2)砂糖、油等使用過度。","(2)∼ 甜＝siunn甜無好食。∼ 味＝siunn油iah是臭油ai。","A0008",""
"180","ái","","ai2","","藹","(姓)。","","ái","","ai2","","藹","(姓)。","","A0008",""
"181","ái","","ai2","","餲","砂糖、油等使用過度。","∼ 甜＝siuⁿ甜無好食。∼ 味＝siuⁿ油iah是臭油ai。","ái","","ai2","","餲","砂糖、油等使用過度。","∼ 甜＝siunn甜無好食。∼ 味＝siunn油iah是臭油ai。","A0008",""
"182","ái-á","","ai2-a2","","ái仔","小喇叭ê一種。(圖P-9)。","","ái-á","","ai2-a2","","ái仔","小喇叭ê一種。(圖P-9)。","","A0009",""
"183","ái-bū","","ai2-bu7","","靄霧","(文)＝霞。","","ái-bū","","ai2-bu7","","靄霧","(文)＝霞。","","A0010",""
"184","ái-tái-bī","","ai2-tai2-bi7","","餲滓味","Bē爽ê味。","","ái-tái-bī","","ai2-tai2-bi7","","餲滓味","Bē爽ê味。","","A0010",""
"185","ái-tái-tiⁿ","","ai2-tai2-tinn","","餲滓甜","過頭甜。＝[靄甜]。","","ái-tái-tinn","","ai2-tai2-tinn","","餲滓甜","過頭甜。＝[靄甜]。","","A0010",""
"186","ài","","ai3","","愛","(1) (姓)。
(2)欲(beh)，合(kah)意，意愛。
(3)容易。","(2)∼ 來，∼ 看，無∼；愛是金，m̄愛是土。
(3)∼ 過人＝容易傳染；∼ bē記得；∼嫌。","ài","","ai3","","愛","(1) (姓)。
(2)欲(beh)，合(kah)意，意愛。
(3)容易。","(2)∼ 來，∼ 看，無∼；愛是金，m̄愛是土。
(3)∼ 過人＝容易傳染；∼ bē記得；∼嫌。","A0008",""
"187","ài","","ai3","","隘","關門。","把 ∼ ＝保守關門。","ài","","ai3","","隘","關門。","把 ∼ ＝保守關門。","A0008",""
"188","ài-beh","","ai3-beh","","愛欲","想beh ài。","∼∼ 去，∼∼ 緊，∼∼ khah chē。","ài-beh","","ai3-beh","","愛欲","想beh ài。","∼∼ 去，∼∼ 緊，∼∼ khah tsē。","A0010",""
"189","ài-but-but","","ai3-but-but","","愛吻吻","＝[愛拈拈]","","ài-but-but","","ai3-but-but","","愛吻吻","＝[愛拈拈]","","A0010",""
"190","ài-châi","","ai3-chai5","","愛財","Ài錢，貪財。","","ài-tsâi","","ai3-tsai5","","愛財","Ài錢，貪財。","","A0010",""
"191","ài-cháu","","ai3-chau2","","愛走","想beh走，Ài出門，Ài去四界行。","","ài-tsáu","","ai3-tsau2","","愛走","想beh走，Ài出門，Ài去四界行。","","A0010",""
"192","ài-chêng","","ai3-cheng5","","愛情","男女之情。","","ài-tsîng","","ai3-tsing5","","愛情","男女之情。","","A0010",""
"193","ài-chhia̍k","","ai3-chhiak8","","愛雀","Ài展風神，Ài展威風。","","ài-tshia̍k","","ai3-tshiak8","","愛雀","Ài展風神，Ài展威風。","","A0010",""
"194","ài-chhiap","","ai3-chhiap","","愛妾","心愛ê細姨。","","ài-tshiap","","ai3-tshiap","","愛妾","心愛ê細姨。","","A0010",""
"195","ài-chhiò","","ai3-chhio3","","愛笑","想beh笑。","聽了~~，你teh ~~ 啥麼tāi-chì？","ài-tshiò","","ai3-tshio3","","愛笑","想beh笑。","聽了~~，你teh ~~ 啥麼tāi-tsì？","A0010",""
"196","ài-chia̍h","","ai3-chiah8","","愛食","真想beh食。","∼∼ kàu流nōa(瀾)。","ài-tsia̍h","","ai3-tsiah8","","愛食","真想beh食。","∼∼ kàu流nuā(瀾)。","A0010",""
"197","ài-chòe","","ai3-choe3","","愛做","真想beh做tāi-chì。","∼∼逢(**誤音=風)險＝Ài冒險。","ài-tsuè","","ai3-tsue3","","愛做","真想beh做tāi-tsì。","∼∼逢(**誤音=風)險＝Ài冒險。","A0010",""
"198","ài-gio̍k-chí","","ai3-giok8-chi2","","愛玉籽","(植)","","ài-gio̍k-tsí","","ai3-giok8-tsi2","","愛玉籽","(植)","","A0009",""
"199","ài-háu","","ai3-hau2","","愛哮","Ài哭。","","ài-háu","","ai3-hau2","","愛哮","Ài哭。","","A0010",""
"200","ài-háu-sîn","","ai3-hau2-sin5","","愛哮神","Ài哭pau-á。","","ài-háu-sîn","","ai3-hau2-sin5","","愛哮神","Ài哭pau-á。","","A0010",""
"201","ài-hoe","","ai3-hoe","","愛花","痛惜花。","∼∼ 連枝愛＝愛cha-bó͘ kiáⁿ mā愛kiáⁿ婿。","ài-hue","","ai3-hue","","愛花","痛惜花。","∼∼ 連枝愛＝愛cha-bóo kiánn mā愛kiánn婿。","A0010",""
"202","ài-iō","âi-ioh/ai-iò/âi-iò","ai3-io7","ai5-ioh/ai-io3/ai5-io3","噯喲","(悲傷iah是tio̍h驚等等ê驚歎詞)。","","ài-iō","âi-ioh/ai-iò/âi-iò","ai3-io7","ai5-ioh/ai-io3/ai5-io3","噯喲","(悲傷iah是tio̍h驚等等ê驚歎詞)。","","A0009/A0009/A0009/A0009",""
"203","ài-ióng","","ai3-iong2","","隘勇","保守關門ê勇士。","","ài-ióng","","ai3-iong2","","隘勇","保守關門ê勇士。","","A0009",""
"204","ài-ióng-iâⁿ","","ai3-iong2-iann5","","隘勇營","訓練隘勇ê所在。","","ài-ióng-iânn","","ai3-iong2-iann5","","隘勇營","訓練隘勇ê所在。","","A0009",""
"205","ài-ióng-liâu","","ai3-iong2-liau5","","隘勇寮","隘勇tòa(住)ê小厝。","","ài-ióng-liâu","","ai3-iong2-liau5","","隘勇寮","隘勇tuà(住)ê小厝。","","A0009",""
"206","ài-ióng-sòaⁿ","","ai3-iong2-soann3","","隘勇線","隘勇ê界線。","","ài-ióng-suànn","","ai3-iong2-suann3","","隘勇線","隘勇ê界線。","","A0009",""
"207","ài-khai","","ai3-khai","","愛開","放蕩ài chhit-thô。","","ài-khai","","ai3-khai","","愛開","放蕩ài chhit-thô。","","A0009",""
"208","ài-kháu","","ai3-khau2","","隘口","(1)港口。
(2)要害之地e入口。","","ài-kháu","","ai3-khau2","","隘口","(1)港口。
(2)要害之地e入口。","","A0009",""
"209","ài-khàu","","ai3-khau3","","愛哭","動不動to̍h哭。","","ài-khàu","","ai3-khau3","","愛哭","動不動to̍h哭。","","A0009",""
"210","ài-khàu-phe","","ai3-khau3-phe","","愛哭胚","sió-khóa to̍h ài哭ê人。","","ài-khàu-phe","","ai3-khau3-phe","","愛哭胚","sió-khuá to̍h ài哭ê人。","","A0009",""
"211","ài-kheng","","ai3-kheng","","愛卿","Ang對bó͘親蜜ê稱呼。","","ài-khing","","ai3-khing","","愛卿","Ang對bóo親蜜ê稱呼。","","A0009",""
"212","ài-khû","","ai3-khu5","","愛蹲","(1)真ài khû teh。
(2)Pháiⁿ腹肚，定定想ài放屎。","","ài-khû","","ai3-khu5","","愛蹲","(1)真ài khû teh。
(2)Pháinn腹肚，定定想ài放屎。","","A0009",""
"213","ài-khùn","","ai3-khun3","","愛睏","定定想beh睏。","","ài-khùn","","ai3-khun3","","愛睏","定定想beh睏。","","A0009",""
"214","ài-khùn-io̍h","","ai3-khun3-ioh8","","愛睏藥","促進睏ê藥。","","ài-khùn-io̍h","","ai3-khun3-ioh8","","愛睏藥","促進睏ê藥。","","A0009",""
"215","ài-khùn-khoán","","ai3-khun3-khoan2","","愛睏款","愛睏ê款式。","","ài-khùn-khuán","","ai3-khun3-khuan2","","愛睏款","愛睏ê款式。","","A0009",""
"216","ài-khùn-kúi","","ai3-khun3-kui2","","愛睏鬼","愛睏ê人。","","ài-khùn-kuí","","ai3-khun3-kui2","","愛睏鬼","愛睏ê人。","","A0009",""
"217","ài-kî","","ai3-ki5","","愛奇","好奇。","","ài-kî","","ai3-ki5","","愛奇","好奇。","","A0009",""
"218","ài-kiau","","ai3-kiau","","愛嬌","(日)Cha-bó͘人ê sai-nai款式。","","ài-kiau","","ai3-kiau","","愛嬌","(日)Cha-bóo人ê sai-nai款式。","","A0009",""
"219","ài-kok","","ai3-kok","","愛國","(日)疼國家。","","ài-kok","","ai3-kok","","愛國","(日)疼國家。","","A0009",""
"220","ài-kok-chiam","","ai3-kok-chiam","","愛國針","插頭毛結ê一種針。","","ài-kok-tsiam","","ai3-kok-tsiam","","愛國針","插頭毛結ê一種針。","","A0010",""
"221","ài-kok hīⁿ-kau","","ai3-kok hinn7-kau","","愛國耳鉤","耳鉤ê一種。","","ài-kok hīnn-kau","","ai3-kok hinn7-kau","","愛國耳鉤","耳鉤ê一種。","","A0010",""
"222","ài-kok hū-jîn-hōe","","ai3-kok hu7-jin5-hoe7","","愛國婦人會","愛國婦人會。","","ài-kok hū-jîn-huē","","ai3-kok hu7-jin5-hue7","","愛國婦人會","愛國婦人會。","","A0010",""
"223","ài-kok-khoân","","ai3-kok-khoan5","","愛國環","手環ê名。","","ài-kok-khuân","","ai3-kok-khuan5","","愛國環","手環ê名。","","A0009",""
"224","ài-kok-thâu","","ai3-kok-thau5","","愛國頭","cha-bó͘人頭毛phah結ê一種款式。","","ài-kok-thâu","","ai3-kok-thau5","","愛國頭","cha-bóo人頭毛phah結ê一種款式。","","A0010",""
