hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,khpoo
古書,kóo-tsir,25,kó͘-chir,koo2tsir1,koo2chir1,kootsir,koochir,kt,kc,True
古語,kóo-gí,25,kó͘-gí,koo2gi2,koo2gi2,koogi,koogi,kg,kg,True
古語,kóo-gír,25,kó͘-gír,koo2gir2,koo2gir2,koogir,koogir,kg,kg,True
古語,kóo-gú,25,kó͘-gú,koo2gu2,koo2gu2,koogu,koogu,kg,kg,True
句法,kù-huat,25,kù-hoat,ku3huat4,ku3hoat4,kuhuat,kuhoat,kh,kh,True
可以,khónn-í,25,khóⁿ-í,khonn2i2,khonn2i2,khonni,khonni,ki,ki,True
可傷,khó-siong,25,khó-siong,kho2siong1,kho2siong1,khosiong,khosiong,ks,ks,True
可傷,khónn-siong,25,khóⁿ-siong,khonn2siong1,khonn2siong1,khonnsiong,khonnsiong,ks,ks,True
可取,khónn-tshú,25,khóⁿ-chhú,khonn2tshu2,khonn2chhu2,khonntshu,khonnchhu,kt,kc,True
可惜,khónn-sioh,25,khóⁿ-sioh,khonn2sioh4,khonn2sioh4,khonnsioh,khonnsioh,ks,ks,True
可愛,khónn-ài,25,khóⁿ-ài,khonn2ai3,khonn2ai3,khonnai,khonnai,ka,ka,True
可憐,khó-lîn,25,khó-lîn,kho2lin5,kho2lin5,kholin,kholin,kl,kl,True
可憐,khónn-lîn,25,khóⁿ-lîn,khonn2lin5,khonn2lin5,khonnlin,khonnlin,kl,kl,True
可疑,khónn-gî,25,khóⁿ-gî,khonn2gi5,khonn2gi5,khonngi,khonngi,kg,kg,True
可見,khónn-kiàn,25,khóⁿ-kiàn,khonn2kian3,khonn2kian3,khonnkian,khonnkian,kk,kk,True
台詞,tâi-sîr,25,tâi-sîr,tai5sir5,tai5sir5,taisir,taisir,ts,ts,True
台語,tâi-gír,25,tâi-gír,tai5gir2,tai5gir2,taigir,taigir,tg,tg,True
史官,sír-kuann,25,sír-koaⁿ,sir2kuann1,sir2koann1,sirkuann,sirkoann,sk,sk,True
史官,sú-kuann,25,sú-koaⁿ,su2kuann1,su2koann1,sukuann,sukoann,sk,sk,True
史策,sír-tshik,25,sír-chhek,sir2tshik4,sir2chhek4,sirtshik,sirchhek,st,sc,True
史策,sú-tshik,25,sú-chhek,su2tshik4,su2chhek4,sutshik,suchhek,st,sc,True
史記,sír-kì,25,sír-kì,sir2ki3,sir2ki3,sirki,sirki,sk,sk,True
史記,sú-kì,25,sú-kì,su2ki3,su2ki3,suki,suki,sk,sk,True
司令,sir-līng,25,sir-lēng,sir1ling7,sir1leng7,sirling,sirleng,sl,sl,True
司機,sir-ki,25,sir-ki,sir1ki1,sir1ki1,sirki,sirki,sk,sk,True
司法,sir-huat,25,sir-hoat,sir1huat4,sir1hoat4,sirhuat,sirhoat,sh,sh,True
司空,sir-khong,25,sir-khong,sir1khong1,sir1khong1,sirkhong,sirkhong,sk,sk,True
司空,su-khong,25,su-khong,su1khong1,su1khong1,sukhong,sukhong,sk,sk,True
司長,sir-tiúnn,25,sir-tiúⁿ,sir1tiunn2,sir1tiunn2,sirtiunn,sirtiunn,st,st,True
司馬,sir-má,25,sir-má,sir1ma2,sir1ma2,sirma,sirma,sm,sm,True
名刺,mè-sì,25,mè-sì,me3si3,me3si3,mesi,mesi,ms,ms,True
名姓,miâ-sìnn,25,miâ-sìⁿ,mia5sinn3,mia5sinn3,miasinn,miasinn,ms,ms,True
味噌,mí-soh,25,mí-soh,mi2soh4,mi2soh4,misoh,misoh,ms,ms,True
味噌,mí-sooh,25,mí-so͘h,mi2sooh4,mi2sooh4,misooh,misooh,ms,ms,True
唯一,î-it,25,î-it,i5it4,i5it4,iit,iit,ii,ii,True
善事,siān-sīr,25,siān-sīr,sian7sir7,sian7sir7,siansir,siansir,ss,ss,True
善事,siǎn-sīr,25,siǎn-sīr,sian6sir7,sian6sir7,siansir,siansir,ss,ss,True
善書,siān-tsir,25,siān-chir,sian7tsir1,sian7chir1,siantsir,sianchir,st,sc,True
善書,siān-tsu,25,siān-chu,sian7tsu1,sian7chu1,siantsu,sianchu,st,sc,True
善書,siǎn-tsir,25,siǎn-chir,sian6tsir1,sian6chir1,siantsir,sianchir,st,sc,True
單據,tuann-kì,25,toaⁿ-kì,tuann1ki3,toann1ki3,tuannki,toannki,tk,tk,True
單據,tuann-kìr,25,toaⁿ-kìr,tuann1kir3,toann1kir3,tuannkir,toannkir,tk,tk,True
單據,tuann-kù,25,toaⁿ-kù,tuann1ku3,toann1ku3,tuannku,toannku,tk,tk,True
四季,sì-kuì,25,sì-kùi,si3kui3,si3kui3,sikui,sikui,sk,sk,True
四季,sìr-kuì,25,sìr-kùi,sir3kui3,sir3kui3,sirkui,sirkui,sk,sk,True
四常,sìr-siông,25,sìr-siông,sir3siong5,sir3siong5,sirsiong,sirsiong,ss,ss,True
四方,sìr-hong,25,sìr-hong,sir3hong1,sir3hong1,sirhong,sirhong,sh,sh,True
四時,sìr-sî,25,sìr-sî,sir3si5,sir3si5,sirsi,sirsi,ss,ss,True
四神,sìr-sîn,25,sìr-sîn,sir3sin5,sir3sin5,sirsin,sirsin,ss,ss,True
四肢,sìr-tsi,25,sìr-chi,sir3tsi1,sir3chi1,sirtsi,sirchi,st,sc,True
四肢,sù-tsi,25,sù-chi,su3tsi1,su3chi1,sutsi,suchi,st,sc,True
回批,huê-phe,25,hôe-phe,hue5phe1,hoe5phe1,huephe,hoephe,hp,hp,True
回批,hêr-phue,25,hêr-phoe,her5phue1,her5phoe1,herphue,herphoe,hp,hp,True
回答,hêr-tap,25,hêr-tap,her5tap4,her5tap4,hertap,hertap,ht,ht,True
回話,hê-uē,25,hê-ōe,he5ue7,he5oe7,heue,heoe,hu,ho,True
回話,hêr-uē,25,hêr-ōe,her5ue7,her5oe7,herue,heroe,hu,ho,True
回頭,hêr-thâu,25,hêr-thâu,her5thau5,her5thau5,herthau,herthau,ht,ht,True
固辭,kòo-sîr,25,kò͘-sîr,koo3sir5,koo3sir5,koosir,koosir,ks,ks,True
固辭,kòo-sû,25,kò͘-sû,koo3su5,koo3su5,koosu,koosu,ks,ks,True
國事,kok-sīr,25,kok-sīr,kok4sir7,kok4sir7,koksir,koksir,ks,ks,True
國史,kok-sír,25,kok-sír,kok4sir2,kok4sir2,koksir,koksir,ks,ks,True
國史,kok-sú,25,kok-sú,kok4su2,kok4su2,koksu,koksu,ks,ks,True
國師,kok-sir,25,kok-sir,kok4sir1,kok4sir1,koksir,koksir,ks,ks,True
國語,kok-gír,25,kok-gír,kok4gir2,kok4gir2,kokgir,kokgir,kg,kg,True
地動,kuē-tāng,25,kōe-tāng,kue7tang7,koe7tang7,kuetang,koetang,kt,kt,True
地動,kē-tāng,25,kē-tāng,ke7tang7,ke7tang7,ketang,ketang,kt,kt,True
地氣,terē-khì,25,tēre-khì,tere7khi3,tere7khi3,terekhi,terekhi,tk,tk,True
地氣,tuē-khì,25,tōe-khì,tue7khi3,toe7khi3,tuekhi,toekhi,tk,tk,True
地氣,tē-khì,25,tē-khì,te7khi3,te7khi3,tekhi,tekhi,tk,tk,True
地皮,terē-phêr,25,tēre-phêr,tere7pher5,tere7pher5,terepher,terepher,tp,tp,True
地皮,tuē-phêr,25,tōe-phêr,tue7pher5,toe7pher5,tuepher,toepher,tp,tp,True
基隆,kere-lâng,25,kere-lâng,kere1lang5,kere1lang5,kerelang,kerelang,kl,kl,True
基隆,kue-lâng,25,koe-lâng,kue1lang5,koe1lang5,kuelang,koelang,kl,kl,True
堅辭,kian-sîr,25,kian-sîr,kian1sir5,kian1sir5,kiansir,kiansir,ks,ks,True
堅辭,kian-sû,25,kian-sû,kian1su5,kian1su5,kiansu,kiansu,ks,ks,True
塗皮,thôo-phuê,25,thô͘-phôe,thoo5phue5,thoo5phoe5,thoophue,thoophoe,tp,tp,True
塗皮,thôo-phê,25,thô͘-phê,thoo5phe5,thoo5phe5,thoophe,thoophe,tp,tp,True
塗皮,thôo-phêr,25,thô͘-phêr,thoo5pher5,thoo5pher5,thoopher,thoopher,tp,tp,True
墓壙,bōo-khòng,25,bō͘-khòng,boo7khong3,boo7khong3,bookhong,bookhong,bk,bk,True
墓壙,bōo-khǹg,25,bō͘-khǹg,boo7khng3,boo7khng3,bookhng,bookhng,bk,bk,True
墓庵,bōo-am,25,bō͘-am,boo7am1,boo7am1,booam,booam,ba,ba,True
墓桌,bōng-toh,25,bōng-toh,bong7toh4,bong7toh4,bongtoh,bongtoh,bt,bt,True
墓桌,bōo-toh,25,bō͘-toh,boo7toh4,boo7toh4,bootoh,bootoh,bt,bt,True
墓粿,bōo-ké,25,bō͘-ké,boo7ke2,boo7ke2,booke,booke,bk,bk,True
墓粿,bōo-kér,25,bō͘-kér,boo7ker2,boo7ker2,booker,booker,bk,bk,True
士官,sīr-kuann,25,sīr-koaⁿ,sir7kuann1,sir7koann1,sirkuann,sirkoann,sk,sk,True
士官,sǐr-kuann,25,sǐr-koaⁿ,sir6kuann1,sir6koann1,sirkuann,sirkoann,sk,sk,True
士氣,sīr-khì,25,sīr-khì,sir7khi3,sir7khi3,sirkhi,sirkhi,sk,sk,True
士氣,sǐr-khì,25,sǐr-khì,sir6khi3,sir6khi3,sirkhi,sirkhi,sk,sk,True
外皮,guā-phê,25,gōa-phê,gua7phe5,goa7phe5,guaphe,goaphe,gp,gp,True
外皮,guā-phêr,25,gōa-phêr,gua7pher5,goa7pher5,guapher,goapher,gp,gp,True
外科,guā-khe,25,gōa-khe,gua7khe1,goa7khe1,guakhe,goakhe,gk,gk,True
外科,guā-kher,25,gōa-kher,gua7kher1,goa7kher1,guakher,goakher,gk,gk,True
大乘,tāi-sīng,25,tāi-sēng,tai7sing7,tai7seng7,taising,taiseng,ts,ts,True
大事,tuā-sīr,25,tōa-sīr,tua7sir7,toa7sir7,tuasir,toasir,ts,ts,True
大事,tāi-sīr,25,tāi-sīr,tai7sir7,tai7sir7,taisir,taisir,ts,ts,True
大士,tāi-sīr,25,tāi-sīr,tai7sir7,tai7sir7,taisir,taisir,ts,ts,True
大士,tāi-sǐr,25,tāi-sǐr,tai7sir6,tai7sir6,taisir,taisir,ts,ts,True
大師,tāi-sir,25,tāi-sir,tai7sir1,tai7sir1,taisir,taisir,ts,ts,True
大暑,tāi-sír,25,tāi-sír,tai7sir2,tai7sir2,taisir,taisir,ts,ts,True
天官,thian-kuan,25,thian-koan,thian1kuan1,thian1koan1,thiankuan,thiankoan,tk,tk,True
天師,thian-sir,25,thian-sir,thian1sir1,thian1sir1,thiansir,thiansir,ts,ts,True
天師,thian-su,25,thian-su,thian1su1,thian1su1,thiansu,thiansu,ts,ts,True
天干,thian-kan,25,thian-kan,thian1kan1,thian1kan1,thiankan,thiankan,tk,tk,True
太史,thài-sír,25,thài-sír,thai3sir2,thai3sir2,thaisir,thaisir,ts,ts,True
太史,thài-sú,25,thài-sú,thai3su2,thai3su2,thaisu,thaisu,ts,ts,True
太子,thài-tsír,25,thài-chír,thai3tsir2,thai3chir2,thaitsir,thaichir,tt,tc,True
太師,thài-sir,25,thài-sir,thai3sir1,thai3sir1,thaisir,thaisir,ts,ts,True
契據,kherè-kìr,25,khère-kìr,khere3kir3,khere3kir3,kherekir,kherekir,kk,kk,True
契據,khuè-kìr,25,khòe-kìr,khue3kir3,khoe3kir3,khuekir,khoekir,kk,kk,True
契據,khuè-kù,25,khòe-kù,khue3ku3,khoe3ku3,khueku,khoeku,kk,kk,True
契據,khè-kì,25,khè-kì,khe3ki3,khe3ki3,kheki,kheki,kk,kk,True
套語,thò-gí,25,thò-gí,tho3gi2,tho3gi2,thogi,thogi,tg,tg,True
套語,thò-gír,25,thò-gír,tho3gir2,tho3gir2,thogir,thogir,tg,tg,True
套語,thò-gú,25,thò-gú,tho3gu2,tho3gu2,thogu,thogu,tg,tg,True
女士,lír-sīr,25,lír-sīr,lir2sir7,lir2sir7,lirsir,lirsir,ls,ls,True
女士,lír-sǐr,25,lír-sǐr,lir2sir6,lir2sir6,lirsir,lirsir,ls,ls,True
好處,hó-tshìr,25,hó-chhìr,ho2tshir3,ho2chhir3,hotshir,hochhir,ht,hc,True
如今,jîr-kim,25,jîr-kim,jir5kim1,jir5kim1,jirkim,jirkim,jk,jk,True
如今,lîr-kim,25,lîr-kim,lir5kim1,lir5kim1,lirkim,lirkim,lk,lk,True
如何,jîr-hô,25,jîr-hô,jir5ho5,jir5ho5,jirho,jirho,jh,jh,True
如何,lîr-hô,25,lîr-hô,lir5ho5,lir5ho5,lirho,lirho,lh,lh,True
如來,jîr-lâi,25,jîr-lâi,jir5lai5,jir5lai5,jirlai,jirlai,jl,jl,True
如來,lîr-lâi,25,lîr-lâi,lir5lai5,lir5lai5,lirlai,lirlai,ll,ll,True
如左,jîr-tsó,25,jîr-chó,jir5tso2,jir5cho2,jirtso,jircho,jt,jc,True
如左,jû-tsó,25,jû-chó,ju5tso2,ju5cho2,jutso,jucho,jt,jc,True
如左,lîr-tsó,25,lîr-chó,lir5tso2,lir5cho2,lirtso,lircho,lt,lc,True
如左,lû-tsó,25,lû-chó,lu5tso2,lu5cho2,lutso,lucho,lt,lc,True
如常,jîr-siông,25,jîr-siông,jir5siong5,jir5siong5,jirsiong,jirsiong,js,js,True
如常,jû-siông,25,jû-siông,ju5siong5,ju5siong5,jusiong,jusiong,js,js,True
如常,lîr-siông,25,lîr-siông,lir5siong5,lir5siong5,lirsiong,lirsiong,ls,ls,True
如常,lû-siông,25,lû-siông,lu5siong5,lu5siong5,lusiong,lusiong,ls,ls,True
如意,jîr-ì,25,jîr-ì,jir5i3,jir5i3,jiri,jiri,ji,ji,True
如意,lîr-ì,25,lîr-ì,lir5i3,lir5i3,liri,liri,li,li,True
如數,jîr-sòo,25,jîr-sò͘,jir5soo3,jir5soo3,jirsoo,jirsoo,js,js,True
如數,jû-sòo,25,jû-sò͘,ju5soo3,ju5soo3,jusoo,jusoo,js,js,True
如數,lîr-sòo,25,lîr-sò͘,lir5soo3,lir5soo3,lirsoo,lirsoo,ls,ls,True
如數,lû-sòo,25,lû-sò͘,lu5soo3,lu5soo3,lusoo,lusoo,ls,ls,True
如是,jîr-sī,25,jîr-sī,jir5si7,jir5si7,jirsi,jirsi,js,js,True
如是,jîr-sǐ,25,jîr-sǐ,jir5si6,jir5si6,jirsi,jirsi,js,js,True
如是,jû-sī,25,jû-sī,ju5si7,ju5si7,jusi,jusi,js,js,True
如是,lîr-sī,25,lîr-sī,lir5si7,lir5si7,lirsi,lirsi,ls,ls,True
如是,lîr-sǐ,25,lîr-sǐ,lir5si6,lir5si6,lirsi,lirsi,ls,ls,True
如是,lû-sī,25,lû-sī,lu5si7,lu5si7,lusi,lusi,ls,ls,True
如此,jîr-tshír,25,jîr-chhír,jir5tshir2,jir5chhir2,jirtshir,jirchhir,jt,jc,True
如此,lîr-tshír,25,lîr-chhír,lir5tshir2,lir5chhir2,lirtshir,lirchhir,lt,lc,True
如流,jîr-liû,25,jîr-liû,jir5liu5,jir5liu5,jirliu,jirliu,jl,jl,True
如流,jû-liû,25,jû-liû,ju5liu5,ju5liu5,juliu,juliu,jl,jl,True
如流,lîr-liû,25,lîr-liû,lir5liu5,lir5liu5,lirliu,lirliu,ll,ll,True
如流,lû-liû,25,lû-liû,lu5liu5,lu5liu5,luliu,luliu,ll,ll,True
如願,jîr-guān,25,jîr-goān,jir5guan7,jir5goan7,jirguan,jirgoan,jg,jg,True
如願,lîr-guān,25,lîr-goān,lir5guan7,lir5goan7,lirguan,lirgoan,lg,lg,True
如願,lû-guān,25,lû-goān,lu5guan7,lu5goan7,luguan,lugoan,lg,lg,True
字句,lī-kù,25,lī-kù,li7ku3,li7ku3,liku,liku,lk,lk,True
字據,jī-kìr,25,jī-kìr,ji7kir3,ji7kir3,jikir,jikir,jk,jk,True
字據,jī-kù,25,jī-kù,ji7ku3,ji7ku3,jiku,jiku,jk,jk,True
字據,lī-kì,25,lī-kì,li7ki3,li7ki3,liki,liki,lk,lk,True
字據,lī-kìr,25,lī-kìr,li7kir3,li7kir3,likir,likir,lk,lk,True
字派,jī-phài,25,jī-phài,ji7phai3,ji7phai3,jiphai,jiphai,jp,jp,True
字派,lī-phài,25,lī-phài,li7phai3,li7phai3,liphai,liphai,lp,lp,True
孝墓,hàu-bōo,25,hàu-bō͘,hau3boo7,hau3boo7,hauboo,hauboo,hb,hb,True
學科,ha̍k-khe,25,ha̍k-khe,hak8khe1,hak8khe1,hakkhe,hakkhe,hk,hk,True
學科,ha̍k-kher,25,ha̍k-kher,hak8kher1,hak8kher1,hakkher,hakkher,hk,hk,True
寄語,kì-gí,25,kì-gí,ki3gi2,ki3gi2,kigi,kigi,kg,kg,True
寄語,kì-gír,25,kì-gír,ki3gir2,ki3gir2,kigir,kigir,kg,kg,True
寄語,kì-gú,25,kì-gú,ki3gu2,ki3gu2,kigu,kigu,kg,kg,True
實據,si̍t-kì,25,si̍t-kì,sit8ki3,sit8ki3,sitki,sitki,sk,sk,True
實據,si̍t-kìr,25,si̍t-kìr,sit8kir3,sit8kir3,sitkir,sitkir,sk,sk,True
實據,si̍t-kù,25,si̍t-kù,sit8ku3,sit8ku3,sitku,sitku,sk,sk,True
寧可,lîng-khónn,25,lêng-khóⁿ,ling5khonn2,leng5khonn2,lingkhonn,lengkhonn,lk,lk,True
寿司,sú-sih,25,sú-sih,su2sih4,su2sih4,susih,susih,ss,ss,True
小乘,sió-sīng,25,sió-sēng,sio2sing7,sio2seng7,siosing,sioseng,ss,ss,True
小事,siáu-sīr,25,siáu-sīr,siau2sir7,siau2sir7,siausir,siausir,ss,ss,True
小事,siáu-sū,25,siáu-sū,siau2su7,siau2su7,siausu,siausu,ss,ss,True
小使,siáu-sír,25,siáu-sír,siau2sir2,siau2sir2,siausir,siausir,ss,ss,True
小妹,sió-bēr,25,sió-bēr,sio2ber7,sio2ber7,siober,siober,sb,sb,True
小暑,siáu-sír,25,siáu-sír,siau2sir2,siau2sir2,siausir,siausir,ss,ss,True
小碼,sió-bé,25,sió-bé,sio2be2,sio2be2,siobe,siobe,sb,sb,True
尾溜,bér-liu,25,bér-liu,ber2liu1,ber2liu1,berliu,berliu,bl,bl,True
尾牙,bér-gê,25,bér-gê,ber2ge5,ber2ge5,berge,berge,bg,bg,True
居士,kir-sīr,25,kir-sīr,kir1sir7,kir1sir7,kirsir,kirsir,ks,ks,True
居士,kir-sǐr,25,kir-sǐr,kir1sir6,kir1sir6,kirsir,kirsir,ks,ks,True
居士,ku-sū,25,ku-sū,ku1su7,ku1su7,kusu,kusu,ks,ks,True
工事,kang-sīr,25,kang-sīr,kang1sir7,kang1sir7,kangsir,kangsir,ks,ks,True
布袋,pòo-tēr,25,pò͘-tēr,poo3ter7,poo3ter7,pooter,pooter,pt,pt,True
師公,sir-kong,25,sir-kong,sir1kong1,sir1kong1,sirkong,sirkong,sk,sk,True
師公,su-kong,25,su-kong,su1kong1,su1kong1,sukong,sukong,sk,sk,True
師婆,sir-pô,25,sir-pô,sir1po5,sir1po5,sirpo,sirpo,sp,sp,True
師婆,su-pô,25,su-pô,su1po5,su1po5,supo,supo,sp,sp,True
師弟,sir-tē,25,sir-tē,sir1te7,sir1te7,sirte,sirte,st,st,True
師弟,sir-tě,25,sir-tě,sir1te6,sir1te6,sirte,sirte,st,st,True
師徒,sir-tôo,25,sir-tô͘,sir1too5,sir1too5,sirtoo,sirtoo,st,st,True
師承,sir-sîng,25,sir-sêng,sir1sing5,sir1seng5,sirsing,sirseng,ss,ss,True
師承,su-sîng,25,su-sêng,su1sing5,su1seng5,susing,suseng,ss,ss,True
師父,sir-hū,25,sir-hū,sir1hu7,sir1hu7,sirhu,sirhu,sh,sh,True
師父,sir-hǔ,25,sir-hǔ,sir1hu6,sir1hu6,sirhu,sirhu,sh,sh,True
師爺,sir-iâ,25,sir-iâ,sir1ia5,sir1ia5,siria,siria,si,si,True
師爺,su-iâ,25,su-iâ,su1ia5,su1ia5,suia,suia,si,si,True
師範,sir-huān,25,sir-hoān,sir1huan7,sir1hoan7,sirhuan,sirhoan,sh,sh,True
師範,sir-huǎn,25,sir-hoǎn,sir1huan6,sir1hoan6,sirhuan,sirhoan,sh,sh,True
師長,sir-tiúnn,25,sir-tiúⁿ,sir1tiunn2,sir1tiunn2,sirtiunn,sirtiunn,st,st,True
年歲,nî-hèr,25,nî-hèr,ni5her3,ni5her3,niher,niher,nh,nh,True
序文,sīr-bûn,25,sīr-bûn,sir7bun5,sir7bun5,sirbun,sirbun,sb,sb,True
序文,sū-bûn,25,sū-bûn,su7bun5,su7bun5,subun,subun,sb,sb,True
序文,sǐr-bûn,25,sǐr-bûn,sir6bun5,sir6bun5,sirbun,sirbun,sb,sb,True
廈門,ē-mn̂g,25,ē-mn̂g,e7mng5,e7mng5,emng,emng,em,em,True
廈門,ě-mn̂g,25,ě-mn̂g,e6mng5,e6mng5,emng,emng,em,em,True
廢人,huè-jîn,25,hòe-jîn,hue3jin5,hoe3jin5,huejin,hoejin,hj,hj,True
廢人,huè-lîn,25,hòe-lîn,hue3lin5,hoe3lin5,huelin,hoelin,hl,hl,True
廢人,huì-lîn,25,hùi-lîn,hui3lin5,hui3lin5,huilin,huilin,hl,hl,True
廢塚,huè-thióng,25,hòe-thióng,hue3thiong2,hoe3thiong2,huethiong,hoethiong,ht,ht,True
廢塚,huì-thióng,25,hùi-thióng,hui3thiong2,hui3thiong2,huithiong,huithiong,ht,ht,True
廢墜,huè-tuī,25,hòe-tūi,hue3tui7,hoe3tui7,huetui,hoetui,ht,ht,True
廢墜,huì-tuī,25,hùi-tūi,hui3tui7,hui3tui7,huitui,huitui,ht,ht,True
廢墳,huè-hûn,25,hòe-hûn,hue3hun5,hoe3hun5,huehun,hoehun,hh,hh,True
廢墳,huì-hûn,25,hùi-hûn,hui3hun5,hui3hun5,huihun,huihun,hh,hh,True
廢婚,huè-hun,25,hòe-hun,hue3hun1,hoe3hun1,huehun,hoehun,hh,hh,True
廢婚,huì-hun,25,hùi-hun,hui3hun1,hui3hun1,huihun,huihun,hh,hh,True
廢官,huè-kuann,25,hòe-koaⁿ,hue3kuann1,hoe3koann1,huekuann,hoekoann,hk,hk,True
廢官,huì-kuann,25,hùi-koaⁿ,hui3kuann1,hui3koann1,huikuann,huikoann,hk,hk,True
廢捒,huè-sak,25,hòe-sak,hue3sak4,hoe3sak4,huesak,hoesak,hs,hs,True
廢捒,huì-sak,25,hùi-sak,hui3sak4,hui3sak4,huisak,huisak,hs,hs,True
廢物,huè-mi̍h,25,hòe-mi̍h,hue3mih8,hoe3mih8,huemih,hoemih,hm,hm,True
廢物,huè-mn̍gh,25,hòe-mn̍gh,hue3mngh8,hoe3mngh8,huemngh,hoemngh,hm,hm,True
廢物,huì-mi̍h,25,hùi-mi̍h,hui3mih8,hui3mih8,huimih,huimih,hm,hm,True
廢疾,huè-tsi̍k,25,hòe-che̍k,hue3tsik8,hoe3chek8,huetsik,hoechek,ht,hc,True
廢疾,huè-tsi̍t,25,hòe-chi̍t,hue3tsit8,hoe3chit8,huetsit,hoechit,ht,hc,True
廢疾,huì-tsi̍k,25,hùi-che̍k,hui3tsik8,hui3chek8,huitsik,huichek,ht,hc,True
廢疾,huì-tsi̍t,25,hùi-chi̍t,hui3tsit8,hui3chit8,huitsit,huichit,ht,hc,True
廢約,huè-iok,25,hòe-iok,hue3iok4,hoe3iok4,hueiok,hoeiok,hi,hi,True
廢約,huì-iok,25,hùi-iok,hui3iok4,hui3iok4,huiiok,huiiok,hi,hi,True
廢紙,huè-tsuá,25,hòe-chóa,hue3tsua2,hoe3choa2,huetsua,hoechoa,ht,hc,True
廢紙,huì-tsuá,25,hùi-chóa,hui3tsua2,hui3choa2,huitsua,huichoa,ht,hc,True
廢話,huè-uē,25,hòe-ōe,hue3ue7,hoe3oe7,hueue,hoeoe,hu,ho,True
廢除,huè-tîr,25,hòe-tîr,hue3tir5,hoe3tir5,huetir,hoetir,ht,ht,True
引序,ín-sīr,25,ín-sīr,in2sir7,in2sir7,insir,insir,is,is,True
引序,ín-sū,25,ín-sū,in2su7,in2su7,insu,insu,is,is,True
引序,ín-sǐr,25,ín-sǐr,in2sir6,in2sir6,insir,insir,is,is,True
弟子,tē-tsír,25,tē-chír,te7tsir2,te7chir2,tetsir,techir,tt,tc,True
弟子,tě-tsír,25,tě-chír,te6tsir2,te6chir2,tetsir,techir,tt,tc,True
強欲,kiông-berh,25,kiông-berh,kiong5berh4,kiong5berh4,kiongberh,kiongberh,kb,kb,True
御璽,gī-sú,25,gī-sú,gi7su2,gi7su2,gisu,gisu,gs,gs,True
御璽,gīr-sú,25,gīr-sú,gir7su2,gir7su2,girsu,girsu,gs,gs,True
御璽,gū-sú,25,gū-sú,gu7su2,gu7su2,gusu,gusu,gs,gs,True
御用,gī-iōng,25,gī-iōng,gi7iong7,gi7iong7,giiong,giiong,gi,gi,True
御用,gīr-iōng,25,gīr-iōng,gir7iong7,gir7iong7,giriong,giriong,gi,gi,True
御筆,gī-pit,25,gī-pit,gi7pit4,gi7pit4,gipit,gipit,gp,gp,True
御筆,gīr-pit,25,gīr-pit,gir7pit4,gir7pit4,girpit,girpit,gp,gp,True
御筆,gū-pit,25,gū-pit,gu7pit4,gu7pit4,gupit,gupit,gp,gp,True
御膳,gī-siān,25,gī-siān,gi7sian7,gi7sian7,gisian,gisian,gs,gs,True
御膳,gīr-siān,25,gīr-siān,gir7sian7,gir7sian7,girsian,girsian,gs,gs,True
御膳,gū-siān,25,gū-siān,gu7sian7,gu7sian7,gusian,gusian,gs,gs,True
御製,gī-tsè,25,gī-chè,gi7tse3,gi7che3,gitse,giche,gt,gc,True
御製,gīr-tsè,25,gīr-chè,gir7tse3,gir7che3,girtse,girche,gt,gc,True
御製,gū-tsè,25,gū-chè,gu7tse3,gu7che3,gutse,guche,gt,gc,True
御駕,gī-kà,25,gī-kà,gi7ka3,gi7ka3,gika,gika,gk,gk,True
御駕,gīr-kà,25,gīr-kà,gir7ka3,gir7ka3,girka,girka,gk,gk,True
御駕,gū-kà,25,gū-kà,gu7ka3,gu7ka3,guka,guka,gk,gk,True
心事,sim-sīr,25,sim-sīr,sim1sir7,sim1sir7,simsir,simsir,ss,ss,True
心思,sim-sir,25,sim-sir,sim1sir1,sim1sir1,simsir,simsir,ss,ss,True
心緒,sim-sīr,25,sim-sīr,sim1sir7,sim1sir7,simsir,simsir,ss,ss,True
心緒,sim-sǐr,25,sim-sǐr,sim1sir6,sim1sir6,simsir,simsir,ss,ss,True
応援,őo-ián,25,ŏ͘-ián,oo1ian2,oo9ian2,ooian,ooian,oi,oi,True
思念,sir-liām,25,sir-liām,sir1liam7,sir1liam7,sirliam,sirliam,sl,sl,True
思慕,sir-bōo,25,sir-bō͘,sir1boo7,sir1boo7,sirboo,sirboo,sb,sb,True
思慮,sir-līr,25,sir-līr,sir1lir7,sir1lir7,sirlir,sirlir,sl,sl,True
思慮,su-lū,25,su-lū,su1lu7,su1lu7,sulu,sulu,sl,sl,True
思考,sir-khónn,25,sir-khóⁿ,sir1khonn2,sir1khonn2,sirkhonn,sirkhonn,sk,sk,True
思量,sir-liông,25,sir-liông,sir1liong5,sir1liong5,sirliong,sirliong,sl,sl,True
思量,sir-niû,25,sir-niû,sir1niu5,sir1niu5,sirniu,sirniu,sn,sn,True
思量,su-liông,25,su-liông,su1liong5,su1liong5,suliong,suliong,sl,sl,True
思量,su-niû,25,su-niû,su1niu5,su1niu5,suniu,suniu,sn,sn,True
恩師,irn-sir,25,irn-sir,irn1sir1,irn1sir1,irnsir,irnsir,is,is,True
恩師,un-sir,25,un-sir,un1sir1,un1sir1,unsir,unsir,us,us,True
