tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,taijit
tio̍k-gán,著眼,25,tio̍k-gán,tiok8gan2,tiok8gan2,tiokgan,tiokgan,tg,tg,True
tio̍h-buâ,著磨,25,tio̍h-bôa,tioh8bua5,tioh8boa5,tiohbua,tiohboa,tb,tb,True
tio̍h-tsìnn,著箭,25,tio̍h-chìⁿ,tioh8tsinn3,tioh8chinn3,tiohtsinn,tiohchinn,tt,tc,True
tio̍h-tshiam,著籤,25,tio̍h-chhiam,tioh8tshiam1,tioh8chhiam1,tiohtshiam,tiohchhiam,tt,tc,True
tio̍h-tsinn,著精,25,tio̍h-chiⁿ,tioh8tsinn1,tioh8chinn1,tiohtsinn,tiohchinn,tt,tc,True
tio̍h-me̍h,著脈,25,tio̍h-me̍h,tioh8meh8,tioh8meh8,tiohmeh,tiohmeh,tm,tm,True
tio̍k-sik,著色,25,tio̍k-sek,tiok8sik4,tiok8sek4,tioksik,tioksek,ts,ts,True
tio̍h-tse,著萎,25,tio̍h-che,tioh8tse1,tioh8che1,tiohtse,tiohche,tt,tc,True
tio̍k-lo̍k,著落,25,tio̍k-lo̍k,tiok8lok8,tiok8lok8,tioklok,tioklok,tl,tl,True
tio̍h-tio̍h,著著,25,tio̍h-tio̍h,tioh8tioh8,tioh8tioh8,tiohtioh,tiohtioh,tt,tt,True
tù-tù,著著,25,tù-tù,tu3tu3,tu3tu3,tutu,tutu,tt,tt,True
tio̍h-iân,著蝝,25,tio̍h-iân,tioh8ian5,tioh8ian5,tiohian,tiohian,ti,ti,True
tio̍h-thâng,著蟲,25,tio̍h-thâng,tioh8thang5,tioh8thang5,tiohthang,tiohthang,tt,tt,True
tio̍h-hiā,著蟻,25,tio̍h-hiā,tioh8hia7,tioh8hia7,tiohhia,tiohhia,th,th,True
tio̍h-tak,著觸,25,tio̍h-tak,tioh8tak4,tioh8tak4,tiohtak,tiohtak,tt,tt,True
tio̍h-lōo,著路,25,tio̍h-lō͘,tioh8loo7,tioh8loo7,tiohloo,tiohloo,tl,tl,True
tio̍h-pān,著辦,25,tio̍h-pān,tioh8pan7,tioh8pan7,tiohpan,tiohpan,tp,tp,True
tù-su̍t,著述,25,tù-su̍t,tu3sut8,tu3sut8,tusut,tusut,ts,ts,True
tio̍h-thâu,著頭,25,tio̍h-thâu,tioh8thau5,tioh8thau5,tiohthau,tiohthau,tt,tt,True
tio̍h-kiann,著驚,25,tio̍h-kiaⁿ,tioh8kiann1,tioh8kiann1,tiohkiann,tiohkiann,tk,tk,True
tio̍h-khau,著鬮,25,tio̍h-khau,tioh8khau1,tioh8khau1,tiohkhau,tiohkhau,tk,tk,True
kuah-pòo,葛布,25,koah-pò͘,kuah4poo3,koah4poo3,kuahpoo,koahpoo,kp,kp,True
kat-kun,葛根,25,kat-kun,kat4kun1,kat4kun1,katkun,katkun,kk,kk,True
kuah-hún,葛粉,25,koah-hún,kuah4hun2,koah4hun2,kuahhun,koahhun,kh,kh,True
kuah-hue,葛花,25,koah-hoe,kuah4hue1,koah4hoe1,kuahhue,koahhoe,kh,kh,True
kua̍h-kua̍h,葛葛,25,koa̍h-koa̍h,kuah8kuah8,koah8koah8,kuahkuah,koahkoah,kk,kk,True
kuah-tsû,葛薯,25,koah-chû,kuah4tsu5,koah4chu5,kuahtsu,koahchu,kt,kc,True
kuah-tîn,葛藤,25,koah-tîn,kuah4tin5,koah4tin5,kuahtin,koahtin,kt,kt,True
kuah-sann,葛衫,25,koah-saⁿ,kuah4sann1,koah4sann1,kuahsann,koahsann,ks,ks,True
táng-íng,董永,25,táng-éng,tang2ing2,tang2eng2,tanging,tangeng,ti,te,True
tsòng-gī,葬儀,25,chòng-gī,tsong3gi7,chong3gi7,tsonggi,chonggi,tg,cg,True
tsòng-kuan,葬棺,25,chòng-koan,tsong3kuan1,chong3koan1,tsongkuan,chongkoan,tk,ck,True
tsòng-tsòng,葬葬,25,chòng-chòng,tsong3tsong3,chong3chong3,tsongtsong,chongchong,tt,cc,True
ka-gua̍t,葭月,25,ka-goa̍t,ka1guat8,ka1goat8,kaguat,kagoat,kg,kg,True
kuî-sìnn,葵扇,25,kûi-sìⁿ,kui5sinn3,kui5sinn3,kuisinn,kuisinn,ks,ks,True
kuî-hue,葵花,25,kûi-hoe,kui5hue1,kui5hoe1,kuihue,kuihoe,kh,kh,True
suàn-pān,蒜瓣,25,soàn-pān,suan3pan7,soan3pan7,suanpan,soanpan,sp,sp,True
suàn-tsíng,蒜種,25,soàn-chéng,suan3tsing2,soan3cheng2,suantsing,soancheng,st,sc,True
guân-sui,蒝荽,25,goân-sui,guan5sui1,goan5sui1,guansui,goansui,gs,gs,True
kuái-thong,蒯通,25,koái-thong,kuai2thong1,koai2thong1,kuaithong,koaithong,kt,kt,True
pôo-thuân,蒲團,25,pô͘-thoân,poo5thuan5,poo5thoan5,poothuan,poothoan,pt,pt,True
pôo-gua̍t,蒲月,25,pô͘-goa̍t,poo5guat8,poo5goat8,pooguat,poogoat,pg,pg,True
pôo-thô,蒲桃,25,pô͘-thô,poo5tho5,poo5tho5,pootho,pootho,pt,pt,True
pôo-tsiat,蒲節,25,pô͘-chiat,poo5tsiat4,poo5chiat4,pootsiat,poochiat,pt,pc,True
pôo-ing,蒲英,25,pô͘-eng,poo5ing1,poo5eng1,pooing,pooeng,pi,pe,True
pôo-tsháu,蒲草,25,pô͘-chháu,poo5tshau2,poo5chhau2,pootshau,poochhau,pt,pc,True
pôo-kuî,蒲葵,25,pô͘-kûi,poo5kui5,poo5kui5,pookui,pookui,pk,pk,True
pôo-uê,蒲鞋,25,pô͘-ôe,poo5ue5,poo5oe5,pooue,poooe,pu,po,True
pôo-iâm,蒲鹽,25,pô͘-iâm,poo5iam5,poo5iam5,pooiam,pooiam,pi,pi,True
pôo-hông,蒲黃,25,pô͘-hông,poo5hong5,poo5hong5,poohong,poohong,ph,ph,True
tshìng-kè,蒸價,25,chhèng-kè,tshing3ke3,chheng3ke3,tshingke,chhengke,tk,ck,True
tshìng-hiann,蒸兄,25,chhèng-hiaⁿ,tshing3hiann1,chheng3hiann1,tshinghiann,chhenghiann,th,ch,True
tshìng-ko,蒸哥,25,chhèng-ko,tshing3ko1,chheng3ko1,tshingko,chhengko,tk,ck,True
tshìng-khang,蒸孔,25,chhèng-khang,tshing3khang1,chheng3khang1,tshingkhang,chhengkhang,tk,ck,True
tshìng-íng,蒸影,25,chhèng-éng,tshing3ing2,chheng3eng2,tshinging,chhengeng,ti,ce,True
tshìng-khì,蒸氣,25,chhèng-khì,tshing3khi3,chheng3khi3,tshingkhi,chhengkhi,tk,ck,True
tsing-khì,蒸氣,25,cheng-khì,tsing1khi3,cheng1khi3,tsingkhi,chengkhi,tk,ck,True
tshìng-ôo,蒸湖,25,chhèng-ô͘,tshing3oo5,chheng3oo5,tshingoo,chhengoo,to,co,True
tsing-huat,蒸發,25,cheng-hoat,tsing1huat4,cheng1hoat4,tsinghuat,chenghoat,th,ch,True
tshìng-kuán,蒸管,25,chhèng-koán,tshing3kuan2,chheng3koan2,tshingkuan,chhengkoan,tk,ck,True
tshìng-hún,蒸粉,25,chhèng-hún,tshing3hun2,chheng3hun2,tshinghun,chhenghun,th,ch,True
tshìng-phang,蒸芳,25,chhèng-phang,tshing3phang1,chheng3phang1,tshingphang,chhengphang,tp,cp,True
tshìng-tê,蒸茶,25,chhèng-tê,tshing3te5,chheng3te5,tshingte,chhengte,tt,ct,True
tshìng-tshìng,蒸蒸,25,chhèng-chhèng,tshing3tshing3,chheng3chheng3,tshingtshing,chhengchheng,tt,cc,True
tshìng-tíng,蒸頂,25,chhèng-téng,tshing3ting2,chheng3teng2,tshingting,chhengteng,tt,ct,True
tshìng-pn̄g,蒸飯,25,chhèng-pn̄g,tshing3png7,chheng3png7,tshingpng,chhengpng,tp,cp,True
tshìng-kuân,蒸高,25,chhèng-koân,tshing3kuan5,chheng3koan5,tshingkuan,chhengkoan,tk,ck,True
tshìng-phīnn,蒸鼻,25,chhèng-phīⁿ,tshing3phinn7,chheng3phinn7,tshingphinn,chhengphinn,tp,cp,True
tsi̍k-lê,蒺藜,25,che̍k-lê,tsik8le5,chek8le5,tsikle,chekle,tl,cl,True
tshong-thian,蒼天,25,chhong-thian,tshong1thian1,chhong1thian1,tshongthian,chhongthian,tt,ct,True
tshong-tsut,蒼朮,25,chhong-chut,tshong1tsut4,chhong1chut4,tshongtsut,chhongchut,tt,cc,True
tshong-sing,蒼生,25,chhong-seng,tshong1sing1,chhong1seng1,tshongsing,chhongseng,ts,cs,True
tshong-ní,蒼耳,25,chhong-ní,tshong1ni2,chhong1ni2,tshongni,chhongni,tn,cn,True
tshong-bông,蒼茫,25,chhong-bông,tshong1bong5,chhong1bong5,tshongbong,chhongbong,tb,cb,True
tshong-sîng,蒼蠅,25,chhong-sêng,tshong1sing5,chhong1seng5,tshongsing,chhongseng,ts,cs,True
ko-tang,蒿苳,25,ko-tang,ko1tang1,ko1tang1,kotang,kotang,kt,kt,True
thiok-tsik,蓄積,25,thiok-chek,thiok4tsik4,thiok4chek4,thioktsik,thiokchek,tt,tc,True
tshio̍h-tsháu,蓆草,25,chhio̍h-chháu,tshioh8tshau2,chhioh8chhau2,tshiohtshau,chhiohchhau,tt,cc,True
kài-it,蓋一,25,kài-it,kai3it4,kai3it4,kaiit,kaiit,ki,ki,True
kài-siōng,蓋上,25,kài-siōng,kai3siong7,kai3siong7,kaisiong,kaisiong,ks,ks,True
khàm-hē,蓋下,25,khàm-hē,kham3he7,kham3he7,khamhe,khamhe,kh,kh,True
kài-sè,蓋世,25,kài-sè,kai3se3,kai3se3,kaise,kaise,ks,ks,True
kuà-á,蓋仔,25,kòa-á,kua3a2,koa3a2,kuaa,koaa,ka,ka,True
kài-á,蓋仔,25,kài-á,kai3a2,kai3a2,kaia,kaia,ka,ka,True
kài-tó,蓋倒,25,kài-tó,kai3to2,kai3to2,kaito,kaito,kt,kt,True
khap-ìn,蓋印,25,khap-ìn,khap4in3,khap4in3,khapin,khapin,ki,ki,True
khàm-ìn,蓋印,25,khàm-ìn,kham3in3,kham3in3,khamin,khamin,ki,ki,True
kài-ìn,蓋印,25,kài-ìn,kai3in3,kai3in3,kaiin,kaiin,ki,ki,True
khàm-tshù,蓋厝,25,khàm-chhù,kham3tshu3,kham3chhu3,khamtshu,khamchhu,kt,kc,True
khàm-ha̍p,蓋合,25,khàm-ha̍p,kham3hap8,kham3hap8,khamhap,khamhap,kh,kh,True
kài-tiûnn,蓋場,25,kài-tiûⁿ,kai3tiunn5,kai3tiunn5,kaitiunn,kaitiunn,kt,kt,True
kài-tuā,蓋大,25,kài-tōa,kai3tua7,kai3toa7,kaitua,kaitoa,kt,kt,True
kài-hó,蓋好,25,kài-hó,kai3ho2,kai3ho2,kaiho,kaiho,kh,kh,True
khàm-ba̍t,蓋密,25,khàm-ba̍t,kham3bat8,kham3bat8,khambat,khambat,kb,kb,True
kài-tshioh,蓋尺,25,kài-chhioh,kai3tshioh4,kai3chhioh4,kaitshioh,kaichhioh,kt,kc,True
kài-ok,蓋屋,25,kài-ok,kai3ok4,kai3ok4,kaiok,kaiok,ko,ko,True
khàm-kin,蓋巾,25,khàm-kin,kham3kin1,kham3kin1,khamkin,khamkin,kk,kk,True
khap-tsô,蓋槽,25,khap-chô,khap4tso5,khap4cho5,khaptso,khapcho,kt,kc,True
khap-pî,蓋牌,25,khap-pî,khap4pi5,khap4pi5,khappi,khappi,kp,kp,True
khàm-au,蓋甌,25,khàm-au,kham3au1,kham3au1,khamau,khamau,ka,ka,True
khàm-bâi,蓋眉,25,khàm-bâi,kham3bai5,kham3bai5,khambai,khambai,kb,kb,True
khap-tshiò,蓋笑,25,khap-chhiò,khap4tshio3,khap4chhio3,khaptshio,khapchhio,kt,kc,True
kài-tâng,蓋筒,25,kài-tâng,kai3tang5,kai3tang5,kaitang,kaitang,kt,kt,True
kài-bí,蓋米,25,kài-bí,kai3bi2,kai3bi2,kaibi,kaibi,kb,kb,True
khàm-hī,蓋耳,25,khàm-hī,kham3hi7,kham3hi7,khamhi,khamhi,kh,kh,True
kài-sik,蓋色,25,kài-sek,kai3sik4,kai3sek4,kaisik,kaisek,ks,ks,True
khàm-tsháu,蓋草,25,khàm-chháu,kham3tshau2,kham3chhau2,khamtshau,khamchhau,kt,kc,True
kah-kah,蓋蓋,25,kah-kah,kah4kah4,kah4kah4,kahkah,kahkah,kk,kk,True
khap-khap,蓋蓋,25,khap-khap,khap4khap4,khap4khap4,khapkhap,khapkhap,kk,kk,True
khàm-khàm,蓋蓋,25,khàm-khàm,kham3kham3,kham3kham3,khamkham,khamkham,kk,kk,True
khàm-kuà,蓋蓋,25,khàm-kòa,kham3kua3,kham3koa3,khamkua,khamkoa,kk,kk,True
kài-kài,蓋蓋,25,kài-kài,kai3kai3,kai3kai3,kaikai,kaikai,kk,kk,True
khàm-khǹg,蓋藏,25,khàm-khǹg,kham3khng3,kham3khng3,khamkhng,khamkhng,kk,kk,True
kài-hō,蓋號,25,kài-hō,kai3ho7,kai3ho7,kaiho,kaiho,kh,kh,True
kài-la̍h,蓋蠟,25,kài-la̍h,kai3lah8,kai3lah8,kailah,kailah,kl,kl,True
kah-phē,蓋被,25,kah-phē,kah4phe7,kah4phe7,kahphe,kahphe,kp,kp,True
khàm-tsing,蓋鐘,25,khàm-cheng,kham3tsing1,kham3cheng1,khamtsing,khamcheng,kt,kc,True
khàm-hōo,蓋雨,25,khàm-hō͘,kham3hoo7,kham3hoo7,khamhoo,khamhoo,kh,kh,True
khàm-bīn,蓋面,25,khàm-bīn,kham3bin7,kham3bin7,khambin,khambin,kb,kb,True
kài-bīn,蓋面,25,kài-bīn,kai3bin7,kai3bin7,kaibin,kaibin,kb,kb,True
khàm-hia̍h,蓋額,25,khàm-hia̍h,kham3hiah8,kham3hiah8,khamhiah,khamhiah,kh,kh,True
khàm-hûn,蓋魂,25,khàm-hûn,kham3hun5,kham3hun5,khamhun,khamhun,kh,kh,True
si-tsháu,蓍草,25,si-chháu,si1tshau2,si1chhau2,sitshau,sichhau,st,sc,True
sui-sui,蓑蓑,25,sui-sui,sui1sui1,sui1sui1,suisui,suisui,ss,ss,True
sui-tinn,蓑靪,25,sui-tiⁿ,sui1tinn1,sui1tinn1,suitinn,suitinn,st,st,True
pi-hāi,蓖薤,25,pi-hāi,pi1hai7,pi1hai7,pihai,pihai,ph,ph,True
pue-tsha̍k,蓖鑿,25,poe-chha̍k,pue1tshak8,poe1chhak8,puetshak,poechhak,pt,pc,True
pi-muâ,蓖麻,25,pi-môa,pi1mua5,pi1moa5,pimua,pimoa,pm,pm,True
thong-tshó,蓪草,25,thong-chhó,thong1tsho2,thong1chho2,thongtsho,thongchho,tt,tc,True
hông-lâi,蓬萊,25,hông-lâi,hong5lai5,hong5lai5,honglai,honglai,hl,hl,True
liân-pông,蓮房,25,liân-pông,lian5pong5,lian5pong5,lianpong,lianpong,lp,lp,True
liân-jio̍k,蓮肉,25,liân-jio̍k,lian5jiok8,lian5jiok8,lianjiok,lianjiok,lj,lj,True
liân-tâi,蓮臺,25,liân-tâi,lian5tai5,lian5tai5,liantai,liantai,lt,lt,True
liân-ōo,蓮芋,25,liân-ō͘,lian5oo7,lian5oo7,lianoo,lianoo,lo,lo,True
nái-hue,蓮花,25,nái-hoe,nai2hue1,nai2hoe1,naihue,naihoe,nh,nh,True
liân-pôo,蓮苞,25,liân-pô͘,lian5poo5,lian5poo5,lianpoo,lianpoo,lp,lp,True
lio̍k-hua,蓼花,25,lio̍k-hoa,liok8hua1,liok8hoa1,liokhua,liokhoa,lh,lh,True
lio̍k-tsháu,蓼草,25,lio̍k-chháu,liok8tshau2,liok8chhau2,lioktshau,liokchhau,lt,lc,True
phōo-tîng,蔀亭,25,phō͘-têng,phoo7ting5,phoo7teng5,phooting,phooteng,pt,pt,True
phōo-kong,蔀公,25,phō͘-kong,phoo7kong1,phoo7kong1,phookong,phookong,pk,pk,True
phōo-kha,蔀腳,25,phō͘-kha,phoo7kha1,phoo7kha1,phookha,phookha,pk,pk,True
bān-tshing,蔓菁,25,bān-chheng,ban7tshing1,ban7chheng1,bantshing,banchheng,bt,bc,True
tsià-to,蔗刀,25,chià-to,tsia3to1,chia3to1,tsiato,chiato,tt,ct,True
tsià-pô,蔗婆,25,chià-pô,tsia3po5,chia3po5,tsiapo,chiapo,tp,cp,True
tsià-phōo,蔗廓,25,chià-phō͘,tsia3phoo7,chia3phoo7,tsiaphoo,chiaphoo,tp,cp,True
tsià-tsai,蔗栽,25,chià-chai,tsia3tsai1,chia3chai1,tsiatsai,chiachai,tt,cc,True
tsià-suāinn,蔗檨,25,chià-soāiⁿ,tsia3suainn7,chia3soainn7,tsiasuainn,chiasoainn,ts,cs,True
tsià-tsiap,蔗汁,25,chià-chiap,tsia3tsiap4,chia3chiap4,tsiatsiap,chiachiap,tt,cc,True
tsià-khōng,蔗砊,25,chià-khōng,tsia3khong7,chia3khong7,tsiakhong,chiakhong,tk,ck,True
tsià-tsíng,蔗種,25,chià-chéng,tsia3tsing2,chia3cheng2,tsiatsing,chiacheng,tt,cc,True
tsià-ha̍h,蔗箬,25,chià-ha̍h,tsia3hah8,chia3hah8,tsiahah,chiahah,th,ch,True
tsià-tsat,蔗節,25,chià-chat,tsia3tsat4,chia3chat4,tsiatsat,chiachat,tt,cc,True
tsià-phoh,蔗粕,25,chià-phoh,tsia3phoh4,chia3phoh4,tsiaphoh,chiaphoh,tp,cp,True
tsià-biâu,蔗苗,25,chià-biâu,tsia3biau5,chia3biau5,tsiabiau,chiabiau,tb,cb,True
tsià-hóo,蔗虎,25,chià-hó͘,tsia3hoo2,chia3hoo2,tsiahoo,chiahoo,th,ch,True
tsià-tshia,蔗車,25,chià-chhia,tsia3tshia1,chia3chhia1,tsiatshia,chiachhia,tt,cc,True
tsià-thâu,蔗頭,25,chià-thâu,tsia3thau5,chia3thau5,tsiathau,chiathau,tt,ct,True
tsià-tshiu,蔗鬚,25,chià-chhiu,tsia3tshiu1,chia3chhiu1,tsiatshiu,chiachhiu,tt,cc,True
tsià-ku,蔗龜,25,chià-ku,tsia3ku1,chia3ku1,tsiaku,chiaku,tk,ck,True
sim-á,蔘仔,25,sim-á,sim1a2,sim1a2,sima,sima,sa,sa,True
lôo-tîn,蔞藤,25,lô͘-tîn,loo5tin5,loo5tin5,lootin,lootin,lt,lt,True
tshuà-sūn,蔡順,25,chhòa-sūn,tshua3sun7,chhoa3sun7,tshuasun,chhoasun,ts,cs,True
tshuà-khian,蔡騫,25,chhòa-khian,tshua3khian1,chhoa3khian1,tshuakhian,chhoakhian,tk,ck,True
tshang-tsu,蔥珠,25,chhang-chu,tshang1tsu1,chhang1chu1,tshangtsu,chhangchu,tt,cc,True
tshang-pe̍h,蔥白,25,chhang-pe̍h,tshang1peh8,chhang1peh8,tshangpeh,chhangpeh,tp,cp,True
tshang-kóng,蔥管,25,chhang-kóng,tshang1kong2,chhang1kong2,tshangkong,chhangkong,tk,ck,True
tshang-kńg,蔥管,25,chhang-kńg,tshang1kng2,chhang1kng2,tshangkng,chhangkng,tk,ck,True
tshang-tshè,蔥脆,25,chhang-chhè,tshang1tshe3,chhang1chhe3,tshangtshe,chhangchhe,tt,cc,True
tshang-tshài,蔥菜,25,chhang-chhài,tshang1tshai3,chhang1chhai3,tshangtshai,chhangchhai,tt,cc,True
tshang-suàn,蔥蒜,25,chhang-soàn,tshang1suan3,chhang1soan3,tshangsuan,chhangsoan,ts,cs,True
tshang-tshang,蔥蔥,25,chhang-chhang,tshang1tshang1,chhang1chhang1,tshangtshang,chhangchhang,tt,cc,True
tshang-luí,蔥蕊,25,chhang-lúi,tshang1lui2,chhang1lui2,tshanglui,chhanglui,tl,cl,True
tshang-thâu,蔥頭,25,chhang-thâu,tshang1thau5,chhang1thau5,tshangthau,chhangthau,tt,ct,True
soo-tshài,蔬菜,25,so͘-chhài,soo1tshai3,soo1chhai3,sootshai,soochhai,st,sc,True
ìm-lâng,蔭人,25,ìm-lâng,im3lang5,im3lang5,imlang,imlang,il,il,True
ìm-hun,蔭分,25,ìm-hun,im3hun1,im3hun1,imhun,imhun,ih,ih,True
ìm-báu,蔭卯,25,ìm-báu,im3bau2,im3bau2,imbau,imbau,ib,ib,True
ìm-tē,蔭地,25,ìm-tē,im3te7,im3te7,imte,imte,it,it,True
ìm-hé,蔭火,25,ìm-hé,im3he2,im3he2,imhe,imhe,ih,ih,True
ìm-hua,蔭灰,25,ìm-hoa,im3hua1,im3hoa1,imhua,imhoa,ih,ih,True
ìm-sit,蔭熄,25,ìm-sit,im3sit4,im3sit4,imsit,imsit,is,is,True
ìm-sing,蔭生,25,ìm-seng,im3sing1,im3seng1,imsing,imseng,is,is,True
ìm-sin,蔭紳,25,ìm-sin,im3sin1,im3sin1,imsin,imsin,is,is,True
ìm-kóo,蔭股,25,ìm-kó͘,im3koo2,im3koo2,imkoo,imkoo,ik,ik,True
ìm-ìm,蔭蔭,25,ìm-ìm,im3im3,im3im3,imim,imim,ii,ii,True
ìm-sin,蔭身,25,ìm-sin,im3sin1,im3sin1,imsin,imsin,is,is,True
khòo-hue,蔻花,25,khò͘-hoe,khoo3hue1,khoo3hoe1,khoohue,khoohoe,kh,kh,True
pè-khì,蔽氣,25,pè-khì,pe3khi3,pe3khi3,pekhi,pekhi,pk,pk,True
pè-pè,蔽蔽,25,pè-pè,pe3pe3,pe3pe3,pepe,pepe,pp,pp,True
huan-tshinn,蕃菁,25,hoan-chhiⁿ,huan1tshinn1,hoan1chhinn1,huantshinn,hoanchhinn,ht,hc,True
tsio-pòo,蕉布,25,chio-pò͘,tsio1poo3,chio1poo3,tsiopoo,chiopoo,tp,cp,True
tsio-kuah,蕉葛,25,chio-koah,tsio1kuah4,chio1koah4,tsiokuah,chiokoah,tk,ck,True
tsio-sann,蕉衫,25,chio-saⁿ,tsio1sann1,chio1sann1,tsiosann,chiosann,ts,cs,True
kiô-tshài,蕎菜,25,kiô-chhài,kio5tshai3,kio5chhai3,kiotshai,kiochhai,kt,kc,True
kiô-be̍h,蕎麥,25,kiô-be̍h,kio5beh8,kio5beh8,kiobeh,kiobeh,kb,kb,True
kè-hún,蕨粉,25,kè-hún,ke3hun2,ke3hun2,kehun,kehun,kh,kh,True
tōng-hū,蕩婦,25,tōng-hū,tong7hu7,tong7hu7,tonghu,tonghu,th,th,True
tōng-sán,蕩產,25,tōng-sán,tong7san2,tong7san2,tongsan,tongsan,ts,ts,True
tōng-tsīn,蕩盡,25,tōng-chīn,tong7tsin7,tong7chin7,tongtsin,tongchin,tt,tc,True
bû-tshing,蕪菁,25,bû-chheng,bu5tshing1,bu5chheng1,butshing,buchheng,bt,bc,True
siau-tiâu,蕭條,25,siau-tiâu,siau1tiau5,siau1tiau5,siautiau,siautiau,st,st,True
siau-lâng,蕭榔,25,siau-lâng,siau1lang5,siau1lang5,siaulang,siaulang,sl,sl,True
siau-hô,蕭河,25,siau-hô,siau1ho5,siau1ho5,siauho,siauho,sh,sh,True
siau-sap,蕭颯,25,siau-sap,siau1sap4,siau1sap4,siausap,siausap,ss,ss,True
ìng-tsuí,蕹水,25,èng-chúi,ing3tsui2,eng3chui2,ingtsui,engchui,it,ec,True
ìng-pùn,蕹糞,25,èng-pùn,ing3pun3,eng3pun3,ingpun,engpun,ip,ep,True
ìng-puî,蕹肥,25,èng-pûi,ing3pui5,eng3pui5,ingpui,engpui,ip,ep,True
ìng-tshài,蕹菜,25,èng-chhài,ing3tshai3,eng3chhai3,ingtshai,engchhai,it,ec,True
po̍k-hōng,薄俸,25,po̍k-hōng,pok8hong7,pok8hong7,pokhong,pokhong,ph,ph,True
po̍h-lī,薄利,25,po̍h-lī,poh8li7,poh8li7,pohli,pohli,pl,pl,True
po̍k-bīng,薄命,25,po̍k-bēng,pok8bing7,pok8beng7,pokbing,pokbeng,pb,pb,True
po̍h-tshuì,薄嘴,25,po̍h-chhùi,poh8tshui3,poh8chhui3,pohtshui,pohchhui,pt,pc,True
po̍h-piah,薄壁,25,po̍h-piah,poh8piah4,poh8piah4,pohpiah,pohpiah,pp,pp,True
po̍k-jio̍k,薄弱,25,po̍k-jio̍k,pok8jiok8,pok8jiok8,pokjiok,pokjiok,pj,pj,True
po̍k-thāi,薄待,25,po̍k-thāi,pok8thai7,pok8thai7,pokthai,pokthai,pt,pt,True
po̍k-tsîng,薄情,25,po̍k-chêng,pok8tsing5,pok8cheng5,poktsing,pokcheng,pt,pc,True
po̍h-pínn,薄扁,25,po̍h-píⁿ,poh8pinn2,poh8pinn2,pohpinn,pohpinn,pp,pp,True
po̍h-pang,薄枋,25,po̍h-pang,poh8pang1,poh8pang1,pohpang,pohpang,pp,pp,True
po̍k-iàn,薄燕,25,po̍k-iàn,pok8ian3,pok8ian3,pokian,pokian,pi,pi,True
po̍h-phê,薄皮,25,po̍h-phê,poh8phe5,poh8phe5,pohphe,pohphe,pp,pp,True
po̍h-hok,薄福,25,po̍h-hok,poh8hok4,poh8hok4,pohhok,pohhok,ph,ph,True
po̍k-hok,薄福,25,po̍k-hok,pok8hok4,pok8hok4,pokhok,pokhok,ph,ph,True
po̍h-lé,薄禮,25,po̍h-lé,poh8le2,poh8le2,pohle,pohle,pl,pl,True
po̍h-tsuá,薄紙,25,po̍h-chóa,poh8tsua2,poh8choa2,pohtsua,pohchoa,pt,pc,True
po̍h-mo̍oh,薄膜,25,po̍h-mo̍͘h,poh8mooh8,poh8mooh8,pohmooh,pohmooh,pm,pm,True
po̍h-tê,薄茶,25,po̍h-tê,poh8te5,poh8te5,pohte,pohte,pt,pt,True
po̍h-po̍h,薄薄,25,po̍h-po̍h,poh8poh8,poh8poh8,pohpoh,pohpoh,pp,pp,True
po̍h-hun,薄薰,25,po̍h-hun,poh8hun1,poh8hun1,pohhun,pohhun,ph,ph,True
po̍h-phē,薄被,25,po̍h-phē,poh8phe7,poh8phe7,pohphe,pohphe,pp,pp,True
po̍h-tsiú,薄酒,25,po̍h-chiú,poh8tsiu2,poh8chiu2,pohtsiu,pohchiu,pt,pc,True
po̍h-tsînn,薄錢,25,po̍h-chîⁿ,poh8tsinn5,poh8chinn5,pohtsinn,pohchinn,pt,pc,True
po̍h-piánn,薄餅,25,po̍h-piáⁿ,poh8piann2,poh8piann2,pohpiann,pohpiann,pp,pp,True
ì-bí,薏米,25,ì-bí,i3bi2,i3bi2,ibi,ibi,ib,ib,True
ì-í,薏苡,25,ì-í,i3i2,i3i2,ii,ii,ii,ii,True
kiunn-bua̍h,薑末,25,kiuⁿ-boa̍h,kiunn1buah8,kiunn1boah8,kiunnbuah,kiunnboah,kb,kb,True
kiunn-bú,薑母,25,kiuⁿ-bú,kiunn1bu2,kiunn1bu2,kiunnbu,kiunnbu,kb,kb,True
kiunn-tsuí,薑水,25,kiuⁿ-chúi,kiunn1tsui2,kiunn1chui2,kiunntsui,kiunnchui,kt,kc,True
kiunn-tsiap,薑汁,25,kiuⁿ-chiap,kiunn1tsiap4,kiunn1chiap4,kiunntsiap,kiunnchiap,kt,kc,True
kiunn-thng,薑湯,25,kiuⁿ-thng,kiunn1thng1,kiunn1thng1,kiunnthng,kiunnthng,kt,kt,True
kiunn-kâu,薑猴,25,kiuⁿ-kâu,kiunn1kau5,kiunn1kau5,kiunnkau,kiunnkau,kk,kk,True
kiunn-hún,薑粉,25,kiuⁿ-hún,kiunn1hun2,kiunn1hun2,kiunnhun,kiunnhun,kh,kh,True
kiunn-thn̂g,薑糖,25,kiuⁿ-thn̂g,kiunn1thng5,kiunn1thng5,kiunnthng,kiunnthng,kt,kt,True
