tl,hanzi,frequency,poj,tl_num,poj_num,tps_num,tps_num_var,tl_notone,poj_notone,tps_notone,tps_notone_var,tl_abbrev,poj_abbrev,tps_abbrev,tps_abbrev_var,sitbut,is_variant
kuì-tik,桂竹,25,kùi-tek,kui3tik4,kui3tek4,ㄍㄨㄧ˪ㄉㄧㆻ,,kuitik,kuitek,ㄍㄨㄧㄉㄧㆻ,,kt,kt,ㄍㄉ,,True,False
kuì-hue,桂花,25,kùi-hoe,kui3hue1,kui3hoe1,ㄍㄨㄧ˪ㄏㄨㆤ,,kuihue,kuihoe,ㄍㄨㄧㄏㄨㆤ,,kh,kh,ㄍㄏ,,True,False
thô-jîn,桃仁,25,thô-jîn,tho5jin5,tho5jin5,ㄊㄛˊㆢㄧㄣˊ,,thojin,thojin,ㄊㄛㆢㄧㄣ,,tj,tj,ㄊㆢ,,True,False
thô-tik,桃竹,25,thô-tek,tho5tik4,tho5tek4,ㄊㄛˊㄉㄧㆻ,,thotik,thotek,ㄊㄛㄉㄧㆻ,,tt,tt,ㄊㄉ,,True,False
kong-lông,桄榔,25,kong-lông,kong1long5,kong1long5,ㄍㆲㄌㆲˊ,,konglong,konglong,ㄍㆲㄌㆲ,,kl,kl,ㄍㄌ,,True,False
song-tshiū,桑樹,25,song-chhiū,song1tshiu7,song1chhiu7,ㄙㆲㄑㄧㄨ˫,,songtshiu,songchhiu,ㄙㆲㄑㄧㄨ,,st,sc,ㄙㄑ,,True,False
tháng-kam,桶柑,25,tháng-kam,thang2kam1,thang2kam1,ㄊㄤˋㄍㆰ,,thangkam,thangkam,ㄊㄤㄍㆰ,,tk,tk,ㄊㄍ,,True,False
ngôo-tông,梧桐,25,ngô͘-tông,ngoo5tong5,ngoo5tong5,ㄫㆦˊㄉㆲˊ,,ngootong,ngootong,ㄫㆦㄉㆲ,,nt,nt,ㄫㄉ,,True,False
mî-la̍t,棉栗,25,mî-la̍t,mi5lat8,mi5lat8,ㄇㄧˊㄌㄚㆵ̇,,milat,milat,ㄇㄧㄌㄚㆵ,,ml,ml,ㄇㄌ,,True,False
tsó-á,棗仔,25,chó-á,tso2a2,cho2a2,ㄗㄛˋㄚˋ,,tsoa,choa,ㄗㄛㄚ,,ta,ca,ㄗㄚ,,True,False
iâ-phiô,椰瓢,25,iâ-phiô,ia5phio5,ia5phio5,ㄧㄚˊㄆㄧㄛˊ,,iaphio,iaphio,ㄧㄚㄆㄧㄛ,,ip,ip,ㄧㄆ,,True,False
iông-muâi,楊梅,25,iông-moâi,iong5muai5,iong5moai5,ㄧㆲˊㄇㄨㄞˊ,,iongmuai,iongmoai,ㄧㆲㄇㄨㄞ,,im,im,ㄧㄇ,,True,False
phng-siū,楓樹,25,phng-siū,phng1siu7,phng1siu7,ㄆㆭㄒㄧㄨ˫,,phngsiu,phngsiu,ㄆㆭㄒㄧㄨ,,ps,ps,ㄆㄒ,,True,False
lâm-á,楠仔,25,lâm-á,lam5a2,lam5a2,ㄌㆰˊㄚˋ,,lama,lama,ㄌㆰㄚ,,la,la,ㄌㄚ,,True,False
tshîng-tshiū,榕樹,25,chhêng-chhiū,tshing5tshiu7,chheng5chhiu7,ㄑㄧㄥˊㄑㄧㄨ˫,,tshingtshiu,chhengchhiu,ㄑㄧㄥㄑㄧㄨ,,tt,cc,ㄑㄑ,,True,False
tsiunn-gû,樟牛,25,chiuⁿ-gû,tsiunn1gu5,chiunn1gu5,ㄐㄧㆫㆣㄨˊ,,tsiunngu,chiunngu,ㄐㄧㆫㆣㄨ,,tg,cg,ㄐㆣ,,True,False
tshiū-lân,樹蘭,25,chhiū-lân,tshiu7lan5,chhiu7lan5,ㄑㄧㄨ˫ㄌㄢˊ,,tshiulan,chhiulan,ㄑㄧㄨㄌㄢ,,tl,cl,ㄑㄌ,,True,False
tshiū-tāu,樹豆,25,chhiū-tāu,tshiu7tau7,chhiu7tau7,ㄑㄧㄨ˫ㄉㄠ˫,,tshiutau,chhiutau,ㄑㄧㄨㄉㄠ,,tt,ct,ㄑㄉ,,True,False
tshiū-tshinn,樹青,25,chhiū-chhiⁿ,tshiu7tshinn1,chhiu7chhinn1,ㄑㄧㄨ˫ㄑㆪ,,tshiutshinn,chhiuchhinn,ㄑㄧㄨㄑㆪ,,tt,cc,ㄑㄑ,,True,True
tshiū-lîng,樹龍,25,chhiū-lêng,tshiu7ling5,chhiu7leng5,ㄑㄧㄨ˫ㄌㄧㄥˊ,,tshiuling,chhiuleng,ㄑㄧㄨㄌㄧㄥ,,tl,cl,ㄑㄌ,,True,False
ting-tông,橙桐,25,teng-tông,ting1tong5,teng1tong5,ㄉㄧㄥㄉㆲˊ,,tingtong,tengtong,ㄉㄧㄥㄉㆲ,,tt,tt,ㄉㄉ,,True,False
ting-lân,橙欄,25,teng-lân,ting1lan5,teng1lan5,ㄉㄧㄥㄌㄢˊ,,tinglan,tenglan,ㄉㄧㄥㄌㄢ,,tl,tl,ㄉㄌ,,True,False
tuânn-hiunn,檀香,25,tôaⁿ-hiuⁿ,tuann5hiunn1,toann5hiunn1,ㄉㄨㆩˊㄏㄧㆫ,,tuannhiunn,toannhiunn,ㄉㄨㆩㄏㄧㆫ,,th,th,ㄉㄏ,,True,False
tâi-á,檯仔,25,tâi-á,tai5a2,tai5a2,ㄉㄞˊㄚˋ,,taia,taia,ㄉㄞㄚ,,ta,ta,ㄉㄚ,,True,False
luân-tshiū,欒樹,25,loân-chhiū,luan5tshiu7,loan5chhiu7,ㄌㄨㄢˊㄑㄧㄨ˫,,luantshiu,loanchhiu,ㄌㄨㄢㄑㄧㄨ,,lt,lc,ㄌㄑ,,True,False
lám-jîn,欖仁,25,lám-jîn,lam2jin5,lam2jin5,ㄌㆰˋㆢㄧㄣˊ,,lamjin,lamjin,ㄌㆰㆢㄧㄣ,,lj,lj,ㄌㆢ,,True,False
tsí-kiong,止宮,25,chí-kiong,tsi2kiong1,chi2kiong1,ㄐㄧˋㄍㄧㆲ,,tsikiong,chikiong,ㄐㄧㄍㄧㆲ,,tk,ck,ㄐㄍ,,True,False
tsiànn-tshîng,正榕,25,chiàⁿ-chhêng,tsiann3tshing5,chiann3chheng5,ㄐㄧㆩ˪ㄑㄧㄥˊ,,tsianntshing,chiannchheng,ㄐㄧㆩㄑㄧㄥ,,tt,cc,ㄐㄑ,,True,False
khak-tshài,殼菜,25,khak-chhài,khak4tshai3,khak4chhai3,ㄎㄚㆻㄘㄞ˪,,khaktshai,khakchhai,ㄎㄚㆻㄘㄞ,,kt,kc,ㄎㄘ,,True,False
mô-khī,毛柿,25,mô-khī,mo5khi7,mo5khi7,ㄇㄛˊㄎㄧ˫,,mokhi,mokhi,ㄇㄛㄎㄧ,,mk,mk,ㄇㄎ,,True,False
kiû-lân,毬蘭,25,kiû-lân,kiu5lan5,kiu5lan5,ㄍㄧㄨˊㄌㄢˊ,,kiulan,kiulan,ㄍㄧㄨㄌㄢ,,kl,kl,ㄍㄌ,,True,False
tsuí-kam,水柑,25,chúi-kam,tsui2kam1,chui2kam1,ㄗㄨㄧˋㄍㆰ,,tsuikam,chuikam,ㄗㄨㄧㄍㆰ,,tk,ck,ㄗㄍ,,True,False
tsuí-liú,水柳,25,chúi-liú,tsui2liu2,chui2liu2,ㄗㄨㄧˋㄌㄧㄨˋ,,tsuiliu,chuiliu,ㄗㄨㄧㄌㄧㄨ,,tl,cl,ㄗㄌ,,True,False
tsuí-tsik,水燭,25,chúi-chek,tsui2tsik4,chui2chek4,ㄗㄨㄧˋㄐㄧㆻ,,tsuitsik,chuichek,ㄗㄨㄧㄐㄧㆻ,,tt,cc,ㄗㄐ,,True,False
tsuí-tîn,水籐,25,chúi-tîn,tsui2tin5,chui2tin5,ㄗㄨㄧˋㄉㄧㄣˊ,,tsuitin,chuitin,ㄗㄨㄧㄉㄧㄣ,,tt,ct,ㄗㄉ,,True,False
tsuí-ōo,水芋,25,chúi-ō͘,tsui2oo7,chui2oo7,ㄗㄨㄧˋㆦ˫,,tsuioo,chuioo,ㄗㄨㄧㆦ,,to,co,ㄗㆦ,,True,False
tsuí-kiô,水茄,25,chúi-kiô,tsui2kio5,chui2kio5,ㄗㄨㄧˋㄍㄧㄛˊ,,tsuikio,chuikio,ㄗㄨㄧㄍㄧㄛ,,tk,ck,ㄗㄍ,,True,False
tsuí-tsháu,水草,25,chúi-chháu,tsui2tshau2,chui2chhau2,ㄗㄨㄧˋㄘㄠˋ,,tsuitshau,chuichhau,ㄗㄨㄧㄘㄠ,,tt,cc,ㄗㄘ,,True,False
iû-bo̍k,油木,25,iû-bo̍k,iu5bok8,iu5bok8,ㄧㄨˊㆠㆦㆻ̇,,iubok,iubok,ㄧㄨㆠㆦㆻ,,ib,ib,ㄧㆠ,,True,False
iû-sam,油杉,25,iû-sam,iu5sam1,iu5sam1,ㄧㄨˊㄙㆰ,,iusam,iusam,ㄧㄨㄙㆰ,,is,is,ㄧㄙ,,True,False
iû-tshîng,油杉,25,iû-chhêng,iu5tshing5,iu5chheng5,ㄧㄨˊㄑㄧㄥˊ,,iutshing,iuchheng,ㄧㄨㄑㄧㄥ,,it,ic,ㄧㄑ,,True,False
iû-kam,油柑,25,iû-kam,iu5kam1,iu5kam1,ㄧㄨˊㄍㆰ,,iukam,iukam,ㄧㄨㄍㆰ,,ik,ik,ㄧㄍ,,True,False
iû-tê,油茶,25,iû-tê,iu5te5,iu5te5,ㄧㄨˊㄉㆤˊ,,iute,iute,ㄧㄨㄉㆤ,,it,it,ㄧㄉ,,True,False
iû-muâ,油麻,25,iû-môa,iu5mua5,iu5moa5,ㄧㄨˊㄇㄨㄚˊ,,iumua,iumoa,ㄧㄨㄇㄨㄚ,,im,im,ㄧㄇ,,True,False
hái-tông,海棠,25,hái-tông,hai2tong5,hai2tong5,ㄏㄞˋㄉㆲˊ,,haitong,haitong,ㄏㄞㄉㆲ,,ht,ht,ㄏㄉ,,True,False
lîm-lî,淋漓,25,lîm-lî,lim5li5,lim5li5,ㄌㄧㆬˊㄌㄧˊ,,limli,limli,ㄌㄧㆬㄌㄧ,,ll,ll,ㄌㄌ,,True,False
tām-tik,淡竹,25,tām-tek,tam7tik4,tam7tek4,ㄉㆰ˫ㄉㄧㆻ,,tamtik,tamtek,ㄉㆰㄉㄧㆻ,,tt,tt,ㄉㄉ,,True,False
siap-lâi,澁梨,25,siap-lâi,siap4lai5,siap4lai5,ㄒㄧㄚㆴㄌㄞˊ,,siaplai,siaplai,ㄒㄧㄚㆴㄌㄞ,,sl,sl,ㄒㄌ,,True,False
siap-hio̍h,澁葉,25,siap-hio̍h,siap4hioh8,siap4hioh8,ㄒㄧㄚㆴㄏㄧㄛㆷ̇,,siaphioh,siaphioh,ㄒㄧㄚㆴㄏㄧㄛㆷ,,sh,sh,ㄒㄏ,,True,False
ti̍k-lân,澤蘭,25,te̍k-lân,tik8lan5,tek8lan5,ㄉㄧㆻ̇ㄌㄢˊ,,tiklan,teklan,ㄉㄧㆻㄌㄢ,,tl,tl,ㄉㄌ,,True,False
oo-sam,烏杉,25,o͘-sam,oo1sam1,oo1sam1,ㆦㄙㆰ,,oosam,oosam,ㆦㄙㆰ,,os,os,ㆦㄙ,,True,False
oo-tshîng,烏榕,25,o͘-chhêng,oo1tshing5,oo1chheng5,ㆦㄑㄧㄥˊ,,ootshing,oochheng,ㆦㄑㄧㄥ,,ot,oc,ㆦㄑ,,True,False
oo-tāu,烏豆,25,o͘-tāu,oo1tau7,oo1tau7,ㆦㄉㄠ˫,,ootau,ootau,ㆦㄉㄠ,,ot,ot,ㆦㄉ,,True,False
oo-muâ,烏麻,25,o͘-môa,oo1mua5,oo1moa5,ㆦㄇㄨㄚˊ,,oomua,oomoa,ㆦㄇㄨㄚ,,om,om,ㆦㄇ,,True,False
hun-tsháu,煙草,25,hun-chháu,hun1tshau2,hun1chhau2,ㄏㄨㄣㄘㄠˋ,,huntshau,hunchhau,ㄏㄨㄣㄘㄠ,,ht,hc,ㄏㄘ,,True,False
nuā-sim,爛心,25,nōa-sim,nua7sim1,noa7sim1,ㄋㄨㄚ˫ㄒㄧㆬ,,nuasim,noasim,ㄋㄨㄚㄒㄧㆬ,,ns,ns,ㄋㄒ,,True,False
gû-tsiunn,牛樟,25,gû-chiuⁿ,gu5tsiunn1,gu5chiunn1,ㆣㄨˊㄐㄧㆫ,,gutsiunn,guchiunn,ㆣㄨㄐㄧㆫ,,gt,gc,ㆣㄐ,,True,False
giû-tshik,牛膝,25,giû-chhek,giu5tshik4,giu5chhek4,ㆣㄧㄨˊㄑㄧㆻ,,giutshik,giuchhek,ㆣㄧㄨㄑㄧㆻ,,gt,gc,ㆣㄑ,,True,False
káu-tsit,狗脊,25,káu-chit,kau2tsit4,kau2chit4,ㄍㄠˋㄐㄧㆵ,,kautsit,kauchit,ㄍㄠㄐㄧㆵ,,kt,kc,ㄍㄐ,,True,False
bíng-tshiū,猛樹,25,béng-chhiū,bing2tshiu7,beng2chhiu7,ㆠㄧㄥˋㄑㄧㄨ˫,,bingtshiu,bengchhiu,ㆠㄧㄥㄑㄧㄨ,,bt,bc,ㆠㄑ,,True,False
to̍k-hua̍t,獨活,25,to̍k-hoa̍t,tok8huat8,tok8hoat8,ㄉㆦㆻ̇ㄏㄨㄚㆵ̇,,tokhuat,tokhoat,ㄉㆦㆻㄏㄨㄚㆵ,,th,th,ㄉㄏ,,True,False
giô-tsí,玉枳,25,giô-chí,gio5tsi2,gio5chi2,ㆣㄧㄛˊㄐㄧˋ,,giotsi,giochi,ㆣㄧㄛㄐㄧ,,gt,gc,ㆣㄐ,,True,False
tinn-kiat,甜橘,25,tiⁿ-kiat,tinn1kiat4,tinn1kiat4,ㄉㆪㄍㄧㄚㆵ,,tinnkiat,tinnkiat,ㄉㆪㄍㄧㄚㆵ,,tk,tk,ㄉㄍ,,True,False
tinn-tshài,甜菜,25,tiⁿ-chhài,tinn1tshai3,tinn1chhai3,ㄉㆪㄘㄞ˪,,tinntshai,tinnchhai,ㄉㆪㄘㄞ,,tt,tc,ㄉㄘ,,True,False
tinn-be̍h,甜麥,25,tiⁿ-be̍h,tinn1beh8,tinn1beh8,ㄉㆪㆠㆤㆷ̇,,tinnbeh,tinnbeh,ㄉㆪㆠㆤㆷ,,tb,tb,ㄉㆠ,,True,False
tshinn-kiunn,生姜,25,chhiⁿ-kiuⁿ,tshinn1kiunn1,chhinn1kiunn1,ㄑㆪㄍㄧㆫ,,tshinnkiunn,chhinnkiunn,ㄑㆪㄍㄧㆫ,,tk,ck,ㄑㄍ,,True,False
tshân-tshinn,田菁,25,chhân-chhiⁿ,tshan5tshinn1,chhan5chhinn1,ㄘㄢˊㄑㆪ,,tshantshinn,chhanchhinn,ㄘㄢㄑㆪ,,tt,cc,ㄘㄑ,,True,False
tshân-tsû,田薯,25,chhân-chû,tshan5tsu5,chhan5chu5,ㄘㄢˊㄗㄨˊ,,tshantsu,chhanchu,ㄘㄢㄗㄨ,,tt,cc,ㄘㄗ,,True,False
pe̍h-á,白仔,25,pe̍h-á,peh8a2,peh8a2,ㄅㆤㆷ̇ㄚˋ,,peha,peha,ㄅㆤㆷㄚ,,pa,pa,ㄅㄚ,,True,False
pe̍h-mn̂g,白們,25,pe̍h-mn̂g,peh8mng5,peh8mng5,ㄅㆤㆷ̇ㄇㆭˊ,,pehmng,pehmng,ㄅㆤㆷㄇㆭ,,pm,pm,ㄅㄇ,,True,False
pe̍h-pû,白匏,25,pe̍h-pû,peh8pu5,peh8pu5,ㄅㆤㆷ̇ㄅㄨˊ,,pehpu,pehpu,ㄅㆤㆷㄅㄨ,,pp,pp,ㄅㄅ,,True,False
pe̍h-khing,白柏,25,pe̍h-kheng,peh8khing1,peh8kheng1,ㄅㆤㆷ̇ㄎㄧㄥ,,pehkhing,pehkheng,ㄅㆤㆷㄎㄧㄥ,,pk,pk,ㄅㄎ,,True,False
pe̍h-tông,白桐,25,pe̍h-tông,peh8tong5,peh8tong5,ㄅㆤㆷ̇ㄉㆲˊ,,pehtong,pehtong,ㄅㆤㆷㄉㆲ,,pt,pt,ㄅㄉ,,True,False
pe̍h-muî,白梅,25,pe̍h-mûi,peh8mui5,peh8mui5,ㄅㆤㆷ̇ㄇㄨㄧˊ,,pehmui,pehmui,ㄅㆤㆷㄇㄨㄧ,,pm,pm,ㄅㄇ,,True,False
pe̍h-tshîng,白榕,25,pe̍h-chhêng,peh8tshing5,peh8chheng5,ㄅㆤㆷ̇ㄑㄧㄥˊ,,pehtshing,pehchheng,ㄅㆤㆷㄑㄧㄥ,,pt,pc,ㄅㄑ,,True,False
pe̍h-tshiū,白樹,25,pe̍h-chhiū,peh8tshiu7,peh8chhiu7,ㄅㆤㆷ̇ㄑㄧㄨ˫,,pehtshiu,pehchhiu,ㄅㆤㆷㄑㄧㄨ,,pt,pc,ㄅㄑ,,True,False
pe̍h-tāu,白豆,25,pe̍h-tāu,peh8tau7,peh8tau7,ㄅㆤㆷ̇ㄉㄠ˫,,pehtau,pehtau,ㄅㆤㆷㄉㄠ,,pt,pt,ㄅㄉ,,True,False
pe̍h-gûn,白銀,25,pe̍h-gûn,peh8gun5,peh8gun5,ㄅㆤㆷ̇ㆣㄨㄣˊ,,pehgun,pehgun,ㄅㆤㆷㆣㄨㄣ,,pg,pg,ㄅㆣ,,True,False
pe̍h-lîn,白隣,25,pe̍h-lîn,peh8lin5,peh8lin5,ㄅㆤㆷ̇ㄌㄧㄣˊ,,pehlin,pehlin,ㄅㆤㆷㄌㄧㄣ,,pl,pl,ㄅㄌ,,True,False
pe̍h-muâ,白麻,25,pe̍h-môa,peh8mua5,peh8moa5,ㄅㆤㆷ̇ㄇㄨㄚˊ,,pehmua,pehmoa,ㄅㆤㆷㄇㄨㄚ,,pm,pm,ㄅㄇ,,True,False
tsinn-tik,矢竹,25,chiⁿ-tek,tsinn1tik4,chinn1tek4,ㄐㆪㄉㄧㆻ,,tsinntik,chinntek,ㄐㆪㄉㄧㆻ,,tt,ct,ㄐㄉ,,True,False
tsio̍h-kiàm,石劍,25,chio̍h-kiàm,tsioh8kiam3,chioh8kiam3,ㄐㄧㄛㆷ̇ㄍㄧㆰ˪,,tsiohkiam,chiohkiam,ㄐㄧㄛㆷㄍㄧㆰ,,tk,ck,ㄐㄍ,,True,False
tsio̍h-phok,石博,25,chio̍h-phok,tsioh8phok4,chioh8phok4,ㄐㄧㄛㆷ̇ㄆㆦㆻ,,tsiohphok,chiohphok,ㄐㄧㄛㆷㄆㆦㆻ,,tp,cp,ㄐㄆ,,True,False
tsio̍h-ge̍h,石月,25,chio̍h-ge̍h,tsioh8geh8,chioh8geh8,ㄐㄧㄛㆷ̇ㆣㆤㆷ̇,,tsiohgeh,chiohgeh,ㄐㄧㄛㆷㆣㆤㆷ,,tg,cg,ㄐㆣ,,True,False
tsio̍h-tshîng,石松,25,chio̍h-chhêng,tsioh8tshing5,chioh8chheng5,ㄐㄧㄛㆷ̇ㄑㄧㄥˊ,,tsiohtshing,chiohchheng,ㄐㄧㄛㆷㄑㄧㄥ,,tt,cc,ㄐㄑ,,True,False
tsio̍h-lîng,石柃,25,chio̍h-lêng,tsioh8ling5,chioh8leng5,ㄐㄧㄛㆷ̇ㄌㄧㄥˊ,,tsiohling,chiohleng,ㄐㄧㄛㆷㄌㄧㄥ,,tl,cl,ㄐㄌ,,True,False
tsio̍h-liú,石柳,25,chio̍h-liú,tsioh8liu2,chioh8liu2,ㄐㄧㄛㆷ̇ㄌㄧㄨˋ,,tsiohliu,chiohliu,ㄐㄧㄛㆷㄌㄧㄨ,,tl,cl,ㄐㄌ,,True,False
sia̍h-liû,石榴,25,sia̍h-liû,siah8liu5,siah8liu5,ㄒㄧㄚㆷ̇ㄌㄧㄨˊ,,siahliu,siahliu,ㄒㄧㄚㆷㄌㄧㄨ,,sl,sl,ㄒㄌ,,True,False
tsio̍h-tsu,石櫧,25,chio̍h-chu,tsioh8tsu1,chioh8chu1,ㄐㄧㄛㆷ̇ㄗㄨ,,tsiohtsu,chiohchu,ㄐㄧㄛㆷㄗㄨ,,tt,cc,ㄐㄗ,,True,False
tsio̍h-siap,石澁,25,chio̍h-siap,tsioh8siap4,chioh8siap4,ㄐㄧㄛㆷ̇ㄒㄧㄚㆴ,,tsiohsiap,chiohsiap,ㄐㄧㄛㆷㄒㄧㄚㆴ,,ts,cs,ㄐㄒ,,True,False
tsio̍h-tik,石竹,25,chio̍h-tek,tsioh8tik4,chioh8tek4,ㄐㄧㄛㆷ̇ㄉㄧㆻ,,tsiohtik,chiohtek,ㄐㄧㄛㆷㄉㄧㆻ,,tt,ct,ㄐㄉ,,True,False
tsio̍h-tsû,石薯,25,chio̍h-chû,tsioh8tsu5,chioh8chu5,ㄐㄧㄛㆷ̇ㄗㄨˊ,,tsiohtsu,chiohchu,ㄐㄧㄛㆷㄗㄨ,,tt,cc,ㄐㄗ,,True,False
bé-tsî,碼薯,25,bé-chî,be2tsi5,be2chi5,ㆠㆤˋㄐㄧˊ,,betsi,bechi,ㆠㆤㄐㄧ,,bt,bc,ㆠㄐ,,True,False
bō-tsháu,磨草,25,bō-chháu,bo7tshau2,bo7chhau2,ㆠㄛ˫ㄘㄠˋ,,botshau,bochhau,ㆠㄛㄘㄠ,,bt,bc,ㆠㄘ,,True,False
kî-gāi,祈艾,25,kî-gāi,ki5gai7,ki5gai7,ㄍㄧˊㆣㄞ˫,,kigai,kigai,ㄍㄧㆣㄞ,,kg,kg,ㄍㆣ,,True,False
siù-ing,秀英,25,siù-eng,siu3ing1,siu3eng1,ㄒㄧㄨ˪ㄧㄥ,,siuing,siueng,ㄒㄧㄨㄧㄥ,,si,se,ㄒㄧ,,True,False
tshiu-lân,秋蘭,25,chhiu-lân,tshiu1lan5,chhiu1lan5,ㄑㄧㄨㄌㄢˊ,,tshiulan,chhiulan,ㄑㄧㄨㄌㄢ,,tl,cl,ㄑㄌ,,True,False
tiû-á,稠仔,25,tiû-á,tiu5a2,tiu5a2,ㄉㄧㄨˊㄚˋ,,tiua,tiua,ㄉㄧㄨㄚ,,ta,ta,ㄉㄚ,,True,False
tsang-bo̍k,稯木,25,chang-bo̍k,tsang1bok8,chang1bok8,ㄗㄤㆠㆦㆻ̇,,tsangbok,changbok,ㄗㄤㆠㆦㆻ,,tb,cb,ㄗㆠ,,True,False
tik-peh,竹柏,25,tek-peh,tik4peh4,tek4peh4,ㄉㄧㆻㄅㆤㆷ,,tikpeh,tekpeh,ㄉㄧㆻㄅㆤㆷ,,tp,tp,ㄉㄅ,,True,False
tsìnn-tik,箭竹,25,chìⁿ-tek,tsinn3tik4,chinn3tek4,ㄐㆪ˪ㄉㄧㆻ,,tsinntik,chinntek,ㄐㆪㄉㄧㆻ,,tt,ct,ㄐㄉ,,True,False
bí-tāu,米豆,25,bí-tāu,bi2tau7,bi2tau7,ㆠㄧˋㄉㄠ˫,,bitau,bitau,ㆠㄧㄉㄠ,,bt,bt,ㆠㄉ,,True,False
hun-tsio,粉蕉,25,hun-chio,hun1tsio1,hun1chio1,ㄏㄨㄣㄐㄧㄛ,,huntsio,hunchio,ㄏㄨㄣㄐㄧㄛ,,ht,hc,ㄏㄐ,,True,False
phoh-á,粕仔,25,phoh-á,phoh4a2,phoh4a2,ㄆㄛㆷㄚˋ,,phoha,phoha,ㄆㄛㆷㄚ,,pa,pa,ㄆㄚ,,True,False
kôo-thu,糊樗,25,kô͘-thu,koo5thu1,koo5thu1,ㄍㆦˊㄊㄨ,,koothu,koothu,ㄍㆦㄊㄨ,,kt,kt,ㄍㄊ,,True,False
khong-lông,糠榔,25,khong-lông,khong1long5,khong1long5,ㄎㆲㄌㆲˊ,,khonglong,khonglong,ㄎㆲㄌㆲ,,kl,kl,ㄎㄌ,,True,False
âng-sam,紅杉,25,âng-sam,ang5sam1,ang5sam1,ㄤˊㄙㆰ,,angsam,angsam,ㄤㄙㆰ,,as,as,ㄤㄙ,,True,False
âng-kam,紅柑,25,âng-kam,ang5kam1,ang5kam1,ㄤˊㄍㆰ,,angkam,angkam,ㄤㄍㆰ,,ak,ak,ㄤㄍ,,True,False
âng-tshâ,紅柴,25,âng-chhâ,ang5tsha5,ang5chha5,ㄤˊㄘㄚˊ,,angtsha,angchha,ㄤㄘㄚ,,at,ac,ㄤㄘ,,True,False
âng-tsó,紅棗,25,âng-chó,ang5tso2,ang5cho2,ㄤˊㄗㄛˋ,,angtso,angcho,ㄤㄗㄛ,,at,ac,ㄤㄗ,,True,False
âng-tām,紅淡,25,âng-tām,ang5tam7,ang5tam7,ㄤˊㄉㆰ˫,,angtam,angtam,ㄤㄉㆰ,,at,at,ㄤㄉ,,True,False
âng-tsu,紅珠,25,âng-chu,ang5tsu1,ang5chu1,ㄤˊㄗㄨ,,angtsu,angchu,ㄤㄗㄨ,,at,ac,ㄤㄗ,,True,False
âng-phê,紅皮,25,âng-phê,ang5phe5,ang5phe5,ㄤˊㄆㆤˊ,,angphe,angphe,ㄤㄆㆤ,,ap,ap,ㄤㄆ,,True,False
âng-tik,紅竹,25,âng-tek,ang5tik4,ang5tek4,ㄤˊㄉㄧㆻ,,angtik,angtek,ㄤㄉㄧㆻ,,at,at,ㄤㄉ,,True,False
âng-phiô,紅萍,25,âng-phiô,ang5phio5,ang5phio5,ㄤˊㄆㄧㄛˊ,,angphio,angphio,ㄤㄆㄧㄛ,,ap,ap,ㄤㄆ,,True,False
sò-sim,素心,25,sò-sim,so3sim1,so3sim1,ㄙㄛ˪ㄒㄧㆬ,,sosim,sosim,ㄙㄛㄒㄧㆬ,,ss,ss,ㄙㄒ,,True,False
sòo-hiunn,素香,25,sò͘-hiuⁿ,soo3hiunn1,soo3hiunn1,ㄙㆦ˪ㄏㄧㆫ,,soohiunn,soohiunn,ㄙㆦㄏㄧㆫ,,sh,sh,ㄙㄏ,,True,False
tsú-tuânn,紫檀,25,chú-tôaⁿ,tsu2tuann5,chu2toann5,ㄗㄨˋㄉㄨㆩˊ,,tsutuann,chutoann,ㄗㄨㄉㄨㆩ,,tt,ct,ㄗㄉ,,True,False
sè-sin,細辛,25,sè-sin,se3sin1,se3sin1,ㄙㆤ˪ㄒㄧㄣ,,sesin,sesin,ㄙㆤㄒㄧㄣ,,ss,ss,ㄙㄒ,,True,False
si-kue,絲瓜,25,si-koe,si1kue1,si1koe1,ㄒㄧㄍㄨㆤ,,sikue,sikoe,ㄒㄧㄍㄨㆤ,,sk,sk,ㄒㄍ,,True,False
li̍k-tsiunn,綠樟,25,le̍k-chiuⁿ,lik8tsiunn1,lek8chiunn1,ㄌㄧㆻ̇ㄐㄧㆫ,,liktsiunn,lekchiunn,ㄌㄧㆻㄐㄧㆫ,,lt,lc,ㄌㄐ,,True,False
lik-tik,綠竹,25,lek-tek,lik4tik4,lek4tek4,ㄌㄧㆻㄉㄧㆻ,,liktik,lektek,ㄌㄧㆻㄉㄧㆻ,,lt,lt,ㄌㄉ,,True,False
eng-be̍h,罌麥,25,eng-be̍h,eng1beh8,eng1beh8,ㆤㆭㆠㆤㆷ̇,,engbeh,engbeh,ㆤㆭㆠㆤㆷ,,eb,eb,ㆤㆠ,,True,False
iûnn-tāu,羊豆,25,iûⁿ-tāu,iunn5tau7,iunn5tau7,ㄧㆫˊㄉㄠ˫,,iunntau,iunntau,ㄧㆫㄉㄠ,,it,it,ㄧㄉ,,True,False
bah-tāu,肉豆,25,bah-tāu,bah4tau7,bah4tau7,ㆠㄚㆷㄉㄠ˫,,bahtau,bahtau,ㆠㄚㆷㄉㄠ,,bt,bt,ㆠㄉ,,True,False
siau-lâm,肖楠,25,siau-lâm,siau1lam5,siau1lam5,ㄒㄧㄠㄌㆰˊ,,siaulam,siaulam,ㄒㄧㄠㄌㆰ,,sl,sl,ㄒㄌ,,True,False
