tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,sitbut,is_variant
thih-sái-lâm,鐵屎楠,16,thih-sái-lâm,thih4sai2lam5,thih4sai2lam5,thihsailam,thihsailam,tsl,tsl,True,False
thih-kûn-thâu,鐵拳頭,16,thih-kûn-thâu,thih4kun5thau5,thih4kun5thau5,thihkunthau,thihkunthau,tkt,tkt,True,False
thih-bo̍k-kùn,鐵木棍,16,thih-bo̍k-kùn,thih4bok8kun3,thih4bok8kun3,thihbokkun,thihbokkun,tbk,tbk,True,False
thih-sik-tshiū,鐵色樹,16,thih-sek-chhiū,thih4sik4tshiu7,thih4sek4chhiu7,thihsiktshiu,thihsekchhiu,tst,tsc,True,False
thih-tiò-kuann,鐵釣竿,16,thih-tiò-koaⁿ,thih4tio3kuann1,thih4tio3koann1,thihtiokuann,thihtiokoann,ttk,ttk,True,False
thih-kau-tsháu,鐵鉤草,16,thih-kau-chháu,thih4kau1tshau2,thih4kau1chhau2,thihkautshau,thihkauchhau,tkt,tkc,True,False
thih-hōo-suànn,鐵雨傘,16,thih-hō͘-sòaⁿ,thih4hoo7suann3,thih4hoo7soann3,thihhoosuann,thihhoosoann,ths,ths,True,False
thih-bí-pinn,鐵馬鞭,16,thih-bí-piⁿ,thih4bi2pinn1,thih4bi2pinn1,thihbipinn,thihbipinn,tbp,tbp,True,False
thih-kut-mn̂g,鐵骨毛,16,thih-kut-mn̂g,thih4kut4mng5,thih4kut4mng5,thihkutmng,thihkutmng,tkm,tkm,True,False
tn̂g-ki-á,長枝仔,16,tn̂g-ki-á,tng5ki1a2,tng5ki1a2,tngkia,tngkia,tka,tka,True,False
khui-pî-tsháu,開脾草,16,khui-pî-chháu,khui1pi5tshau2,khui1pi5chhau2,khuipitshau,khuipichhau,kpt,kpc,True,False
kuan-to-tāu,關刀豆,16,koan-to-tāu,kuan1to1tau7,koan1to1tau7,kuantotau,koantotau,ktt,ktt,True,False
a-lí-sim,阿里參,16,a-lí-sim,a1li2sim1,a1li2sim1,alisim,alisim,als,als,True,False
sang-bīn-tshì,雙面刺,16,sang-bīn-chhì,sang1bin7tshi3,sang1bin7chhi3,sangbintshi,sangbinchhi,sbt,sbc,True,False
hōo-suànn-á,雨傘仔,16,hō͘-sòaⁿ-á,hoo7suann3a2,hoo7soann3a2,hoosuanna,hoosoanna,hsa,hsa,True,False
hōo-suànn-á,雨傘子,16,hō͘-sòaⁿ-á,hoo7suann3a2,hoo7soann3a2,hoosuanna,hoosoanna,hsa,hsa,True,False
luî-kong-tshìng,雷公銃,16,lûi-kong-chhèng,lui5kong1tshing3,lui5kong1chheng3,luikongtshing,luikongchheng,lkt,lkc,True,False
tshinn-ba̍k-hiunn,青木香,16,chhiⁿ-ba̍k-hiuⁿ,tshinn1bak8hiunn1,chhinn1bak8hiunn1,tshinnbakhiunn,chhinnbakhiunn,tbh,cbh,True,False
tshinn-phê-tāu,青皮豆,16,chhiⁿ-phê-tāu,tshinn1phe5tau7,chhinn1phe5tau7,tshinnphetau,chhinnphetau,tpt,cpt,True,False
tshinn-o-tsháu,青萵草,16,chhiⁿ-o-chháu,tshinn1o1tshau2,chhinn1o1chhau2,tshinnotshau,chhinnochhau,tot,coc,True,True
bîn-thâu-ké,面頭菓,16,bîn-thâu-ké,bin5thau5ke2,bin5thau5ke2,binthauke,binthauke,btk,btk,True,False
bīn-thâu-ké,面頭菓,16,bīn-thâu-ké,bin7thau5ke2,bin7thau5ke2,binthauke,binthauke,btk,btk,True,False
ām-sê-tāu,頷垂豆,16,ām-sê-tāu,am7se5tau7,am7se5tau7,amsetau,amsetau,ast,ast,True,False
hong-put-tōng,風不動,16,hong-put-tōng,hong1put4tong7,hong1put4tong7,hongputtong,hongputtong,hpt,hpt,True,False
hong-thai-tsháu,風颱草,16,hong-thai-chháu,hong1thai1tshau2,hong1thai1chhau2,hongthaitshau,hongthaichhau,htt,htc,True,False
bé-kháu-tshiū,馬口樹,16,bé-kháu-chhiū,be2khau2tshiu7,be2khau2chhiu7,bekhautshiu,bekhauchhiu,bkt,bkc,True,False
bé-bé-si,馬尾絲,16,bé-bé-si,be2be2si1,be2be2si1,bebesi,bebesi,bbs,bbs,True,False
bé-tê-kim,馬蹄金,16,bé-tê-kim,be2te5kim1,be2te5kim1,betekim,betekim,btk,btk,True,False
bé-uann-tîn,馬鞍藤,16,bé-oaⁿ-tîn,be2uann1tin5,be2oann1tin5,beuanntin,beoanntin,but,bot,True,False
bé-pinn-tsháu,馬鞭草,16,bé-piⁿ-chháu,be2pinn1tshau2,be2pinn1chhau2,bepinntshau,bepinnchhau,bpt,bpc,True,False
bé-khí-tāu,馬齒豆,16,bé-khí-tāu,be2khi2tau7,be2khi2tau7,bekhitau,bekhitau,bkt,bkt,True,False
kut-tshuì-pòo,骨碎補,16,kut-chhùi-pò͘,kut4tshui3poo3,kut4chhui3poo3,kuttshuipoo,kutchhuipoo,ktp,kcp,True,False
kuâinn-tshiûnn-iū,高墻柚,16,koâiⁿ-chhiûⁿ-iū,kuainn5tshiunn5iu7,koainn5chhiunn5iu7,kuainntshiunniu,koainnchhiunniu,kti,kci,True,True
kuí-liú-kun,鬼柳根,16,kúi-liú-kun,kui2liu2kun1,kui2liu2kun1,kuiliukun,kuiliukun,klk,klk,True,False
hî-tsho-tsháu,魚臊草,16,hî-chho-chháu,hi5tsho1tshau2,hi5chho1chhau2,hitshotshau,hichhochhau,htt,hcc,True,False
hî-tsiam-tsháu,魚針草,16,hî-chiam-chháu,hi5tsiam1tshau2,hi5chiam1chhau2,hitsiamtshau,hichiamchhau,htt,hcc,True,False
hî-liu-tsháu,魚鰌草,16,hî-liu-chháu,hi5liu1tshau2,hi5liu1chhau2,hiliutshau,hiliuchhau,hlt,hlc,True,False
lóo-huà-tshiū,魯化樹,16,ló͘-hòa-chhiū,loo2hua3tshiu7,loo2hoa3chhiu7,loohuatshiu,loohoachhiu,lht,lhc,True,False
tsit-á-tánn,鯽仔膽,16,chit-á-táⁿ,tsit4a2tann2,chit4a2tann2,tsitatann,chitatann,tat,cat,True,False
tsit-hî-tánn,鯽魚膽,16,chit-hî-táⁿ,tsit4hi5tann2,chit4hi5tann2,tsithitann,chithitann,tht,cht,True,False
hau-khak-tshì,鱟壳刺,16,hau-khak-chhì,hau1khak4tshi3,hau1khak4chhi3,haukhaktshi,haukhakchhi,hkt,hkc,True,False
hāu-khak-tshì,鱟壳刺,16,hāu-khak-chhì,hau7khak4tshi3,hau7khak4chhi3,haukhaktshi,haukhakchhi,hkt,hkc,True,False
hāu-khak-tîn,鱟壳藤,16,hāu-khak-tîn,hau7khak4tin5,hau7khak4tin5,haukhaktin,haukhaktin,hkt,hkt,True,False
tsiáu-á-hue,鳥仔花,16,chiáu-á-hoe,tsiau2a2hue1,chiau2a2hoe1,tsiauahue,chiauahoe,tah,cah,True,False
tsiáu-á-tāu,鳥仔豆,16,chiáu-á-tāu,tsiau2a2tau7,chiau2a2tau7,tsiauatau,chiauatau,tat,cat,True,False
tsiáu-sái-tshîng,鳥屎榕,16,chiáu-sái-chhêng,tsiau2sai2tshing5,chiau2sai2chheng5,tsiausaitshing,chiausaichheng,tst,csc,True,False
tsiáu-kiān-hue,鳥腱花,16,chiáu-kiān-hoe,tsiau2kian7hue1,chiau2kian7hoe1,tsiaukianhue,chiaukianhoe,tkh,ckh,True,False
tsiáu-ta̍h-tshì,鳥踏刺,16,chiáu-ta̍h-chhì,tsiau2tah8tshi3,chiau2tah8chhi3,tsiautahtshi,chiautahchhi,ttt,ctc,True,False
hōng-bé-tik,鳳尾竹,16,hōng-bé-tek,hong7be2tik4,hong7be2tek4,hongbetik,hongbetek,hbt,hbt,True,False
hōng-bé-pit,鳳尾筆,16,hōng-bé-pit,hong7be2pit4,hong7be2pit4,hongbepit,hongbepit,hbp,hbp,True,False
hōng-bé-tsháu,鳳尾草,16,hōng-bé-chháu,hong7be2tshau2,hong7be2chhau2,hongbetshau,hongbechhau,hbt,hbc,True,False
hōng-bé-hông,鳳尾黃,16,hōng-bé-hông,hong7be2hong5,hong7be2hong5,hongbehong,hongbehong,hbh,hbh,True,False
ah-tshuì-hông,鴨嘴黃,16,ah-chhùi-hông,ah4tshui3hong5,ah4chhui3hong5,ahtshuihong,ahchhuihong,ath,ach,True,True
ap-bú-tshiū,鴨母樹,16,ap-bú-chhiū,ap4bu2tshiu7,ap4bu2chhiu7,apbutshiu,apbuchhiu,abt,abc,True,False
ah-bú-tsu,鴨母珠,16,ah-bú-chu,ah4bu2tsu1,ah4bu2chu1,ahbutsu,ahbuchu,abt,abc,True,False
ah-bú-tsháu,鴨母草,16,ah-bú-chháu,ah4bu2tshau2,ah4bu2chhau2,ahbutshau,ahbuchhau,abt,abc,True,False
ah-kiān-tîn,鴨腱藤,16,ah-kiān-tîn,ah4kian7tin5,ah4kian7tin5,ahkiantin,ahkiantin,akt,akt,True,False
ah-kha-pê,鴨腳筢,16,ah-kha-pê,ah4kha1pe5,ah4kha1pe5,ahkhape,ahkhape,akp,akp,True,True
ah-kha-sué,鴨腳黍,16,ah-kha-sóe,ah4kha1sue2,ah4kha1soe2,ahkhasue,ahkhasoe,aks,aks,True,True
ah-tsi̍h-tsháu,鴨舌草,16,ah-chi̍h-chháu,ah4tsih8tshau2,ah4chih8chhau2,ahtsihtshau,ahchihchhau,att,acc,True,False
ah-chi̍h-hông,鴨舌黃,16,ah-chi̍h-hông,ah4chih8hong5,ah4chih8hong5,ahchihhong,ahchihhong,ach,ach,True,False
ah-tsih-hông,鴨舌黃,16,ah-chih-hông,ah4tsih4hong5,ah4chih4hong5,ahtsihhong,ahchihhong,ath,ach,True,False
ah-tsi̍h-hông,鴨舌黃,16,ah-chi̍h-hông,ah4tsih8hong5,ah4chih8hong5,ahtsihhong,ahchihhong,ath,ach,True,False
ah-tuê-tsháu,鴨蹄草,16,ah-tôe-chháu,ah4tue5tshau2,ah4toe5chhau2,ahtuetshau,ahtoechhau,att,atc,True,False
ap-mâ-kua̍t,鴨麻瓜,16,ap-mâ-koa̍t,ap4ma5kuat8,ap4ma5koat8,apmakuat,apmakoat,amk,amk,True,False
giâ-á-tsháu,鵞仔草,16,giâ-á-chháu,gia5a2tshau2,gia5a2chhau2,giaatshau,giaachhau,gat,gac,True,False
giâ-á-tshài,鵞仔菜,16,giâ-á-chhài,gia5a2tshai3,gia5a2chhai3,giaatshai,giaachhai,gat,gac,True,False
keh-tsiáu-hue,鵲鳥花,16,keh-chiáu-hoe,keh4tsiau2hue1,keh4chiau2hoe1,kehtsiauhue,kehchiauhoe,kth,kch,True,False
ing-jiáu-thô,鶯爪桃,16,eng-jiáu-thô,ing1jiau2tho5,eng1jiau2tho5,ingjiautho,engjiautho,ijt,ejt,True,True
kue-kè-hue,鷄冠花,16,koe-kè-hoe,kue1ke3hue1,koe1ke3hoe1,kuekehue,koekehoe,kkh,kkh,True,False
kue-sái-tîn,鷄屎藤,16,koe-sái-tîn,kue1sai2tin5,koe1sai2tin5,kuesaitin,koesaitin,kst,kst,True,False
kue-bú-tsú,鷄母子,16,koe-bú-chú,kue1bu2tsu2,koe1bu2chu2,kuebutsu,koebuchu,kbt,kbc,True,False
kue-bú-tsu,鷄母珠,16,koe-bú-chu,kue1bu2tsu1,koe1bu2chu1,kuebutsu,koebuchu,kbt,kbc,True,False
kue-jiáu-lân,鷄爪蘭,16,koe-jiáu-lân,kue1jiau2lan5,koe1jiau2lan5,kuejiaulan,koejiaulan,kjl,kjl,True,False
kue-kha-tsháu,鷄脚草,16,koe-kha-chháu,kue1kha1tshau2,koe1kha1chhau2,kuekhatshau,koekhachhau,kkt,kkc,True,False
kue-kha-lân,鷄脚蘭,16,koe-kha-lân,kue1kha1lan5,koe1kha1lan5,kuekhalan,koekhalan,kkl,kkl,True,False
kue-tn̂g-tsháu,鷄腸草,16,koe-tn̂g-chháu,kue1tng5tshau2,koe1tng5chhau2,kuetngtshau,koetngchhau,ktt,ktc,True,False
kue-tsih-hông,鷄舌黃,16,koe-chih-hông,kue1tsih4hong5,koe1chih4hong5,kuetsihhong,koechihhong,kth,kch,True,False
kue-tsi̍h-hông,鷄舌黃,16,koe-chi̍h-hông,kue1tsih8hong5,koe1chih8hong5,kuetsihhong,koechihhong,kth,kch,True,False
kue-phang-tîn,鷄香藤,16,koe-phang-tîn,kue1phang1tin5,koe1phang1tin5,kuephangtin,koephangtin,kpt,kpt,True,True
kue-kut-hông,鷄骨癀,16,koe-kut-hông,kue1kut4hong5,koe1kut4hong5,kuekuthong,koekuthong,kkh,kkh,True,False
kue-kak-kong,鷄鵤公,16,koe-kak-kong,kue1kak4kong1,koe1kak4kong1,kuekakkong,koekakkong,kkk,kkk,True,False
ing-hio̍h-tshì,鷹葉刺,16,eng-hio̍h-chhì,ing1hioh8tshi3,eng1hioh8chhi3,inghiohtshi,enghiohchhi,iht,ehc,True,False
iâm-tang-hue,鹽東花,16,iâm-tang-hoe,iam5tang1hue1,iam5tang1hoe1,iamtanghue,iamtanghoe,ith,ith,True,False
iâm-sng-á,鹽桑仔,16,iâm-sng-á,iam5sng1a2,iam5sng1a2,iamsnga,iamsnga,isa,isa,True,False
iâm-sng-tsháu,鹽酸草,16,iâm-sng-chháu,iam5sng1tshau2,iam5sng1chhau2,iamsngtshau,iamsngchhau,ist,isc,True,False
lo̍k-á-tshiū,鹿仔樹,16,lo̍k-á-chhiū,lok8a2tshiu7,lok8a2chhiu7,lokatshiu,lokachhiu,lat,lac,True,False
lo̍k-á-tshài,鹿仔菜,16,lo̍k-á-chhài,lok8a2tshai3,lok8a2chhai3,lokatshai,lokachhai,lat,lac,True,False
lo̍k-jiông-tshàu,鹿茸草,16,lo̍k-jiông-chhàu,lok8jiong5tshau3,lok8jiong5chhau3,lokjiongtshau,lokjiongchhau,ljt,ljc,True,False
beh-suī-hong,麥穗黃,16,beh-sūi-hong,beh4sui7hong1,beh4sui7hong1,behsuihong,behsuihong,bsh,bsh,True,False
bi̍k-bûn-tong,麥門冬,16,be̍k-bûn-tong,bik8bun5tong1,bek8bun5tong1,bikbuntong,bekbuntong,bbt,bbt,True,True
n̂g-sim-á,黃心仔,16,n̂g-sim-á,ng5sim1a2,ng5sim1a2,ngsima,ngsima,nsa,nsa,True,False
n̂g-tsuí-kiô,黃水茄,16,n̂g-chúi-kiô,ng5tsui2kio5,ng5chui2kio5,ngtsuikio,ngchuikio,ntk,nck,True,False
n̂g-ba̍k-tsí,黃目子,16,n̂g-ba̍k-chí,ng5bak8tsi2,ng5bak8chi2,ngbaktsi,ngbakchi,nbt,nbc,True,False
n̂g-bah-tshiū,黃肉樹,16,n̂g-bah-chhiū,ng5bah4tshiu7,ng5bah4chhiu7,ngbahtshiu,ngbahchhiu,nbt,nbc,True,False
n̂g-ôo-ia̍p,黃蝴蝶,16,n̂g-ô͘-ia̍p,ng5oo5iap8,ng5oo5iap8,ngooiap,ngooiap,noi,noi,True,False
n̂g-kim-kuì,黃金桂,16,n̂g-kim-kùi,ng5kim1kui3,ng5kim1kui3,ngkimkui,ngkimkui,nkk,nkk,True,False
oo-ba̍k-á,黑目仔,16,o͘-ba̍k-á,oo1bak8a2,oo1bak8a2,oobaka,oobaka,oba,oba,True,False
pih-á-tsháu,鼈仔草,16,pih-á-chháu,pih4a2tshau2,pih4a2chhau2,pihatshau,pihachhau,pat,pac,True,True
tiann-tshuè-tîn,鼎刷藤,16,tiaⁿ-chhòe-tîn,tiann1tshue3tin5,tiann1chhoe3tin5,tianntshuetin,tiannchhoetin,ttt,tct,True,False
tiann-tshe-tîn,鼎炊藤,16,tiaⁿ-chhe-tîn,tiann1tshe1tin5,tiann1chhe1tin5,tianntshetin,tiannchhetin,ttt,tct,True,False
tshú-bé-hông,鼠尾紅,16,chhú-bé-hông,tshu2be2hong5,chhu2be2hong5,tshubehong,chhubehong,tbh,cbh,True,False
tsháu-bé-hông,鼠尾黃,16,chháu-bé-hông,tshau2be2hong5,chhau2be2hong5,tshaubehong,chhaubehong,tbh,cbh,True,False
tshú-bé-hông,鼠尾黃,16,chhú-bé-hông,tshu2be2hong5,chhu2be2hong5,tshubehong,chhubehong,tbh,cbh,True,False
tshú-kun-hông,鼠筋黃,16,chhú-kun-hông,tshu2kun1hong5,chhu2kun1hong5,tshukunhong,chhukunhong,tkh,ckh,True,False
tshú-khak-tsháu,鼠麴草,16,chhú-khak-chháu,tshu2khak4tshau2,chhu2khak4chhau2,tshukhaktshau,chhukhakchhau,tkt,ckc,True,False
lîng-thòo-tsu,龍吐珠,16,lêng-thò͘-chu,ling5thoo3tsu1,leng5thoo3chu1,lingthootsu,lengthoochu,ltt,ltc,True,False
lîng-tsi̍h-hông,龍舌黃,16,lêng-chi̍h-hông,ling5tsih8hong5,leng5chih8hong5,lingtsihhong,lengchihhong,lth,lch,True,False
lîng-tsûn-hue,龍船花,16,lêng-chûn-hoe,ling5tsun5hue1,leng5chun5hoe1,lingtsunhue,lengchunhoe,lth,lch,True,False
lîng-tshiu-tîn,龍鬚藤,16,lêng-chhiu-tîn,ling5tshiu1tin5,leng5chhiu1tin5,lingtshiutin,lengchhiutin,ltt,lct,True,False
lîng-lân-tsháu,龍麟草,16,lêng-lân-chháu,ling5lan5tshau2,leng5lan5chhau2,linglantshau,lenglanchhau,llt,llc,True,True
tsu̍t-bí-tsháu,𥟇米草,16,chu̍t-bí-chháu,tsut8bi2tshau2,chut8bi2chhau2,tsutbitshau,chutbichhau,tbt,cbc,True,False
tāi-hî-lân,𩻸魚鱗,16,tāi-hî-lân,tai7hi5lan5,tai7hi5lan5,taihilan,taihilan,thl,thl,True,False
sann-hīnn-á-tsháu,三硯仔草,12,saⁿ-hīⁿ-á-chháu,sann1hinn7a2tshau2,sann1hinn7a2chhau2,sannhinnatshau,sannhinnachhau,shat,shac,True,False
sann-kha-bé-á,三脚馬仔,12,saⁿ-kha-bé-á,sann1kha1be2a2,sann1kha1be2a2,sannkhabea,sannkhabea,skba,skba,True,False
sann-kak-iâm-sng,三角鹽酸,12,saⁿ-kak-iâm-sng,sann1kak4iam5sng1,sann1kak4iam5sng1,sannkakiamsng,sannkakiamsng,skis,skis,True,False
sann-kha-pih-tsháu,三角鼈草,12,saⁿ-kha-pih-chháu,sann1kha1pih4tshau2,sann1kha1pih4chhau2,sannkhapihtshau,sannkhapihchhau,skpt,skpc,True,True
káu-lê-á-hue,九螺仔花,12,káu-lê-á-hoe,kau2le5a2hue1,kau2le5a2hoe1,kauleahue,kauleahoe,klah,klah,True,False
gōo-tsiúnn-lâm-á,五掌楠仔,12,gō͘-chiúⁿ-lâm-á,goo7tsiunn2lam5a2,goo7chiunn2lam5a2,gootsiunnlama,goochiunnlama,gtla,gcla,True,False
góo-jiáu-hún-tîn,五爪粉藤,12,gó͘-jiáu-hún-tîn,goo2jiau2hun2tin5,goo2jiau2hun2tin5,goojiauhuntin,goojiauhuntin,gjht,gjht,True,False
gōo-hio̍h-lâm-á,五葉楠仔,12,gō͘-hio̍h-lâm-á,goo7hioh8lam5a2,goo7hioh8lam5a2,goohiohlama,goohiohlama,ghla,ghla,True,False
hu̍t-siú-hiunn-kam,佛手香柑,12,hu̍t-siú-hiuⁿ-kam,hut8siu2hiunn1kam1,hut8siu2hiunn1kam1,hutsiuhiunnkam,hutsiuhiunnkam,hshk,hshk,True,False
tó-tuē-giâ-kang,倒地蜈蚣,12,tó-tōe-giâ-kang,to2tue7gia5kang1,to2toe7gia5kang1,totuegiakang,totoegiakang,ttgk,ttgk,True,False
tó-té-giâ-kang,倒地蜈蚣,12,tó-té-giâ-kang,to2te2gia5kang1,to2te2gia5kang1,totegiakang,totegiakang,ttgk,ttgk,True,False
lâi-tang-tsí-lâm,內冬子楠,12,lâi-tang-chí-lâm,lai5tang1tsi2lam5,lai5tang1chi2lam5,laitangtsilam,laitangchilam,lttl,ltcl,True,True
luē-tē-tsio̍h-liú,內地石柳,12,lōe-tē-chio̍h-liú,lue7te7tsioh8liu2,loe7te7chioh8liu2,luetetsiohliu,loetechiohliu,lttl,ltcl,True,False
lāi-thuànn-tsí-lâm,內炭子楠,12,lāi-thòaⁿ-chí-lâm,lai7thuann3tsi2lam5,lai7thoann3chi2lam5,laithuanntsilam,laithoannchilam,lttl,ltcl,True,False
to-pán-jîn-tāu,刀板仁豆,12,to-pán-jîn-tāu,to1pan2jin5tau7,to1pan2jin5tau7,topanjintau,topanjintau,tpjt,tpjt,True,False
lâm-ngóo-bī-tsí,南五味子,12,lâm-ngó͘-bī-chí,lam5ngoo2bi7tsi2,lam5ngoo2bi7chi2,lamngoobitsi,lamngoobichi,lnbt,lnbc,True,False
lâm-tâu-ngôo-tông,南投梧桐,12,lâm-tâu-ngô͘-tông,lam5tau5ngoo5tong5,lam5tau5ngoo5tong5,lamtaungootong,lamtaungootong,ltnt,ltnt,True,False
kńg-sim-pe̍h-tshài,卷心白菜,12,kńg-sim-pe̍h-chhài,kng2sim1peh8tshai3,kng2sim1peh8chhai3,kngsimpehtshai,kngsimpehchhai,kspt,kspc,True,False
ham-khah-tsînn-tsháu,含殼錢草,12,ham-khah-chîⁿ-chháu,ham1khah4tsinn5tshau2,ham1khah4chinn5chhau2,hamkhahtsinntshau,hamkhahchinnchhau,hktt,hkcc,True,False
sù-kuì-n̂g-ki,四季黃枝,12,sù-kùi-n̂g-ki,su3kui3ng5ki1,su3kui3ng5ki1,sukuingki,sukuingki,sknk,sknk,True,True
sì-hio̍h-tsí-soo,四葉紫蘇,12,sì-hio̍h-chí-so͘,si3hioh8tsi2soo1,si3hioh8chi2soo1,sihiohtsisoo,sihiohchisoo,shts,shcs,True,False
tē-lōo-giâ-kang,地路蜈蚣,12,tē-lō͘-giâ-kang,te7loo7gia5kang1,te7loo7gia5kang1,teloogiakang,teloogiakang,tlgk,tlgk,True,False
tuā-pe̍h-hio̍h-á,大白葉仔,12,tōa-pe̍h-hio̍h-á,tua7peh8hioh8a2,toa7peh8hioh8a2,tuapehhioha,toapehhioha,tpha,tpha,True,False
tuā-âng-thun-tshiū,大紅椿樹,12,tōa-âng-thun-chhiū,tua7ang5thun1tshiu7,toa7ang5thun1chhiu7,tuaangthuntshiu,toaangthunchhiu,tatt,tatc,True,False
tuā-hio̍h-tshì-tshang,大葉刺葱,12,tōa-hio̍h-chhì-chhang,tua7hioh8tshi3tshang1,toa7hioh8chhi3chhang1,tuahiohtshitshang,toahiohchhichhang,thtt,thcc,True,False
tuā-hio̍h-tōo-á,大葉杜仔,12,tōa-hio̍h-tō͘-á,tua7hioh8too7a2,toa7hioh8too7a2,tuahiohtooa,toahiohtooa,thta,thta,True,False
tuā-hio̍h-káu-la̍t,大葉校栗,12,tōa-hio̍h-káu-la̍t,tua7hioh8kau2lat8,toa7hioh8kau2lat8,tuahiohkaulat,toahiohkaulat,thkl,thkl,True,False
tuā-hio̍h-pe̍h-mn̂g,大葉白門,12,tōa-hio̍h-pe̍h-mn̂g,tua7hioh8peh8mng5,toa7hioh8peh8mng5,tuahiohpehmng,toahiohpehmng,thpm,thpm,True,False
tuā-tiam-ú-sam,大點雨杉,12,tōa-tiam-ú-sam,tua7tiam1u2sam1,toa7tiam1u2sam1,tuatiamusam,toatiamusam,ttus,ttus,True,False
thian-hông-tsháu-kū,天紅草舅,12,thian-hông-chháu-kū,thian1hong5tshau2ku7,thian1hong5chhau2ku7,thianhongtshauku,thianhongchhauku,thtk,thck,True,False
sió-iûnn-kak-tāu,小羊角豆,12,sió-iûⁿ-kak-tāu,sio2iunn5kak4tau7,sio2iunn5kak4tau7,sioiunnkaktau,sioiunnkaktau,sikt,sikt,True,False
sió-tshú-bé-hông,小鼠尾黃,12,sió-chhú-bé-hông,sio2tshu2be2hong5,sio2chhu2be2hong5,siotshubehong,siochhubehong,stbh,scbh,True,False
suann-poo-lûn-á,山埔崙仔,12,soaⁿ-po͘-lûn-á,suann1poo1lun5a2,soann1poo1lun5a2,suannpooluna,soannpooluna,spla,spla,True,False
suann-huan-á-hun,山蕃仔煙,12,soaⁿ-hoan-á-hun,suann1huan1a2hun1,soann1hoan1a2hun1,suannhuanahun,soannhoanahun,shah,shah,True,True
pòo-pòo-oo-tshiū,布布烏樹,12,pò͘-pò͘-o͘-chhiū,poo3poo3oo1tshiu7,poo3poo3oo1chhiu7,poopooootshiu,poopoooochhiu,ppot,ppoc,True,False
bō-á-tùn-tsháu,帽仔盾草,12,bō-á-tùn-chháu,bo7a2tun3tshau2,bo7a2tun3chhau2,boatuntshau,boatunchhau,batt,batc,True,False
kńg-tang-iû-tông,廣東油桐,12,kńg-tang-iû-tông,kng2tang1iu5tong5,kng2tang1iu5tong5,kngtangiutong,kngtangiutong,ktit,ktit,True,False
phah-puà-uánn-hue,打破碗花,12,phah-pòa-óaⁿ-hoe,phah4pua3uann2hue1,phah4poa3oann2hoe1,phahpuauannhue,phahpoaoannhoe,ppuh,ppoh,True,True
liam-la̍t-á-tsháu,拈力仔草,12,liam-la̍t-á-chháu,liam1lat8a2tshau2,liam1lat8a2chhau2,liamlatatshau,liamlatachhau,llat,llac,True,False
pua̍t-á-kue-iû,拔仔雞油,12,poa̍t-á-koe-iû,puat8a2kue1iu5,poat8a2koe1iu5,puatakueiu,poatakoeiu,paki,paki,True,True
ji̍t-pún-han-tsû,日本番薯,12,ji̍t-pún-han-chû,jit8pun2han1tsu5,jit8pun2han1chu5,jitpunhantsu,jitpunhanchu,jpht,jphc,True,False
sî-pió-á-hue,時錶仔花,12,sî-pió-á-hoe,si5pio2a2hue1,si5pio2a2hoe1,sipioahue,sipioahoe,spah,spah,True,False
ū-tshì-tshiah-lân,有刺赤蘭,12,ū-chhì-chhiah-lân,u7tshi3tshiah4lan5,u7chhi3chhiah4lan5,utshitshiahlan,uchhichhiahlan,uttl,uccl,True,False
bo̍k-kua-king-tsio,木瓜芎蕉,12,bo̍k-koa-keng-chio,bok8kua1king1tsio1,bok8koa1keng1chio1,bokkuakingtsio,bokkoakengchio,bkkt,bkkc,True,True
tsuí-sian-hue-tsháu,水仙花草,12,chúi-sian-hoe-chháu,tsui2sian1hue1tshau2,chui2sian1hoe1chhau2,tsuisianhuetshau,chuisianhoechhau,tsht,cshc,True,False
tsuí-ting-sim-tsháu,水燈心草,12,chúi-teng-sim-chháu,tsui2ting1sim1tshau2,chui2teng1sim1chhau2,tsuitingsimtshau,chuitengsimchhau,ttst,ctsc,True,False
tsuí-luê-piah-tsháu,水犁壁草,12,chúi-lôe-piah-chháu,tsui2lue5piah4tshau2,chui2loe5piah4chhau2,tsuiluepiahtshau,chuiloepiahchhau,tlpt,clpc,True,False
tsuí-âng-kut-tsuâ,水紅骨蛇,12,chúi-âng-kut-chôa,tsui2ang5kut4tsua5,chui2ang5kut4choa5,tsuiangkuttsua,chuiangkutchoa,takt,cakc,True,False
tsuí-ti-bú-lin,水豬母乳,12,chúi-ti-bú-lin,tsui2ti1bu2lin1,chui2ti1bu2lin1,tsuitibulin,chuitibulin,ttbl,ctbl,True,True
tsuí-piàn-tē-gím,水遍地錦,12,chúi-piàn-tē-gím,tsui2pian3te7gim2,chui2pian3te7gim2,tsuipiantegim,chuipiantegim,tptg,cptg,True,False
iû-hio̍h-tōo-á,油葉杜仔,12,iû-hio̍h-tō͘-á,iu5hioh8too7a2,iu5hioh8too7a2,iuhiohtooa,iuhiohtooa,ihta,ihta,True,False
phû-tsuí-liân-hue,浮水蓮花,12,phû-chúi-liân-hoe,phu5tsui2lian5hue1,phu5chui2lian5hoe1,phutsuilianhue,phuchuilianhoe,ptlh,pclh,True,False
